chrom	start	end	nogene_Shap
chr21	19953664	19955712	19.74385643005371
chr21	19972096	19974144	20.00595474243164
chr21	19984384	19986432	20.461620330810547
chr21	20008960	20011008	32.916297912597656
chr21	20039680	20041728	15.295527458190918
chr21	20088832	20090880	16.115190505981445
chr21	20117504	20119552	13.615575790405273
chr21	20133888	20135936	14.9039306640625
chr21	20187136	20189184	22.498275756835938
chr21	20195328	20197376	33.069068908691406
chr21	20289536	20291584	17.535776138305664
chr9	30404608	30406656	12.569286346435547
chr9	30418944	30420992	31.711654663085938
chr9	30474240	30476288	20.065349578857422
chr9	30480384	30482432	12.883160591125488
chr9	30488576	30490624	15.133279800415039
chr9	30662656	30664704	33.614036560058594
chr9	30746624	30748672	16.68827247619629
chr9	30816256	30818304	18.29022216796875
chr9	30820352	30822400	29.703811645507812
chr9	31012864	31014912	16.04447364807129
chr15	85573632	85575680	10.45772933959961
chr15	85731328	85733376	17.772443771362305
chr15	85747712	85749760	14.862586975097656
chr15	85841920	85843968	15.753779411315918
chr15	86056960	86059008	17.2713623046875
chr15	86061056	86063104	11.707304000854492
chr15	86224896	86226944	29.410694122314453
chr12	29210624	29212672	13.820165634155273
chr12	29319168	29321216	11.250272750854492
chr10	102072320	102074368	14.481244087219238
chr4	95242240	95244288	18.10490608215332
chr4	95391744	95393792	14.150854110717773
chr4	95512576	95514624	23.162696838378906
chr4	95647744	95649792	15.37150764465332
chr4	95901696	95903744	13.179827690124512
chr4	95903744	95905792	13.663652420043945
chr1	206544896	206546944	10.988420486450195
chr1	238180352	238182400	10.58475112915039
chr7	100687872	100689920	10.779398918151855
chr7	100829184	100831232	11.137423515319824
chr10	120899584	120901632	16.86632537841797
chr10	120938496	120940544	14.19263744354248
chr10	120940544	120942592	17.250537872314453
chr10	120963072	120965120	11.200674057006836
chr10	121059328	121061376	10.794649124145508
chr10	121092096	121094144	19.040714263916016
chr10	121176064	121178112	21.554479598999023
chr10	121186304	121188352	12.920373916625977
chr10	121188352	121190400	13.886224746704102
chr10	121192448	121194496	17.268024444580078
chr10	52723712	52725760	10.215963363647461
chr10	52727808	52729856	26.973825454711914
chr10	52776960	52779008	15.047943115234375
chr10	52887552	52889600	21.048992156982422
chr10	53131264	53133312	13.0999116897583
chr10	53184512	53186560	23.825115203857422
chr10	53272576	53274624	18.089941024780273
chr10	53284864	53286912	20.27210807800293
chr10	53315584	53317632	18.356779098510742
chr4	131008512	131010560	20.044450759887695
chr13	38576128	38578176	32.44654083251953
chr13	38914048	38916096	14.103147506713867
chr13	39012352	39014400	12.778289794921875
chr11	14389248	14391296	10.25847053527832
chr11	14536704	14538752	13.830647468566895
chr11	14639104	14641152	11.7694673538208
chr11	14659584	14661632	15.307629585266113
chr8	136017920	136019968	17.635372161865234
chr8	136134656	136136704	10.177669525146484
chr8	136278016	136280064	19.622716903686523
chr8	136327168	136329216	18.290281295776367
chr8	136396800	136398848	17.91077995300293
chr1	23963648	23965696	10.411999702453613
chr1	24320000	24322048	13.952387809753418
chr1	24391680	24393728	25.485803604125977
chr1	24412160	24414208	12.37812614440918
chr1	24414208	24416256	12.785470962524414
chr1	24416256	24418304	17.348012924194336
chr22	44621824	44623872	14.397722244262695
chr22	44623872	44625920	15.278162002563477
chr22	44668928	44670976	10.500349044799805
chr22	44701696	44703744	16.3386287689209
chr22	44730368	44732416	16.850027084350586
chr4	164769792	164771840	11.393914222717285
chr4	164786176	164788224	12.671164512634277
chr4	164818944	164820992	14.534246444702148
chr4	164847616	164849664	12.364889144897461
chr4	165111808	165113856	19.140701293945312
chr4	165128192	165130240	13.308268547058105
chr4	165132288	165134336	13.76075553894043
chr1	158916608	158918656	10.14981746673584
chr1	158996480	158998528	15.728825569152832
chr1	159023104	159025152	11.944977760314941
chr1	159072256	159074304	10.64851188659668
chr1	159086592	159088640	10.226659774780273
chr1	159088640	159090688	15.745388984680176
chr1	159162368	159164416	14.00275707244873
chr1	15040512	15042560	10.711357116699219
chr1	15069184	15071232	10.042699813842773
chr1	15081472	15083520	10.314476013183594
chrX	118847488	118849536	20.584484100341797
chr4	134920192	134922240	10.536008834838867
chr7	8216576	8218624	15.794964790344238
chr7	8292352	8294400	18.62824249267578
chr7	8294400	8296448	30.732967376708984
chr7	8378368	8380416	12.958331108093262
chr7	8474624	8476672	12.329904556274414
chr7	8517632	8519680	18.226032257080078
chr7	8529920	8531968	11.917457580566406
chr7	8617984	8620032	14.895100593566895
chr7	8658944	8660992	13.196316719055176
chr7	8757248	8759296	30.453327178955078
chrX	110241792	110243840	10.383383750915527
chrX	110254080	110256128	15.996678352355957
chrX	110499840	110501888	22.588306427001953
chrX	110534656	110536704	18.826169967651367
chrX	110565376	110567424	23.01114273071289
chrX	110567424	110569472	31.114477157592773
chrX	110569472	110571520	27.004032135009766
chrX	110571520	110573568	14.7221040725708
chrX	110843904	110845952	16.381938934326172
chr2	198207488	198209536	12.559844970703125
chr2	198293504	198295552	19.261281967163086
chr2	198297600	198299648	15.289627075195312
chr2	198307840	198309888	11.668375968933105
chr2	198410240	198412288	20.593204498291016
chr2	198596608	198598656	22.04508399963379
chrX	137967616	137969664	11.702768325805664
chrX	138518528	138520576	10.326027870178223
chrX	138661888	138663936	35.13008117675781
chr7	113506304	113508352	11.104040145874023
chr7	113514496	113516544	10.464439392089844
chr7	113547264	113549312	15.623806953430176
chr7	113696768	113698816	14.03117847442627
chr7	78002176	78004224	14.345051765441895
chr1	179251200	179253248	10.722811698913574
chr1	179709952	179712000	21.99954605102539
chr1	179726336	179728384	12.250757217407227
chr1	179728384	179730432	12.272375106811523
chr1	179818496	179820544	10.254729270935059
chrX	42151936	42153984	19.209489822387695
chrX	42348544	42350592	15.5537691116333
chrX	42395648	42397696	13.157815933227539
chrX	42614784	42616832	16.06454849243164
chr12	31420416	31422464	10.642309188842773
chr12	31633408	31635456	14.27125358581543
chr12	32260096	32262144	11.957639694213867
chr12	32305152	32307200	15.613497734069824
chr3	65779712	65781760	14.2203369140625
chr3	66275328	66277376	15.670672416687012
chr16	23498752	23500800	10.495430946350098
chr16	23902208	23904256	29.80714988708496
chr16	23939072	23941120	13.789850234985352
chr16	24072192	24074240	21.53571128845215
chr16	24162304	24164352	16.791927337646484
chr16	24186880	24188928	23.722904205322266
chr16	24250368	24252416	10.546097755432129
chr16	24252416	24254464	18.19215202331543
chr16	24287232	24289280	17.444923400878906
chr16	24295424	24297472	22.333467483520508
chr9	120610816	120612864	11.505494117736816
chr9	120619008	120621056	17.991596221923828
chr9	120756224	120758272	16.208667755126953
chr5	22560768	22562816	13.98351764678955
chr5	22601728	22603776	12.686184883117676
chr5	22603776	22605824	10.783235549926758
chr5	22632448	22634496	11.45673942565918
chr5	22759424	22761472	17.894134521484375
chr5	23216128	23218176	15.748570442199707
chr5	23277568	23279616	10.22247314453125
chr5	23285760	23287808	11.370250701904297
chr5	23355392	23357440	25.59467124938965
chr5	23435264	23437312	14.403045654296875
chr6	131502080	131504128	14.293002128601074
chr6	131518464	131520512	20.061904907226562
chr6	131661824	131663872	10.687026023864746
chr6	131670016	131672064	10.302655220031738
chr6	131692544	131694592	13.185089111328125
chr4	46778368	46780416	21.073476791381836
chr4	46817280	46819328	15.276298522949219
chr4	46854144	46856192	24.00981330871582
chr4	47624192	47626240	10.279914855957031
chr10	130543616	130545664	18.49350929260254
chr10	130555904	130557952	10.84656047821045
chr10	130615296	130617344	19.492244720458984
chr10	130641920	130643968	11.234874725341797
chr10	130705408	130707456	21.86602783203125
chr10	130707456	130709504	14.254732131958008
chr10	130803712	130805760	10.441556930541992
chr10	130893824	130895872	11.888543128967285
chr10	130895872	130897920	33.656410217285156
chr10	131119104	131121152	15.219572067260742
chr10	131131392	131133440	17.21023178100586
chr10	131233792	131235840	23.067296981811523
chr10	131307520	131309568	20.65552520751953
chr10	131383296	131385344	21.51537322998047
chr10	131442688	131444736	14.62291431427002
chr6	90480640	90482688	11.143733024597168
chr6	90497024	90499072	10.529218673706055
chr6	90609664	90611712	12.818643569946289
chr6	90683392	90685440	13.901286125183105
chr6	90740736	90742784	14.341033935546875
chr6	90845184	90847232	23.569866180419922
chr6	90859520	90861568	36.06233215332031
chr6	91086848	91088896	30.22163963317871
chr6	91090944	91092992	28.62276268005371
chr6	91099136	91101184	13.585264205932617
chr6	91103232	91105280	12.776372909545898
chr6	91142144	91144192	12.957674980163574
chr6	91181056	91183104	20.059085845947266
chr8	140392448	140394496	15.0689058303833
chr8	140550144	140552192	13.728157043457031
chr4	18503680	18505728	11.009801864624023
chr4	18528256	18530304	13.767420768737793
chr4	18565120	18567168	15.288342475891113
chr4	18591744	18593792	29.806751251220703
chr4	18685952	18688000	10.08148193359375
chr4	18688000	18690048	18.100601196289062
chr4	18692096	18694144	10.312420845031738
chr5	147419136	147421184	10.819977760314941
chr5	147640320	147642368	15.3963623046875
chr5	147814400	147816448	19.854738235473633
chr5	147910656	147912704	11.087730407714844
chr5	147972096	147974144	16.605777740478516
chr5	148037632	148039680	13.857792854309082
chr5	148041728	148043776	24.80569839477539
chr5	148064256	148066304	28.851165771484375
chr5	148111360	148113408	13.259081840515137
chr5	148123648	148125696	14.469632148742676
chr5	148127744	148129792	11.216150283813477
chr5	148148224	148150272	11.53712272644043
chr5	148154368	148156416	17.36536407470703
chr5	148178944	148180992	19.897197723388672
chr5	148180992	148183040	26.553466796875
chr2	213755904	213757952	10.39422607421875
chr2	213805056	213807104	11.820943832397461
chr7	105568256	105570304	12.162825584411621
chr7	105652224	105654272	11.611104965209961
chr7	105768960	105771008	10.482306480407715
chr20	22691840	22693888	11.302392959594727
chr20	22724608	22726656	13.304306030273438
chr20	23345152	23347200	13.310063362121582
chr17	53944320	53946368	17.76151466369629
chr17	53999616	54001664	18.684680938720703
chr17	54099968	54102016	15.199007987976074
chr17	54120448	54122496	15.373971939086914
chr17	54169600	54171648	11.994244575500488
chr17	54204416	54206464	15.390945434570312
chr17	54317056	54319104	21.953243255615234
chr17	54452224	54454272	10.523097038269043
chr17	54501376	54503424	20.825002670288086
chr17	54505472	54507520	19.68691062927246
chr17	54669312	54671360	17.483882904052734
chr17	54759424	54761472	10.528454780578613
chr17	54796288	54798336	24.953195571899414
chr5	139966464	139968512	18.181169509887695
chr5	139972608	139974656	14.799249649047852
chr5	140797952	140800000	10.6895751953125
chr8	83615744	83617792	45.20629119873047
chr8	83730432	83732480	14.257604598999023
chr8	83767296	83769344	10.433267593383789
chr8	83818496	83820544	14.081721305847168
chr8	83824640	83826688	14.435014724731445
chr8	83916800	83918848	29.310604095458984
chr8	84094976	84097024	10.790826797485352
chr8	84111360	84113408	17.19844627380371
chr8	84320256	84322304	19.57135772705078
chr8	84396032	84398080	17.268945693969727
chr18	34797568	34799616	11.630825996398926
chr12	78469120	78471168	16.87156867980957
chr12	78583808	78585856	10.072493553161621
chr11	115105792	115107840	13.226536750793457
chr19	38959104	38961152	13.022199630737305
chr19	39673856	39675904	14.378923416137695
chr14	83902464	83904512	15.677633285522461
chr14	83996672	83998720	28.1368408203125
chr14	84072448	84074496	12.441900253295898
chr14	84088832	84090880	24.870283126831055
chr14	84287488	84289536	11.173823356628418
chr14	84326400	84328448	16.426687240600586
chr4	46010368	46012416	25.954776763916016
chr4	46020608	46022656	28.087060928344727
chr4	46114816	46116864	19.198060989379883
chr4	46131200	46133248	10.464399337768555
chr4	46133248	46135296	13.081167221069336
chr4	46217216	46219264	14.885503768920898
chr4	46272512	46274560	10.433052062988281
chr4	46327808	46329856	18.401491165161133
chr4	46333952	46336000	25.629589080810547
chr4	46368768	46370816	17.92276954650879
chr4	46383104	46385152	10.03283977508545
chr4	46548992	46551040	11.439956665039062
chr4	46551040	46553088	17.80284881591797
chr4	46581760	46583808	16.35828971862793
chr4	46585856	46587904	16.79210662841797
chr4	46616576	46618624	18.7128849029541
chr11	20609024	20611072	13.46495532989502
chr11	20649984	20652032	13.16112232208252
chr11	20654080	20656128	11.679754257202148
chr11	20656128	20658176	11.647147178649902
chr11	20742144	20744192	35.03715133666992
chr11	20797440	20799488	11.558608055114746
chr11	21061632	21063680	14.966572761535645
chr11	21131264	21133312	13.371042251586914
chr11	21159936	21161984	21.737226486206055
chr11	21245952	21248000	10.70946979522705
chr11	21315584	21317632	19.99154281616211
chr11	21317632	21319680	10.9260892868042
chr11	21401600	21403648	24.26304817199707
chr11	21481472	21483520	15.720474243164062
chr3	21891072	21893120	13.462846755981445
chr3	21893120	21895168	25.691486358642578
chr7	123797504	123799552	14.47266960144043
chr7	123799552	123801600	13.752922058105469
chr7	123953152	123955200	17.464324951171875
chr7	123957248	123959296	12.920873641967773
chr7	124049408	124051456	19.670528411865234
chr7	124104704	124106752	10.634908676147461
chr7	124264448	124266496	12.140172004699707
chr7	124329984	124332032	11.021379470825195
chr7	124336128	124338176	10.84768009185791
chr7	124375040	124377088	15.908068656921387
chr7	124401664	124403712	20.578380584716797
chr7	124403712	124405760	13.900014877319336
chr7	124479488	124481536	17.826656341552734
chr7	124559360	124561408	15.310026168823242
chr6	133079040	133081088	23.167049407958984
chr6	133185536	133187584	13.227880477905273
chr6	133552128	133554176	13.947015762329102
chr6	133570560	133572608	11.28977108001709
chr1	246491136	246493184	10.766739845275879
chr1	246667264	246669312	10.410459518432617
chrX	130203648	130205696	14.093472480773926
chrX	130330624	130332672	14.35389518737793
chrX	130353152	130355200	15.022600173950195
chr2	98834432	98836480	10.314252853393555
chr5	90138624	90140672	12.12799072265625
chr5	90263552	90265600	18.255176544189453
chr5	90601472	90603520	25.751834869384766
chr5	90695680	90697728	12.056683540344238
chr18	8478720	8480768	16.622777938842773
chr18	8587264	8589312	13.52086067199707
chr18	8607744	8609792	12.334938049316406
chrX	85313536	85315584	11.957155227661133
chrX	85510144	85512192	10.740967750549316
chrX	85567488	85569536	11.066137313842773
chrX	85626880	85628928	43.512184143066406
chr11	97015808	97017856	15.619356155395508
chr11	97034240	97036288	14.743130683898926
chr11	97081344	97083392	27.04543113708496
chr11	97083392	97085440	36.51972198486328
chr11	97267712	97269760	17.933103561401367
chr11	97390592	97392640	25.9328556060791
chr3	30820352	30822400	10.429065704345703
chr7	40101888	40103936	12.98255443572998
chr7	40220672	40222720	11.868742942810059
chr2	155910144	155912192	12.641839981079102
chr2	155959296	155961344	11.215717315673828
chr2	155992064	155994112	13.17576789855957
chr2	156110848	156112896	11.146183967590332
chr2	156246016	156248064	19.395536422729492
chr4	129341440	129343488	13.18946647644043
chr4	129343488	129345536	12.47399616241455
chr4	129353728	129355776	10.265521049499512
chr5	83712000	83714048	13.433797836303711
chr12	97304576	97306624	16.485807418823242
chr12	97429504	97431552	12.308176040649414
chr12	97540096	97542144	16.633975982666016
chr12	97554432	97556480	21.1851863861084
chr12	97687552	97689600	22.011112213134766
chr12	97712128	97714176	14.893608093261719
chr12	97824768	97826816	11.390870094299316
chr12	97855488	97857536	19.542417526245117
chr12	97875968	97878016	12.956451416015625
chr12	97910784	97912832	12.823205947875977
chr12	97941504	97943552	12.917529106140137
chr12	97959936	97961984	13.354771614074707
chr12	97964032	97966080	12.18069839477539
chr12	97968128	97970176	22.37563705444336
chr12	97974272	97976320	14.909085273742676
chr12	98084864	98086912	20.081132888793945
chr12	98152448	98154496	12.21230697631836
chr12	98158592	98160640	10.772485733032227
chr12	98162688	98164736	10.831988334655762
chr12	98168832	98170880	13.859609603881836
chr12	98197504	98199552	14.957720756530762
chr5	179826688	179828736	10.702839851379395
chr5	180051968	180054016	14.81793212890625
chr5	180080640	180082688	10.715893745422363
chr5	180316160	180318208	13.303380966186523
chr5	180328448	180330496	10.579564094543457
chr4	87517184	87519232	13.993070602416992
chr6	51955712	51957760	17.15213966369629
chr6	51961856	51963904	19.085796356201172
chr6	52047872	52049920	12.693792343139648
chr6	52178944	52180992	11.210531234741211
chr6	52293632	52295680	10.468439102172852
chr1	71047168	71049216	10.430122375488281
chr1	71049216	71051264	16.40983009338379
chr1	71092224	71094272	12.75940990447998
chr1	71127040	71129088	10.491344451904297
chr5	93908992	93911040	15.657205581665039
chr7	108896256	108898304	37.391090393066406
chr7	108906496	108908544	16.4444637298584
chr7	108972032	108974080	31.932987213134766
chr7	109072384	109074432	10.453282356262207
chr7	109115392	109117440	11.934840202331543
chr7	109322240	109324288	12.16694450378418
chr7	109369344	109371392	18.080041885375977
chr7	109379584	109381632	22.67819595336914
chr7	109510656	109512704	35.07478332519531
chr7	109619200	109621248	15.962850570678711
chr4	75171840	75173888	18.131465911865234
chr4	75188224	75190272	13.717860221862793
chr4	75288576	75290624	21.922948837280273
chr4	75366400	75368448	16.268747329711914
chrX	6047744	6049792	10.667863845825195
chr11	82978816	82980864	10.716435432434082
chr11	83275776	83277824	10.715537071228027
chr11	83316736	83318784	13.274447441101074
chr11	83716096	83718144	12.721622467041016
chr11	36982784	36984832	16.479108810424805
chr11	36999168	37001216	15.920675277709961
chr11	37009408	37011456	11.397501945495605
chr11	37181440	37183488	18.578956604003906
chr11	37218304	37220352	19.176265716552734
chr11	37259264	37261312	16.15005111694336
chr11	37314560	37316608	15.408045768737793
chr11	37388288	37390336	12.177746772766113
chr10	107032576	107034624	13.469761848449707
chr10	107046912	107048960	30.599384307861328
chr10	107192320	107194368	15.681605339050293
chr10	107212800	107214848	10.963532447814941
chr10	107304960	107307008	16.623876571655273
chr10	107343872	107345920	20.915987014770508
chr10	107427840	107429888	13.307049751281738
chr10	107429888	107431936	14.570712089538574
chr10	107431936	107433984	16.684581756591797
chr10	107593728	107595776	10.811258316040039
chr10	107651072	107653120	18.321645736694336
chr10	107704320	107706368	19.037639617919922
chr10	107735040	107737088	12.773370742797852
chr10	107819008	107821056	21.589359283447266
chr10	107821056	107823104	14.895648002624512
chr8	140048384	140050432	15.3721284866333
chr8	140054528	140056576	13.424955368041992
chr15	76791808	76793856	13.475547790527344
chr15	76863488	76865536	10.132369995117188
chr15	77023232	77025280	20.018640518188477
chr15	77045760	77047808	17.841859817504883
chr15	77049856	77051904	17.51409339904785
chr15	77056000	77058048	18.38616943359375
chr15	77058048	77060096	17.34531021118164
chr15	77060096	77062144	23.890554428100586
chr1	220620800	220622848	11.448759078979492
chr11	18012160	18014208	11.39918327331543
chr13	75579392	75581440	11.08218002319336
chr13	75589632	75591680	14.42919921875
chr13	76146688	76148736	13.787361145019531
chr13	76161024	76163072	15.11225700378418
chr13	76226560	76228608	22.17658233642578
chr13	76351488	76353536	11.195611953735352
chr12	1789952	1792000	18.69302749633789
chr12	2031616	2033664	12.146295547485352
chrX	116758528	116760576	12.39335823059082
chrX	116793344	116795392	12.545324325561523
chrX	116809728	116811776	17.158245086669922
chrX	116811776	116813824	10.066431999206543
chrX	116819968	116822016	10.701272964477539
chrX	116867072	116869120	13.279157638549805
chrX	117035008	117037056	11.740036964416504
chrX	117053440	117055488	16.38858413696289
chrX	117133312	117135360	14.04985237121582
chrX	117309440	117311488	14.619344711303711
chrX	117346304	117348352	28.202123641967773
chr12	3033088	3035136	15.251100540161133
chr12	3192832	3194880	10.094858169555664
chr12	3274752	3276800	22.691259384155273
chr12	3491840	3493888	19.274076461791992
chr17	27236352	27238400	11.757190704345703
chr17	27600896	27602944	17.42305564880371
chr17	27680768	27682816	16.627195358276367
chr17	27699200	27701248	19.271930694580078
chr17	27709440	27711488	21.37746238708496
chr20	13817856	13819904	18.869781494140625
chr20	13887488	13889536	15.591191291809082
chr20	13930496	13932544	11.671899795532227
chr20	14084096	14086144	20.525070190429688
chr20	14086144	14088192	13.750120162963867
chr13	76470272	76472320	22.564838409423828
chr13	76472320	76474368	26.994155883789062
chr7	104435712	104437760	21.671907424926758
chr7	104644608	104646656	18.383934020996094
chr7	104712192	104714240	21.78904914855957
chr7	104763392	104765440	18.571048736572266
chr7	104904704	104906752	12.464193344116211
chr5	81313792	81315840	13.601797103881836
chr2	54771712	54773760	15.258191108703613
chr4	136097792	136099840	26.443744659423828
chr4	136370176	136372224	13.46635627746582
chr4	136400896	136402944	11.923566818237305
chr4	136448000	136450048	19.659358978271484
chr4	136560640	136562688	15.712557792663574
chr4	136593408	136595456	22.423336029052734
chr4	136687616	136689664	17.885093688964844
chr4	136747008	136749056	20.986249923706055
chr4	136857600	136859648	11.979825019836426
chr4	136861696	136863744	13.6995267868042
chr7	133228544	133230592	13.343690872192383
chr7	133294080	133296128	13.687143325805664
chr15	52875264	52877312	15.5336275100708
chr15	53049344	53051392	11.478032112121582
chr15	53305344	53307392	15.825839042663574
chr15	53350400	53352448	12.94087028503418
chr15	53489664	53491712	20.568675994873047
chr15	53536768	53538816	14.742101669311523
chr15	53563392	53565440	10.801557540893555
chr15	53667840	53669888	18.86827278137207
chr7	114669568	114671616	12.160737037658691
chr7	115355648	115357696	10.942129135131836
chr7	115476480	115478528	15.449320793151855
chr6	37208064	37210112	27.12595558166504
chr6	37244928	37246976	11.478174209594727
chr6	37261312	37263360	15.431208610534668
chr6	37304320	37306368	10.28413200378418
chr6	37316608	37318656	11.558348655700684
chr6	37322752	37324800	11.213201522827148
chr6	37859328	37861376	15.372186660766602
chr5	118253568	118255616	15.228422164916992
chr5	118374400	118376448	30.44516372680664
chr5	118556672	118558720	28.815176010131836
chr5	118575104	118577152	15.768646240234375
chr5	118956032	118958080	19.352022171020508
chr5	118986752	118988800	14.020353317260742
chr5	119031808	119033856	10.355779647827148
chr1	171884544	171886592	15.763090133666992
chr1	171888640	171890688	14.33796215057373
chr1	171905024	171907072	14.634500503540039
chr1	172486656	172488704	18.498706817626953
chr1	172718080	172720128	19.747323989868164
chr1	172744704	172746752	10.489526748657227
chr5	112861184	112863232	11.380542755126953
chr13	27838464	27840512	13.041494369506836
chr13	27983872	27985920	11.363351821899414
chr13	27996160	27998208	14.686863899230957
chr13	28139520	28141568	10.03193473815918
chr14	70316032	70318080	13.88078784942627
chr14	70619136	70621184	11.001901626586914
chr14	70623232	70625280	10.755807876586914
chr2	53200896	53202944	16.437671661376953
chr9	33923072	33925120	11.417268753051758
chr9	34011136	34013184	13.562223434448242
chr9	34736128	34738176	19.36843490600586
chr9	34756608	34758656	15.484888076782227
chr1	200620032	200622080	13.322122573852539
chr1	200964096	200966144	10.07404613494873
chr1	200978432	200980480	12.62960147857666
chr4	136523776	136525824	14.9954195022583
chr4	136534016	136536064	24.574995040893555
chr4	137103360	137105408	10.721870422363281
chr4	137105408	137107456	14.437344551086426
chr5	90861568	90863616	17.52325439453125
chr5	90863616	90865664	10.521651268005371
chr5	90869760	90871808	14.13292407989502
chr5	90931200	90933248	13.257514953613281
chr5	91496448	91498496	13.532709121704102
chr5	91631616	91633664	10.771562576293945
chr4	64780288	64782336	25.672887802124023
chr4	64788480	64790528	14.967084884643555
chr4	64806912	64808960	17.415218353271484
chr4	64968704	64970752	14.268798828125
chr4	64974848	64976896	19.687204360961914
chr4	64978944	64980992	20.343643188476562
chr4	65021952	65024000	12.927194595336914
chr4	65046528	65048576	11.0803861618042
chr4	65343488	65345536	12.8012056350708
chr4	65384448	65386496	12.890562057495117
chr4	65538048	65540096	17.302621841430664
chr4	127731712	127733760	17.115833282470703
chr7	124327936	124329984	14.766413688659668
chr7	124563456	124565504	10.992997169494629
chr7	124743680	124745728	16.360254287719727
chr7	124784640	124786688	13.083392143249512
chr7	124837888	124839936	10.591659545898438
chr7	124852224	124854272	12.375429153442383
chr7	124854272	124856320	22.953357696533203
chr7	124897280	124899328	12.54365062713623
chr7	125212672	125214720	17.63689422607422
chr7	125216768	125218816	18.242982864379883
chr3	181575680	181577728	36.99945068359375
chr3	181577728	181579776	16.23237419128418
chr3	181913600	181915648	29.36551856994629
chr3	182321152	182323200	13.930086135864258
chr3	182327296	182329344	14.36109447479248
chr3	182444032	182446080	15.14838695526123
chr3	182480896	182482944	13.503801345825195
chr2	28956672	28958720	13.025337219238281
chr2	29188096	29190144	16.133546829223633
chr6	136316928	136318976	11.239930152893066
chr6	62369792	62371840	27.41861915588379
chr6	62418944	62420992	11.09254264831543
chr6	62523392	62525440	15.25318431854248
chr6	62812160	62814208	14.885889053344727
chr6	62822400	62824448	12.25808334350586
chr6	62900224	62902272	29.6679630279541
chr6	62984192	62986240	12.295957565307617
chr6	63033344	63035392	12.400172233581543
chr6	63045632	63047680	10.78789234161377
chr6	63076352	63078400	10.911462783813477
chr6	63092736	63094784	12.617238998413086
chr6	63238144	63240192	22.165531158447266
chr11	45844480	45846528	11.556134223937988
chr11	46700544	46702592	13.01171588897705
chr7	150876160	150878208	22.501407623291016
chr7	150878208	150880256	27.255701065063477
chr7	150900736	150902784	22.22036361694336
chr7	151169024	151171072	17.88106346130371
chr7	151754752	151756800	11.800763130187988
chr7	151756800	151758848	11.910244941711426
chr7	151758848	151760896	37.79520797729492
chr7	151783424	151785472	10.37277889251709
chr15	39782400	39784448	11.045342445373535
chr15	40007680	40009728	10.537933349609375
chr3	87500800	87502848	15.198473930358887
chr2	34359296	34361344	19.758726119995117
chr2	34422784	34424832	18.94580078125
chr2	34443264	34445312	19.239654541015625
chr2	34646016	34648064	34.83538818359375
chr2	34842624	34844672	11.406607627868652
chr20	60862464	60864512	20.24271583557129
chr20	60991488	60993536	11.03150749206543
chr20	61243392	61245440	10.160609245300293
chr20	61261824	61263872	27.934070587158203
