chrom	start	end	lncRNA_Shap
chrX	118110208	118112256	-34.015357971191406
chrX	118122496	118124544	-36.87998962402344
chrX	118128640	118130688	-33.97089385986328
chrX	118136832	118138880	-29.31315040588379
chrX	118140928	118142976	-36.564231872558594
chrX	118147072	118149120	-49.133323669433594
chrX	118155264	118157312	-37.92251205444336
chrX	118167552	118169600	-39.03477096557617
chrX	118194176	118196224	-40.13947296142578
chrX	118212608	118214656	-26.823619842529297
chrX	118247424	118249472	-29.506738662719727
chrX	118249472	118251520	-32.75595474243164
chrX	118657024	118659072	-34.772926330566406
chrX	118704128	118706176	-26.96734619140625
chr4	134918144	134920192	-33.063316345214844
chr7	7911424	7913472	-27.534912109375
chr7	7927808	7929856	-26.093982696533203
chr7	7952384	7954432	-37.933589935302734
chr7	7956480	7958528	-27.599462509155273
chr7	7989248	7991296	-30.057323455810547
chr7	8017920	8019968	-29.94510841369629
chr7	8034304	8036352	-27.164505004882812
chr7	8073216	8075264	-33.895694732666016
chr7	8075264	8077312	-26.959325790405273
chr7	8083456	8085504	-29.205455780029297
chr7	8214528	8216576	-38.36481475830078
chr7	8341504	8343552	-34.09868621826172
chr7	8476672	8478720	-28.61550521850586
chr7	8480768	8482816	-34.60755157470703
chr7	8515584	8517632	-36.04633712768555
chr7	8646656	8648704	-27.24724769592285
chr7	8755200	8757248	-26.905588150024414
chrX	110190592	110192640	-38.96165084838867
chrX	110209024	110211072	-61.23784255981445
chrX	110219264	110221312	-50.72655487060547
chrX	110225408	110227456	-42.51774597167969
chrX	110241792	110243840	-63.1219482421875
chrX	110270464	110272512	-28.1890811920166
chrX	110276608	110278656	-30.12520980834961
chrX	110282752	110284800	-35.16242980957031
chrX	110286848	110288896	-33.24003601074219
chrX	110303232	110305280	-32.121212005615234
chrX	110315520	110317568	-43.811317443847656
chrX	110333952	110336000	-34.18911361694336
chrX	110563328	110565376	-29.454431533813477
chrX	110573568	110575616	-31.032039642333984
chrX	110880768	110882816	-25.817712783813477
chrX	110907392	110909440	-35.152732849121094
chrX	110909440	110911488	-29.643478393554688
chrX	110936064	110938112	-35.40411376953125
chrX	110956544	110958592	-37.32353210449219
chrX	110960640	110962688	-30.11056900024414
chrX	110977024	110979072	-30.513072967529297
chrX	110987264	110989312	-31.606027603149414
chrX	111007744	111009792	-42.87657928466797
chrX	111009792	111011840	-54.95650100708008
chrX	111020032	111022080	-46.07701110839844
chrX	111022080	111024128	-36.32520294189453
chrX	111024128	111026176	-31.076269149780273
chrX	111026176	111028224	-43.315208435058594
chrX	111040512	111042560	-54.97064208984375
chrX	111097856	111099904	-78.31056213378906
chrX	137824256	137826304	-52.2061767578125
chrX	137857024	137859072	-31.509912490844727
chrX	137859072	137861120	-34.07505416870117
chrX	137904128	137906176	-59.25382614135742
chrX	137928704	137930752	-35.81092071533203
chrX	137930752	137932800	-27.1939697265625
chrX	137932800	137934848	-46.23091506958008
chrX	137934848	137936896	-29.89336585998535
chrX	137936896	137938944	-26.255584716796875
chrX	137938944	137940992	-29.367650985717773
chrX	137975808	137977856	-32.303245544433594
chrX	137979904	137981952	-25.88790512084961
chrX	137996288	137998336	-33.79443359375
chrX	138022912	138024960	-32.49407196044922
chrX	138100736	138102784	-40.03480911254883
chrX	138131456	138133504	-36.33543014526367
chrX	138133504	138135552	-35.678306579589844
chrX	138141696	138143744	-49.283363342285156
chrX	138143744	138145792	-30.73956871032715
chrX	138147840	138149888	-41.833702087402344
chrX	138151936	138153984	-31.693994522094727
chrX	138160128	138162176	-27.44905662536621
chrX	138162176	138164224	-49.60447311401367
chrX	138182656	138184704	-27.630285263061523
chrX	138190848	138192896	-34.31218338012695
chrX	138225664	138227712	-42.268211364746094
chrX	138237952	138240000	-45.48691177368164
chrX	138250240	138252288	-61.582069396972656
chrX	138274816	138276864	-35.86937713623047
chrX	138295296	138297344	-49.460105895996094
chrX	138299392	138301440	-44.0367431640625
chrX	138301440	138303488	-41.74722671508789
chrX	138311680	138313728	-34.39920425415039
chrX	138313728	138315776	-33.77770233154297
chrX	138350592	138352640	-49.34346008300781
chrX	138364928	138366976	-35.156681060791016
chrX	138385408	138387456	-52.2261848449707
chrX	138393600	138395648	-36.252559661865234
chrX	138395648	138397696	-38.98329544067383
chrX	138401792	138403840	-49.57233428955078
chrX	138414080	138416128	-27.634658813476562
chrX	138446848	138448896	-29.150432586669922
chrX	138448896	138450944	-30.238290786743164
chrX	138481664	138483712	-37.06007766723633
chrX	138489856	138491904	-40.906681060791016
chrX	138493952	138496000	-32.50514602661133
chrX	138496000	138498048	-55.920082092285156
chrX	138520576	138522624	-79.83390808105469
chrX	138522624	138524672	-52.89500045776367
chrX	138524672	138526720	-32.20072555541992
chrX	138530816	138532864	-42.66507339477539
chrX	138536960	138539008	-26.853567123413086
chrX	138541056	138543104	-39.69978713989258
chrX	138559488	138561536	-34.054039001464844
chrX	138600448	138602496	-33.11939239501953
chrX	138602496	138604544	-56.21283721923828
chrX	138620928	138622976	-25.83858871459961
chrX	138633216	138635264	-35.06168746948242
chrX	138665984	138668032	-56.12646484375
chrX	138668032	138670080	-46.584224700927734
chrX	138670080	138672128	-55.8571891784668
chr7	113506304	113508352	-25.7139835357666
chr7	113508352	113510400	-28.52216148376465
chr7	113661952	113664000	-26.406261444091797
chr7	77867008	77869056	-30.495372772216797
chr17	28502016	28504064	-29.228363037109375
chr17	28643328	28645376	-51.55451202392578
chr17	28661760	28663808	-46.39536666870117
chr17	28841984	28844032	-26.030141830444336
chr17	28948480	28950528	-28.214590072631836
chr17	29116416	29118464	-36.32726287841797
chr17	29476864	29478912	-26.470458984375
chr1	179181568	179183616	-35.12428283691406
chr1	179206144	179208192	-28.160449981689453
chr1	179214336	179216384	-26.008708953857422
chr1	179218432	179220480	-34.338523864746094
chr1	179292160	179294208	-35.136924743652344
chr1	179294208	179296256	-31.190134048461914
chr1	179544064	179546112	-36.28486251831055
chr1	179560448	179562496	-35.77571487426758
chr1	179615744	179617792	-32.15753936767578
chr1	179814400	179816448	-32.960025787353516
chr1	179881984	179884032	-60.850555419921875
chr1	179884032	179886080	-36.34172821044922
chr1	179976192	179978240	-29.887969970703125
chr1	179990528	179992576	-26.20285415649414
chr1	179994624	179996672	-28.085796356201172
chr1	180027392	180029440	-25.669607162475586
chr1	180031488	180033536	-34.39386749267578
chr1	180047872	180049920	-30.80777931213379
chr1	180051968	180054016	-28.59259033203125
chr1	180105216	180107264	-28.98748779296875
chr1	180127744	180129792	-25.66852378845215
chrX	42211328	42213376	-40.03550720214844
chrX	42213376	42215424	-61.0114631652832
chrX	42242048	42244096	-48.0876579284668
chrX	42248192	42250240	-51.2494010925293
chrX	42272768	42274816	-37.834449768066406
chrX	42311680	42313728	-73.55716705322266
chrX	42313728	42315776	-39.350616455078125
chrX	42315776	42317824	-35.58599090576172
chrX	42323968	42326016	-29.686824798583984
chrX	42348544	42350592	-75.30198669433594
chrX	42350592	42352640	-44.306068420410156
chrX	42354688	42356736	-44.31251525878906
chrX	42356736	42358784	-41.79945755004883
chrX	42362880	42364928	-55.8422737121582
chrX	42364928	42366976	-46.148719787597656
chrX	42366976	42369024	-45.791107177734375
chrX	42395648	42397696	-40.813636779785156
chrX	42397696	42399744	-44.821876525878906
chrX	42399744	42401792	-33.0607795715332
chrX	42403840	42405888	-38.432987213134766
chrX	42405888	42407936	-38.33298873901367
chrX	42414080	42416128	-57.07133865356445
chrX	42416128	42418176	-48.807029724121094
chrX	42420224	42422272	-36.45714569091797
chrX	42432512	42434560	-31.221057891845703
chrX	42436608	42438656	-42.42676544189453
chrX	42440704	42442752	-27.70096778869629
chrX	42444800	42446848	-53.31201171875
chrX	42461184	42463232	-30.87522315979004
chrX	42463232	42465280	-26.3924560546875
chrX	42465280	42467328	-31.243160247802734
chrX	42467328	42469376	-40.71372604370117
chrX	42483712	42485760	-40.9998893737793
chrX	42485760	42487808	-42.49365997314453
chrX	42508288	42510336	-29.123371124267578
chrX	42510336	42512384	-29.081714630126953
chrX	42512384	42514432	-35.16739273071289
chrX	42516480	42518528	-46.26926803588867
chrX	42526720	42528768	-29.718036651611328
chrX	42536960	42539008	-41.52083206176758
chrX	42543104	42545152	-31.835468292236328
chrX	42545152	42547200	-26.736713409423828
chrX	42547200	42549248	-28.59613609313965
chrX	42551296	42553344	-48.62424850463867
chrX	42553344	42555392	-26.232736587524414
chrX	42563584	42565632	-28.0466365814209
chrX	42567680	42569728	-32.933937072753906
chrX	42586112	42588160	-32.77105712890625
chrX	42588160	42590208	-29.448715209960938
chrX	42616832	42618880	-36.37576675415039
chrX	42627072	42629120	-63.548057556152344
chrX	42635264	42637312	-41.505760192871094
chrX	42641408	42643456	-26.863903045654297
chrX	42659840	42661888	-34.376319885253906
chrX	42672128	42674176	-34.84638977050781
chrX	42674176	42676224	-28.71579360961914
chrX	42676224	42678272	-50.64344024658203
chrX	42678272	42680320	-40.16706466674805
chrX	42684416	42686464	-30.949783325195312
chrX	42686464	42688512	-30.567485809326172
chr12	31455232	31457280	-28.733966827392578
chr3	66203648	66205696	-26.920944213867188
chr3	66220032	66222080	-34.143638610839844
chr3	66252800	66254848	-26.78812599182129
chr3	66263040	66265088	-31.715173721313477
chr16	23488512	23490560	-29.148962020874023
chr16	23498752	23500800	-40.49382019042969
chr16	23500800	23502848	-28.657848358154297
chr16	23504896	23506944	-32.37761306762695
chr16	23521280	23523328	-35.575286865234375
chr16	23523328	23525376	-41.94694137573242
chr16	23525376	23527424	-30.383941650390625
chr16	23531520	23533568	-40.22663116455078
chr16	23543808	23545856	-31.86798667907715
chr16	23545856	23547904	-29.005407333374023
chr16	23549952	23552000	-32.631195068359375
chr16	23552000	23554048	-37.19673156738281
chr16	23558144	23560192	-34.3607063293457
chr16	23574528	23576576	-34.98773956298828
chr16	23584768	23586816	-28.937328338623047
chr16	23597056	23599104	-71.56327056884766
chr16	23601152	23603200	-25.730106353759766
chr16	23640064	23642112	-66.96095275878906
chr16	23676928	23678976	-73.99349212646484
chr5	23287808	23289856	-30.54689598083496
chr6	131538944	131540992	-27.665435791015625
chr6	131627008	131629056	-66.95182800292969
chr6	131629056	131631104	-39.821800231933594
chr6	131694592	131696640	-65.06636047363281
chr6	132132864	132134912	-26.619836807250977
chr6	132147200	132149248	-29.56869888305664
chr4	46845952	46848000	-40.868995666503906
chr4	47493120	47495168	-38.21672821044922
chr4	47525888	47527936	-34.75625991821289
chr4	47529984	47532032	-34.015621185302734
chr4	47603712	47605760	-30.34811782836914
chr6	90507264	90509312	-25.854293823242188
chr6	90515456	90517504	-25.716552734375
chr6	90580992	90583040	-38.6619987487793
chr6	90583040	90585088	-35.14887619018555
chr6	90789888	90791936	-42.70798110961914
chr6	90800128	90802176	-30.793476104736328
chr6	91131904	91133952	-25.94147300720215
chr8	140392448	140394496	-35.110313415527344
chr8	140462080	140464128	-27.85402488708496
chr8	140464128	140466176	-32.60327911376953
chr8	140511232	140513280	-28.520084381103516
chr4	18485248	18487296	-55.311683654785156
chr4	18489344	18491392	-27.982425689697266
chr4	18501632	18503680	-28.182125091552734
chr4	18509824	18511872	-28.12636947631836
chr4	18530304	18532352	-26.413339614868164
chr4	18532352	18534400	-33.28997039794922
chr5	147386368	147388416	-26.23233413696289
chr5	147400704	147402752	-30.661550521850586
chr5	147402752	147404800	-57.918052673339844
chr5	147425280	147427328	-30.88003158569336
chr5	147429376	147431424	-30.92315101623535
chr5	147433472	147435520	-32.15886688232422
chr5	147447808	147449856	-45.67241668701172
chr5	147468288	147470336	-31.142932891845703
chr5	147480576	147482624	-43.90571594238281
chr5	147482624	147484672	-52.2685432434082
chr5	147503104	147505152	-35.23200607299805
chr5	147505152	147507200	-50.69969177246094
chr5	147515392	147517440	-35.61574935913086
chr5	147527680	147529728	-40.59934997558594
chr5	147535872	147537920	-29.46527099609375
chr5	147539968	147542016	-31.679019927978516
chr5	147550208	147552256	-26.817127227783203
chr5	147574784	147576832	-62.572303771972656
chr5	147576832	147578880	-62.86391067504883
chr5	147924992	147927040	-31.964420318603516
chr5	148047872	148049920	-26.626428604125977
chr10	62242816	62244864	-26.76350975036621
chr10	62244864	62246912	-37.18798065185547
chr20	23349248	23351296	-29.63605308532715
chr20	23351296	23353344	-33.9896125793457
chr20	23357440	23359488	-81.65777587890625
chr20	23363584	23365632	-27.931238174438477
chr20	23365632	23367680	-27.587127685546875
chr20	23416832	23418880	-29.021053314208984
chr20	23418880	23420928	-33.376953125
chr17	54753280	54755328	-44.28614044189453
chr5	140355584	140357632	-27.714618682861328
chr5	140646400	140648448	-50.63007354736328
chr8	84123648	84125696	-32.09321975708008
chr8	84240384	84242432	-31.61966323852539
chr18	34707456	34709504	-38.93126678466797
chr18	35289088	35291136	-25.762104034423828
chr11	128157696	128159744	-31.593341827392578
chr11	128421888	128423936	-26.055004119873047
chr11	128428032	128430080	-27.893619537353516
chr11	128436224	128438272	-32.22306442260742
chr11	128509952	128512000	-26.183712005615234
chr11	114307072	114309120	-32.279258728027344
chr11	114311168	114313216	-28.993459701538086
chr11	114366464	114368512	-31.285022735595703
chr11	114397184	114399232	-39.559818267822266
chr11	114411520	114413568	-45.39472579956055
chr11	114429952	114432000	-30.816913604736328
chr11	114442240	114444288	-30.05428123474121
chr11	114880512	114882560	-26.591732025146484
chr11	115101696	115103744	-34.88973617553711
chr19	39389184	39391232	-33.50334548950195
chr19	39391232	39393280	-33.69114685058594
chr19	39407616	39409664	-57.13404083251953
chr19	39411712	39413760	-25.780019760131836
chr19	39434240	39436288	-28.510543823242188
chr19	39440384	39442432	-31.272403717041016
chr19	39444480	39446528	-32.42090606689453
chr14	84180992	84183040	-28.72490882873535
chr14	84252672	84254720	-29.06109046936035
chr4	46006272	46008320	-32.70120620727539
chr4	46503936	46505984	-32.622249603271484
chr11	20645888	20647936	-28.413578033447266
chr11	20940800	20942848	-42.993343353271484
chr11	21215232	21217280	-29.501766204833984
chr3	21682176	21684224	-27.248361587524414
chr3	21893120	21895168	-40.684654235839844
chr3	22372352	22374400	-33.68086624145508
chr6	133550080	133552128	-37.983699798583984
chr6	133568512	133570560	-30.51336097717285
chr6	133644288	133646336	-64.71173858642578
chr6	133687296	133689344	-27.674524307250977
chr6	133705728	133707776	-26.919544219970703
chr6	133715968	133718016	-30.05669593811035
chr6	133726208	133728256	-33.295509338378906
chr6	133761024	133763072	-41.38730239868164
chr6	133808128	133810176	-28.324377059936523
chrX	130154496	130156544	-27.599395751953125
chrX	130191360	130193408	-29.394840240478516
chrX	130746368	130748416	-32.6634635925293
chr2	98457600	98459648	-32.62201690673828
chr2	98541568	98543616	-28.1101131439209
chr2	98560000	98562048	-34.875850677490234
chr2	99364864	99366912	-26.734237670898438
chr2	99379200	99381248	-35.638877868652344
chr5	90173440	90175488	-30.857044219970703
chr5	90284032	90286080	-27.620223999023438
chr5	90406912	90408960	-33.665340423583984
chr5	90408960	90411008	-44.900634765625
chr5	90437632	90439680	-26.33172035217285
chr5	90439680	90441728	-46.15349578857422
chr5	90460160	90462208	-39.62415313720703
chr5	90474496	90476544	-35.231407165527344
chr5	90476544	90478592	-39.451271057128906
chr5	90499072	90501120	-32.055747985839844
chr5	90527744	90529792	-46.25486373901367
chr18	8536064	8538112	-28.09955406188965
chr18	8652800	8654848	-36.52077865600586
chrX	85213184	85215232	-39.53449630737305
chrX	85217280	85219328	-37.336307525634766
chrX	85219328	85221376	-62.29156494140625
chrX	85221376	85223424	-61.719383239746094
chrX	85225472	85227520	-39.072322845458984
chrX	85241856	85243904	-33.106056213378906
chrX	85248000	85250048	-70.54718780517578
chrX	85254144	85256192	-28.565292358398438
chrX	85266432	85268480	-32.05881118774414
chrX	85268480	85270528	-45.64130401611328
chrX	85282816	85284864	-37.59847640991211
chrX	85284864	85286912	-27.17498779296875
chrX	85286912	85288960	-34.63670349121094
chrX	85293056	85295104	-34.831199645996094
chrX	85315584	85317632	-37.55459213256836
chrX	85323776	85325824	-52.76517868041992
chrX	85325824	85327872	-52.76337814331055
chrX	85327872	85329920	-27.888427734375
chrX	85329920	85331968	-37.9271240234375
chrX	85342208	85344256	-31.180896759033203
chrX	85348352	85350400	-32.74945068359375
chrX	85350400	85352448	-27.404804229736328
chrX	85374976	85377024	-36.13875198364258
chrX	85383168	85385216	-29.51752281188965
chrX	85391360	85393408	-36.297691345214844
chrX	85393408	85395456	-27.531326293945312
chrX	85395456	85397504	-28.1429443359375
chrX	85399552	85401600	-29.304813385009766
chrX	85403648	85405696	-53.5853157043457
chrX	85438464	85440512	-51.22222137451172
chrX	85440512	85442560	-41.7484016418457
chrX	85452800	85454848	-34.43661117553711
chrX	85456896	85458944	-41.41413116455078
chrX	85458944	85460992	-39.940223693847656
chrX	85481472	85483520	-39.61117935180664
chrX	85499904	85501952	-28.85944175720215
chrX	85501952	85504000	-27.542667388916016
chrX	85504000	85506048	-30.95172119140625
chrX	85508096	85510144	-40.97434616088867
chrX	85510144	85512192	-37.176414489746094
chrX	85518336	85520384	-34.177391052246094
chrX	85622784	85624832	-29.565399169921875
chrX	85626880	85628928	-45.13218688964844
chrX	85645312	85647360	-37.03361511230469
chrX	85653504	85655552	-27.89335060119629
chrX	85678080	85680128	-53.34565353393555
chrX	85682176	85684224	-31.60919189453125
chrX	85684224	85686272	-26.25204849243164
chrX	85700608	85702656	-38.35236740112305
chrX	85704704	85706752	-32.91926193237305
chrX	85706752	85708800	-44.204124450683594
chrX	85716992	85719040	-30.655963897705078
chrX	85719040	85721088	-42.74291229248047
chrX	85723136	85725184	-30.65456199645996
chrX	85725184	85727232	-30.365982055664062
