chrom	start	end	lncRNA_Shap
chr1	23930880	23932928	69.75633239746094
chr1	24020992	24023040	41.478389739990234
chr1	24133632	24135680	44.05904006958008
chr1	24320000	24322048	32.30012130737305
chr1	24322048	24324096	30.010684967041016
chr1	24389632	24391680	28.563884735107422
chr1	24391680	24393728	27.485088348388672
chr1	24393728	24395776	23.465438842773438
chr22	44736512	44738560	34.99297332763672
chr4	25350144	25352192	24.2757511138916
chr4	165240832	165242880	24.335262298583984
chr4	165552128	165554176	23.228809356689453
chr1	159195136	159197184	23.231006622314453
chr4	17457152	17459200	29.178049087524414
chr4	17797120	17799168	44.68207550048828
chr1	15339520	15341568	32.576805114746094
chr1	15470592	15472640	32.25020217895508
chr1	15663104	15665152	31.515710830688477
chrX	118345728	118347776	24.189533233642578
chrX	118917120	118919168	24.825490951538086
chr7	8292352	8294400	50.84738540649414
chr7	8298496	8300544	25.758686065673828
chr7	8343552	8345600	63.0662841796875
chr7	8407040	8409088	23.883167266845703
chr7	8544256	8546304	32.748756408691406
chr7	8566784	8568832	40.57636260986328
chr7	8613888	8615936	34.126564025878906
chr7	8636416	8638464	36.871971130371094
chr7	8722432	8724480	48.436798095703125
chr7	8757248	8759296	43.95150375366211
chr7	8769536	8771584	44.95482635498047
chr7	8835072	8837120	40.348323822021484
chrX	110221312	110223360	29.23223304748535
chrX	110848000	110850048	31.87459945678711
chrX	110850048	110852096	29.301294326782227
chr2	198293504	198295552	34.03817367553711
chr2	198305792	198307840	48.99859619140625
chr2	198520832	198522880	34.07386779785156
chr2	198524928	198526976	37.17385482788086
chr2	198658048	198660096	41.32500076293945
chrX	137924608	137926656	56.5262565612793
chrX	138369024	138371072	29.464229583740234
chrX	138377216	138379264	23.37320327758789
chrX	138422272	138424320	37.890316009521484
chrX	138463232	138465280	29.50458335876465
chrX	138518528	138520576	33.8883056640625
chr7	113512448	113514496	24.63263511657715
chr7	113547264	113549312	31.80449867248535
chr7	113549312	113551360	37.649192810058594
chr7	113580032	113582080	24.74325180053711
chr7	113596416	113598464	26.970718383789062
chr7	113631232	113633280	25.0687313079834
chr7	78002176	78004224	37.24970626831055
chr17	29014016	29016064	25.245370864868164
chr17	29130752	29132800	31.173290252685547
chr17	29136896	29138944	29.75881004333496
chr17	29163520	29165568	33.100563049316406
chr1	179576832	179578880	33.689613342285156
chrX	41975808	41977856	23.494678497314453
chrX	42016768	42018816	25.719409942626953
chrX	42047488	42049536	24.825910568237305
chrX	42051584	42053632	30.506921768188477
chrX	42053632	42055680	29.574880599975586
chrX	42094592	42096640	33.24193572998047
chrX	42096640	42098688	40.28437805175781
chrX	42252288	42254336	45.51846694946289
chrX	42377216	42379264	38.9273796081543
chrX	42418176	42420224	24.17624282836914
chrX	42477568	42479616	29.943187713623047
chrX	42506240	42508288	26.6694278717041
chrX	42518528	42520576	48.75536346435547
chrX	42631168	42633216	35.21640396118164
chr12	31983616	31985664	24.393798828125
chr12	32038912	32040960	23.31918716430664
chr3	65595392	65597440	25.262332916259766
chr16	24184832	24186880	28.319698333740234
chr16	24186880	24188928	35.27271270751953
chr16	24221696	24223744	43.4037971496582
chr16	24252416	24254464	49.60072708129883
chr16	24276992	24279040	45.945884704589844
chr16	24295424	24297472	59.24961471557617
chr9	120412160	120414208	30.463924407958984
chr9	120545280	120547328	36.6679573059082
chr5	22642688	22644736	41.7624397277832
chr5	22695936	22697984	23.421602249145508
chr5	22810624	22812672	25.34715461730957
chr5	23050240	23052288	49.88196563720703
chr5	23085056	23087104	39.336585998535156
chr5	23091200	23093248	37.21647644042969
chr5	23117824	23119872	33.140586853027344
chr5	23449600	23451648	32.862430572509766
chr6	131399680	131401728	37.19664764404297
chr6	131469312	131471360	37.49778366088867
chr6	131571712	131573760	33.94601058959961
chr6	131698688	131700736	23.15789794921875
chr4	47380480	47382528	30.612102508544922
chr4	47605760	47607808	23.417160034179688
chr10	131186688	131188736	31.923477172851562
chr10	131211264	131213312	32.69329833984375
chr10	131258368	131260416	27.990768432617188
chr10	131379200	131381248	30.138591766357422
chr6	90480640	90482688	28.39742088317871
chr6	90849280	90851328	51.1422233581543
chr6	90933248	90935296	26.365116119384766
chr6	91086848	91088896	29.857431411743164
chr6	91092992	91095040	57.95470428466797
chr14	32468992	32471040	40.34455490112305
chr4	18591744	18593792	69.19709777832031
chr4	18692096	18694144	28.751346588134766
chr5	147578880	147580928	23.03365707397461
chr5	147847168	147849216	63.39873123168945
chr5	147990528	147992576	23.64767074584961
chr5	148041728	148043776	32.83443832397461
chr5	148070400	148072448	29.558425903320312
chr5	148090880	148092928	26.19985008239746
chr5	148127744	148129792	33.90159606933594
chr2	213755904	213757952	23.94742202758789
chr7	105451520	105453568	27.443180084228516
chr7	105504768	105506816	24.7055721282959
chr7	105566208	105568256	23.1560115814209
chr7	105570304	105572352	41.969642639160156
chr7	105596928	105598976	26.046062469482422
chr7	105603072	105605120	31.008447647094727
chr7	105619456	105621504	23.57217788696289
chr7	105633792	105635840	34.00095748901367
chr10	62576640	62578688	36.88346481323242
chr20	22689792	22691840	23.085073471069336
chr20	22691840	22693888	48.038692474365234
chr20	22693888	22695936	47.11341094970703
chr20	22839296	22841344	51.419342041015625
chr20	22841344	22843392	46.10624313354492
chr17	53956608	53958656	31.136199951171875
chr17	54155264	54157312	27.87994956970215
chr17	54204416	54206464	44.09807205200195
chr17	54425600	54427648	37.54289627075195
chr17	54505472	54507520	38.78250503540039
chr17	54509568	54511616	44.44157028198242
chr17	54585344	54587392	28.3607234954834
chr5	139970560	139972608	27.054391860961914
chr8	83615744	83617792	47.51148223876953
chr8	83652608	83654656	30.530691146850586
chr8	83847168	83849216	37.34972381591797
chr8	83953664	83955712	31.95697021484375
chr8	84234240	84236288	101.41377258300781
chr11	128051200	128053248	25.054719924926758
chr11	114593792	114595840	34.77104187011719
chr11	114909184	114911232	35.16061019897461
chr11	115169280	115171328	32.2554931640625
chr19	38961152	38963200	24.836997985839844
chr19	39671808	39673856	32.95352554321289
chr14	83986432	83988480	51.50402069091797
chr14	84037632	84039680	29.940006256103516
chr14	84054016	84056064	25.044170379638672
chr14	84074496	84076544	28.895843505859375
chr14	84094976	84097024	23.844017028808594
chr14	84172800	84174848	37.6193733215332
chr14	84273152	84275200	23.984554290771484
chr14	84287488	84289536	24.642555236816406
chr14	84295680	84297728	28.6158504486084
chr14	84310016	84312064	63.7698974609375
chr4	46008320	46010368	31.96047019958496
chr4	46020608	46022656	52.142425537109375
chr4	46125056	46127104	25.06314468383789
chr4	46368768	46370816	41.718223571777344
chr4	46415872	46417920	26.370595932006836
chr4	46546944	46548992	31.367992401123047
chr4	46561280	46563328	45.54330062866211
chr4	46581760	46583808	43.755794525146484
chr4	46628864	46630912	39.19340515136719
chr11	20637696	20639744	24.389286041259766
chr11	20717568	20719616	29.913936614990234
chr11	20750336	20752384	23.541080474853516
chr11	20772864	20774912	26.61958885192871
chr11	20832256	20834304	36.03449630737305
chr11	20836352	20838400	23.956724166870117
chr11	20856832	20858880	23.505413055419922
chr11	20883456	20885504	25.058759689331055
chr11	20920320	20922368	26.148778915405273
chr11	21086208	21088256	53.635398864746094
chr11	21159936	21161984	56.502235412597656
chr11	21217280	21219328	31.494613647460938
chr11	21245952	21248000	45.21043014526367
chr11	21301248	21303296	26.56417465209961
chr11	21315584	21317632	63.89825439453125
chr11	21399552	21401600	51.643463134765625
chr11	21403648	21405696	25.92141342163086
chr11	21510144	21512192	58.343353271484375
chr3	22337536	22339584	27.086069107055664
chr7	124248064	124250112	24.226879119873047
chr7	124260352	124262400	23.421329498291016
chr7	124377088	124379136	25.4266414642334
chr7	124432384	124434432	26.9259090423584
chr7	124444672	124446720	25.305862426757812
chr7	124475392	124477440	23.64748764038086
chr7	124481536	124483584	32.37764358520508
chr7	124540928	124542976	32.70653533935547
chr11	23019520	23021568	29.53946876525879
chr11	23425024	23427072	26.200305938720703
chr6	133531648	133533696	30.652578353881836
chr2	98836480	98838528	23.968799591064453
chr5	90048512	90050560	32.697967529296875
chr5	90269696	90271744	32.99643325805664
chr5	90603520	90605568	32.07865905761719
chr18	8609792	8611840	35.67344284057617
chr18	8624128	8626176	24.612070083618164
chrX	85397504	85399552	44.214393615722656
chrX	85608448	85610496	45.468727111816406
chrX	85884928	85886976	28.504032135009766
chr11	97081344	97083392	49.09645462036133
chr11	97144832	97146880	33.79602813720703
chr11	97202176	97204224	40.12535858154297
chr3	30738432	30740480	33.168052673339844
chr3	30742528	30744576	27.4791316986084
chr3	30806016	30808064	24.964946746826172
chr7	39899136	39901184	25.987625122070312
chr7	40214528	40216576	24.499732971191406
chr7	40218624	40220672	27.488229751586914
chr2	156043264	156045312	24.53232192993164
chr4	129343488	129345536	26.197046279907227
chr4	129757184	129759232	28.325576782226562
chr4	129781760	129783808	24.996000289916992
chr5	83642368	83644416	24.212772369384766
chr5	83714048	83716096	24.824016571044922
chr12	97300480	97302528	51.61212921142578
chr12	97513472	97515520	36.18375015258789
chr12	97550336	97552384	38.61213302612305
chr12	97552384	97554432	29.049718856811523
chr12	97851392	97853440	35.590904235839844
chr12	97964032	97966080	25.070878982543945
chr12	97966080	97968128	28.052074432373047
chr12	97968128	97970176	38.33314514160156
chr12	98002944	98004992	26.37066078186035
chr12	98007040	98009088	26.02309799194336
chr12	98052096	98054144	43.1832275390625
chr12	98154496	98156544	31.553028106689453
chr12	98158592	98160640	24.233596801757812
chrX	19888128	19890176	39.88314437866211
chrX	20125696	20127744	44.238407135009766
chr5	180289536	180291584	25.590518951416016
chr6	51961856	51963904	32.03168869018555
chr1	71026688	71028736	57.313880920410156
chr7	108869632	108871680	57.06901168823242
chr7	108896256	108898304	62.36686325073242
chr7	108967936	108969984	24.79515838623047
chr7	109037568	109039616	36.725257873535156
chr7	109072384	109074432	28.986602783203125
chr7	109080576	109082624	43.83359909057617
chr7	109092864	109094912	35.7793083190918
chr7	109117440	109119488	25.910608291625977
chr7	109469696	109471744	41.071800231933594
chr7	109572096	109574144	51.41050338745117
chr7	109613056	109615104	29.60769271850586
chr7	109629440	109631488	30.877193450927734
chr4	75495424	75497472	34.75752639770508
chrX	5398528	5400576	28.108821868896484
chrX	5773312	5775360	50.13859558105469
chrX	5902336	5904384	24.633098602294922
chrX	6135808	6137856	54.85095977783203
chr11	83275776	83277824	27.394542694091797
chr11	83402752	83404800	29.323516845703125
chr11	36970496	36972544	40.591712951660156
chr11	36999168	37001216	33.09266662597656
chr11	37146624	37148672	38.229148864746094
chr11	37169152	37171200	48.39992141723633
chr11	37447680	37449728	29.389760971069336
chr10	107083776	107085824	47.70757293701172
chr10	107429888	107431936	33.10669708251953
chr10	107436032	107438080	23.998334884643555
chr10	107479040	107481088	44.30097961425781
chr10	107595776	107597824	27.45583152770996
chr10	107640832	107642880	29.860774993896484
chr15	76791808	76793856	52.71062469482422
chr15	76992512	76994560	23.381032943725586
chr15	76996608	76998656	34.16972351074219
chr15	77045760	77047808	26.007375717163086
chr15	77049856	77051904	54.6416015625
chr15	77056000	77058048	44.90409851074219
chr15	77058048	77060096	23.321256637573242
chr15	77060096	77062144	59.02225875854492
chr13	76300288	76302336	36.407798767089844
chr12	2017280	2019328	34.263816833496094
chrX	116824064	116826112	27.78461265563965
chrX	116826112	116828160	23.739604949951172
chrX	116873216	116875264	34.151824951171875
chrX	116926464	116928512	35.56855010986328
chrX	117094400	117096448	39.18336868286133
chrX	117096448	117098496	41.07842254638672
chrX	117116928	117118976	51.5554084777832
chrX	117270528	117272576	38.59615707397461
chrX	117389312	117391360	23.540571212768555
chr12	3313664	3315712	29.661657333374023
chr20	13864960	13867008	29.7077693939209
chr20	14065664	14067712	25.120441436767578
chr13	76142592	76144640	26.1911563873291
chr7	104603648	104605696	25.56264877319336
chr7	104853504	104855552	26.35154151916504
chr5	81313792	81315840	35.576316833496094
chr5	81317888	81319936	28.543590545654297
chr5	81403904	81405952	26.79549217224121
chr2	54663168	54665216	28.38628578186035
chr2	54665216	54667264	42.87330627441406
chr2	54675456	54677504	46.74443054199219
chr2	54677504	54679552	37.791221618652344
chr2	54771712	54773760	44.09072494506836
chr2	54777856	54779904	40.51265335083008
chr4	136058880	136060928	38.9722900390625
chr4	136081408	136083456	29.229106903076172
chr4	136165376	136167424	35.79863357543945
chr4	136196096	136198144	31.758031845092773
chr4	136863744	136865792	51.94475555419922
chr7	133267456	133269504	33.52660369873047
chr7	133292032	133294080	31.916000366210938
chr7	133294080	133296128	25.638080596923828
chr7	133312512	133314560	30.428298950195312
chr15	53008384	53010432	25.492565155029297
chr15	53067776	53069824	39.060272216796875
chr15	53096448	53098496	26.7386417388916
chr15	53149696	53151744	41.584266662597656
chr15	53305344	53307392	29.526952743530273
chr15	53342208	53344256	26.320018768310547
chr15	53477376	53479424	27.30856704711914
chr15	53657600	53659648	32.88114929199219
chr15	53663744	53665792	25.18348503112793
chr15	53667840	53669888	47.599151611328125
chr15	53676032	53678080	23.012571334838867
chr7	114819072	114821120	28.90494155883789
chr7	115230720	115232768	48.18627166748047
chr7	115476480	115478528	25.1339054107666
chr6	37240832	37242880	28.036401748657227
chr6	37242880	37244928	30.043264389038086
chr6	37244928	37246976	26.952829360961914
chr6	37246976	37249024	38.62978744506836
chr6	37371904	37373952	29.3247127532959
chr6	37629952	37632000	31.401599884033203
chr5	118374400	118376448	60.9876708984375
chr1	171841536	171843584	24.906837463378906
chr1	172021760	172023808	40.231075286865234
chr1	172050432	172052480	23.026025772094727
chr1	172486656	172488704	41.68640899658203
chr1	172496896	172498944	36.54743194580078
chr1	172740608	172742656	28.9608154296875
chr1	172744704	172746752	23.65473747253418
chr13	27826176	27828224	46.48956298828125
chr14	70545408	70547456	23.0688419342041
chr14	70625280	70627328	29.60953140258789
chr9	34445312	34447360	27.395105361938477
chr9	34453504	34455552	28.13846778869629
chr9	34580480	34582528	23.720903396606445
chr1	200527872	200529920	47.26444625854492
chr1	200536064	200538112	29.942977905273438
chr1	200593408	200595456	23.872739791870117
chr1	200876032	200878080	30.937143325805664
chr1	200878080	200880128	37.32167053222656
chr1	200900608	200902656	34.699371337890625
chr4	136560640	136562688	26.91542625427246
chr4	136857600	136859648	38.81095886230469
chr5	90931200	90933248	36.36377716064453
chr5	91500544	91502592	29.470876693725586
chr5	91641856	91643904	102.66557312011719
chr4	64772096	64774144	31.81064224243164
chr4	64980992	64983040	23.719234466552734
chr4	65212416	65214464	23.52013397216797
chr4	65343488	65345536	32.84705352783203
chr4	65378304	65380352	46.21198272705078
chr4	65384448	65386496	38.919281005859375
chr4	65402880	65404928	33.167179107666016
chr4	127731712	127733760	23.531017303466797
chr4	128147456	128149504	29.809112548828125
chr4	128208896	128210944	28.54652976989746
chr7	124784640	124786688	65.5536880493164
chr3	181575680	181577728	43.514678955078125
chr3	181696512	181698560	34.771217346191406
chr3	182147072	182149120	24.548643112182617
chr3	182169600	182171648	37.336769104003906
chr3	182233088	182235136	29.63981056213379
chr3	182247424	182249472	31.244033813476562
chr2	29212672	29214720	26.945363998413086
chr6	135870464	135872512	28.184993743896484
chr6	62521344	62523392	27.439285278320312
chr6	62697472	62699520	39.23879623413086
chr6	62779392	62781440	35.69456481933594
chr6	62812160	62814208	37.783294677734375
chr6	62963712	62965760	28.036020278930664
chr6	63074304	63076352	26.778339385986328
chr6	63119360	63121408	33.179954528808594
chr6	63215616	63217664	39.232757568359375
chr6	63221760	63223808	43.846290588378906
chr11	45842432	45844480	32.33190155029297
chr11	46450688	46452736	24.088546752929688
chr11	46489600	46491648	33.320106506347656
chr7	150829056	150831104	31.527944564819336
chr7	150878208	150880256	56.920509338378906
chr7	150900736	150902784	33.63286590576172
chr7	151066624	151068672	24.30599021911621
chr7	151171072	151173120	26.60367774963379
chr7	151173120	151175168	29.151357650756836
chr7	151425024	151427072	41.34125518798828
chr7	151758848	151760896	44.32318878173828
chr15	39833600	39835648	33.176513671875
chr15	40007680	40009728	29.566640853881836
chr15	40058880	40060928	34.72957992553711
chr15	40065024	40067072	31.01852035522461
chr15	40095744	40097792	40.06249237060547
chr15	40099840	40101888	38.349327087402344
chr15	40273920	40275968	23.642383575439453
chr2	34742272	34744320	27.937002182006836
chr2	35155968	35158016	24.0661678314209
chr20	61063168	61065216	28.409664154052734
chr5	111495168	111497216	36.314537048339844
chr8	95025152	95027200	48.84497833251953
chr1	85061632	85063680	27.120601654052734
chr1	85223424	85225472	39.16849899291992
chr1	85315584	85317632	25.55499839782715
chr8	136929280	136931328	62.61402130126953
chr8	137101312	137103360	45.876319885253906
chr8	137238528	137240576	28.97066879272461
chr8	137347072	137349120	42.70917892456055
chr17	57133056	57135104	24.392555236816406
chr4	144990208	144992256	43.512367248535156
chr4	145059840	145061888	38.828582763671875
chr4	145094656	145096704	35.31351852416992
chr10	104310784	104312832	26.919092178344727
chr6	91990016	91992064	32.221824645996094
chr6	92000256	92002304	28.298843383789062
chr6	92047360	92049408	39.84112548828125
chr6	92133376	92135424	36.86865234375
chr6	92137472	92139520	48.897823333740234
chr6	92299264	92301312	44.680484771728516
chr6	92370944	92372992	27.340194702148438
chr6	92549120	92551168	27.01289939880371
chr6	92702720	92704768	45.33156204223633
chr15	89057280	89059328	24.91514778137207
chr15	89618432	89620480	24.787240982055664
chr15	89622528	89624576	55.62310028076172
chr15	89657344	89659392	32.771522521972656
chr15	89661440	89663488	47.9690055847168
chr15	89886720	89888768	26.84258460998535
chr4	66906112	66908160	26.573055267333984
chr4	67282944	67284992	43.09342575073242
chr4	67393536	67395584	35.11183547973633
chr3	83830784	83832832	26.26919937133789
chr3	84256768	84258816	23.392549514770508
chr3	84461568	84463616	44.88657760620117
chr3	84588544	84590592	40.58888626098633
chr7	137453568	137455616	38.694908142089844
chr1	214646784	214648832	27.12228012084961
chr3	121839616	121841664	24.049034118652344
chr3	122298368	122300416	24.58062744140625
chr14	28291072	28293120	27.34291648864746
chr14	28321792	28323840	31.463037490844727
chr14	28438528	28440576	23.19684410095215
chr14	28633088	28635136	29.315826416015625
chr14	28751872	28753920	25.413074493408203
chr14	28784640	28786688	37.92767333984375
chr2	118759424	118761472	25.494144439697266
chr2	118863872	118865920	46.28257369995117
chr6	93960192	93962240	35.253421783447266
chr6	94177280	94179328	31.959320068359375
chr6	94226432	94228480	63.91486740112305
chr6	94550016	94552064	37.21541976928711
chr6	94595072	94597120	28.24477767944336
chr6	94597120	94599168	29.44827651977539
chrX	6852608	6854656	28.719018936157227
chrX	6938624	6940672	32.66122817993164
chr5	106764288	106766336	25.07512855529785
chr5	106844160	106846208	24.617176055908203
chr5	107053056	107055104	27.377466201782227
chr5	107192320	107194368	29.832345962524414
chr5	107286528	107288576	40.001399993896484
chr9	100593664	100595712	30.74359703063965
chr9	100595712	100597760	34.09207534790039
chr2	195999744	196001792	40.28936004638672
chr2	196044800	196046848	30.346410751342773
chr2	196050944	196052992	37.97407531738281
chr2	196055040	196057088	37.34218215942383
chr2	196069376	196071424	67.39290618896484
chr2	196102144	196104192	33.60812759399414
chr5	133117952	133120000	36.87357711791992
chr1	62142464	62144512	25.262561798095703
chr1	62408704	62410752	34.08696365356445
chr5	54233088	54235136	27.460596084594727
chr5	54454272	54456320	44.04887008666992
chr5	54456320	54458368	76.22703552246094
chr5	54470656	54472704	43.06490707397461
chr5	54872064	54874112	25.115102767944336
chr5	54878208	54880256	26.07541275024414
chr4	92061696	92063744	33.38459777832031
chr4	92262400	92264448	25.45907974243164
chr4	92354560	92356608	27.614871978759766
chr4	92424192	92426240	29.6328125
chr4	92481536	92483584	42.672447204589844
chr4	92502016	92504064	23.94348907470703
chr7	115826688	115828736	52.293907165527344
chr4	43421696	43423744	39.87105178833008
chr4	43462656	43464704	26.784442901611328
chr4	43493376	43495424	23.479209899902344
chr4	43536384	43538432	30.735855102539062
chr4	43667456	43669504	33.630699157714844
chr4	43673600	43675648	23.85700035095215
chr2	135911424	135913472	27.63776206970215
chr2	136327168	136329216	26.534896850585938
chr2	136333312	136335360	35.644771575927734
chr2	136415232	136417280	28.38812828063965
chr2	136423424	136425472	26.065780639648438
chr11	11173888	11175936	23.802583694458008
chr11	118636544	118638592	31.288951873779297
chr11	118910976	118913024	22.984268188476562
chr11	118919168	118921216	24.931032180786133
chr11	119023616	119025664	26.433456420898438
chr11	119111680	119113728	26.616104125976562
chr11	119175168	119177216	23.848480224609375
chr11	120168448	120170496	40.619102478027344
chr11	120188928	120190976	27.971851348876953
chr12	74285056	74287104	40.57955551147461
chr12	74412032	74414080	25.724746704101562
chr12	74745856	74747904	32.82563400268555
chr12	74747904	74749952	24.180665969848633
chr2	192266240	192268288	24.08669662475586
chr16	82229248	82231296	27.398448944091797
chr16	82350080	82352128	39.914947509765625
chr16	82489344	82491392	33.15864944458008
chr16	82716672	82718720	24.437618255615234
chrX	108310528	108312576	45.171180725097656
chrX	108314624	108316672	27.287500381469727
chrX	108535808	108537856	29.11762046813965
chrX	108537856	108539904	26.93699073791504
chrX	108697600	108699648	54.53351593017578
chr5	11698176	11700224	29.153789520263672
chr5	12023808	12025856	34.96730422973633
chr5	12230656	12232704	24.05955696105957
chr5	12400640	12402688	29.459609985351562
chr3	116615168	116617216	43.11191177368164
chr3	116758528	116760576	45.60636520385742
chr3	116768768	116770816	29.191410064697266
chr3	116842496	116844544	42.608497619628906
chr3	116871168	116873216	31.40751075744629
chr3	116920320	116922368	31.009647369384766
chr3	116930560	116932608	48.81564712524414
chr9	92704768	92706816	24.20114517211914
chr9	73842688	73844736	47.747581481933594
chr9	73934848	73936896	25.677074432373047
chr9	74338304	74340352	33.15497970581055
chr9	74342400	74344448	31.125207901000977
chr1	244504576	244506624	26.292043685913086
chr17	28399616	28401664	24.252601623535156
chr17	28502016	28504064	26.965429306030273
chr14	68587520	68589568	30.59173011779785
chr8	50870272	50872320	50.471946716308594
chr8	51034112	51036160	23.218257904052734
chr16	10059776	10061824	25.407155990600586
chr16	10174464	10176512	28.24721908569336
chr16	10180608	10182656	113.94331359863281
chr16	10467328	10469376	25.87700843811035
chr15	46671872	46673920	29.040563583374023
chr15	46749696	46751744	25.095844268798828
chr15	46864384	46866432	46.112525939941406
chr15	46880768	46882816	55.26806640625
chr15	46923776	46925824	73.02824401855469
chr5	142895104	142897152	23.173185348510742
chr5	143001600	143003648	40.8366584777832
chr22	33540096	33542144	23.66028594970703
chr22	33794048	33796096	24.176172256469727
chr22	33839104	33841152	27.23828125
chr22	33892352	33894400	26.98861312866211
chr22	34009088	34011136	23.58530044555664
chr22	34015232	34017280	48.882972717285156
chr22	34019328	34021376	32.92839813232422
chr22	34109440	34111488	28.603313446044922
chr2	212684800	212686848	43.38587951660156
chr6	112015360	112017408	36.601219177246094
chr6	112019456	112021504	45.391212463378906
chr6	112109568	112111616	33.35963821411133
chr6	112123904	112125952	23.37203025817871
chr6	112142336	112144384	24.554176330566406
chr6	112297984	112300032	26.15347671508789
chr13	53637120	53639168	25.085453033447266
chr13	53653504	53655552	29.549076080322266
chr13	53782528	53784576	30.747812271118164
chr13	53889024	53891072	35.8453483581543
chr13	54050816	54052864	70.06907653808594
chr13	54210560	54212608	24.33567237854004
chr8	4478976	4481024	36.642234802246094
chr8	4585472	4587520	28.55905532836914
chr8	4718592	4720640	31.244861602783203
chr8	4722688	4724736	28.13431167602539
chr8	4755456	4757504	23.27839469909668
