chrom	start	end	snoRNA_Shap
chrX	42432512	42434560	-20.326833724975586
chrX	42434560	42436608	-28.607351303100586
chrX	42502144	42504192	-24.036327362060547
chrX	42528768	42530816	-23.360904693603516
chrX	42551296	42553344	-20.431529998779297
chrX	42579968	42582016	-20.865909576416016
chrX	42602496	42604544	-19.941062927246094
chrX	42627072	42629120	-30.722370147705078
chrX	42676224	42678272	-24.843128204345703
chr12	31455232	31457280	-32.37779998779297
chr12	31502336	31504384	-25.168840408325195
chr3	65945600	65947648	-26.229480743408203
chr3	66004992	66007040	-31.22604751586914
chr3	66193408	66195456	-69.63407135009766
chr3	66217984	66220032	-44.920799255371094
chr3	66222080	66224128	-26.013427734375
chr16	23494656	23496704	-24.499771118164062
chr16	23531520	23533568	-34.582611083984375
chr16	23545856	23547904	-34.52923583984375
chr16	23558144	23560192	-84.31826782226562
chr16	23560192	23562240	-35.7308464050293
chr16	23580672	23582720	-23.431228637695312
chr16	23597056	23599104	-34.73444366455078
chr16	23642112	23644160	-43.18251037597656
chr16	23674880	23676928	-22.91461753845215
chr16	23676928	23678976	-67.43639373779297
chr16	23678976	23681024	-30.182891845703125
chr9	120416256	120418304	-20.090938568115234
chr9	120571904	120573952	-29.063701629638672
chr9	120578048	120580096	-66.49987030029297
chr9	120711168	120713216	-20.926414489746094
chr9	120756224	120758272	-33.11053466796875
chr9	120799232	120801280	-27.821910858154297
chr9	120864768	120866816	-20.440765380859375
chr9	120885248	120887296	-20.930469512939453
chr9	120895488	120897536	-22.261106491088867
chr9	120915968	120918016	-27.526769638061523
chr9	120920064	120922112	-22.47760009765625
chr6	131618816	131620864	-25.999439239501953
chr6	131620864	131622912	-30.431787490844727
chr6	131624960	131627008	-48.691871643066406
chr6	131627008	131629056	-50.058021545410156
chr6	131629056	131631104	-73.34059143066406
chr6	131688448	131690496	-21.989707946777344
chr6	131694592	131696640	-85.0140380859375
chr6	131772416	131774464	-20.513391494750977
chr6	131803136	131805184	-23.412944793701172
chr6	131805184	131807232	-33.02045822143555
chr6	131813376	131815424	-20.317441940307617
chr6	131825664	131827712	-32.380889892578125
chr6	131827712	131829760	-27.808191299438477
chr6	131866624	131868672	-20.447538375854492
chr6	131909632	131911680	-22.526201248168945
chr4	47462400	47464448	-30.811325073242188
chr4	47493120	47495168	-23.8594913482666
chr4	47497216	47499264	-19.83740234375
chr4	47499264	47501312	-20.625362396240234
chr4	47515648	47517696	-25.922460556030273
chr4	47517696	47519744	-20.814891815185547
chr4	47521792	47523840	-28.643321990966797
chr4	47523840	47525888	-26.641979217529297
chr4	47536128	47538176	-20.36252212524414
chr4	47540224	47542272	-39.15290451049805
chr6	90515456	90517504	-36.6270751953125
chr6	90517504	90519552	-46.237396240234375
chr6	90535936	90537984	-25.43742561340332
chr6	90542080	90544128	-22.4932918548584
chr6	90589184	90591232	-28.244709014892578
chr14	32075776	32077824	-24.027355194091797
chr14	32198656	32200704	-23.136306762695312
chr8	140462080	140464128	-32.81067657470703
chr8	140464128	140466176	-26.839553833007812
chr8	140466176	140468224	-27.98077964782715
chr8	140513280	140515328	-25.920166015625
chr8	140515328	140517376	-26.269607543945312
chr8	140519424	140521472	-21.684165954589844
chr8	140525568	140527616	-26.37320899963379
chr8	140546048	140548096	-20.363710403442383
chr8	140548096	140550144	-22.949565887451172
chr8	140552192	140554240	-27.12053871154785
chr8	140568576	140570624	-22.9627742767334
chr8	140580864	140582912	-37.32149887084961
chr8	140589056	140591104	-24.633983612060547
chr8	140599296	140601344	-21.30914878845215
chr8	140601344	140603392	-29.022531509399414
chr5	147402752	147404800	-35.33159637451172
chr5	147429376	147431424	-20.957298278808594
chr5	147460096	147462144	-24.458316802978516
chr5	147482624	147484672	-23.99239730834961
chr5	147484672	147486720	-22.471654891967773
chr5	147529728	147531776	-31.765399932861328
chr5	147535872	147537920	-26.463390350341797
chr5	147572736	147574784	-42.890384674072266
chr5	147574784	147576832	-56.65837478637695
chr5	147576832	147578880	-52.70642852783203
chr7	105095168	105097216	-40.20220184326172
chr7	105142272	105144320	-34.49467468261719
chr7	105316352	105318400	-21.993398666381836
chr7	105482240	105484288	-21.0097599029541
chr7	105510912	105512960	-23.677764892578125
chr7	105519104	105521152	-55.420631408691406
chr7	105521152	105523200	-31.839935302734375
chr7	105531392	105533440	-62.91617965698242
chr7	105582592	105584640	-22.2515926361084
chr10	62238720	62240768	-31.168264389038086
chr10	62269440	62271488	-22.367183685302734
chr20	23349248	23351296	-35.127655029296875
chr20	23351296	23353344	-53.05445098876953
chr20	23353344	23355392	-28.8487606048584
chr20	23355392	23357440	-56.7668571472168
chr20	23357440	23359488	-109.56785583496094
chr20	23359488	23361536	-38.440364837646484
chr20	23418880	23420928	-26.23062515258789
chr5	140173312	140175360	-30.48061752319336
chr5	140505088	140507136	-21.269210815429688
chr5	140513280	140515328	-25.17542266845703
chr5	140558336	140560384	-30.70259666442871
chr5	140646400	140648448	-54.030128479003906
chr8	84414464	84416512	-20.079936981201172
chr18	35340288	35342336	-29.340343475341797
chr18	35375104	35377152	-23.04604721069336
chr11	128335872	128337920	-20.12479019165039
chr11	128360448	128362496	-29.613414764404297
chr11	128362496	128364544	-25.35444450378418
chr11	128399360	128401408	-22.786521911621094
chr11	128401408	128403456	-21.08197784423828
chr11	128407552	128409600	-20.422344207763672
chr11	128421888	128423936	-31.754558563232422
chr11	128428032	128430080	-21.50424575805664
chr11	128432128	128434176	-20.85434341430664
chr11	128456704	128458752	-21.367944717407227
chr11	114358272	114360320	-19.990995407104492
chr11	114411520	114413568	-25.797143936157227
chr19	38993920	38995968	-21.737070083618164
chr19	39346176	39348224	-27.366832733154297
chr19	39387136	39389184	-23.154878616333008
chr19	39389184	39391232	-34.999935150146484
chr19	39407616	39409664	-26.055850982666016
chr19	39411712	39413760	-47.75237274169922
chr19	39432192	39434240	-21.842758178710938
chr19	39434240	39436288	-26.519519805908203
chr19	39444480	39446528	-27.753870010375977
chr3	22331392	22333440	-19.885238647460938
chr6	133552128	133554176	-20.298320770263672
chr6	133568512	133570560	-53.92681884765625
chr6	133572608	133574656	-22.86457633972168
chr6	133644288	133646336	-27.254413604736328
chr6	133668864	133670912	-27.246679306030273
chr6	133681152	133683200	-21.907541275024414
chr6	133695488	133697536	-30.34050941467285
chr6	133726208	133728256	-23.60668182373047
chr6	133754880	133756928	-24.387596130371094
chr6	133761024	133763072	-27.189132690429688
chr1	246540288	246542336	-23.820602416992188
chr1	246542336	246544384	-35.72981643676758
chr1	246552576	246554624	-26.806957244873047
chr1	246562816	246564864	-27.504125595092773
chr1	246591488	246593536	-20.715076446533203
chr1	246593536	246595584	-20.534387588500977
chr1	246597632	246599680	-36.2585563659668
chr1	246599680	246601728	-34.35628890991211
chr1	246601728	246603776	-25.234743118286133
chr1	246614016	246616064	-24.52444839477539
chr1	246616064	246618112	-26.913549423217773
chr1	246622208	246624256	-31.215717315673828
chr1	246628352	246630400	-22.954099655151367
chr1	246632448	246634496	-30.444997787475586
chr1	246642688	246644736	-23.477760314941406
chr1	246646784	246648832	-20.473880767822266
chr1	246648832	246650880	-27.794841766357422
chr1	246652928	246654976	-26.837574005126953
chr1	246657024	246659072	-22.646989822387695
chr1	246669312	246671360	-20.151004791259766
chr1	246687744	246689792	-41.2106819152832
chr1	246689792	246691840	-25.48239517211914
chr1	246749184	246751232	-21.892932891845703
chr1	246769664	246771712	-20.24639892578125
chr1	246777856	246779904	-25.121692657470703
chr1	246786048	246788096	-28.79702377319336
chr1	246845440	246847488	-26.215667724609375
chrX	130154496	130156544	-26.19333267211914
chrX	130191360	130193408	-23.81276512145996
chrX	130201600	130203648	-54.810096740722656
chrX	130338816	130340864	-29.751506805419922
chr2	98541568	98543616	-25.612056732177734
chr2	99141632	99143680	-19.86898422241211
chr2	99155968	99158016	-25.015094757080078
chr2	99178496	99180544	-27.12113380432129
chr2	99180544	99182592	-32.8664436340332
chr5	90406912	90408960	-25.183032989501953
chr5	90408960	90411008	-30.266094207763672
chr5	90437632	90439680	-29.785701751708984
chr5	90439680	90441728	-20.567630767822266
chr5	90472448	90474496	-24.182846069335938
chr18	8603648	8605696	-22.92104148864746
chr18	8654848	8656896	-78.35173034667969
chr18	8765440	8767488	-23.0956974029541
chr18	8777728	8779776	-21.480514526367188
chr18	8792064	8794112	-20.255474090576172
chr18	8798208	8800256	-23.86798858642578
chr18	8810496	8812544	-28.30490493774414
chr18	8841216	8843264	-21.006690979003906
chr18	8888320	8890368	-26.506500244140625
chr18	8890368	8892416	-21.7891902923584
chr18	9158656	9160704	-23.332866668701172
chrX	85225472	85227520	-27.089603424072266
chrX	85248000	85250048	-28.82268714904785
chrX	85311488	85313536	-20.983678817749023
chrX	85372928	85374976	-27.247753143310547
chrX	85385216	85387264	-36.433082580566406
chrX	85393408	85395456	-26.009130477905273
chrX	85395456	85397504	-23.656627655029297
chrX	85434368	85436416	-19.83639144897461
chrX	85477376	85479424	-26.851877212524414
chrX	85508096	85510144	-24.43703842163086
chrX	85516288	85518336	-20.4832706451416
chrX	85665792	85667840	-20.385828018188477
chr3	30752768	30754816	-29.167654037475586
chr3	30767104	30769152	-30.0715389251709
chr3	30769152	30771200	-33.886497497558594
chr7	40134656	40136704	-24.911334991455078
chr7	40198144	40200192	-38.790130615234375
chr7	40200192	40202240	-25.669483184814453
chr7	40230912	40232960	-36.550941467285156
chr7	40235008	40237056	-20.917804718017578
chr2	156336128	156338176	-22.892169952392578
chr2	156340224	156342272	-25.52974510192871
chr2	156463104	156465152	-25.512977600097656
chr2	156485632	156487680	-36.47217559814453
chr2	156491776	156493824	-36.98684310913086
chr2	156506112	156508160	-27.60153579711914
chr2	156520448	156522496	-29.569931030273438
chr2	156561408	156563456	-28.18071937561035
chr5	83548160	83550208	-19.93329429626465
chrX	20123648	20125696	-22.51775550842285
chrX	20135936	20137984	-20.456104278564453
chrX	20140032	20142080	-34.148353576660156
chr5	179613696	179615744	-21.505403518676758
chr5	179621888	179623936	-54.0693473815918
chr5	179630080	179632128	-41.32643127441406
chr5	179638272	179640320	-27.48118019104004
chr5	179664896	179666944	-23.35163116455078
chr5	179695616	179697664	-23.27547264099121
chr5	179775488	179777536	-35.8137321472168
chr5	179779584	179781632	-32.95466613769531
chr5	179793920	179795968	-19.902767181396484
chr5	179800064	179802112	-27.15055274963379
chr5	179806208	179808256	-20.142024993896484
chr5	179824640	179826688	-20.55621337890625
chr5	179855360	179857408	-27.794565200805664
chr5	179859456	179861504	-35.23087692260742
chr4	87420928	87422976	-25.158823013305664
chr6	52432896	52434944	-28.871912002563477
chr6	52455424	52457472	-24.162738800048828
chr6	52463616	52465664	-23.076019287109375
chr6	52467712	52469760	-20.367456436157227
chr6	52512768	52514816	-29.448949813842773
chr6	52514816	52516864	-23.394887924194336
chr6	52523008	52525056	-21.461729049682617
chr6	52527104	52529152	-26.855438232421875
chr6	52533248	52535296	-24.45921516418457
chr6	52541440	52543488	-40.506317138671875
chr6	52543488	52545536	-33.85112762451172
chr6	52547584	52549632	-31.010425567626953
chr6	52566016	52568064	-27.888031005859375
chr6	52594688	52596736	-25.292644500732422
chr6	52596736	52598784	-20.409038543701172
chr6	52606976	52609024	-30.079870223999023
chr6	52609024	52611072	-24.923274993896484
chr6	52633600	52635648	-20.249645233154297
chr1	71045120	71047168	-20.143081665039062
chr1	71049216	71051264	-33.433448791503906
chr1	71077888	71079936	-29.750850677490234
chr1	71079936	71081984	-52.0148811340332
chr1	71081984	71084032	-36.64803695678711
chr5	151115776	151117824	-27.098684310913086
chr5	151126016	151128064	-23.519390106201172
chr5	151222272	151224320	-24.601016998291016
chr4	75188224	75190272	-21.255970001220703
chr4	75489280	75491328	-50.98458480834961
chr4	75509760	75511808	-30.8015193939209
chr4	75511808	75513856	-39.777469635009766
chr4	75513856	75515904	-72.55681610107422
chr4	75515904	75517952	-35.59156036376953
chr4	75626496	75628544	-27.068805694580078
chr4	75630592	75632640	-21.39212989807129
chr4	75675648	75677696	-23.847639083862305
chr4	75683840	75685888	-20.68311309814453
chr4	75708416	75710464	-28.847620010375977
chr4	75712512	75714560	-26.8156681060791
chr4	75714560	75716608	-44.297672271728516
chr4	75722752	75724800	-47.07721710205078
chr4	75724800	75726848	-28.77985191345215
chr4	75726848	75728896	-36.441226959228516
chr4	75739136	75741184	-27.93257713317871
chr4	75745280	75747328	-27.829944610595703
chr4	75763712	75765760	-28.35123062133789
chr4	75773952	75776000	-28.16729164123535
chr4	75778048	75780096	-21.975078582763672
chr4	75786240	75788288	-29.182485580444336
chr4	75802624	75804672	-34.7551383972168
chrX	5396480	5398528	-20.154376983642578
chrX	5402624	5404672	-22.25984001159668
chrX	5564416	5566464	-23.198518753051758
chrX	5588992	5591040	-21.24643325805664
chrX	5629952	5632000	-26.720138549804688
chrX	5750784	5752832	-24.945192337036133
chrX	6033408	6035456	-21.35927391052246
chrX	6055936	6057984	-28.945369720458984
chrX	6068224	6070272	-24.780380249023438
chrX	6076416	6078464	-31.363887786865234
chrX	6080512	6082560	-19.986286163330078
chrX	6094848	6096896	-23.41321563720703
chrX	6096896	6098944	-21.040884017944336
chr11	82980864	82982912	-24.864227294921875
chr11	82997248	82999296	-33.45671844482422
chr11	83019776	83021824	-28.990489959716797
chr11	83154944	83156992	-34.335899353027344
chr11	83159040	83161088	-23.63776969909668
chr11	83189760	83191808	-33.9381103515625
chr11	83249152	83251200	-25.71712875366211
chr11	83255296	83257344	-21.33588409423828
chr8	140529664	140531712	-22.65085220336914
chr8	140593152	140595200	-21.249113082885742
chr8	140636160	140638208	-23.366069793701172
chr8	140642304	140644352	-28.08270835876465
chr8	140666880	140668928	-45.97145080566406
chr8	140668928	140670976	-48.753868103027344
chr8	140691456	140693504	-20.920066833496094
chr8	140705792	140707840	-28.686880111694336
chr8	140707840	140709888	-22.025129318237305
chr8	140711936	140713984	-26.921152114868164
chr8	140718080	140720128	-19.90133285522461
chr8	140720128	140722176	-39.13670349121094
chr8	140722176	140724224	-20.629093170166016
chr8	140724224	140726272	-43.72344207763672
chr8	140726272	140728320	-26.867843627929688
chr8	140728320	140730368	-28.443012237548828
chr8	140732416	140734464	-20.02224349975586
chr8	140740608	140742656	-48.86760711669922
chr8	140754944	140756992	-29.434036254882812
chr8	140759040	140761088	-22.831912994384766
chr8	140763136	140765184	-24.74677276611328
chr8	140765184	140767232	-22.60977554321289
chr8	140771328	140773376	-37.05866241455078
chr8	140773376	140775424	-22.930191040039062
chr8	140775424	140777472	-23.391794204711914
chr8	140779520	140781568	-27.223669052124023
chr8	140791808	140793856	-31.2856388092041
chr8	140795904	140797952	-24.083786010742188
chr15	76902400	76904448	-28.3602352142334
chr15	76929024	76931072	-20.663150787353516
