chrom	start	end	snoRNA_Shap
chr1	23900160	23902208	16.153982162475586
chr1	23957504	23959552	16.704570770263672
chr1	24031232	24033280	15.8291654586792
chr1	24070144	24072192	28.008129119873047
chr1	24322048	24324096	17.710824966430664
chr1	24389632	24391680	25.495161056518555
chr1	24391680	24393728	36.19749069213867
chr1	24412160	24414208	24.465911865234375
chr1	24414208	24416256	20.241559982299805
chr22	44670976	44673024	24.167247772216797
chr22	44673024	44675072	16.873600006103516
chr22	44699648	44701696	23.49364471435547
chr1	158842880	158844928	18.66208267211914
chr1	158851072	158853120	52.672210693359375
chr1	158855168	158857216	17.542430877685547
chr1	159111168	159113216	16.330846786499023
chr1	159160320	159162368	19.26357650756836
chr1	159211520	159213568	16.652021408081055
chr4	17510400	17512448	20.498939514160156
chr4	17549312	17551360	29.36566734313965
chr1	15523840	15525888	28.06014633178711
chr1	15583232	15585280	22.542037963867188
chrX	117987328	117989376	28.723974227905273
chrX	118026240	118028288	17.02457618713379
chrX	118054912	118056960	42.21037292480469
chrX	118077440	118079488	28.037399291992188
chrX	118167552	118169600	19.13072967529297
chr4	134897664	134899712	18.612918853759766
chr4	134918144	134920192	16.775962829589844
chr7	8294400	8296448	26.660303115844727
chr7	8359936	8361984	18.017688751220703
chr7	8521728	8523776	34.7307014465332
chr7	8525824	8527872	17.463464736938477
chr7	8628224	8630272	39.35352325439453
chr7	8636416	8638464	36.255863189697266
chr7	8640512	8642560	25.51207160949707
chr7	8658944	8660992	26.41927719116211
chr7	8757248	8759296	29.893198013305664
chr7	8763392	8765440	17.772600173950195
chr7	8769536	8771584	35.84466552734375
chrX	110424064	110426112	30.950252532958984
chrX	110567424	110569472	51.69437789916992
chrX	110909440	110911488	20.232053756713867
chrX	110958592	110960640	25.970474243164062
chr2	198293504	198295552	24.803781509399414
chr2	198295552	198297600	26.503915786743164
chr2	198471680	198473728	16.233673095703125
chr2	198596608	198598656	53.049095153808594
chrX	137857024	137859072	28.126922607421875
chrX	137924608	137926656	22.413516998291016
chrX	138008576	138010624	18.2727108001709
chrX	138016768	138018816	25.253082275390625
chrX	138027008	138029056	19.833044052124023
chrX	138041344	138043392	27.210338592529297
chrX	138125312	138127360	36.104522705078125
chrX	138129408	138131456	26.588760375976562
chrX	138147840	138149888	41.504764556884766
chrX	138385408	138387456	20.71469497680664
chrX	138465280	138467328	21.435794830322266
chrX	138559488	138561536	33.33304977416992
chrX	138614784	138616832	39.96331024169922
chrX	138635264	138637312	32.032474517822266
chrX	138655744	138657792	36.90553283691406
chrX	138657792	138659840	35.97706985473633
chrX	138708992	138711040	48.51042938232422
chr7	113547264	113549312	23.396495819091797
chr7	113588224	113590272	21.808399200439453
chr7	113594368	113596416	18.72632598876953
chr7	77895680	77897728	16.551387786865234
chr17	28737536	28739584	16.391708374023438
chr17	28852224	28854272	29.785839080810547
chr17	28899328	28901376	21.497709274291992
chr17	28901376	28903424	26.142202377319336
chr17	29028352	29030400	18.24048614501953
chr17	29044736	29046784	18.067745208740234
chr17	29065216	29067264	17.296459197998047
chr1	179363840	179365888	29.997390747070312
chr1	179726336	179728384	19.052711486816406
chr1	179810304	179812352	15.849206924438477
chr1	179902464	179904512	16.32365608215332
chrX	42053632	42055680	23.43484878540039
chrX	42092544	42094592	30.909793853759766
chrX	42242048	42244096	31.23252296447754
chrX	42276864	42278912	31.650808334350586
chrX	42371072	42373120	21.225149154663086
chrX	42393600	42395648	29.675369262695312
chrX	42481664	42483712	64.26649475097656
chrX	42512384	42514432	54.790916442871094
chrX	42514432	42516480	37.81106185913086
chrX	42518528	42520576	117.49891662597656
chr3	66220032	66222080	35.31858444213867
chr3	66453504	66455552	16.39621353149414
chr16	23633920	23635968	19.06437873840332
chr16	23640064	23642112	33.963314056396484
chr16	23691264	23693312	17.53391456604004
chr16	23734272	23736320	24.27279281616211
chr16	23750656	23752704	16.703105926513672
chr16	24186880	24188928	31.21660804748535
chr9	120576000	120578048	31.477176666259766
chr9	120580096	120582144	39.47538757324219
chr9	120682496	120684544	16.999645233154297
chr9	120733696	120735744	18.8728084564209
chr9	120737792	120739840	19.27183723449707
chr9	120745984	120748032	17.053808212280273
chr9	120877056	120879104	17.423538208007812
chr9	120911872	120913920	16.15060043334961
chr5	22618112	22620160	25.7662410736084
chr5	22812672	22814720	22.469186782836914
chr5	23091200	23093248	41.885765075683594
chr5	23119872	23121920	34.82759094238281
chr5	23216128	23218176	26.0742130279541
chr5	23228416	23230464	18.831684112548828
chr5	23287808	23289856	18.86665916442871
chr5	23332864	23334912	26.58321189880371
chr6	131594240	131596288	20.061166763305664
chr6	131682304	131684352	17.48287582397461
chr6	131690496	131692544	16.7691650390625
chr6	131696640	131698688	36.50081253051758
chr6	131706880	131708928	20.1471004486084
chr10	130564096	130566144	27.483036041259766
chr10	130705408	130707456	26.031818389892578
chr10	130748416	130750464	32.146602630615234
chr10	130957312	130959360	17.801477432250977
chr10	131233792	131235840	28.5369873046875
chr10	131307520	131309568	28.678808212280273
chr10	131401728	131403776	16.398174285888672
chr10	131420160	131422208	23.29278564453125
chr6	90476544	90478592	32.19681167602539
chr6	90478592	90480640	30.992507934570312
chr6	90507264	90509312	15.99195384979248
chr6	90509312	90511360	23.88785171508789
chr6	90511360	90513408	20.55557632446289
chr6	90519552	90521600	33.65289306640625
chr6	90609664	90611712	21.94261360168457
chr6	90783744	90785792	28.49723243713379
chr6	90849280	90851328	23.184497833251953
chr6	90884096	90886144	19.82850456237793
chr6	90933248	90935296	35.056358337402344
chr6	90941440	90943488	46.440345764160156
chr6	91080704	91082752	24.829288482666016
chr6	91082752	91084800	27.63128089904785
chr14	31846400	31848448	16.440170288085938
chr8	140285952	140288000	23.978885650634766
chr8	140431360	140433408	16.60911750793457
chr8	140576768	140578816	17.1351318359375
chr8	140666880	140668928	15.858572006225586
chr4	18683904	18685952	17.397777557373047
chr4	18688000	18690048	35.55619430541992
chr4	18692096	18694144	24.883779525756836
chr4	18694144	18696192	20.88502311706543
chr5	147740672	147742720	20.95001792907715
chr5	147927040	147929088	20.30782127380371
chr5	148015104	148017152	26.350353240966797
chr5	148115456	148117504	21.60140609741211
chr5	148135936	148137984	21.57195281982422
chr5	148158464	148160512	23.86353302001953
chr2	213768192	213770240	17.612991333007812
chr2	213803008	213805056	16.300350189208984
chr2	213807104	213809152	18.010944366455078
chr7	105517056	105519104	19.9514102935791
chr7	105525248	105527296	23.418405532836914
chr7	105576448	105578496	16.51320457458496
chr7	105580544	105582592	30.512836456298828
chr7	105652224	105654272	23.119857788085938
chr10	62576640	62578688	16.279926300048828
chr20	22808576	22810624	37.580753326416016
chr20	22839296	22841344	41.434776306152344
chr20	23361536	23363584	19.256183624267578
chr17	53938176	53940224	20.32777214050293
chr17	54020096	54022144	18.107036590576172
chr17	54099968	54102016	21.784549713134766
chr17	54145024	54147072	21.229642868041992
chr17	54364160	54366208	21.814224243164062
chr17	54396928	54398976	21.19705581665039
chr17	54499328	54501376	22.389162063598633
chr17	54505472	54507520	27.53116226196289
chr17	54509568	54511616	31.933582305908203
chr17	54534144	54536192	17.838478088378906
chr17	54607872	54609920	28.090595245361328
chr5	139968512	139970560	25.804153442382812
chr5	139970560	139972608	16.155567169189453
chr5	140290048	140292096	17.41581153869629
chr5	140361728	140363776	16.238842010498047
chr5	140498944	140500992	20.641353607177734
chr8	83607552	83609600	23.07132911682129
chr8	83615744	83617792	18.582246780395508
chr8	83648512	83650560	17.41806411743164
chr8	83652608	83654656	22.03404998779297
chr8	83675136	83677184	21.70277976989746
chr8	83781632	83783680	26.724590301513672
chr8	83791872	83793920	16.243331909179688
chr8	83795968	83798016	19.617950439453125
chr8	83824640	83826688	30.886770248413086
chr8	83976192	83978240	19.591968536376953
chr8	84031488	84033536	21.548200607299805
chr8	84209664	84211712	26.849700927734375
chr8	84246528	84248576	35.50653839111328
chr8	84322304	84324352	38.096046447753906
chr8	84373504	84375552	34.61376190185547
chr8	84445184	84447232	25.368383407592773
chr8	84471808	84473856	27.7293643951416
chr18	35342336	35344384	19.579227447509766
chr18	35377152	35379200	16.604412078857422
chr11	114812928	114814976	26.845266342163086
chr11	114993152	114995200	24.289352416992188
chr19	38930432	38932480	19.90239715576172
chr19	38961152	38963200	32.916351318359375
chr19	39161856	39163904	20.73989486694336
chr19	39436288	39438336	24.32742691040039
chr19	39843840	39845888	16.093212127685547
chr14	84074496	84076544	21.81967544555664
chr14	84076544	84078592	19.92509651184082
chr14	84334592	84336640	19.619239807128906
chr4	46008320	46010368	25.735198974609375
chr4	46012416	46014464	24.313823699951172
chr4	46100480	46102528	19.600101470947266
chr4	46133248	46135296	45.614898681640625
chr4	46155776	46157824	15.959869384765625
chr4	46444544	46446592	26.988117218017578
chr4	46626816	46628864	31.43988609313965
chr4	46686208	46688256	30.3232479095459
chr11	20649984	20652032	16.22380256652832
chr11	20922368	20924416	19.7567195892334
chr11	20998144	21000192	20.66818618774414
chr11	21086208	21088256	43.561187744140625
chr11	21159936	21161984	27.915515899658203
chr11	21235712	21237760	23.431594848632812
chr11	21256192	21258240	27.179601669311523
chr11	21364736	21366784	25.102581024169922
chr11	21379072	21381120	35.787437438964844
chr11	21399552	21401600	43.95390319824219
chr11	21471232	21473280	34.63526153564453
chr3	21893120	21895168	24.747478485107422
chr3	22149120	22151168	16.983203887939453
chr3	22249472	22251520	25.11859703063965
chr3	22323200	22325248	30.387100219726562
chr7	124168192	124170240	23.333740234375
chr7	124264448	124266496	26.437793731689453
chr7	124481536	124483584	31.308792114257812
chr7	124526592	124528640	21.309650421142578
chr11	23552000	23554048	24.4825439453125
chr6	133529600	133531648	21.351428985595703
chr6	133570560	133572608	17.929500579833984
chr1	246554624	246556672	20.191635131835938
chr1	246587392	246589440	16.77227020263672
chr1	246589440	246591488	16.781360626220703
chr1	246605824	246607872	31.111522674560547
chr1	246634496	246636544	17.721790313720703
chr1	246722560	246724608	17.28299331665039
chr1	246810624	246812672	19.87714958190918
chr1	246886400	246888448	19.392595291137695
chr1	246888448	246890496	24.141393661499023
chrX	130164736	130166784	37.29612350463867
chrX	130203648	130205696	21.62950897216797
chrX	130267136	130269184	33.048431396484375
chrX	130269184	130271232	21.44329071044922
chrX	130332672	130334720	19.90958023071289
chrX	130465792	130467840	25.344493865966797
chr2	99401728	99403776	16.918304443359375
chr5	90048512	90050560	30.829456329345703
chr18	8605696	8607744	20.66533851623535
chr18	8609792	8611840	31.794025421142578
chr18	8617984	8620032	16.146427154541016
chr18	8652800	8654848	36.72061538696289
chr18	8822784	8824832	18.331274032592773
chr18	8828928	8830976	18.46782684326172
chrX	85309440	85311488	25.410480499267578
chrX	85329920	85331968	50.473609924316406
chrX	85377024	85379072	34.182640075683594
chrX	85415936	85417984	21.515399932861328
chrX	85678080	85680128	25.178333282470703
chrX	85714944	85716992	17.702838897705078
chr11	97056768	97058816	35.765533447265625
chr11	97091584	97093632	25.870874404907227
chr11	97093632	97095680	22.08432960510254
chr11	97454080	97456128	22.308202743530273
chr3	30806016	30808064	21.645418167114258
chr7	40052736	40054784	18.75087547302246
chr7	40232960	40235008	20.802532196044922
chr2	155912192	155914240	17.413009643554688
chr4	129527808	129529856	27.763525009155273
chr4	129757184	129759232	26.51743507385254
chr4	129771520	129773568	25.216753005981445
chr5	83640320	83642368	25.957454681396484
chr5	83709952	83712000	21.516178131103516
chr5	83712000	83714048	22.536067962646484
chr5	83718144	83720192	17.107730865478516
chr5	67917824	67919872	21.979909896850586
chr5	67921920	67923968	18.116012573242188
chr5	67923968	67926016	16.50125503540039
chr5	67944448	67946496	16.248517990112305
chr12	97308672	97310720	21.916196823120117
chr12	97335296	97337344	31.002328872680664
chr12	97804288	97806336	22.163005828857422
chr12	97964032	97966080	19.277202606201172
chr12	97968128	97970176	17.535964965820312
chr12	98027520	98029568	23.394256591796875
chr12	98052096	98054144	22.846874237060547
chr12	98129920	98131968	17.417089462280273
chr12	98168832	98170880	18.79549217224121
chr5	179660800	179662848	17.955997467041016
chr5	179697664	179699712	26.493301391601562
chr5	179804160	179806208	24.183759689331055
chr5	179906560	179908608	22.179275512695312
chr5	179908608	179910656	20.734548568725586
chr5	180078592	180080640	26.82021713256836
chr4	87422976	87425024	19.331050872802734
chr4	87881728	87883776	15.98560905456543
chr6	52402176	52404224	19.55086898803711
chr1	71026688	71028736	38.24400329589844
chr1	71043072	71045120	17.824357986450195
chr1	71047168	71049216	18.23377227783203
chr5	94617600	94619648	17.072338104248047
chr5	150700032	150702080	18.573076248168945
chr7	108875776	108877824	25.5130558013916
chr7	109025280	109027328	28.077831268310547
chr7	109219840	109221888	27.409603118896484
chr7	109379584	109381632	41.263633728027344
chr7	109406208	109408256	47.08806610107422
chr7	109469696	109471744	27.916528701782227
chr7	109572096	109574144	23.60669708251953
chr7	109606912	109608960	48.308128356933594
chr4	75116544	75118592	27.864221572875977
chr4	75247616	75249664	23.065414428710938
chr4	75288576	75290624	38.77817153930664
chr4	75507712	75509760	21.185638427734375
chr4	75571200	75573248	23.076332092285156
chr4	75573248	75575296	21.086688995361328
chr4	75632640	75634688	16.04990005493164
chrX	5414912	5416960	20.902111053466797
chrX	5441536	5443584	43.19715118408203
chrX	5490688	5492736	24.516254425048828
chrX	5523456	5525504	22.4014892578125
chrX	5605376	5607424	31.87436294555664
chrX	5611520	5613568	29.804147720336914
chrX	5705728	5707776	36.626251220703125
chrX	5730304	5732352	26.90582847595215
chrX	5787648	5789696	32.80851364135742
chrX	5867520	5869568	22.993112564086914
chrX	5898240	5900288	28.96462631225586
chrX	5910528	5912576	24.68102264404297
chrX	5912576	5914624	33.36962890625
chrX	5953536	5955584	34.3065299987793
chrX	5982208	5984256	74.44239807128906
chrX	6070272	6072320	31.56715965270996
chr11	83150848	83152896	18.920612335205078
chr11	83195904	83197952	16.574230194091797
chr11	36999168	37001216	20.716691970825195
chr11	37013504	37015552	33.08937072753906
chr10	107210752	107212800	27.692684173583984
chr10	107386880	107388928	30.478857040405273
chr8	140507136	140509184	16.971866607666016
chr8	140511232	140513280	20.80768585205078
chr8	140523520	140525568	33.690059661865234
chr8	140527616	140529664	32.07780075073242
chr8	140558336	140560384	24.598588943481445
chr8	140560384	140562432	16.448226928710938
chr8	140584960	140587008	19.195192337036133
chr8	140632064	140634112	28.688791275024414
chr8	140634112	140636160	22.335233688354492
chr15	76791808	76793856	27.73980712890625
chr15	76865536	76867584	24.945812225341797
chr15	76910592	76912640	18.143007278442383
chr15	77023232	77025280	28.843231201171875
chr15	77045760	77047808	22.28139305114746
chr15	77049856	77051904	21.917051315307617
chr15	77070336	77072384	21.969499588012695
chr1	220098560	220100608	16.6690673828125
chr1	220129280	220131328	18.529150009155273
chr1	220243968	220246016	24.496353149414062
chr1	220524544	220526592	20.029813766479492
chr11	18100224	18102272	19.84467124938965
chr13	75587584	75589632	19.58340072631836
chr13	75616256	75618304	19.018373489379883
chr13	75718656	75720704	17.703760147094727
chr13	75726848	75728896	17.915821075439453
chr13	75730944	75732992	20.213687896728516
chr13	75806720	75808768	19.13217544555664
chr13	75829248	75831296	24.04104995727539
chr13	76142592	76144640	16.65500831604004
chr13	76156928	76158976	18.527660369873047
chr12	1998848	2000896	17.15809440612793
chrX	116758528	116760576	31.43899154663086
chrX	116809728	116811776	20.52058982849121
chrX	116873216	116875264	21.541240692138672
chrX	117090304	117092352	18.801494598388672
chrX	117094400	117096448	44.90754318237305
chrX	117155840	117157888	19.860092163085938
chrX	117182464	117184512	38.95186233520508
chrX	117239808	117241856	22.194894790649414
chrX	117364736	117366784	17.52437973022461
chrX	117368832	117370880	18.543943405151367
chrX	117432320	117434368	28.874475479125977
chrX	117436416	117438464	16.097394943237305
chrX	117448704	117450752	16.972919464111328
chr12	2947072	2949120	18.56624412536621
chr12	3198976	3201024	25.225482940673828
chr12	3209216	3211264	18.902048110961914
chr12	3246080	3248128	18.723072052001953
chr17	27600896	27602944	20.059959411621094
chr17	27684864	27686912	17.673303604125977
chr17	27707392	27709440	24.13413429260254
chr20	13713408	13715456	15.926623344421387
chr20	13785088	13787136	23.97283172607422
chr20	13850624	13852672	19.76633071899414
chr7	104630272	104632320	18.389883041381836
chr7	104916992	104919040	42.184173583984375
chr7	104984576	104986624	19.85517692565918
chr7	105127936	105129984	15.904508590698242
chr5	81344512	81346560	16.15495491027832
chr5	81350656	81352704	18.887418746948242
chr5	81416192	81418240	16.087881088256836
chr5	81606656	81608704	16.75728988647461
chr2	54675456	54677504	21.17569351196289
chr2	54700032	54702080	20.641704559326172
chr2	54720512	54722560	16.742504119873047
chr4	136081408	136083456	25.626550674438477
chr4	136243200	136245248	24.729711532592773
chr4	136409088	136411136	24.368860244750977
chr4	136560640	136562688	22.82485580444336
chr4	136669184	136671232	22.004846572875977
chr4	136687616	136689664	20.875804901123047
chr4	136691712	136693760	26.53505516052246
chr4	136704000	136706048	32.33173370361328
chr7	133521408	133523456	16.325016021728516
chr15	52965376	52967424	20.001445770263672
chr15	53096448	53098496	19.66185188293457
chr15	53102592	53104640	27.24077796936035
chr15	53307392	53309440	19.665971755981445
chr15	53342208	53344256	21.87657356262207
chr15	53368832	53370880	18.408262252807617
chr15	53377024	53379072	23.682506561279297
chr15	53460992	53463040	16.03716278076172
chr15	53575680	53577728	20.654573440551758
chr7	115116032	115118080	19.32206153869629
chr6	37120000	37122048	22.564062118530273
chr6	37206016	37208064	21.158100128173828
chr6	37281792	37283840	18.025535583496094
chr6	37859328	37861376	22.62546157836914
chr5	118648832	118650880	29.256916046142578
chr1	172021760	172023808	19.675661087036133
chr1	172455936	172457984	25.72184181213379
chr1	172460032	172462080	18.253997802734375
chr1	172486656	172488704	26.4405460357666
chr1	172718080	172720128	18.820526123046875
chr1	172726272	172728320	17.335954666137695
chr1	172744704	172746752	22.99448013305664
chr5	112932864	112934912	16.636127471923828
chr13	27998208	28000256	18.563573837280273
chr13	28657664	28659712	17.229106903076172
chr14	70346752	70348800	16.30405044555664
chr14	70555648	70557696	18.401691436767578
chr14	70621184	70623232	18.188379287719727
chr2	52975616	52977664	18.116573333740234
chr9	34170880	34172928	16.66451644897461
chr1	200507392	200509440	18.539398193359375
chr1	200617984	200620032	28.518047332763672
chr1	200970240	200972288	22.73795509338379
chr4	136534016	136536064	29.441715240478516
chr4	136837120	136839168	40.7265510559082
chr4	136882176	136884224	18.736125946044922
chr4	136990720	136992768	20.036113739013672
chr4	137115648	137117696	24.998416900634766
chr5	91475968	91478016	17.413606643676758
chr5	91498496	91500544	19.844995498657227
chr5	91500544	91502592	18.220155715942383
chr5	91553792	91555840	18.11737632751465
chr4	64802816	64804864	41.69797134399414
chr4	65220608	65222656	19.558691024780273
chr4	65308672	65310720	17.31760025024414
chr4	65378304	65380352	18.537818908691406
chr4	65384448	65386496	20.661685943603516
chr4	65402880	65404928	17.55708885192871
chr4	128192512	128194560	17.579702377319336
chr7	124784640	124786688	26.529666900634766
chr7	124839936	124841984	20.642915725708008
chr7	125153280	125155328	23.805965423583984
chr7	125196288	125198336	31.832653045654297
chr3	181843968	181846016	46.73295593261719
chr3	182018048	182020096	17.59963607788086
chr3	182147072	182149120	19.97760009765625
chr3	182233088	182235136	18.594011306762695
chr2	28821504	28823552	16.127761840820312
chr2	28913664	28915712	23.136613845825195
chr2	28958720	28960768	23.376970291137695
chr2	29081600	29083648	21.07680892944336
chr2	29196288	29198336	31.031219482421875
chr2	29204480	29206528	19.140256881713867
chr2	29267968	29270016	19.136682510375977
chr2	29272064	29274112	23.71116065979004
chr6	62447616	62449664	42.99638748168945
chr6	62982144	62984192	19.87137794494629
chr6	63088640	63090688	18.537891387939453
chr6	63266816	63268864	16.875062942504883
chr6	63270912	63272960	16.974224090576172
chr11	46632960	46635008	16.917736053466797
chr11	46700544	46702592	19.751916885375977
chr7	150878208	150880256	19.684045791625977
chr7	150898688	150900736	25.188587188720703
chr7	151074816	151076864	18.81874656677246
chr7	151113728	151115776	18.1790771484375
chr7	151181312	151183360	18.195810317993164
chr7	151197696	151199744	20.696224212646484
chr7	151230464	151232512	25.284975051879883
chr7	151402496	151404544	21.99604606628418
chr7	151449600	151451648	23.432781219482422
chr7	151453696	151455744	22.90314483642578
chr7	151758848	151760896	23.642240524291992
chr7	151783424	151785472	19.276315689086914
chr15	39446528	39448576	17.22365951538086
chr15	39577600	39579648	17.853717803955078
chr15	39806976	39809024	16.163616180419922
chr15	39864320	39866368	21.34107208251953
chr15	39884800	39886848	18.825748443603516
chr15	39929856	39931904	17.1720027923584
chr15	39981056	39983104	21.967266082763672
chr15	39983104	39985152	16.696823120117188
chr2	34492416	34494464	18.8638858795166
chr20	61229056	61231104	16.691829681396484
chr20	61294592	61296640	21.063549041748047
chr20	61296640	61298688	23.993505477905273
chr5	111093760	111095808	20.90809440612793
chr8	95025152	95027200	24.31342315673828
chr8	95270912	95272960	21.465648651123047
chr8	95305728	95307776	21.89985466003418
chr5	36503552	36505600	23.160802841186523
chr5	36691968	36694016	18.737680435180664
chr1	85204992	85207040	16.45679473876953
chr1	85207040	85209088	20.283306121826172
chr1	85729280	85731328	16.13214111328125
chr8	137238528	137240576	20.08452796936035
chr8	137267200	137269248	23.759798049926758
chr17	57042944	57044992	21.737552642822266
chr4	144990208	144992256	44.75313949584961
chr4	145094656	145096704	27.9733829498291
chr4	145154048	145156096	24.19649314880371
chr10	104208384	104210432	17.378833770751953
chr10	104351744	104353792	26.27970314025879
chr10	104421376	104423424	22.36107635498047
chr10	104441856	104443904	24.606966018676758
chr6	92045312	92047360	23.274723052978516
chr6	92295168	92297216	18.208654403686523
chr6	92430336	92432384	22.350500106811523
chr6	92456960	92459008	17.266321182250977
chr6	92577792	92579840	15.86522102355957
chr6	92618752	92620800	16.581253051757812
chr6	92702720	92704768	44.52704620361328
chr15	89292800	89294848	27.833486557006836
chr15	89294848	89296896	20.792892456054688
chr15	89331712	89333760	16.6126708984375
chr15	89350144	89352192	16.277538299560547
