chrom	start	end	snRNA_Shap
chr3	65998848	66000896	9.972723007202148
chr3	66177024	66179072	11.427596092224121
chr3	66220032	66222080	15.276250839233398
chr3	66252800	66254848	15.606623649597168
chr3	66295808	66297856	20.318096160888672
chr3	66332672	66334720	16.35275650024414
chr16	23635968	23638016	18.08021354675293
chr16	24158208	24160256	16.567838668823242
chr9	120256512	120258560	24.201642990112305
chr9	120313856	120315904	16.98641586303711
chr9	120320000	120322048	12.701899528503418
chr9	120580096	120582144	16.264690399169922
chr9	120627200	120629248	10.071783065795898
chr9	120664064	120666112	12.489302635192871
chr9	120666112	120668160	11.951407432556152
chr9	120680448	120682496	9.70589828491211
chr9	120700928	120702976	10.141210556030273
chr9	120707072	120709120	12.816386222839355
chr9	120750080	120752128	10.222217559814453
chr9	120786944	120788992	10.111968994140625
chr9	120803328	120805376	10.483333587646484
chr9	120807424	120809472	13.208996772766113
chr9	120881152	120883200	10.017862319946289
chr9	120893440	120895488	12.02444076538086
chr5	23117824	23119872	12.481406211853027
chr5	23226368	23228416	10.851836204528809
chr5	23414784	23416832	18.10079574584961
chr6	131373056	131375104	16.285062789916992
chr6	131375104	131377152	11.01289176940918
chr6	131389440	131391488	23.397348403930664
chr6	131399680	131401728	13.163701057434082
chr6	131520512	131522560	15.1614990234375
chr6	131586048	131588096	10.085474967956543
chr6	131616768	131618816	15.187275886535645
chr6	131624960	131627008	11.902142524719238
chr6	131631104	131633152	12.790182113647461
chr6	131680256	131682304	9.93128776550293
chr6	131690496	131692544	9.70702075958252
chr6	131790848	131792896	11.66540241241455
chr6	131876864	131878912	10.215994834899902
chr10	131446784	131448832	16.993045806884766
chr6	90519552	90521600	11.784036636352539
chr6	90529792	90531840	11.976049423217773
chr6	90580992	90583040	13.47321891784668
chr6	90816512	90818560	16.01517677307129
chr6	91086848	91088896	11.36106014251709
chr6	91142144	91144192	9.789128303527832
chr14	31565824	31567872	13.658337593078613
chr8	139823104	139825152	11.239899635314941
chr8	140267520	140269568	9.716011047363281
chr8	140271616	140273664	9.93842887878418
chr8	140406784	140408832	19.181673049926758
chr8	140529664	140531712	16.461200714111328
chr8	140554240	140556288	14.939702987670898
chr8	140568576	140570624	10.38424301147461
chr8	140570624	140572672	15.025042533874512
chr8	140574720	140576768	14.181676864624023
chr8	140587008	140589056	11.455408096313477
chr8	140607488	140609536	13.088726997375488
chr8	140611584	140613632	9.693429946899414
chr4	18479104	18481152	13.11115550994873
chr4	18501632	18503680	12.412001609802246
chr4	18524160	18526208	18.093595504760742
chr4	18692096	18694144	10.401007652282715
chr5	148037632	148039680	16.531883239746094
chr5	148041728	148043776	10.38418197631836
chr5	148060160	148062208	20.102956771850586
chr2	213760000	213762048	12.688519477844238
chr2	213768192	213770240	14.321772575378418
chr7	105056256	105058304	10.455076217651367
chr7	105162752	105164800	10.629425048828125
chr7	105207808	105209856	11.49742603302002
chr7	105406464	105408512	10.410276412963867
chr7	105420800	105422848	11.346012115478516
chr7	105431040	105433088	12.435114860534668
chr7	105433088	105435136	10.808847427368164
chr7	105482240	105484288	15.651620864868164
chr7	105490432	105492480	11.427007675170898
chr7	105521152	105523200	19.52627182006836
chr7	105525248	105527296	17.417770385742188
chr7	105596928	105598976	11.522504806518555
chr7	105601024	105603072	13.041725158691406
chr7	105633792	105635840	21.32911491394043
chr7	105672704	105674752	19.395809173583984
chr7	105703424	105705472	10.422542572021484
chr7	105795584	105797632	11.187887191772461
chr10	62324736	62326784	10.824047088623047
chr10	62337024	62339072	10.618101119995117
chr10	62341120	62343168	12.406225204467773
chr10	62369792	62371840	14.356005668640137
chr10	62394368	62396416	10.453878402709961
chr10	62396416	62398464	10.58833122253418
chr10	62398464	62400512	10.791695594787598
chr10	62941184	62943232	19.13560676574707
chr10	63010816	63012864	16.805538177490234
chr20	22845440	22847488	14.184597969055176
chr20	23355392	23357440	11.118934631347656
chr17	53970944	53972992	18.84418487548828
chr5	139939840	139941888	10.581520080566406
chr5	140007424	140009472	11.922063827514648
chr5	140015616	140017664	12.232041358947754
chr5	140300288	140302336	10.94027042388916
chr5	140441600	140443648	15.888195991516113
chr5	140451840	140453888	9.677816390991211
chr5	140509184	140511232	14.625402450561523
chr5	140511232	140513280	16.03761863708496
chr5	140740608	140742656	18.43467140197754
chr5	140806144	140808192	11.68651294708252
chr5	140830720	140832768	10.099040985107422
chr8	83730432	83732480	11.963411331176758
chr8	84234240	84236288	21.173542022705078
chr11	127655936	127657984	15.22242259979248
chr11	127733760	127735808	18.463359832763672
chr11	128169984	128172032	12.200467109680176
chr12	78657536	78659584	9.688665390014648
chr11	114327552	114329600	9.825529098510742
chr11	114423808	114425856	10.33073616027832
chr11	114438144	114440192	11.609769821166992
chr11	114718720	114720768	11.102993965148926
chr11	114948096	114950144	12.774816513061523
chr11	115079168	115081216	13.941370964050293
chr3	29949952	29952000	19.43772315979004
chr3	30005248	30007296	11.92540168762207
chr3	30011392	30013440	10.820318222045898
chr19	39159808	39161856	10.368730545043945
chr19	39335936	39337984	10.134005546569824
chr19	39387136	39389184	12.283426284790039
chr19	39436288	39438336	13.756129264831543
chr19	39438336	39440384	10.23182487487793
chr19	39450624	39452672	9.732831001281738
chr19	39479296	39481344	10.301858901977539
chr19	39833600	39835648	17.157976150512695
chr14	84301824	84303872	10.082018852233887
chr4	46112768	46114816	12.878993034362793
chr11	21465088	21467136	11.745206832885742
chr11	21471232	21473280	21.64716911315918
chr11	21475328	21477376	14.160822868347168
chr11	21510144	21512192	15.37311840057373
chr3	22249472	22251520	12.895017623901367
chr3	22368256	22370304	12.8350248336792
chr11	23515136	23517184	10.132974624633789
chr11	23531520	23533568	15.5604829788208
chr6	133541888	133543936	18.42396354675293
chr6	133550080	133552128	18.269235610961914
chr6	133574656	133576704	9.89334487915039
chr6	133593088	133595136	12.148736000061035
chr6	133595136	133597184	10.358280181884766
chr6	133615616	133617664	10.822973251342773
chr6	133945344	133947392	10.548036575317383
chr6	133963776	133965824	12.147346496582031
chr6	133965824	133967872	10.550528526306152
chr1	246550528	246552576	11.566801071166992
chr1	246560768	246562816	12.483048439025879
chr1	246568960	246571008	9.881284713745117
chr1	246573056	246575104	10.313827514648438
chr1	246605824	246607872	15.21039867401123
chr1	246644736	246646784	11.88133430480957
chr1	246650880	246652928	10.263126373291016
chr1	246667264	246669312	12.403637886047363
chr1	246740992	246743040	12.774516105651855
chr1	246749184	246751232	15.772611618041992
chr1	246784000	246786048	10.303494453430176
chr1	246806528	246808576	14.029273986816406
chr1	246810624	246812672	11.871389389038086
chr1	246820864	246822912	10.91950798034668
chr1	246824960	246827008	10.133269309997559
chr1	246831104	246833152	10.965902328491211
chr1	246833152	246835200	12.694408416748047
chr1	246841344	246843392	11.234676361083984
chr1	246849536	246851584	11.859502792358398
chr1	246853632	246855680	16.3043155670166
chr1	246953984	246956032	9.881481170654297
chr1	247066624	247068672	13.119900703430176
chr1	247076864	247078912	14.371989250183105
chr1	247173120	247175168	12.764871597290039
chr1	247183360	247185408	12.932367324829102
chrX	130207744	130209792	10.322842597961426
chrX	130215936	130217984	10.006828308105469
chrX	130236416	130238464	13.090248107910156
chrX	130238464	130240512	12.116342544555664
chr2	99153920	99155968	17.30730628967285
chr5	89882624	89884672	11.21430778503418
chr5	90165248	90167296	24.371601104736328
chr5	90400768	90402816	12.430293083190918
chr5	90687488	90689536	20.21392059326172
chr18	8335360	8337408	14.284993171691895
chr18	8339456	8341504	11.89045524597168
chr18	8435712	8437760	10.549062728881836
chr18	8470528	8472576	15.213983535766602
chr18	8478720	8480768	15.06977653503418
chr18	8484864	8486912	11.305665969848633
chr18	8515584	8517632	26.016754150390625
chr18	8552448	8554496	27.861663818359375
chr18	8599552	8601600	16.74354362487793
chr18	8871936	8873984	9.793615341186523
chr18	8880128	8882176	9.665777206420898
chr18	8898560	8900608	10.017958641052246
chr18	9203712	9205760	12.59994888305664
chrX	85385216	85387264	29.148834228515625
chr11	96993280	96995328	10.30886173248291
chr11	97009664	97011712	12.337000846862793
chr3	30377984	30380032	10.594172477722168
chr3	30795776	30797824	10.62840461730957
chr3	30806016	30808064	16.259849548339844
chr3	30846976	30849024	10.351236343383789
chr3	30873600	30875648	12.02662181854248
chr3	30896128	30898176	11.108835220336914
chr7	40046592	40048640	13.825060844421387
chr7	40099840	40101888	14.013809204101562
chr7	40128512	40130560	11.244467735290527
chr7	40183808	40185856	12.704821586608887
chr7	40214528	40216576	18.79330825805664
chr7	40486912	40488960	13.22301959991455
chr2	156043264	156045312	10.105265617370605
chr2	156323840	156325888	10.771310806274414
chr2	156336128	156338176	21.106496810913086
chr4	129527808	129529856	10.58370304107666
chr5	83642368	83644416	10.520218849182129
chr12	97314816	97316864	10.699738502502441
chr12	97421312	97423360	13.471379280090332
chr12	98162688	98164736	11.193903923034668
chr5	179646464	179648512	13.891471862792969
chr5	179697664	179699712	12.360654830932617
chr5	179699712	179701760	11.619118690490723
chr5	179734528	179736576	11.284356117248535
chr5	179740672	179742720	10.865386009216309
chr5	179750912	179752960	10.676383972167969
chr5	179757056	179759104	16.311328887939453
chr5	179759104	179761152	13.871803283691406
chr5	179775488	179777536	9.739384651184082
chr5	179816448	179818496	15.359280586242676
chr5	179822592	179824640	14.489908218383789
chr5	179838976	179841024	10.056035995483398
chr5	179853312	179855360	14.821601867675781
chr5	179857408	179859456	13.198923110961914
chr5	179861504	179863552	11.4166898727417
chr5	180154368	180156416	10.865851402282715
chr4	87345152	87347200	10.502572059631348
chr4	87412736	87414784	11.223775863647461
chr4	87425024	87427072	11.69335651397705
chr4	87504896	87506944	10.155526161193848
chr6	51968000	51970048	13.054475784301758
chr6	52471808	52473856	10.734960556030273
chr1	71043072	71045120	21.7149600982666
chr5	93945856	93947904	11.400696754455566
chr5	93958144	93960192	13.405004501342773
chr5	94052352	94054400	13.080510139465332
chr5	150695936	150697984	14.5909423828125
chr5	150702080	150704128	11.7172269821167
chr5	151021568	151023616	9.968299865722656
chr5	151074816	151076864	10.46525764465332
chr5	151085056	151087104	13.379633903503418
chr5	151091200	151093248	11.353009223937988
chr5	151105536	151107584	10.191940307617188
chr5	151119872	151121920	11.512092590332031
chr5	151189504	151191552	9.899381637573242
chr14	89843712	89845760	9.786705017089844
chr4	75159552	75161600	12.157560348510742
chr4	75188224	75190272	19.703826904296875
chr4	75288576	75290624	11.846261978149414
chr4	75507712	75509760	11.738996505737305
chr4	75524096	75526144	9.644804000854492
chr4	75622400	75624448	12.888562202453613
chr4	75626496	75628544	13.079656600952148
chr4	75640832	75642880	12.4075288772583
chr4	75657216	75659264	14.533500671386719
chr4	75681792	75683840	16.067768096923828
chr4	75696128	75698176	11.380245208740234
chr4	75718656	75720704	10.947694778442383
chr4	75745280	75747328	16.515701293945312
chr4	75755520	75757568	9.81468677520752
chr4	75757568	75759616	11.34904956817627
chr4	75798528	75800576	11.70523452758789
chr11	83015680	83017728	12.033400535583496
chr11	83019776	83021824	16.020994186401367
chr11	83021824	83023872	10.417070388793945
chr11	83316736	83318784	11.462791442871094
chr11	83570688	83572736	10.815707206726074
chr11	83722240	83724288	15.591955184936523
chr11	36945920	36947968	12.829658508300781
chr11	36999168	37001216	11.455047607421875
chr11	37013504	37015552	19.575702667236328
chr11	37457920	37459968	10.976167678833008
chr10	107730944	107732992	10.432781219482422
chr8	140029952	140032000	10.287039756774902
chr8	140042240	140044288	9.980783462524414
chr8	140044288	140046336	14.521181106567383
chr8	140455936	140457984	14.229044914245605
chr8	140474368	140476416	10.944439888000488
chr8	140525568	140527616	12.2765531539917
chr8	140533760	140535808	13.61486530303955
chr8	140560384	140562432	12.324883460998535
chr8	140582912	140584960	17.03230094909668
chr8	140584960	140587008	14.092053413391113
chr8	140662784	140664832	10.088590621948242
chr8	140736512	140738560	10.457696914672852
chr8	140797952	140800000	9.60508918762207
chr15	76906496	76908544	13.400805473327637
chr15	76920832	76922880	10.646313667297363
chr15	76922880	76924928	12.840948104858398
chr15	76929024	76931072	11.065797805786133
chr15	76931072	76933120	14.568036079406738
chr15	77070336	77072384	11.759636878967285
chr15	77074432	77076480	16.40127182006836
chr15	77295616	77297664	10.290836334228516
chr15	77301760	77303808	10.003061294555664
chr1	220106752	220108800	11.17131519317627
chr1	220129280	220131328	9.858116149902344
chr1	220141568	220143616	12.365880966186523
chr1	220143616	220145664	15.383718490600586
chr1	220153856	220155904	12.497068405151367
chr1	220168192	220170240	13.5908784866333
chr1	220174336	220176384	14.642698287963867
chr1	220557312	220559360	14.7852201461792
chr11	17864704	17866752	11.22871208190918
chr11	18010112	18012160	10.242884635925293
chr11	18114560	18116608	12.858697891235352
chr11	18352128	18354176	10.073394775390625
chr13	75567104	75569152	9.76312255859375
chr13	75571200	75573248	11.431833267211914
chr13	75644928	75646976	13.084127426147461
chr13	75663360	75665408	10.758278846740723
chr13	75728896	75730944	10.358468055725098
chr13	75732992	75735040	15.379159927368164
chr13	75743232	75745280	10.15971565246582
chr13	75810816	75812864	14.982658386230469
chr13	75812864	75814912	12.775182723999023
chr13	75816960	75819008	10.503785133361816
chr13	75874304	75876352	17.250247955322266
chr13	75888640	75890688	28.852575302124023
chr13	76142592	76144640	12.457138061523438
chr13	76156928	76158976	15.131144523620605
chr13	76187648	76189696	12.231575965881348
chr13	76238848	76240896	14.872419357299805
chr13	76326912	76328960	13.006136894226074
chr13	76363776	76365824	10.430099487304688
chr12	1990656	1992704	11.521017074584961
chr12	1998848	2000896	12.729029655456543
chr12	2121728	2123776	10.370759963989258
chr12	2293760	2295808	9.857309341430664
chr12	2295808	2297856	10.410320281982422
chrX	117096448	117098496	27.232418060302734
chr12	2906112	2908160	13.926712036132812
chr12	3106816	3108864	10.834634780883789
chr12	3125248	3127296	14.8583984375
chr12	3131392	3133440	10.45779800415039
chr12	3149824	3151872	16.055150985717773
chr12	3164160	3166208	10.648249626159668
chr12	3198976	3201024	17.180818557739258
chr12	3239936	3241984	12.89091968536377
chr12	3248128	3250176	11.926340103149414
chr12	3252224	3254272	13.514246940612793
chr17	27625472	27627520	12.367486953735352
chr17	27684864	27686912	14.946757316589355
chr17	28049408	28051456	11.631128311157227
chr17	28061696	28063744	12.810214042663574
chr20	14065664	14067712	15.34363079071045
chr13	76515328	76517376	9.951993942260742
chr7	104585216	104587264	12.027351379394531
chr7	104634368	104636416	9.662918090820312
chr7	104663040	104665088	12.857383728027344
chr7	104812544	104814592	11.086687088012695
chr7	104814592	104816640	9.944293975830078
chr7	104833024	104835072	18.524486541748047
chr7	104845312	104847360	11.042792320251465
chr7	104853504	104855552	23.288555145263672
chr7	104857600	104859648	31.994327545166016
chr7	104988672	104990720	10.211271286010742
chr7	105033728	105035776	10.288629531860352
chr7	105039872	105041920	16.31903076171875
chr7	105043968	105046016	12.272534370422363
chr7	105099264	105101312	10.687074661254883
chr5	81106944	81108992	11.707104682922363
chr5	81178624	81180672	11.911806106567383
chr5	81182720	81184768	16.835590362548828
chr5	81205248	81207296	11.219542503356934
chr5	81350656	81352704	9.835205078125
chr5	81377280	81379328	11.559320449829102
chr5	81418240	81420288	12.70631217956543
chr5	81448960	81451008	10.980745315551758
chr5	81496064	81498112	10.037810325622559
chr5	81973248	81975296	10.86421012878418
chr5	81975296	81977344	10.200757026672363
chr2	54226944	54228992	11.065729141235352
chr4	136005632	136007680	11.24048900604248
chr4	136679424	136681472	11.72548770904541
chr7	133134336	133136384	9.899602890014648
chr7	133406720	133408768	9.672794342041016
chr7	133468160	133470208	9.942846298217773
chr7	114765824	114767872	11.038726806640625
chr7	114829312	114831360	9.696120262145996
chr7	114833408	114835456	10.981023788452148
chr7	114862080	114864128	9.865862846374512
chr7	115288064	115290112	10.202439308166504
chr6	37107712	37109760	12.525771141052246
chr6	37132288	37134336	12.941487312316895
chr6	37206016	37208064	9.692419052124023
chr6	37265408	37267456	11.120084762573242
chr6	37353472	37355520	10.379056930541992
chr6	37427200	37429248	12.853378295898438
chr6	37611520	37613568	10.757563591003418
chr6	37613568	37615616	10.79893684387207
chr6	37855232	37857280	10.973470687866211
chr6	37859328	37861376	9.928393363952637
chr6	37865472	37867520	10.835131645202637
chr5	118648832	118650880	13.539090156555176
chr1	171902976	171905024	19.296804428100586
chr1	171905024	171907072	11.04470157623291
chr1	172361728	172363776	10.841304779052734
chr1	172441600	172443648	14.569589614868164
chr1	172523520	172525568	9.687479019165039
chr5	112218112	112220160	10.823098182678223
chr5	112705536	112707584	9.875724792480469
chr5	112726016	112728064	11.963109970092773
chr5	112748544	112750592	9.61850643157959
chr5	112812032	112814080	9.619356155395508
chr5	112818176	112820224	17.718578338623047
chr13	27787264	27789312	14.877766609191895
chr13	27822080	27824128	15.031087875366211
chr13	27944960	27947008	10.767301559448242
chr13	27981824	27983872	18.918712615966797
chr13	28243968	28246016	10.32426929473877
chr13	28280832	28282880	10.07530403137207
chr13	28350464	28352512	10.312849044799805
chr13	28377088	28379136	10.720369338989258
chr13	28389376	28391424	12.502168655395508
chr14	70352896	70354944	10.581803321838379
chr14	70354944	70356992	10.965944290161133
chr2	52697088	52699136	9.658416748046875
chr2	52754432	52756480	9.702885627746582
chr2	53047296	53049344	10.257633209228516
chr9	34160640	34162688	12.614013671875
chr9	34215936	34217984	11.04802131652832
chr9	34684928	34686976	12.479578971862793
chr1	200171520	200173568	10.598196029663086
chr1	200331264	200333312	11.162055015563965
chr1	200390656	200392704	10.988025665283203
chr1	200392704	200394752	12.474970817565918
chr1	200521728	200523776	19.662830352783203
chr1	200523776	200525824	13.074464797973633
chr1	200597504	200599552	13.722814559936523
chr1	200609792	200611840	10.00864028930664
chr1	200615936	200617984	16.44370460510254
chr1	200626176	200628224	11.039999008178711
chr1	200636416	200638464	11.94434928894043
chr1	200638464	200640512	10.49128532409668
chr1	200716288	200718336	9.667268753051758
chr1	200878080	200880128	11.572935104370117
chr1	200888320	200890368	14.519734382629395
chr1	200978432	200980480	13.924768447875977
chr4	136546304	136548352	13.477079391479492
chr4	136564736	136566784	14.426587104797363
chr4	137107456	137109504	12.489751815795898
chr5	91260928	91262976	10.762650489807129
chr5	91525120	91527168	13.01220417022705
chr5	91662336	91664384	13.168721199035645
chr4	64905216	64907264	13.275259017944336
chr4	127922176	127924224	9.848226547241211
chr4	127938560	127940608	15.643094062805176
chr4	127944704	127946752	11.106788635253906
chr4	127948800	127950848	14.800341606140137
chr4	127979520	127981568	11.805191993713379
chr4	127989760	127991808	10.135015487670898
chr4	127991808	127993856	11.460672378540039
chr4	127993856	127995904	19.106712341308594
chr4	128012288	128014336	12.048450469970703
chr4	128061440	128063488	10.8872709274292
chr4	128258048	128260096	9.813699722290039
chr4	128278528	128280576	9.7921724319458
chr7	124354560	124356608	10.836292266845703
chr7	124446720	124448768	9.660396575927734
chr7	124850176	124852224	9.836918830871582
chr7	124889088	124891136	10.018326759338379
chr7	125196288	125198336	10.211870193481445
chr3	182396928	182398976	12.603322982788086
chr2	28915712	28917760	9.87679672241211
chr2	29003776	29005824	11.618525505065918
chr2	29016064	29018112	10.85304069519043
chr2	29024256	29026304	14.033533096313477
chr2	29048832	29050880	10.954570770263672
chr2	29081600	29083648	10.243159294128418
chr2	29136896	29138944	14.502763748168945
chr2	29140992	29143040	13.351712226867676
chr2	29143040	29145088	10.282268524169922
chr2	29169664	29171712	10.939737319946289
chr2	29190144	29192192	15.767178535461426
chr2	29204480	29206528	12.577033042907715
chr2	29515776	29517824	10.199682235717773
chr2	29624320	29626368	11.811184883117676
chr6	135417856	135419904	10.455368041992188
chr6	62464000	62466048	9.983219146728516
chr6	62543872	62545920	12.470004081726074
chr6	62980096	62982144	22.406147003173828
chr11	46051328	46053376	10.709966659545898
chr11	46092288	46094336	11.921628952026367
chr11	46280704	46282752	13.521995544433594
chr11	46385152	46387200	10.17538070678711
