chrom	start	end	snRNA_Shap
chr10	102348800	102350848	-14.240579605102539
chr10	102354944	102356992	-13.547607421875
chr10	102387712	102389760	-14.271347045898438
chr10	102397952	102400000	-19.025150299072266
chr1	206602240	206604288	-17.270599365234375
chr1	206657536	206659584	-16.372478485107422
chr1	206659584	206661632	-18.165037155151367
chr1	206682112	206684160	-22.65619659423828
chr1	206684160	206686208	-21.008068084716797
chr1	206688256	206690304	-16.638690948486328
chr1	206690304	206692352	-16.56340217590332
chr1	206700544	206702592	-15.215959548950195
chr1	206710784	206712832	-13.66547679901123
chr1	206714880	206716928	-20.723697662353516
chr1	206870528	206872576	-14.717016220092773
chr1	207003648	207005696	-14.730813980102539
chr1	207040512	207042560	-16.353343963623047
chr1	207046656	207048704	-13.825986862182617
chr1	207050752	207052800	-13.677541732788086
chr1	207052800	207054848	-18.03362464904785
chr7	100397056	100399104	-16.158145904541016
chr7	100423680	100425728	-14.081049919128418
chr7	100438016	100440064	-15.337285995483398
chr7	100446208	100448256	-20.916139602661133
chr7	100509696	100511744	-20.705556869506836
chr7	100515840	100517888	-15.427202224731445
chr7	100519936	100521984	-18.739852905273438
chr7	100532224	100534272	-20.061973571777344
chr7	100536320	100538368	-16.490846633911133
chr7	100538368	100540416	-19.116880416870117
chr7	100564992	100567040	-14.500872611999512
chr7	100585472	100587520	-13.522050857543945
chr7	100587520	100589568	-14.474164962768555
chr7	100620288	100622336	-18.202543258666992
chr7	100628480	100630528	-17.368038177490234
chr7	100632576	100634624	-14.811076164245605
chr7	100642816	100644864	-31.613391876220703
chr10	120850432	120852480	-21.889429092407227
chr10	120852480	120854528	-24.051664352416992
chr10	120877056	120879104	-13.751775741577148
chr10	120903680	120905728	-15.728787422180176
chr10	52615168	52617216	-18.711538314819336
chr13	39036928	39038976	-25.993408203125
chr13	39038976	39041024	-17.11061668395996
chr11	14280704	14282752	-18.996726989746094
chr11	14282752	14284800	-15.98894214630127
chr11	14284800	14286848	-24.158845901489258
chr11	14290944	14292992	-14.818690299987793
chr11	14297088	14299136	-22.672792434692383
chr11	14301184	14303232	-18.563180923461914
chr11	14303232	14305280	-20.754840850830078
chr11	14311424	14313472	-17.319761276245117
chr11	14333952	14336000	-16.077930450439453
chr11	14340096	14342144	-14.508946418762207
chr11	14342144	14344192	-23.662275314331055
chr11	14344192	14346240	-28.746685028076172
chr11	14350336	14352384	-27.982620239257812
chr11	14372864	14374912	-16.83193588256836
chr11	14376960	14379008	-13.42041301727295
chr11	14389248	14391296	-18.696489334106445
chr11	14401536	14403584	-16.1457576751709
chr11	14411776	14413824	-21.478313446044922
chr11	14415872	14417920	-20.86767578125
chr11	14417920	14419968	-18.24749755859375
chr11	14422016	14424064	-21.656330108642578
chr11	14438400	14440448	-13.240208625793457
chr11	14450688	14452736	-22.788850784301758
chr11	14454784	14456832	-20.567663192749023
chr11	14462976	14465024	-35.02779769897461
chr11	14479360	14481408	-15.357434272766113
chr11	14487552	14489600	-25.45131492614746
chr11	14489600	14491648	-16.626087188720703
chr11	14493696	14495744	-18.521032333374023
chr11	14497792	14499840	-19.76633071899414
chr11	14499840	14501888	-30.783493041992188
chr11	14501888	14503936	-17.88694953918457
chr1	23576576	23578624	-13.458025932312012
chr1	23611392	23613440	-25.569622039794922
chr1	23621632	23623680	-18.671817779541016
chr1	23691264	23693312	-18.091581344604492
chr1	23744512	23746560	-28.319753646850586
chr1	23791616	23793664	-19.10092544555664
chr1	23955456	23957504	-26.466381072998047
chr1	23959552	23961600	-14.064142227172852
chr1	23975936	23977984	-15.307950019836426
chr1	23977984	23980032	-23.66012954711914
chr1	23980032	23982080	-17.14885711669922
chr1	23986176	23988224	-19.48749351501465
chr22	44666880	44668928	-18.83879852294922
chr22	44668928	44670976	-17.074548721313477
chr22	45217792	45219840	-24.6129207611084
chr22	45219840	45221888	-15.553027153015137
chr22	45228032	45230080	-14.378132820129395
chr4	25313280	25315328	-18.395238876342773
chr4	165111808	165113856	-20.6789493560791
chr1	159006720	159008768	-13.690945625305176
chr4	17569792	17571840	-14.789789199829102
chr4	17811456	17813504	-22.874034881591797
chr1	15525888	15527936	-23.85785675048828
chr1	15527936	15529984	-20.623863220214844
chr1	15536128	15538176	-17.84078598022461
chr1	15552512	15554560	-15.969082832336426
chr1	15642624	15644672	-17.946155548095703
chr1	15644672	15646720	-20.308115005493164
chr1	15652864	15654912	-18.13540267944336
chr1	15656960	15659008	-14.011021614074707
chr1	15679488	15681536	-22.075925827026367
chr1	15681536	15683584	-21.89487648010254
chr1	15693824	15695872	-16.079954147338867
chr1	15695872	15697920	-14.367289543151855
chr1	15699968	15702016	-18.92683219909668
chr1	15706112	15708160	-15.02307415008545
chr1	15712256	15714304	-20.20357322692871
chr1	15714304	15716352	-18.79501724243164
chr1	15716352	15718400	-17.31911849975586
chr1	15722496	15724544	-13.873766899108887
chrX	118341632	118343680	-16.22318458557129
chrX	110356480	110358528	-16.84231948852539
chrX	110364672	110366720	-14.889982223510742
chr7	112787456	112789504	-17.627986907958984
chr17	28506112	28508160	-13.619684219360352
chr17	28661760	28663808	-41.71848678588867
chr17	28708864	28710912	-20.56233024597168
chr17	28719104	28721152	-25.80454444885254
chr17	28721152	28723200	-21.48593521118164
chr17	28737536	28739584	-18.243133544921875
chr17	28743680	28745728	-17.573034286499023
chr17	28772352	28774400	-17.689603805541992
chr17	28796928	28798976	-24.968250274658203
chr17	28805120	28807168	-16.201358795166016
chr17	28807168	28809216	-16.875185012817383
chr17	28835840	28837888	-18.56895637512207
chr17	28837888	28839936	-19.233766555786133
chr17	28862464	28864512	-16.274307250976562
chr17	28870656	28872704	-13.875333786010742
chr17	28897280	28899328	-15.746356010437012
chr17	28907520	28909568	-16.840042114257812
chr17	28909568	28911616	-25.174232482910156
chr17	28940288	28942336	-13.235933303833008
chr17	28944384	28946432	-21.358440399169922
chr17	28948480	28950528	-23.731216430664062
chr17	28956672	28958720	-20.579984664916992
chr17	29038592	29040640	-14.83747386932373
chr17	29044736	29046784	-14.728617668151855
chr17	29063168	29065216	-13.969980239868164
chr17	29204480	29206528	-16.378028869628906
chr17	29208576	29210624	-16.996654510498047
chr17	29214720	29216768	-26.105966567993164
chr1	179251200	179253248	-19.840259552001953
chr1	179845120	179847168	-16.452014923095703
chr1	179867648	179869696	-15.586224555969238
chr1	179873792	179875840	-25.2940731048584
chr1	179879936	179881984	-30.188995361328125
chr1	179881984	179884032	-26.201562881469727
chr1	179884032	179886080	-15.051223754882812
chr1	179888128	179890176	-21.634693145751953
chr1	179929088	179931136	-19.976667404174805
chr1	179963904	179965952	-17.146255493164062
chr1	179988480	179990528	-20.14636993408203
chr1	179990528	179992576	-14.393864631652832
chr3	65871872	65873920	-13.889459609985352
chr3	66002944	66004992	-13.7089262008667
chr3	66099200	66101248	-18.646997451782227
chr3	66217984	66220032	-22.108722686767578
chr3	66222080	66224128	-14.341691970825195
chr16	23461888	23463936	-22.73836898803711
chr16	23478272	23480320	-13.369836807250977
chr16	23517184	23519232	-21.33893585205078
chr16	23521280	23523328	-18.857852935791016
chr16	23531520	23533568	-17.321056365966797
chr16	23535616	23537664	-16.18869400024414
chr16	23539712	23541760	-14.64367389678955
chr16	23570432	23572480	-19.582378387451172
chr16	23574528	23576576	-19.683813095092773
chr16	23633920	23635968	-27.92144775390625
chr16	23642112	23644160	-28.35369300842285
chr16	23685120	23687168	-20.936038970947266
chr16	23689216	23691264	-21.75501251220703
chr9	120576000	120578048	-36.8261833190918
chr9	120578048	120580096	-13.403806686401367
chr9	120662016	120664064	-16.9266357421875
chr9	120692736	120694784	-14.065035820007324
chr9	120698880	120700928	-16.472745895385742
chr9	120782848	120784896	-15.2617826461792
chr9	120799232	120801280	-15.517868041992188
chr9	120805376	120807424	-18.859943389892578
chr9	120836096	120838144	-15.123425483703613
chr9	120862720	120864768	-16.7166690826416
chr9	120911872	120913920	-14.824865341186523
chr9	120915968	120918016	-17.23275375366211
chr9	120920064	120922112	-13.640165328979492
chr6	131612672	131614720	-19.134220123291016
chr6	131618816	131620864	-26.766902923583984
chr6	131620864	131622912	-23.533432006835938
chr6	131622912	131624960	-24.600360870361328
chr6	131627008	131629056	-26.44549560546875
chr6	131727360	131729408	-13.470934867858887
chr6	131731456	131733504	-14.912943840026855
chr6	131772416	131774464	-18.479328155517578
chr6	131778560	131780608	-14.358830451965332
chr4	47484928	47486976	-26.696365356445312
chr4	47493120	47495168	-33.66802215576172
chr4	47515648	47517696	-29.544475555419922
chr4	47517696	47519744	-32.90922927856445
chr4	47540224	47542272	-30.848438262939453
chr4	47542272	47544320	-14.417837142944336
chr6	90513408	90515456	-19.028160095214844
chr6	90531840	90533888	-20.652332305908203
chr6	90585088	90587136	-19.27309799194336
chr6	90587136	90589184	-18.408952713012695
chr14	32079872	32081920	-13.796442985534668
chr14	32100352	32102400	-13.756378173828125
chr8	140431360	140433408	-19.471927642822266
chr8	140453888	140455936	-21.89205551147461
chr8	140457984	140460032	-13.644640922546387
chr8	140462080	140464128	-19.54480743408203
chr8	140476416	140478464	-14.231297492980957
chr8	140572672	140574720	-22.54904556274414
chr8	140601344	140603392	-21.05260467529297
chr4	18681856	18683904	-21.252094268798828
chr4	18884608	18886656	-18.25776481628418
chr5	147402752	147404800	-30.2114200592041
chr5	147425280	147427328	-22.161712646484375
chr5	147468288	147470336	-13.605871200561523
chr5	147515392	147517440	-15.038354873657227
chr5	147529728	147531776	-22.269426345825195
chr5	147531776	147533824	-15.700671195983887
chr5	147621888	147623936	-14.038800239562988
chr2	213796864	213798912	-27.033458709716797
chr7	104970240	104972288	-29.426687240600586
chr7	105097216	105099264	-32.01951599121094
chr7	105121792	105123840	-23.438934326171875
chr7	105136128	105138176	-21.30501365661621
chr7	105205760	105207808	-15.376115798950195
chr7	105273344	105275392	-14.439608573913574
chr7	105519104	105521152	-20.941974639892578
chr7	105531392	105533440	-18.541309356689453
chr7	105533440	105535488	-22.86359977722168
chr7	105572352	105574400	-13.230253219604492
chr10	62375936	62377984	-14.254460334777832
chr10	62386176	62388224	-15.610542297363281
chr10	62425088	62427136	-14.019658088684082
chr10	62429184	62431232	-14.22856330871582
chr20	23351296	23353344	-18.179672241210938
chr20	23353344	23355392	-13.876460075378418
chr20	23357440	23359488	-37.09189224243164
chr20	23359488	23361536	-21.417980194091797
chr20	23379968	23382016	-16.1877498626709
chr20	23416832	23418880	-20.800077438354492
chr20	23418880	23420928	-23.115447998046875
chr5	140212224	140214272	-14.876501083374023
chr5	140232704	140234752	-17.32662582397461
chr5	140234752	140236800	-14.974355697631836
chr5	140290048	140292096	-13.675025939941406
chr5	140294144	140296192	-19.009010314941406
chr5	140296192	140298240	-20.195781707763672
chr5	140302336	140304384	-23.417346954345703
chr5	140310528	140312576	-28.135059356689453
chr5	140322816	140324864	-18.80325698852539
chr5	140353536	140355584	-13.545880317687988
chr5	140402688	140404736	-15.877099990844727
chr5	140482560	140484608	-15.861149787902832
chr5	140503040	140505088	-15.359939575195312
chr5	140507136	140509184	-14.86247444152832
chr5	140531712	140533760	-20.02496910095215
chr5	140552192	140554240	-14.136113166809082
chr5	140554240	140556288	-16.048439025878906
chr5	140556288	140558336	-21.465389251708984
chr5	140560384	140562432	-16.354534149169922
chr5	140564480	140566528	-27.308008193969727
chr5	140566528	140568576	-17.435474395751953
chr5	140593152	140595200	-14.15046501159668
chr5	140609536	140611584	-26.312475204467773
chr5	140630016	140632064	-18.874439239501953
chr5	140646400	140648448	-24.266752243041992
chr5	140664832	140666880	-27.209461212158203
chr5	140691456	140693504	-20.596582412719727
chr18	35289088	35291136	-13.657702445983887
chr18	35338240	35340288	-14.454744338989258
chr11	128231424	128233472	-15.649633407592773
chr11	128335872	128337920	-17.403186798095703
chr11	128360448	128362496	-16.573192596435547
chr11	114331648	114333696	-15.870035171508789
chr3	29317120	29319168	-17.126148223876953
chr3	29323264	29325312	-14.206525802612305
chr3	29333504	29335552	-17.249553680419922
chr19	39378944	39380992	-14.633259773254395
chr19	39380992	39383040	-14.833520889282227
chr19	39385088	39387136	-15.588711738586426
chr19	39389184	39391232	-14.890340805053711
chr19	39391232	39393280	-14.59941291809082
chr19	39407616	39409664	-27.360483169555664
chr19	39411712	39413760	-16.527633666992188
chr19	39428096	39430144	-13.616357803344727
chr19	39434240	39436288	-25.533628463745117
chr19	39440384	39442432	-23.213985443115234
chr19	39473152	39475200	-14.109639167785645
chr11	23529472	23531520	-16.36884117126465
chr6	133586944	133588992	-19.965993881225586
chr6	133644288	133646336	-29.437835693359375
chr1	246507520	246509568	-14.53956127166748
chr1	246548480	246550528	-17.634511947631836
chr1	246552576	246554624	-21.514602661132812
chr1	246558720	246560768	-28.69106674194336
chr1	246566912	246568960	-21.141935348510742
chr1	246571008	246573056	-20.04686164855957
chr1	246583296	246585344	-15.428263664245605
chr1	246585344	246587392	-17.91030502319336
chr1	246591488	246593536	-24.464763641357422
chr1	246595584	246597632	-26.30130386352539
chr1	246601728	246603776	-28.918691635131836
chr1	246607872	246609920	-22.630041122436523
chr1	246611968	246614016	-22.097911834716797
chr1	246616064	246618112	-29.951038360595703
chr1	246618112	246620160	-24.24831199645996
chr1	246622208	246624256	-27.461328506469727
chr1	246624256	246626304	-28.587879180908203
chr1	246628352	246630400	-23.377338409423828
chr1	246632448	246634496	-23.81756019592285
chr1	246636544	246638592	-32.220001220703125
chr1	246640640	246642688	-29.57852554321289
chr1	246652928	246654976	-26.383880615234375
chr1	246661120	246663168	-21.17898178100586
chr1	246702080	246704128	-13.610682487487793
chr1	246738944	246740992	-17.7393798828125
chr1	246765568	246767616	-22.144886016845703
chr1	246792192	246794240	-16.998737335205078
chr1	246835200	246837248	-14.434057235717773
chr1	246843392	246845440	-19.208677291870117
chr1	246855680	246857728	-13.59020709991455
chr1	246863872	246865920	-14.79662036895752
chr1	246888448	246890496	-17.9305362701416
chrX	130164736	130166784	-17.1173152923584
chrX	130197504	130199552	-19.667713165283203
chrX	130240512	130242560	-20.40848159790039
chr2	99151872	99153920	-24.51742172241211
chr5	90408960	90411008	-38.512176513671875
chr5	90497024	90499072	-15.301477432250977
chr5	90527744	90529792	-26.236385345458984
chr18	8742912	8744960	-16.793392181396484
chr18	8744960	8747008	-14.754717826843262
chr18	8798208	8800256	-21.15024757385254
chr18	8816640	8818688	-23.312532424926758
chr18	8841216	8843264	-14.074348449707031
chr18	8890368	8892416	-13.545880317687988
chr3	30359552	30361600	-15.584681510925293
chr3	30476288	30478336	-14.456342697143555
chr7	40187904	40189952	-16.833349227905273
chr7	40189952	40192000	-16.21354866027832
chr7	40194048	40196096	-19.52704620361328
chr2	156319744	156321792	-18.050495147705078
chr2	156325888	156327936	-14.164606094360352
chr2	156329984	156332032	-15.367053031921387
chr2	156338176	156340224	-24.031841278076172
chr2	156344320	156346368	-19.054927825927734
chr2	156428288	156430336	-22.72986602783203
chr2	156463104	156465152	-15.202445983886719
chr2	156561408	156563456	-22.62660789489746
chr4	129323008	129325056	-16.267526626586914
chrX	19705856	19707904	-15.708569526672363
chr5	179597312	179599360	-14.279348373413086
chr5	179599360	179601408	-16.92807388305664
chr5	179617792	179619840	-28.18096923828125
chr5	179638272	179640320	-23.700773239135742
chr5	179660800	179662848	-22.55899429321289
chr5	179679232	179681280	-18.244112014770508
chr5	179695616	179697664	-14.118135452270508
chr5	179736576	179738624	-26.055557250976562
chr5	179738624	179740672	-17.147268295288086
chr5	179752960	179755008	-16.255823135375977
chr5	179761152	179763200	-18.163570404052734
chr5	179769344	179771392	-15.6426420211792
chr5	179791872	179793920	-16.832862854003906
chr5	179795968	179798016	-21.732053756713867
chr5	179810304	179812352	-24.350923538208008
chr5	179845120	179847168	-13.75201416015625
chr5	179865600	179867648	-16.761327743530273
chr5	179867648	179869696	-20.045068740844727
chr4	87414784	87416832	-14.840246200561523
chr4	87418880	87420928	-16.98256492614746
chr4	87459840	87461888	-14.037773132324219
chr6	52459520	52461568	-15.546022415161133
chr6	52467712	52469760	-18.742088317871094
chr6	52482048	52484096	-17.904125213623047
chr6	52492288	52494336	-14.463887214660645
chr6	52494336	52496384	-19.229393005371094
chr6	52498432	52500480	-15.235536575317383
chr6	52510720	52512768	-14.434171676635742
chr6	52512768	52514816	-17.95711898803711
chr6	52523008	52525056	-22.80555534362793
chr6	52535296	52537344	-15.863700866699219
chr6	52537344	52539392	-23.555505752563477
chr6	52539392	52541440	-26.010900497436523
chr6	52566016	52568064	-15.793981552124023
chr6	52592640	52594688	-18.128807067871094
chr6	52633600	52635648	-18.119091033935547
chr5	93990912	93992960	-14.056877136230469
chr5	151044096	151046144	-18.190914154052734
chr5	151078912	151080960	-19.40109634399414
chr5	151097344	151099392	-20.176294326782227
chr5	151099392	151101440	-19.496929168701172
chr5	151111680	151113728	-19.118860244750977
chr5	151113728	151115776	-17.220382690429688
chr5	151115776	151117824	-22.76857566833496
chr5	151132160	151134208	-15.260126113891602
chr5	151156736	151158784	-18.898090362548828
chr5	151218176	151220224	-15.9603910446167
chr4	75509760	75511808	-48.21331787109375
chr4	75513856	75515904	-17.891685485839844
chr4	75628544	75630592	-32.193138122558594
chr4	75630592	75632640	-22.803958892822266
chr4	75632640	75634688	-14.192418098449707
chr4	75634688	75636736	-14.783897399902344
chr4	75636736	75638784	-20.851444244384766
chr4	75669504	75671552	-25.875036239624023
chr4	75671552	75673600	-21.399486541748047
chr4	75673600	75675648	-29.42667007446289
chr4	75702272	75704320	-16.03360366821289
chr4	75708416	75710464	-23.541645050048828
chr4	75714560	75716608	-13.279184341430664
chr4	75722752	75724800	-17.013261795043945
chr4	75724800	75726848	-20.357913970947266
chr4	75728896	75730944	-20.712404251098633
chr4	75739136	75741184	-17.797449111938477
chr4	75749376	75751424	-20.73387336730957
chr4	75751424	75753472	-21.877422332763672
chr4	75763712	75765760	-24.470409393310547
chr4	75771904	75773952	-31.151803970336914
chr4	75773952	75776000	-13.488840103149414
chr4	75778048	75780096	-22.950918197631836
chr4	75784192	75786240	-16.682147979736328
chr4	75794432	75796480	-21.211713790893555
chr4	75800576	75802624	-15.446565628051758
chr4	75802624	75804672	-15.418539047241211
chr4	75810816	75812864	-19.309688568115234
chr11	82995200	82997248	-18.094635009765625
chr11	83001344	83003392	-24.43807601928711
chr11	83005440	83007488	-19.222759246826172
chr11	83013632	83015680	-19.717559814453125
chr11	83023872	83025920	-19.778152465820312
chr11	83050496	83052544	-14.497166633605957
chr11	83056640	83058688	-15.281854629516602
chr11	83075072	83077120	-14.92833137512207
chr11	83079168	83081216	-18.251806259155273
chr11	83159040	83161088	-21.195720672607422
chr11	83161088	83163136	-16.975160598754883
chr11	83163136	83165184	-13.717071533203125
chr11	83171328	83173376	-15.971389770507812
chr11	83179520	83181568	-13.764848709106445
chr11	83185664	83187712	-26.22947120666504
chr11	83187712	83189760	-14.48969841003418
chr11	83189760	83191808	-34.31166458129883
chr11	83281920	83283968	-20.41181755065918
chr11	83283968	83286016	-35.93516540527344
chr11	83286016	83288064	-24.577312469482422
chr8	140523520	140525568	-16.076642990112305
chr8	140658688	140660736	-15.219015121459961
chr8	140670976	140673024	-22.463706970214844
chr8	140675072	140677120	-20.27444076538086
chr8	140681216	140683264	-23.232776641845703
chr8	140685312	140687360	-18.0882511138916
chr8	140687360	140689408	-20.25954818725586
chr8	140689408	140691456	-18.825536727905273
chr8	140705792	140707840	-13.515800476074219
chr8	140711936	140713984	-32.48542022705078
chr8	140718080	140720128	-23.69586181640625
chr8	140720128	140722176	-26.6962890625
chr8	140724224	140726272	-34.579524993896484
chr8	140726272	140728320	-27.626205444335938
chr8	140728320	140730368	-20.937606811523438
chr8	140740608	140742656	-23.63902473449707
chr8	140750848	140752896	-33.01021194458008
chr8	140763136	140765184	-20.43256187438965
chr8	140765184	140767232	-22.39480972290039
chr8	140767232	140769280	-21.332056045532227
chr8	140771328	140773376	-18.895519256591797
chr8	140773376	140775424	-18.782798767089844
chr8	140775424	140777472	-17.80797576904297
chr8	140791808	140793856	-30.66387367248535
chr15	76900352	76902400	-25.679927825927734
chr15	77064192	77066240	-32.318626403808594
chr15	77068288	77070336	-20.808574676513672
chr15	77072384	77074432	-19.456636428833008
chr1	220092416	220094464	-33.5250244140625
chr1	220104704	220106752	-28.104995727539062
chr1	220114944	220116992	-39.11845397949219
chr1	220119040	220121088	-16.723148345947266
chr1	220147712	220149760	-16.001415252685547
chr1	220149760	220151808	-13.569734573364258
chr1	220162048	220164096	-22.01824378967285
chr1	220164096	220166144	-16.112667083740234
chr1	220217344	220219392	-28.817602157592773
chr1	220239872	220241920	-20.735746383666992
chr11	18278400	18280448	-26.968494415283203
chr11	18288640	18290688	-24.61809730529785
chr11	18339840	18341888	-16.731691360473633
chr11	18343936	18345984	-15.95722484588623
chr11	18348032	18350080	-22.081256866455078
chr11	18350080	18352128	-20.551959991455078
chr11	18358272	18360320	-25.909496307373047
chr11	18362368	18364416	-14.415468215942383
chr11	18382848	18384896	-21.77705955505371
chr13	75509760	75511808	-27.986373901367188
chr13	75550720	75552768	-20.69387435913086
chr13	75579392	75581440	-18.200420379638672
chr13	75583488	75585536	-17.090206146240234
chr13	75603968	75606016	-21.468700408935547
chr13	75606016	75608064	-18.987159729003906
chr13	75612160	75614208	-19.33993148803711
chr13	75616256	75618304	-15.805387496948242
chr13	75618304	75620352	-20.122570037841797
chr13	75620352	75622400	-24.810110092163086
chr13	75630592	75632640	-19.03109359741211
chr13	75632640	75634688	-15.531756401062012
chr13	75638784	75640832	-27.70749855041504
chr13	75649024	75651072	-21.375171661376953
chr13	75661312	75663360	-23.35549545288086
chr13	75665408	75667456	-19.020727157592773
chr13	75683840	75685888	-21.292957305908203
chr13	75685888	75687936	-16.82150650024414
chr13	75687936	75689984	-17.39800453186035
chr13	75689984	75692032	-14.486398696899414
chr13	75692032	75694080	-15.221136093139648
chr13	75694080	75696128	-14.738125801086426
chr13	75704320	75706368	-24.675464630126953
chr13	75710464	75712512	-18.709461212158203
chr13	75714560	75716608	-14.51324462890625
chr13	75724800	75726848	-23.000486373901367
chr13	75735040	75737088	-33.00022506713867
chr13	75737088	75739136	-35.17280197143555
chr13	75739136	75741184	-13.633115768432617
chr13	75741184	75743232	-27.316884994506836
chr13	75751424	75753472	-22.427698135375977
chr13	75755520	75757568	-35.08594512939453
chr13	75757568	75759616	-15.72553825378418
chr13	75759616	75761664	-14.62455940246582
chr13	75767808	75769856	-16.332185745239258
chr13	75769856	75771904	-22.060749053955078
chr13	75771904	75773952	-25.09012222290039
chr13	75776000	75778048	-19.39950942993164
chr13	75782144	75784192	-21.99862289428711
chr13	75790336	75792384	-18.155033111572266
chr13	75794432	75796480	-16.80308723449707
chr13	75798528	75800576	-32.20737838745117
chr13	75802624	75804672	-24.17300033569336
chr13	75804672	75806720	-42.477821350097656
chr13	75806720	75808768	-22.64664077758789
chr13	75808768	75810816	-25.905059814453125
chr13	75814912	75816960	-19.234081268310547
chr13	75821056	75823104	-29.47161293029785
