chrom	start	end	ATACseq_Shap
chr7	78098432	78100480	291.70458984375
chr7	78125056	78127104	196.32931518554688
chr7	78135296	78137344	227.94393920898438
chr7	78149632	78151680	202.21243286132812
chr7	78395392	78397440	209.8560028076172
chr7	78436352	78438400	202.63174438476562
chr1	179251200	179253248	520.6671142578125
chr1	179492864	179494912	307.79046630859375
chr1	179550208	179552256	483.5950622558594
chr1	179646464	179648512	327.0652160644531
chr1	179752960	179755008	396.39862060546875
chr1	179761152	179763200	275.5319519042969
chr1	179773440	179775488	222.95108032226562
chrX	42246144	42248192	211.7366943359375
chr12	31672320	31674368	243.8275146484375
chr12	31725568	31727616	249.5316162109375
chr12	31727616	31729664	286.88519287109375
chr12	31744000	31746048	199.1912841796875
chr12	31748096	31750144	300.7919921875
chr12	32002048	32004096	208.83837890625
chr12	32051200	32053248	501.91180419921875
chr12	32311296	32313344	624.6842651367188
chr12	32364544	32366592	231.0138702392578
chr3	65665024	65667072	338.17950439453125
chr3	65712128	65714176	310.4052734375
chr3	65742848	65744896	327.34356689453125
chr3	65775616	65777664	572.97705078125
chr3	65779712	65781760	235.5013427734375
chr3	66037760	66039808	308.7839050292969
chr3	66115584	66117632	304.4242858886719
chr3	66119680	66121728	256.793212890625
chr3	66131968	66134016	209.4634246826172
chr3	66334720	66336768	295.9679260253906
chr3	66361344	66363392	203.3010711669922
chr3	66375680	66377728	233.6199188232422
chr16	23433216	23435264	246.4625701904297
chr16	23748608	23750656	325.1446838378906
chr9	120365056	120367104	254.60824584960938
chr9	120399872	120401920	235.201416015625
chr9	120401920	120403968	384.3215637207031
chr9	120406016	120408064	225.2852020263672
chr9	120412160	120414208	354.0670166015625
chr9	120414208	120416256	207.812255859375
chr9	120440832	120442880	365.38494873046875
chr9	120537088	120539136	251.92379760742188
chr9	121055232	121057280	507.3466796875
chr9	121059328	121061376	226.35348510742188
chr9	121073664	121075712	215.06906127929688
chr6	131399680	131401728	620.6674194335938
chr6	131401728	131403776	290.2449035644531
chr6	131459072	131461120	383.9164123535156
chr6	131518464	131520512	600.8594970703125
chr6	131602432	131604480	836.6788330078125
chr6	131635200	131637248	304.6064453125
chr6	131653632	131655680	222.4409942626953
chr6	131657728	131659776	392.75634765625
chr4	46843904	46845952	380.00091552734375
chr4	47562752	47564800	375.74981689453125
chr4	47667200	47669248	285.14825439453125
chr10	131452928	131454976	602.8289794921875
chr6	91080704	91082752	584.6695556640625
chr14	31827968	31830016	362.8323059082031
chr14	31834112	31836160	221.9663848876953
chr14	31842304	31844352	331.59796142578125
chr14	31879168	31881216	213.7222137451172
chr14	32108544	32110592	270.3354797363281
chr14	32133120	32135168	323.07427978515625
chr14	32227328	32229376	445.11468505859375
chr14	32468992	32471040	297.86395263671875
chr8	140118016	140120064	262.48419189453125
chr8	140175360	140177408	236.88851928710938
chr8	140443648	140445696	401.7765197753906
chr8	140466176	140468224	494.1456604003906
chr8	140636160	140638208	366.9917907714844
chr8	140666880	140668928	386.68023681640625
chr5	147460096	147462144	198.16409301757812
chr5	147464192	147466240	218.1595458984375
chr5	148178944	148180992	238.3280792236328
chr7	104916992	104919040	241.6182861328125
chr7	104921088	104923136	395.1188049316406
chr7	104982528	104984576	261.77886962890625
chr7	105097216	105099264	250.86337280273438
chr7	105453568	105455616	302.35382080078125
chr7	105472000	105474048	221.7656707763672
chr7	105492480	105494528	310.78033447265625
chr7	105496576	105498624	238.4154510498047
chr7	105521152	105523200	221.6160125732422
chr7	105531392	105533440	389.19317626953125
chr7	105611264	105613312	311.95037841796875
chr7	105648128	105650176	341.28033447265625
chr7	105691136	105693184	280.5389709472656
chr7	105713664	105715712	282.4801025390625
chr10	62576640	62578688	224.7383575439453
chr10	62582784	62584832	242.40869140625
chr10	62586880	62588928	399.1087646484375
chr10	62605312	62607360	300.720703125
chr10	62801920	62803968	288.1911315917969
chr10	62885888	62887936	300.62396240234375
chr10	62914560	62916608	501.50616455078125
chr20	22683648	22685696	478.96514892578125
chr20	22691840	22693888	429.25091552734375
chr20	23126016	23128064	219.8428497314453
chr20	23429120	23431168	235.95919799804688
chr20	23605248	23607296	554.048828125
chr17	54456320	54458368	269.92694091796875
chr5	139968512	139970560	1001.4320068359375
chr5	140793856	140795904	232.84194946289062
chr8	84207616	84209664	207.34542846679688
chr18	34910208	34912256	264.0448913574219
chr18	34928640	34930688	388.2626037597656
chr18	35207168	35209216	249.22628784179688
chr18	35209216	35211264	237.2182159423828
chr11	127868928	127870976	285.69903564453125
chr11	127889408	127891456	213.4656219482422
chr11	127901696	127903744	265.271240234375
chr11	127918080	127920128	252.333251953125
chr11	127965184	127967232	208.80758666992188
chr11	127993856	127995904	342.638671875
chr11	128038912	128040960	311.373291015625
chr11	128051200	128053248	250.8690185546875
chr11	128053248	128055296	378.2144775390625
chr11	128055296	128057344	330.98992919921875
chr11	128094208	128096256	613.0601196289062
chr11	128143360	128145408	352.6430969238281
chr11	128206848	128208896	456.3751525878906
chr12	78647296	78649344	212.760498046875
chr12	78700544	78702592	335.6792907714844
chr12	78702592	78704640	379.5675048828125
chr12	78886912	78888960	201.0236358642578
chr12	79058944	79060992	215.89144897460938
chr11	114259968	114262016	359.2373352050781
chr11	114339840	114341888	267.7892150878906
chr3	29151232	29153280	221.9131317138672
chr3	29327360	29329408	275.7209777832031
chr3	29345792	29347840	201.52696228027344
chr3	29372416	29374464	214.83642578125
chr3	29646848	29648896	221.16567993164062
chr3	29681664	29683712	278.3348388671875
chr3	29693952	29696000	489.9632263183594
chr3	29749248	29751296	198.6343536376953
chr3	29757440	29759488	224.78793334960938
chr3	29820928	29822976	596.2330932617188
chr3	29825024	29827072	226.92398071289062
chr3	29837312	29839360	643.8761596679688
chr3	30011392	30013440	346.9346008300781
chr19	38930432	38932480	239.4119415283203
chr19	38961152	38963200	493.05780029296875
chr19	39051264	39053312	337.8050231933594
chr19	39671808	39673856	264.7657470703125
chr4	46274560	46276608	208.104736328125
chr11	20647936	20649984	696.3446044921875
chr3	21483520	21485568	502.94415283203125
chr7	123797504	123799552	379.7438659667969
chr11	23019520	23021568	589.5194091796875
chr11	23021568	23023616	260.4040832519531
chr11	23078912	23080960	268.07073974609375
chr11	23422976	23425024	273.1058044433594
chr11	23502848	23504896	368.1825866699219
chr11	23508992	23511040	407.4416809082031
chr11	23535616	23537664	527.1416625976562
chr11	23554048	23556096	213.5003204345703
chr11	23570432	23572480	366.06390380859375
chr11	23572480	23574528	272.4444274902344
chr11	23625728	23627776	275.8074035644531
chr6	133470208	133472256	345.2578125
chr6	133500928	133502976	216.989501953125
chr6	133519360	133521408	427.080810546875
chr6	133564416	133566464	196.70689392089844
chr6	133916672	133918720	453.4537048339844
chr6	133920768	133922816	231.2782745361328
chr6	133971968	133974016	254.355224609375
chr1	246704128	246706176	406.4028625488281
chr1	246767616	246769664	363.03240966796875
chr1	246784000	246786048	219.8824462890625
chr1	246872064	246874112	210.2894744873047
chr1	246874112	246876160	439.98468017578125
chr1	247076864	247078912	225.27169799804688
chr1	247080960	247083008	243.70492553710938
chr1	247115776	247117824	206.6144256591797
chr1	247209984	247212032	362.5014343261719
chr1	247226368	247228416	232.1358642578125
chrX	130078720	130080768	205.8429718017578
chrX	130201600	130203648	330.0169982910156
chrX	130207744	130209792	206.1038360595703
chrX	130215936	130217984	357.47235107421875
chrX	130242560	130244608	261.4459533691406
chrX	130244608	130246656	745.4352416992188
chrX	130269184	130271232	216.9142303466797
chrX	130283520	130285568	239.8461151123047
chrX	130295808	130297856	289.287353515625
chrX	130338816	130340864	378.0704650878906
chrX	130347008	130349056	609.4066162109375
chrX	130349056	130351104	249.8372802734375
chrX	130463744	130465792	201.50442504882812
chr2	98568192	98570240	381.84075927734375
chr2	98756608	98758656	297.3498229980469
chr2	98912256	98914304	198.1844024658203
chr2	99084288	99086336	232.42831420898438
chr5	90603520	90605568	401.2930908203125
chr18	8425472	8427520	368.83758544921875
chr18	8468480	8470528	350.57391357421875
chr18	8495104	8497152	258.206298828125
chr18	8548352	8550400	354.14215087890625
chr18	8613888	8615936	443.9349060058594
chr18	8617984	8620032	208.3459014892578
chr18	8628224	8630272	242.6240234375
chr18	9146368	9148416	421.03680419921875
chrX	85465088	85467136	257.29656982421875
chrX	85551104	85553152	272.67083740234375
chrX	85995520	85997568	210.8971710205078
chr3	30160896	30162944	544.67822265625
chr3	30605312	30607360	405.21026611328125
chr3	30648320	30650368	313.77862548828125
chr3	30654464	30656512	294.1809387207031
chr3	30658560	30660608	422.17108154296875
chr3	30685184	30687232	230.033447265625
chr3	30720000	30722048	434.50750732421875
chr3	30756864	30758912	324.22015380859375
chr3	30810112	30812160	210.3477020263672
chr3	30894080	30896128	435.5791931152344
chr3	30904320	30906368	518.5618286132812
chr3	30912512	30914560	242.87283325195312
chr3	30924800	30926848	209.6983184814453
chr7	39903232	39905280	215.7891387939453
chr7	39909376	39911424	200.38674926757812
chr7	39946240	39948288	225.9459991455078
chr7	39948288	39950336	283.86651611328125
chr7	39954432	39956480	227.69851684570312
chr7	40007680	40009728	227.0196533203125
chr7	40126464	40128512	198.701416015625
chr7	40161280	40163328	520.9183349609375
chr7	40210432	40212480	337.013427734375
chr7	40218624	40220672	370.14312744140625
chr7	40220672	40222720	369.17974853515625
chr7	40302592	40304640	306.68414306640625
chr4	129343488	129345536	414.5296936035156
chr4	129361920	129363968	243.94644165039062
chr5	83429376	83431424	287.67449951171875
chr5	83630080	83632128	213.55020141601562
chr5	83632128	83634176	398.308837890625
chr5	83802112	83804160	365.1766052246094
chr5	67647488	67649536	508.29229736328125
chr5	67653632	67655680	200.0094757080078
chr5	67672064	67674112	250.1802520751953
chr5	67684352	67686400	246.5779266357422
chr5	67708928	67710976	213.92977905273438
chr5	67739648	67741696	208.2972412109375
chr5	67799040	67801088	242.9066925048828
chr5	67842048	67844096	257.18072509765625
chr5	67893248	67895296	200.33377075195312
chrX	19544064	19546112	277.3522644042969
chrX	19978240	19980288	203.81118774414062
chrX	20060160	20062208	328.26190185546875
chrX	20125696	20127744	374.5213928222656
chrX	20197376	20199424	283.1745910644531
chrX	20199424	20201472	226.12619018554688
chrX	20213760	20215808	269.32159423828125
chr5	180019200	180021248	273.89715576171875
chr5	180060160	180062208	251.6111297607422
chr5	180207616	180209664	492.60760498046875
chr5	180314112	180316160	417.09210205078125
chr4	87508992	87511040	268.46185302734375
chr4	87556096	87558144	367.577392578125
chr4	87588864	87590912	684.450927734375
chr4	87783424	87785472	203.72598266601562
chr4	87805952	87808000	256.03741455078125
chr4	87818240	87820288	312.22454833984375
chr6	52062208	52064256	260.85882568359375
chr6	52154368	52156416	200.53033447265625
chr6	52156416	52158464	348.1016540527344
chr6	52553728	52555776	206.45065307617188
chr6	52813824	52815872	336.1195983886719
chr1	70508544	70510592	208.1957550048828
chr1	70526976	70529024	723.2628173828125
chr5	93995008	93997056	370.79742431640625
chr5	94019584	94021632	233.1456298828125
chr5	94287872	94289920	204.48231506347656
chr5	94523392	94525440	260.991455078125
chr5	94617600	94619648	328.0869140625
chr5	150654976	150657024	223.49838256835938
chr5	150700032	150702080	297.54498291015625
chr5	150917120	150919168	427.32757568359375
chr5	151263232	151265280	306.45208740234375
chr5	151269376	151271424	231.69381713867188
chr5	151345152	151347200	260.39581298828125
chr5	151384064	151386112	233.5037841796875
chr5	151500800	151502848	807.7347412109375
chr5	151523328	151525376	306.30426025390625
chr14	89042944	89044992	371.4939270019531
chr14	89061376	89063424	291.8802490234375
chr14	89071616	89073664	238.58932495117188
chr14	89083904	89085952	212.71578979492188
chr14	89085952	89088000	212.71383666992188
chr14	89092096	89094144	216.21524047851562
chr14	89137152	89139200	558.969482421875
chr14	89178112	89180160	315.1220703125
chr14	89186304	89188352	386.6680908203125
chr14	89221120	89223168	373.83294677734375
chr14	89249792	89251840	253.26419067382812
chr14	89303040	89305088	314.03619384765625
chr4	75343872	75345920	428.45977783203125
chr4	75493376	75495424	350.5561218261719
chr4	75542528	75544576	216.77297973632812
chrX	5867520	5869568	249.9242401123047
chrX	5963776	5965824	290.408935546875
chr11	83257344	83259392	382.37054443359375
chr11	83261440	83263488	228.3566131591797
chr11	83271680	83273728	374.43646240234375
chr11	83582976	83585024	201.2180938720703
chr8	140236800	140238848	265.78668212890625
chr8	140308480	140310528	448.1627502441406
chr8	140425216	140427264	439.1871643066406
chr8	140455936	140457984	396.2303161621094
chr8	140648448	140650496	276.8382873535156
chr15	76933120	76935168	412.52294921875
chr15	77047808	77049856	463.6263732910156
chr1	219990016	219992064	409.8848571777344
chr1	220526592	220528640	245.2427520751953
chr1	220776448	220778496	398.618896484375
chr1	220803072	220805120	376.15216064453125
chr1	220839936	220841984	309.65264892578125
chr1	220872704	220874752	200.59182739257812
chr11	17729536	17731584	241.0610809326172
chr11	17971200	17973248	200.7253875732422
chr11	17985536	17987584	348.54095458984375
chr11	17989632	17991680	327.7088928222656
chr11	18016256	18018304	307.9908142089844
chr11	18087936	18089984	327.9601745605469
chr11	18169856	18171904	288.78155517578125
chr11	18651136	18653184	259.1776428222656
chr13	75565056	75567104	218.41024780273438
chr13	75925504	75927552	283.56427001953125
chr13	75929600	75931648	199.21023559570312
chr13	75933696	75935744	206.3130645751953
chr13	75966464	75968512	306.0291748046875
chr13	76011520	76013568	352.54205322265625
chr13	76023808	76025856	249.114501953125
chr13	76148736	76150784	419.23583984375
chr13	76150784	76152832	219.1165008544922
chr12	1988608	1990656	358.2572326660156
chr12	1992704	1994752	434.7559509277344
chr12	2002944	2004992	286.25115966796875
chr12	2004992	2007040	308.4866943359375
chr12	2396160	2398208	205.57412719726562
chrX	116981760	116983808	205.95559692382812
chrX	117309440	117311488	316.7484130859375
chrX	117456896	117458944	227.43429565429688
chr12	2883584	2885632	387.6219787597656
chr12	3057664	3059712	204.8016357421875
chr12	3776512	3778560	208.7896728515625
chr17	27236352	27238400	743.9155883789062
chr17	27244544	27246592	309.0025939941406
chr17	27740160	27742208	387.6347351074219
chr17	27744256	27746304	197.57376098632812
chr17	27777024	27779072	227.6461944580078
chr17	27809792	27811840	258.91082763671875
chr17	27838464	27840512	276.24456787109375
chr20	13324288	13326336	573.1837768554688
chr20	13799424	13801472	473.2476501464844
chr20	13850624	13852672	370.7574768066406
chr20	13864960	13867008	298.85162353515625
chr20	13869056	13871104	211.97671508789062
chr20	14053376	14055424	396.1110534667969
chr13	76038144	76040192	301.6214599609375
chr13	76515328	76517376	224.79306030273438
chr13	76883968	76886016	226.7518768310547
chr13	76902400	76904448	1176.320556640625
chr7	104896512	104898560	293.7637634277344
chr7	105041920	105043968	208.18698120117188
chr5	81246208	81248256	411.78045654296875
chr5	81268736	81270784	574.4818115234375
chr5	81272832	81274880	270.0000915527344
chr5	81305600	81307648	281.1412353515625
chr5	81313792	81315840	447.812255859375
chr5	81422336	81424384	379.20013427734375
chr5	81971200	81973248	212.23001098632812
chr2	54634496	54636544	209.36026000976562
chr2	54728704	54730752	256.8523254394531
chr2	54730752	54732800	224.5598907470703
chr2	54769664	54771712	241.50216674804688
chr2	54771712	54773760	214.0369415283203
chr2	54859776	54861824	295.44403076171875
chr2	54867968	54870016	375.2231140136719
chr4	136863744	136865792	597.1539306640625
chr7	132929536	132931584	269.06903076171875
chr7	133076992	133079040	230.73147583007812
chr7	133081088	133083136	321.52618408203125
chr7	133085184	133087232	279.588134765625
chr7	133249024	133251072	808.8092041015625
chr7	133251072	133253120	393.6582946777344
chr7	133314560	133316608	542.4058837890625
chr7	133353472	133355520	406.1442565917969
chr7	133363712	133365760	226.64151000976562
chr7	133400576	133402624	388.2019958496094
chr7	133435392	133437440	397.07342529296875
chr7	133453824	133455872	265.3828125
chr7	133490688	133492736	208.22872924804688
chr7	133511168	133513216	198.10250854492188
chr7	133742592	133744640	398.07025146484375
chr7	114786304	114788352	329.49029541015625
chr7	114788352	114790400	354.04833984375
chr7	114792448	114794496	212.23568725585938
chr7	114814976	114817024	422.6678771972656
chr7	114819072	114821120	512.278564453125
chr7	114823168	114825216	267.36846923828125
chr7	114841600	114843648	326.77545166015625
chr7	114855936	114857984	233.244873046875
chr7	114878464	114880512	360.5188293457031
chr7	114888704	114890752	442.1996154785156
chr7	115476480	115478528	321.6065673828125
chr6	37017600	37019648	289.8168640136719
chr6	37027840	37029888	332.60931396484375
chr6	37234688	37236736	214.12796020507812
chr6	37240832	37242880	263.9786071777344
chr6	37246976	37249024	319.315185546875
chr6	37322752	37324800	359.30499267578125
chr6	37431296	37433344	436.66748046875
chr6	37455872	37457920	493.6548767089844
chr6	37466112	37468160	389.4180908203125
chr1	171839488	171841536	383.84906005859375
chr1	172040192	172042240	333.12164306640625
chr1	172107776	172109824	350.05560302734375
chr1	172382208	172384256	307.7007141113281
chr1	172408832	172410880	232.8714141845703
chr1	172496896	172498944	370.7139587402344
chr1	172527616	172529664	392.4259948730469
chr1	172718080	172720128	424.3426208496094
chr1	172726272	172728320	688.0845947265625
chr1	172744704	172746752	512.88525390625
chr5	112209920	112211968	403.0494079589844
chr5	112418816	112420864	335.8418273925781
chr5	113113088	113115136	261.73541259765625
chr13	28022784	28024832	376.963623046875
chr13	28045312	28047360	295.8590087890625
chr14	69818368	69820416	699.2923583984375
chr14	70713344	70715392	263.3839416503906
chr14	70723584	70725632	253.35586547851562
chr2	52867072	52869120	221.6425323486328
chr2	52932608	52934656	278.53582763671875
chr2	53514240	53516288	340.87200927734375
chr9	33925120	33927168	790.5947265625
chr1	200138752	200140800	650.6041259765625
chr1	200609792	200611840	238.42288208007812
chr1	200622080	200624128	228.11721801757812
chr1	200794112	200796160	200.8919219970703
chr1	200865792	200867840	208.61416625976562
chr1	200896512	200898560	274.8741149902344
chr4	137082880	137084928	449.1866760253906
chr4	137283584	137285632	240.73623657226562
chr5	90783744	90785792	206.7882843017578
chr5	90865664	90867712	593.2453002929688
chr5	90931200	90933248	318.2721862792969
chr5	91467776	91469824	349.4646911621094
chr4	64780288	64782336	432.5086364746094
chr4	127731712	127733760	430.4226989746094
chr4	127889408	127891456	205.49856567382812
chr4	127936512	127938560	317.24298095703125
chr4	127961088	127963136	264.89361572265625
chr4	127995904	127997952	311.87078857421875
chr4	128057344	128059392	257.9881591796875
chr4	128059392	128061440	237.2925262451172
chr4	128161792	128163840	331.4334411621094
chr4	128237568	128239616	343.48785400390625
chr3	181614592	181616640	230.6397247314453
chr2	28821504	28823552	515.6637573242188
chr2	29227008	29229056	217.5769500732422
chr2	29237248	29239296	197.57876586914062
chr2	29257728	29259776	280.8465270996094
chr2	29259776	29261824	199.555419921875
chr2	29280256	29282304	273.8946838378906
chr2	29351936	29353984	196.4537811279297
chr2	29442048	29444096	197.60800170898438
chr2	29462528	29464576	277.8001403808594
chr6	135450624	135452672	223.35067749023438
chr6	135567360	135569408	302.98974609375
chr6	135575552	135577600	236.47372436523438
chr6	135581696	135583744	315.79974365234375
chr6	135667712	135669760	444.0384826660156
chr6	135720960	135723008	288.9075012207031
chr6	135739392	135741440	205.85177612304688
chr6	135849984	135852032	300.3320617675781
chr6	135870464	135872512	211.96957397460938
chr6	135878656	135880704	269.1994934082031
chr6	135921664	135923712	313.0935363769531
chr6	135936000	135938048	236.5030517578125
chr6	136079360	136081408	200.75650024414062
chr6	136112128	136114176	242.2511749267578
chr6	136316928	136318976	288.88360595703125
chr6	63270912	63272960	406.6092834472656
chr6	63307776	63309824	246.3876495361328
chr11	45846528	45848576	212.39492797851562
chr11	45871104	45873152	317.9422607421875
chr7	150876160	150878208	501.8251037597656
chr7	150896640	150898688	310.5904235839844
chr7	150902784	150904832	370.7413024902344
chr7	150937600	150939648	205.6896209716797
chr7	151029760	151031808	218.31588745117188
chr7	151037952	151040000	300.2504577636719
chr7	151054336	151056384	244.43258666992188
chr7	151705600	151707648	316.05792236328125
chr7	151758848	151760896	277.0699462890625
chr7	151781376	151783424	231.8175506591797
chr15	39598080	39600128	282.6821594238281
chr15	39602176	39604224	424.0345153808594
chr15	39624704	39626752	455.8340759277344
chr15	39641088	39643136	391.6781921386719
chr15	39665664	39667712	366.18450927734375
chr15	39720960	39723008	307.83380126953125
chr15	39770112	39772160	364.01837158203125
chr15	40005632	40007680	243.87503051757812
chr15	40159232	40161280	200.08201599121094
chr15	40273920	40275968	399.71343994140625
chr3	87332864	87334912	316.4361877441406
chr3	87427072	87429120	217.9700927734375
chr3	87599104	87601152	295.78326416015625
chr3	87625728	87627776	202.63006591796875
chr3	87791616	87793664	246.5223388671875
chr3	87810048	87812096	219.416748046875
chr3	87855104	87857152	253.75741577148438
chr3	88002560	88004608	292.17132568359375
chr3	88004608	88006656	227.6396484375
chr3	88057856	88059904	243.81234741210938
chr20	61126656	61128704	223.13601684570312
chr20	61249536	61251584	196.10794067382812
chr5	111075328	111077376	267.57177734375
chr5	111097856	111099904	416.35028076171875
