chrom	start	end	ATACseq_Shap
chr10	120459264	120461312	-534.7210693359375
chr10	120735744	120737792	-569.5897216796875
chr10	120840192	120842240	-703.321044921875
chr10	120942592	120944640	-1723.7418212890625
chr10	120948736	120950784	-846.75927734375
chr10	52436992	52439040	-339.7084045410156
chr10	52443136	52445184	-470.1685485839844
chr10	52445184	52447232	-671.3676147460938
chr10	52451328	52453376	-456.0071716308594
chr10	52486144	52488192	-626.6806030273438
chr10	52516864	52518912	-490.64117431640625
chr10	52520960	52523008	-473.76361083984375
chr10	52525056	52527104	-627.2565307617188
chr10	52539392	52541440	-503.0718688964844
chr10	52727808	52729856	-600.5924072265625
chr10	52740096	52742144	-432.783935546875
chr10	52779008	52781056	-1266.02001953125
chr10	52817920	52819968	-908.8358154296875
chr10	52883456	52885504	-619.8154296875
chr4	130711552	130713600	-352.29364013671875
chr13	38914048	38916096	-793.3392944335938
chr13	39104512	39106560	-399.1529846191406
chr13	39297024	39299072	-295.5621032714844
chr13	39352320	39354368	-310.1325378417969
chr13	39364608	39366656	-410.340576171875
chr13	39378944	39380992	-355.15960693359375
chr11	14247936	14249984	-1379.61181640625
chr11	14258176	14260224	-616.4077758789062
chr11	14299136	14301184	-960.7198486328125
chr11	14336000	14338048	-428.6183166503906
chr11	14358528	14360576	-547.4548950195312
chr11	14360576	14362624	-393.62933349609375
chr11	14372864	14374912	-625.7774658203125
chr11	14385152	14387200	-606.7443237304688
chr11	14387200	14389248	-440.0517578125
chr11	14405632	14407680	-697.7035522460938
chr11	14407680	14409728	-519.1495361328125
chr11	14411776	14413824	-600.5438232421875
chr11	14422016	14424064	-710.0227661132812
chr11	14426112	14428160	-640.7142333984375
chr11	14454784	14456832	-1070.8953857421875
chr11	14520320	14522368	-537.9866943359375
chr11	14536704	14538752	-1479.8311767578125
chr8	135538688	135540736	-310.7736511230469
chr8	135542784	135544832	-491.40997314453125
chr8	135579648	135581696	-474.10650634765625
chr8	135600128	135602176	-444.95330810546875
chr8	135663616	135665664	-321.28125
chr8	135686144	135688192	-320.11895751953125
chr8	135698432	135700480	-378.809326171875
chr8	135700480	135702528	-368.89404296875
chr8	135827456	135829504	-548.2933349609375
chr1	23633920	23635968	-309.3416748046875
chr1	23635968	23638016	-390.1784362792969
chr1	23750656	23752704	-347.38604736328125
chr1	23867392	23869440	-585.1254272460938
chr1	24070144	24072192	-567.0574951171875
chr1	24150016	24152064	-652.1234130859375
chr1	24201216	24203264	-404.25250244140625
chr22	44447744	44449792	-610.5250244140625
chr22	44523520	44525568	-386.86834716796875
chr22	44550144	44552192	-299.03900146484375
chr22	44625920	44627968	-1177.0849609375
chr22	44734464	44736512	-357.88568115234375
chr22	45318144	45320192	-356.688720703125
chr4	25180160	25182208	-455.0943298339844
chr4	165095424	165097472	-642.0577392578125
chr4	165111808	165113856	-465.76611328125
chr4	165130240	165132288	-982.2939453125
chr4	165236736	165238784	-316.5003967285156
chr4	165251072	165253120	-377.6693115234375
chr4	165287936	165289984	-806.4129638671875
chr4	165300224	165302272	-666.9615478515625
chr4	165312512	165314560	-543.4475708007812
chr4	165492736	165494784	-934.7556762695312
chr1	158998528	159000576	-1238.9886474609375
chr1	159070208	159072256	-762.17724609375
chr1	159131648	159133696	-1202.716552734375
chr1	159160320	159162368	-1540.94921875
chr1	159197184	159199232	-587.7115478515625
chr1	159561728	159563776	-316.8013000488281
chr4	17324032	17326080	-1849.003173828125
chr4	17446912	17448960	-874.55712890625
chr4	17471488	17473536	-707.5774536132812
chr4	17510400	17512448	-743.4036865234375
chr4	17547264	17549312	-419.0890197753906
chr4	17549312	17551360	-434.45733642578125
chr1	15099904	15101952	-1198.7767333984375
chr1	15271936	15273984	-561.8679809570312
chr1	15323136	15325184	-707.4617919921875
chr1	15429632	15431680	-690.0115356445312
chr1	15523840	15525888	-378.63372802734375
chr1	15593472	15595520	-561.1280517578125
chr1	15792128	15794176	-492.60809326171875
chrX	118253568	118255616	-666.6871337890625
chrX	118345728	118347776	-1026.9705810546875
chrX	118458368	118460416	-495.635498046875
chrX	118495232	118497280	-892.8245239257812
chrX	118519808	118521856	-716.9986572265625
chrX	118523904	118525952	-563.99755859375
chrX	118726656	118728704	-316.5085144042969
chrX	118743040	118745088	-332.38702392578125
chr7	7897088	7899136	-665.8997192382812
chr7	7907328	7909376	-487.4207458496094
chr7	7911424	7913472	-679.0825805664062
chr7	7915520	7917568	-474.63848876953125
chr7	7956480	7958528	-366.6127014160156
chr7	7962624	7964672	-386.61065673828125
chr7	7964672	7966720	-441.06756591796875
chr7	7966720	7968768	-330.4585266113281
chr7	7976960	7979008	-425.427490234375
chr7	7995392	7997440	-293.1838073730469
chr7	8042496	8044544	-344.1974182128906
chr7	8060928	8062976	-331.18206787109375
chr7	8065024	8067072	-483.43157958984375
chr7	8108032	8110080	-361.5881652832031
chr7	8189952	8192000	-473.5125427246094
chr7	8212480	8214528	-328.66314697265625
chr7	8216576	8218624	-581.2642211914062
chr7	8275968	8278016	-710.1327514648438
chr7	8294400	8296448	-1084.3349609375
chr7	8417280	8419328	-554.4811401367188
chrX	110180352	110182400	-296.65814208984375
chrX	110204928	110206976	-383.25921630859375
chrX	110209024	110211072	-380.18890380859375
chrX	110219264	110221312	-390.52490234375
chrX	110260224	110262272	-307.80181884765625
chrX	110282752	110284800	-360.3857727050781
chrX	110284800	110286848	-380.84613037109375
chrX	110340096	110342144	-446.71868896484375
chrX	110405632	110407680	-330.05914306640625
chrX	110407680	110409728	-305.73895263671875
chrX	110411776	110413824	-561.492919921875
chrX	110417920	110419968	-403.0411682128906
chrX	110432256	110434304	-418.7662048339844
chrX	110448640	110450688	-1609.150146484375
chrX	110845952	110848000	-1280.1485595703125
chrX	110852096	110854144	-1331.765380859375
chr2	197871616	197873664	-408.89862060546875
chr2	197881856	197883904	-307.3223876953125
chr2	197888000	197890048	-333.42425537109375
chr2	197908480	197910528	-459.8902893066406
chr2	198295552	198297600	-553.5105590820312
chr2	198313984	198316032	-363.8735046386719
chr7	112898048	112900096	-1144.76220703125
chr7	113420288	113422336	-1431.8936767578125
chr7	78018560	78020608	-345.11956787109375
chr7	78133248	78135296	-407.3382568359375
chr17	28725248	28727296	-963.9698486328125
chr1	179171328	179173376	-362.1805725097656
chr1	179705856	179707904	-299.08123779296875
chr1	179808256	179810304	-681.1365356445312
chr1	179814400	179816448	-682.1737060546875
chr1	179881984	179884032	-452.4603576660156
chr1	179924992	179927040	-361.059814453125
chr1	179949568	179951616	-406.97576904296875
chr1	179953664	179955712	-580.49462890625
chr1	180023296	180025344	-511.3643493652344
chr1	180027392	180029440	-365.26922607421875
chr1	180041728	180043776	-371.73565673828125
chr1	180097024	180099072	-524.8839111328125
chrX	41824256	41826304	-364.7220153808594
chrX	41922560	41924608	-468.42877197265625
chrX	42448896	42450944	-304.2619934082031
chr12	31635456	31637504	-782.3775024414062
chr12	31651840	31653888	-348.25311279296875
chr12	31680512	31682560	-506.8809509277344
chr12	32059392	32061440	-604.2138671875
chr3	66195456	66197504	-837.1151123046875
chr3	66236416	66238464	-446.5763244628906
chr3	66252800	66254848	-739.47705078125
chr3	66275328	66277376	-643.9154052734375
chr16	23465984	23468032	-416.2569885253906
chr16	23490560	23492608	-394.71685791015625
chr16	23496704	23498752	-429.70245361328125
chr16	23502848	23504896	-327.35870361328125
chr16	23508992	23511040	-506.475341796875
chr16	23537664	23539712	-523.4041748046875
chr16	23556096	23558144	-1032.060302734375
chr16	23560192	23562240	-314.32794189453125
chr16	23595008	23597056	-841.55712890625
chr16	23599104	23601152	-306.3257141113281
chr16	23640064	23642112	-680.6604614257812
chr16	23676928	23678976	-617.7908935546875
chr16	23678976	23681024	-406.37725830078125
chr16	23734272	23736320	-701.743896484375
chr16	23799808	23801856	-393.8175354003906
chr9	120475648	120477696	-891.6052856445312
chr9	120530944	120532992	-1031.6502685546875
chr9	120610816	120612864	-580.2574462890625
chr9	120619008	120621056	-813.4020385742188
chr9	120741888	120743936	-477.131103515625
chr9	120754176	120756224	-509.079833984375
chr6	131532800	131534848	-1221.3885498046875
chr6	131596288	131598336	-395.50445556640625
chr6	131622912	131624960	-398.31842041015625
chr6	131627008	131629056	-831.5540771484375
chr6	131694592	131696640	-1220.8837890625
chr6	131909632	131911680	-764.9560546875
chr6	131913728	131915776	-1104.747314453125
chr6	131923968	131926016	-657.3034057617188
chr6	132083712	132085760	-429.8319396972656
chr4	47382528	47384576	-483.60467529296875
chr4	47462400	47464448	-412.28460693359375
chr4	47486976	47489024	-486.53564453125
chr4	47499264	47501312	-309.5367736816406
chr4	47509504	47511552	-341.7131042480469
chr4	47529984	47532032	-352.95733642578125
chr4	47534080	47536128	-407.2587890625
chr4	47550464	47552512	-375.74920654296875
chr4	47577088	47579136	-420.06219482421875
chr4	47611904	47613952	-471.61083984375
chr4	47622144	47624192	-375.2924499511719
chr6	90255360	90257408	-473.1614685058594
chr6	90284032	90286080	-425.4344787597656
chr6	90368000	90370048	-320.4222717285156
chr6	90392576	90394624	-521.0939331054688
chr6	90478592	90480640	-1582.6400146484375
chr6	90497024	90499072	-398.022216796875
chr6	90572800	90574848	-538.2875366210938
chr6	90585088	90587136	-605.6912841796875
chr6	90609664	90611712	-741.762451171875
chr14	32251904	32253952	-381.5504150390625
chr14	32253952	32256000	-334.8576965332031
chr8	140392448	140394496	-1425.6778564453125
chr8	140460032	140462080	-321.5021057128906
chr8	140464128	140466176	-384.5198059082031
chr8	140576768	140578816	-327.0615539550781
chr4	18591744	18593792	-1297.1026611328125
chr4	18593792	18595840	-523.2632446289062
chr4	18688000	18690048	-874.2586059570312
chr4	19380224	19382272	-318.47625732421875
chr4	19398656	19400704	-316.1457824707031
chr5	147302400	147304448	-704.6876220703125
chr5	147382272	147384320	-380.1787109375
chr5	147402752	147404800	-492.57806396484375
chr5	147417088	147419136	-510.8773498535156
chr5	147437568	147439616	-314.24566650390625
chr5	147449856	147451904	-457.85369873046875
chr5	147453952	147456000	-383.6241760253906
chr5	147458048	147460096	-339.43450927734375
chr5	147476480	147478528	-399.12481689453125
chr5	147482624	147484672	-456.38214111328125
chr5	147486720	147488768	-648.0433349609375
chr5	147505152	147507200	-427.68511962890625
chr5	147513344	147515392	-451.443359375
chr5	147558400	147560448	-358.9176330566406
chr5	147576832	147578880	-1077.5242919921875
chr5	147628032	147630080	-1061.8824462890625
chr5	147857408	147859456	-577.6270751953125
chr5	147949568	147951616	-499.3419494628906
chr2	213805056	213807104	-579.5593872070312
chr2	214126592	214128640	-320.51171875
chr7	105652224	105654272	-801.4708251953125
chr10	62244864	62246912	-648.2604370117188
chr10	62437376	62439424	-363.02850341796875
chr10	62554112	62556160	-411.381591796875
chr10	62593024	62595072	-370.1343688964844
chr20	23234560	23236608	-346.8092956542969
chr20	23339008	23341056	-856.2199096679688
chr20	23349248	23351296	-629.887939453125
chr20	23353344	23355392	-482.4148864746094
chr20	23416832	23418880	-419.8662109375
chr20	23441408	23443456	-734.351318359375
chr20	23445504	23447552	-332.844482421875
chr20	23515136	23517184	-410.75531005859375
chr5	140156928	140158976	-558.6107788085938
chr5	140357632	140359680	-542.6876220703125
chr5	140371968	140374016	-491.2845764160156
chr5	140400640	140402688	-524.255615234375
chr5	140646400	140648448	-549.4679565429688
chr18	35004416	35006464	-524.1519165039062
chr18	35143680	35145728	-514.833251953125
chr18	35229696	35231744	-861.7078247070312
chr18	35407872	35409920	-652.0960083007812
chr11	128020480	128022528	-350.9966125488281
chr11	128157696	128159744	-520.7686767578125
chr11	128172032	128174080	-828.8189697265625
chr11	128288768	128290816	-645.8322143554688
chr11	128399360	128401408	-387.05322265625
chr11	128403456	128405504	-366.4812927246094
chr11	128452608	128454656	-296.3226013183594
chr11	128466944	128468992	-320.51806640625
chr11	114294784	114296832	-426.8121032714844
chr11	114307072	114309120	-318.19500732421875
chr11	114323456	114325504	-314.5791015625
chr11	114354176	114356224	-352.6435241699219
chr11	114358272	114360320	-458.2691345214844
chr11	114366464	114368512	-457.7784729003906
chr11	114376704	114378752	-479.273193359375
chr11	114380800	114382848	-405.3612976074219
chr11	114399232	114401280	-450.94940185546875
chr19	38991872	38993920	-352.0985412597656
chr19	39327744	39329792	-466.486083984375
chr19	39411712	39413760	-473.6064453125
chr19	39444480	39446528	-594.6244506835938
chr19	39497728	39499776	-483.31805419921875
chr19	39538688	39540736	-490.88616943359375
chr19	39550976	39553024	-926.32763671875
chr3	21620736	21622784	-371.37896728515625
chr3	21653504	21655552	-506.015625
chr3	21671936	21673984	-394.3251953125
chr3	21704704	21706752	-303.1540832519531
chr3	21749760	21751808	-317.05438232421875
chr3	21893120	21895168	-865.7427978515625
chr7	123865088	123867136	-367.004150390625
chr11	23539712	23541760	-941.7415771484375
chr6	133511168	133513216	-1173.7969970703125
chr6	133550080	133552128	-347.13214111328125
chr6	133552128	133554176	-665.8646240234375
chr6	133568512	133570560	-1272.6207275390625
chr6	133642240	133644288	-721.1346435546875
chr6	133646336	133648384	-675.6345825195312
chr6	133681152	133683200	-437.1344299316406
chr6	133683200	133685248	-368.4869384765625
chr6	133703680	133705728	-352.24224853515625
chr6	133705728	133707776	-368.5077209472656
chr6	133709824	133711872	-401.72222900390625
chr6	133724160	133726208	-425.158447265625
chr6	133744640	133746688	-293.42193603515625
chr6	133763072	133765120	-359.24310302734375
chr6	133773312	133775360	-395.8665771484375
chr6	133777408	133779456	-364.237548828125
chr6	133814272	133816320	-342.2665100097656
chr1	246450176	246452224	-592.9588012695312
chr1	246491136	246493184	-413.405029296875
chr1	246753280	246755328	-588.5948486328125
chrX	130060288	130062336	-776.661865234375
chrX	130119680	130121728	-373.405517578125
chrX	130191360	130193408	-906.8976440429688
chrX	130330624	130332672	-500.3040466308594
chrX	130392064	130394112	-977.2555541992188
chr2	98486272	98488320	-321.30767822265625
chr2	98502656	98504704	-371.6986389160156
chr2	98514944	98516992	-515.3007202148438
chr2	98551808	98553856	-388.5134582519531
chr2	98560000	98562048	-307.7485656738281
chr2	98607104	98609152	-512.649169921875
chr2	99352576	99354624	-303.42034912109375
chr5	90263552	90265600	-609.7620849609375
chr5	90408960	90411008	-381.5670471191406
chr5	90439680	90441728	-727.16162109375
chr18	8478720	8480768	-1044.1268310546875
chr18	8841216	8843264	-478.7608947753906
chr18	8857600	8859648	-521.9239501953125
chr18	8890368	8892416	-624.84130859375
chrX	85850112	85852160	-885.1563720703125
chrX	85921792	85923840	-415.825439453125
chrX	85962752	85964800	-939.5181884765625
chrX	85991424	85993472	-866.9953002929688
chrX	85993472	85995520	-519.8104858398438
chrX	85997568	85999616	-599.9361572265625
chrX	85999616	86001664	-349.28802490234375
chrX	86001664	86003712	-334.0086669921875
chrX	86046720	86048768	-707.9893798828125
chr11	97454080	97456128	-797.672607421875
chr11	97556480	97558528	-350.0943298339844
chr11	97609728	97611776	-941.1949462890625
chr11	97720320	97722368	-407.4961853027344
chr11	97724416	97726464	-374.28973388671875
chr11	97738752	97740800	-573.8614501953125
chr11	97755136	97757184	-490.72039794921875
chr11	97814528	97816576	-460.8768005371094
chr11	97908736	97910784	-377.6232604980469
chr11	97912832	97914880	-421.095947265625
chr3	30693376	30695424	-624.8274536132812
chr3	30746624	30748672	-770.5865478515625
chr3	30779392	30781440	-847.7360229492188
chr7	39895040	39897088	-431.150390625
chr7	40050688	40052736	-558.112548828125
chr7	40134656	40136704	-1264.344970703125
chr7	40198144	40200192	-823.1751708984375
chr7	40230912	40232960	-546.8504028320312
chr2	156334080	156336128	-575.6568603515625
chr2	156336128	156338176	-435.81707763671875
chr2	156432384	156434432	-520.6986694335938
chr2	156444672	156446720	-594.3819580078125
chr2	156454912	156456960	-506.34478759765625
chr2	156459008	156461056	-424.6561584472656
chr2	156463104	156465152	-311.345458984375
chr2	156467200	156469248	-500.68646240234375
chr2	156475392	156477440	-645.7926635742188
chr2	156489728	156491776	-385.4636535644531
chr2	156536832	156538880	-539.3526611328125
chr2	156588032	156590080	-853.4801635742188
chr5	83683328	83685376	-344.4248962402344
chr5	83712000	83714048	-501.32257080078125
chr5	83718144	83720192	-771.7779541015625
chr5	68286464	68288512	-1561.8948974609375
chrX	19888128	19890176	-459.10400390625
chrX	20066304	20068352	-548.8502807617188
chrX	20140032	20142080	-1028.17724609375
chrX	20252672	20254720	-611.0138549804688
chr5	179621888	179623936	-656.2451782226562
chr5	179656704	179658752	-875.4684448242188
chr5	179677184	179679232	-799.9984741210938
chr5	179697664	179699712	-619.7395629882812
chr5	179732480	179734528	-435.64385986328125
chr5	179795968	179798016	-392.8778991699219
chr5	179857408	179859456	-646.1853637695312
chr5	179906560	179908608	-689.760986328125
chr4	87678976	87681024	-719.0039672851562
chr6	52019200	52021248	-586.2750244140625
chr6	52047872	52049920	-449.33123779296875
chr6	52162560	52164608	-690.4824829101562
chr6	52234240	52236288	-338.17388916015625
chr6	52262912	52264960	-552.3162841796875
chr6	52283392	52285440	-808.8936157226562
chr6	52410368	52412416	-500.9859313964844
chr6	52416512	52418560	-639.9932861328125
chr6	52418560	52420608	-375.9959716796875
chr6	52502528	52504576	-497.9131774902344
chr6	52516864	52518912	-440.7891540527344
chr6	52518912	52520960	-388.13616943359375
chr6	52566016	52568064	-413.66522216796875
chr6	52594688	52596736	-359.5150451660156
chr6	52598784	52600832	-331.9821472167969
chr6	52746240	52748288	-298.15240478515625
chr6	52768768	52770816	-325.66522216796875
chr1	71047168	71049216	-525.7908935546875
chr1	71049216	71051264	-690.3218994140625
chr1	71079936	71081984	-797.2745361328125
chr1	71096320	71098368	-355.14202880859375
chr1	71196672	71198720	-920.5550537109375
chr1	71303168	71305216	-340.9640197753906
chr1	71307264	71309312	-344.07379150390625
chr1	71311360	71313408	-427.08990478515625
chr1	71350272	71352320	-720.0617065429688
chr1	71364608	71366656	-576.6412963867188
chr1	71413760	71415808	-313.118408203125
chr5	93915136	93917184	-478.05078125
chr5	151001088	151003136	-295.84967041015625
chr5	151164928	151166976	-452.3721618652344
chr5	151238656	151240704	-510.37847900390625
chr7	109750272	109752320	-338.826171875
chr4	75468800	75470848	-410.3512268066406
chr4	75489280	75491328	-426.39739990234375
chr4	75573248	75575296	-1123.5225830078125
chr4	75671552	75673600	-519.9163208007812
chr4	75714560	75716608	-596.5949096679688
chr4	75720704	75722752	-320.42987060546875
chr4	75915264	75917312	-354.4209899902344
chr4	75939840	75941888	-381.9423522949219
chr11	82978816	82980864	-603.95849609375
chr11	82982912	82984960	-612.1998901367188
chr11	83011584	83013632	-557.7816162109375
chr11	83015680	83017728	-441.11968994140625
chr11	83030016	83032064	-877.6956787109375
chr11	83048448	83050496	-698.6719360351562
chr11	83066880	83068928	-694.8221435546875
chr11	83156992	83159040	-352.1508483886719
chr11	83193856	83195904	-447.8680725097656
chr11	83249152	83251200	-439.5047912597656
chr11	83286016	83288064	-455.2710876464844
chr11	83292160	83294208	-559.5186767578125
chr11	83310592	83312640	-383.73919677734375
chr11	37447680	37449728	-752.0623168945312
chr11	37787648	37789696	-526.4378051757812
chr11	37791744	37793792	-472.1526794433594
chr11	37832704	37834752	-299.35626220703125
chr8	140636160	140638208	-648.910400390625
chr8	140666880	140668928	-1415.668212890625
chr15	76865536	76867584	-544.1884765625
chr15	76972032	76974080	-350.563232421875
chr15	77023232	77025280	-515.6671752929688
chr15	77033472	77035520	-549.8646240234375
chr15	77107200	77109248	-426.8583068847656
chr15	77117440	77119488	-668.6087646484375
chr15	77187072	77189120	-310.26885986328125
chr1	220045312	220047360	-691.4042358398438
chr1	220067840	220069888	-351.4803771972656
chr1	220092416	220094464	-780.9253540039062
chr1	220096512	220098560	-430.8709411621094
chr1	220280832	220282880	-371.1327819824219
chr11	17977344	17979392	-404.0345458984375
chr11	17979392	17981440	-648.46923828125
chr11	18104320	18106368	-552.0054321289062
chr11	18114560	18116608	-954.7677001953125
chr11	18243584	18245632	-1137.313232421875
chr11	18382848	18384896	-694.052978515625
chr13	75599872	75601920	-352.6072692871094
chr13	75620352	75622400	-379.76470947265625
chr13	75632640	75634688	-300.82220458984375
chr13	75853824	75855872	-685.4827880859375
chr13	75862016	75864064	-382.03179931640625
chr13	75870208	75872256	-1213.861083984375
chr13	75876352	75878400	-1260.9859619140625
chr12	1939456	1941504	-986.9114990234375
chr12	2033664	2035712	-538.8900756835938
chr12	2052096	2054144	-309.3774108886719
chr12	2179072	2181120	-373.6900329589844
chr12	2197504	2199552	-315.5816345214844
chrX	116748288	116750336	-437.4104919433594
chrX	116809728	116811776	-440.1194763183594
chrX	116842496	116844544	-315.180419921875
chrX	116961280	116963328	-686.1459350585938
chr12	2889728	2891776	-404.64959716796875
chr12	2957312	2959360	-350.96673583984375
chr12	2959360	2961408	-392.91070556640625
chr12	3041280	3043328	-883.0419921875
chr12	3076096	3078144	-639.5861206054688
chr12	3135488	3137536	-375.24615478515625
chr12	3198976	3201024	-512.4086303710938
chr12	3274752	3276800	-735.8951416015625
chr12	3293184	3295232	-426.23529052734375
chr12	3299328	3301376	-1057.5943603515625
chr12	3325952	3328000	-419.4337463378906
chr17	27654144	27656192	-517.1054077148438
chr17	27758592	27760640	-479.48187255859375
chr17	27803648	27805696	-662.552001953125
chr17	28133376	28135424	-311.4893493652344
chr20	13524992	13527040	-669.4310302734375
chr20	13615104	13617152	-460.0857849121094
chr20	13770752	13772800	-434.4176330566406
chr20	13783040	13785088	-522.5858154296875
chr20	13819904	13821952	-950.5274658203125
chr13	76472320	76474368	-807.9730834960938
chr13	76726272	76728320	-373.3584289550781
chr7	104847360	104849408	-1323.9964599609375
chr7	104861696	104863744	-955.2628784179688
chr7	104882176	104884224	-690.0240478515625
chr7	104916992	104919040	-624.0694580078125
chr7	104921088	104923136	-1308.771728515625
chr7	104982528	104984576	-448.7704162597656
chr7	105197568	105199616	-421.5796813964844
chr7	105201664	105203712	-342.46746826171875
chr7	105218048	105220096	-494.984619140625
chr7	105224192	105226240	-546.1514892578125
chr7	105248768	105250816	-317.246337890625
chr7	105267200	105269248	-637.3624877929688
chr7	105304064	105306112	-399.18634033203125
chr5	81195008	81197056	-1580.4876708984375
chr5	81299456	81301504	-644.0075073242188
chr5	81506304	81508352	-652.7564697265625
chr5	81625088	81627136	-731.0178833007812
chr2	54704128	54706176	-422.0150451660156
chr7	133343232	133345280	-447.59869384765625
chr7	133433344	133435392	-497.9557189941406
chr7	114864128	114866176	-1980.3994140625
chr6	37210112	37212160	-1267.666748046875
