chrom	start	end	protein_coding_Shap
chr13	39012352	39014400	122.30418395996094
chr11	14245888	14247936	111.2968521118164
chr11	14247936	14249984	158.7699432373047
chr8	136017920	136019968	173.47312927246094
chr1	23496704	23498752	92.1708984375
chr1	23930880	23932928	262.71600341796875
chr1	24018944	24020992	152.6729278564453
chr1	24020992	24023040	179.6820831298828
chr1	24125440	24127488	137.03536987304688
chr1	24133632	24135680	121.61537170410156
chr1	24320000	24322048	142.75877380371094
chr1	24322048	24324096	129.48011779785156
chr1	24389632	24391680	161.97146606445312
chr1	24391680	24393728	130.33316040039062
chr1	24393728	24395776	121.23768615722656
chr1	24416256	24418304	100.951416015625
chr4	164730880	164732928	87.9009017944336
chr4	164767744	164769792	91.3631820678711
chr4	164818944	164820992	103.65193176269531
chr1	159029248	159031296	91.69255065917969
chr1	159039488	159041536	104.0672378540039
chr4	17797120	17799168	113.29471588134766
chr1	15026176	15028224	106.60986328125
chrX	118345728	118347776	98.60386657714844
chr7	8292352	8294400	173.81478881835938
chr7	8437760	8439808	139.02200317382812
chr7	8439808	8441856	103.6785888671875
chr7	8517632	8519680	131.36764526367188
chr7	8769536	8771584	165.03173828125
chr2	198307840	198309888	136.8041534423828
chr2	198520832	198522880	128.1111297607422
chr2	198524928	198526976	114.2362060546875
chr7	113508352	113510400	101.36515808105469
chr7	113549312	113551360	128.02658081054688
chr7	78030848	78032896	135.8981475830078
chr17	29130752	29132800	108.88712310791016
chr17	29343744	29345792	144.47900390625
chr17	29347840	29349888	118.82640075683594
chr17	29374464	29376512	136.6968994140625
chr1	179709952	179712000	106.39274597167969
chr1	179728384	179730432	85.34614562988281
chr1	179730432	179732480	102.92159271240234
chr1	179818496	179820544	85.43842315673828
chrX	42051584	42053632	87.33129119873047
chrX	42053632	42055680	108.88520812988281
chrX	42092544	42094592	144.01663208007812
chrX	42094592	42096640	115.9746322631836
chrX	42518528	42520576	136.8734130859375
chr12	31731712	31733760	116.99063873291016
chr3	66273280	66275328	187.55538940429688
chr3	66342912	66344960	137.5695037841797
chr3	66355200	66357248	116.53224182128906
chr9	120545280	120547328	106.10014343261719
chr9	120678400	120680448	95.23275756835938
chr5	22814720	22816768	192.5462188720703
chr5	23042048	23044096	119.81990051269531
chr5	23085056	23087104	124.19331359863281
chr5	23091200	23093248	190.0900115966797
chr6	131399680	131401728	174.21107482910156
chr6	131565568	131567616	87.63941955566406
chr6	131696640	131698688	85.42005920410156
chr4	47030272	47032320	135.51077270507812
chr10	130748416	130750464	100.5299072265625
chr10	130756608	130758656	88.35655212402344
chr10	131354624	131356672	220.61325073242188
chr6	90849280	90851328	141.07162475585938
chr6	90859520	90861568	161.82131958007812
chr6	90976256	90978304	166.44216918945312
chr14	32468992	32471040	88.99964904785156
chr5	147849216	147851264	189.94166564941406
chr5	147955712	147957760	92.239990234375
chr5	148041728	148043776	110.67120361328125
chr7	104921088	104923136	105.15008544921875
chr7	105603072	105605120	121.0235824584961
chr7	105619456	105621504	107.010498046875
chr7	105785344	105787392	95.81456756591797
chr10	62386176	62388224	156.6231689453125
chr10	62562304	62564352	131.24119567871094
chr10	62576640	62578688	157.50192260742188
chr20	22689792	22691840	135.74826049804688
chr20	22691840	22693888	149.8361053466797
chr20	22693888	22695936	160.4779815673828
chr20	22974464	22976512	152.23486328125
chr17	54026240	54028288	96.51221466064453
chr17	54429696	54431744	95.95509338378906
chr17	54525952	54528000	157.2986297607422
chr5	139968512	139970560	171.78598022460938
chr5	140724224	140726272	101.95024108886719
chr8	84090880	84092928	94.36824035644531
chr8	84258816	84260864	156.1033477783203
chr11	114542592	114544640	92.8536376953125
chr11	114909184	114911232	132.74964904785156
chr19	38930432	38932480	106.07304382324219
chr19	39673856	39675904	111.43955993652344
chr19	39841792	39843840	86.70700073242188
chr19	39843840	39845888	90.80779266357422
chr14	83724288	83726336	97.81672668457031
chr4	46479360	46481408	151.33590698242188
chr4	46524416	46526464	86.22015380859375
chr4	46645248	46647296	111.97676086425781
chr4	46647296	46649344	146.2159423828125
chr4	46852096	46854144	133.8679962158203
chr11	21086208	21088256	162.9175262451172
chr11	21219328	21221376	159.75637817382812
chr11	21323776	21325824	136.7332763671875
chr11	21475328	21477376	190.00001525878906
chr11	21510144	21512192	197.1691436767578
chr7	124008448	124010496	105.94832611083984
chr7	124260352	124262400	87.05636596679688
chr7	124401664	124403712	87.1542739868164
chr11	23021568	23023616	86.06214904785156
chr11	23425024	23427072	121.99043273925781
chr6	133531648	133533696	135.41751098632812
chr6	133953536	133955584	85.46327209472656
chrX	130269184	130271232	99.35440826416016
chr18	8609792	8611840	94.08419799804688
chr3	30676992	30679040	133.7174835205078
chr3	30734336	30736384	135.1704864501953
chr7	39899136	39901184	114.6085205078125
chr7	40196096	40198144	94.33901977539062
chr2	156323840	156325888	100.09749603271484
chr4	129341440	129343488	92.77444458007812
chr4	129523712	129525760	115.2343978881836
chr12	97466368	97468416	152.05389404296875
chr12	97513472	97515520	101.18645477294922
chr12	97550336	97552384	113.78277587890625
chr12	97648640	97650688	158.37582397460938
chr12	97828864	97830912	203.1941680908203
chr12	97851392	97853440	93.85326385498047
chr12	97853440	97855488	85.44297790527344
chr12	97943552	97945600	103.1267318725586
chr12	97966080	97968128	120.51214599609375
chr12	97968128	97970176	117.14017486572266
chr12	98002944	98004992	121.14178466796875
chrX	20125696	20127744	172.47727966308594
chr5	180289536	180291584	123.1036376953125
chr6	52156416	52158464	105.5663070678711
chr1	70526976	70529024	111.98405456542969
chr7	108896256	108898304	189.18423461914062
chr7	109232128	109234176	129.4085235595703
chr7	109365248	109367296	145.97767639160156
chr7	109469696	109471744	156.02273559570312
chr7	109570048	109572096	131.5452880859375
chr7	109572096	109574144	177.4811248779297
chr7	109588480	109590528	104.58522033691406
chr7	109617152	109619200	115.40576171875
chr11	37025792	37027840	137.6538848876953
chr10	107524096	107526144	127.80765533447266
chr10	107544576	107546624	87.51126861572266
chr10	107587584	107589632	117.61714935302734
chr10	107612160	107614208	124.23637390136719
chr10	107741184	107743232	191.28929138183594
chr15	76791808	76793856	176.20022583007812
chr15	76996608	76998656	105.31900787353516
chr15	77045760	77047808	143.48802185058594
chr15	77049856	77051904	221.2988739013672
chr15	77056000	77058048	126.28997802734375
chr15	77060096	77062144	196.59156799316406
chr11	18087936	18089984	106.53977966308594
chr11	18092032	18094080	86.34037780761719
chr13	75888640	75890688	159.68527221679688
chr12	2017280	2019328	123.06807708740234
chrX	116809728	116811776	111.21815490722656
chrX	116824064	116826112	87.1485366821289
chrX	116873216	116875264	128.8515167236328
chrX	116926464	116928512	127.21284484863281
chrX	117092352	117094400	134.2584686279297
chrX	117094400	117096448	164.5584716796875
chr12	3313664	3315712	126.2577896118164
chr17	27807744	27809792	149.0444793701172
chr20	13864960	13867008	141.99461364746094
chr20	14053376	14055424	129.38768005371094
chr7	104642560	104644608	93.06745147705078
chr7	104849408	104851456	115.8334732055664
chr5	81268736	81270784	163.38534545898438
chr2	54665216	54667264	126.18990325927734
chr2	54675456	54677504	159.53826904296875
chr2	54677504	54679552	99.39529418945312
chr2	54771712	54773760	157.9868927001953
chr2	54777856	54779904	151.86895751953125
chr4	136200192	136202240	117.62712097167969
chr4	136654848	136656896	172.22882080078125
chr4	136863744	136865792	208.6595916748047
chr7	133294080	133296128	151.3368377685547
chr15	53127168	53129216	94.19142150878906
chr15	53149696	53151744	119.10296630859375
chr15	53307392	53309440	101.66433715820312
chr15	53350400	53352448	91.01256561279297
chr15	53477376	53479424	87.32722473144531
chr15	53489664	53491712	86.28755187988281
chr15	53526528	53528576	97.77669525146484
chr15	53657600	53659648	113.9590072631836
chr6	37244928	37246976	115.68080139160156
chr6	37371904	37373952	128.546875
chr6	37455872	37457920	119.7502212524414
chr6	37629952	37632000	115.6996078491211
chr1	171841536	171843584	97.60490417480469
chr1	172021760	172023808	140.3391876220703
chr1	172455936	172457984	148.70777893066406
chr1	172460032	172462080	99.71182250976562
chr1	172466176	172468224	109.12113952636719
chr1	172486656	172488704	202.91207885742188
chr1	172496896	172498944	153.38638305664062
chr1	172726272	172728320	107.23554992675781
chr1	172728320	172730368	92.68299865722656
chr1	172740608	172742656	103.19215393066406
chr13	27826176	27828224	172.88327026367188
chr9	34445312	34447360	139.95729064941406
chr9	34453504	34455552	140.21331787109375
chr9	34461696	34463744	118.21876525878906
chr9	34580480	34582528	109.00962829589844
chr1	200515584	200517632	97.09696197509766
chr1	200527872	200529920	136.71771240234375
chr1	200771584	200773632	85.49961853027344
chr1	200876032	200878080	114.89790344238281
chr1	200878080	200880128	126.69773864746094
chr1	200888320	200890368	101.64118957519531
chr1	200970240	200972288	107.66878509521484
chr5	90865664	90867712	104.90202331542969
chr5	90931200	90933248	134.93698120117188
chr4	64776192	64778240	200.12588500976562
chr4	64913408	64915456	89.81192016601562
chr4	64972800	64974848	97.78958892822266
chr4	65007616	65009664	87.8510971069336
chr4	65021952	65024000	115.56752014160156
chr4	65253376	65255424	92.48731994628906
chr4	65263616	65265664	86.41603088378906
chr4	65402880	65404928	132.22537231445312
chr7	124540928	124542976	103.2137680053711
chr7	125196288	125198336	116.52125549316406
chr3	181815296	181817344	118.930419921875
chr3	182083584	182085632	149.51492309570312
chr6	136316928	136318976	87.28094482421875
chr6	63002624	63004672	95.09083557128906
chr6	63094784	63096832	93.70880889892578
chr11	45842432	45844480	91.55406188964844
chr11	46288896	46290944	117.53791809082031
chr11	46434304	46436352	115.0265121459961
chr11	46450688	46452736	92.87744140625
chr11	46489600	46491648	97.13671875
chr11	46700544	46702592	126.079345703125
chr7	150896640	150898688	87.48381042480469
chr7	151066624	151068672	87.33380126953125
chr7	151171072	151173120	103.24382019042969
chr7	151425024	151427072	111.96458435058594
chr7	151756800	151758848	119.75767517089844
chr7	151758848	151760896	101.24436950683594
chr15	39833600	39835648	87.5047378540039
chr15	40007680	40009728	89.02984619140625
chr15	40058880	40060928	114.2135238647461
chr15	40065024	40067072	110.64225769042969
chr15	40083456	40085504	89.78007507324219
chr15	40095744	40097792	124.8065414428711
chr15	40097792	40099840	144.6027069091797
chr15	40099840	40101888	123.05126953125
chr2	34742272	34744320	123.18814849853516
chr2	34873344	34875392	94.79811096191406
chr2	35035136	35037184	90.77556610107422
chr20	61272064	61274112	90.50397491455078
chr5	111388672	111390720	244.10366821289062
chr8	95025152	95027200	125.88850402832031
chr8	95277056	95279104	94.05877685546875
chr5	36503552	36505600	146.37933349609375
chr1	85223424	85225472	161.79348754882812
chr1	85315584	85317632	138.5536651611328
chr1	85729280	85731328	106.0880355834961
chr8	137238528	137240576	98.67588806152344
chr8	137332736	137334784	111.33030700683594
chr8	137492480	137494528	154.2862091064453
chr4	145094656	145096704	88.92423248291016
chr10	104310784	104312832	120.91259765625
chr10	104441856	104443904	132.57493591308594
chr10	104445952	104448000	93.89207458496094
chr6	91920384	91922432	133.4091796875
chr6	92047360	92049408	159.53323364257812
chr6	92073984	92076032	112.35417175292969
chr15	89057280	89059328	132.37017822265625
chr15	89614336	89616384	108.2320556640625
chr15	89622528	89624576	139.549072265625
chr15	89657344	89659392	140.4617156982422
chr15	89661440	89663488	146.28749084472656
chr15	89886720	89888768	156.1605987548828
chr3	84033536	84035584	87.59703826904297
chr3	84396032	84398080	103.55128479003906
chr3	84633600	84635648	165.2655487060547
chr7	137453568	137455616	120.5118408203125
chr11	36491264	36493312	93.16334533691406
chr14	28405760	28407808	128.54847717285156
chr14	28633088	28635136	93.52765655517578
chr2	118863872	118865920	94.00862121582031
chr2	118913024	118915072	120.80836486816406
chr6	94046208	94048256	132.16549682617188
chr6	94226432	94228480	185.5012969970703
chr6	94439424	94441472	89.4841537475586
chr6	94531584	94533632	112.29610443115234
chr6	94597120	94599168	130.5706024169922
chr6	94629888	94631936	87.40990447998047
chr12	77682688	77684736	104.18824768066406
chr5	106758144	106760192	96.45478820800781
chr5	106764288	106766336	86.89845275878906
chr5	107192320	107194368	102.4113540649414
chr9	100599808	100601856	104.03932189941406
chr2	195999744	196001792	146.72792053222656
chr2	196050944	196052992	136.04714965820312
chr2	196100096	196102144	90.62086486816406
chr2	196102144	196104192	93.61763000488281
chr5	133117952	133120000	125.84803771972656
chr5	54233088	54235136	122.29759216308594
chr5	54308864	54310912	92.31863403320312
chr5	54446080	54448128	110.0381088256836
chr5	54454272	54456320	211.9608917236328
chr5	54456320	54458368	368.58795166015625
chr5	54470656	54472704	206.764892578125
chr5	54872064	54874112	113.70849609375
chr5	54878208	54880256	99.77184295654297
chr5	54886400	54888448	149.6009521484375
chr5	54888448	54890496	129.0670623779297
chr4	91987968	91990016	103.3770523071289
chr4	92481536	92483584	136.14007568359375
chr4	92545024	92547072	167.55612182617188
chr4	43030528	43032576	88.05818939208984
chr4	43282432	43284480	125.15328216552734
chr4	43302912	43304960	96.80094146728516
chr4	43321344	43323392	85.32673645019531
chr4	43456512	43458560	95.74700164794922
chr4	43538432	43540480	86.0944595336914
chr2	135915520	135917568	118.3062744140625
chr9	72239104	72241152	86.82955169677734
chr11	118910976	118913024	90.70579528808594
chr11	118919168	118921216	100.92546081542969
chr11	119175168	119177216	113.84843444824219
chr11	119336960	119339008	134.29989624023438
chr11	120561664	120563712	100.14898681640625
chr12	74319872	74321920	101.73458099365234
chr12	74534912	74536960	253.6522674560547
chr2	192266240	192268288	105.07386779785156
chr16	82116608	82118656	98.05644989013672
chr4	72972288	72974336	110.70637512207031
chr4	73314304	73316352	139.7247314453125
chr5	12376064	12378112	87.27110290527344
chr5	12464128	12466176	97.69194793701172
chr3	116473856	116475904	176.4651336669922
chr3	116615168	116617216	193.1664581298828
chr3	116768768	116770816	130.91506958007812
chr3	117057536	117059584	113.90296936035156
chr9	73805824	73807872	148.67343139648438
chr9	73842688	73844736	148.39537048339844
chr9	74360832	74362880	95.96707916259766
chr9	74377216	74379264	102.06642150878906
chr1	244451328	244453376	117.39775085449219
chr17	28039168	28041216	91.31372833251953
chr17	28502016	28504064	99.49327087402344
chr14	68225024	68227072	110.84574127197266
chr14	68587520	68589568	110.87442779541016
chr14	68665344	68667392	89.25550842285156
chr6	38111232	38113280	112.5205307006836
chr16	9609216	9611264	210.20260620117188
chr15	46667776	46669824	116.0609130859375
chr15	46751744	46753792	137.21646118164062
chr15	46864384	46866432	256.04071044921875
chr5	142897152	142899200	95.82512664794922
chr5	143001600	143003648	167.67636108398438
chr22	33794048	33796096	105.4173812866211
chr22	34015232	34017280	122.5213623046875
chr22	34060288	34062336	114.35089111328125
chr22	34275328	34277376	171.0083465576172
chr2	212553728	212555776	108.31793212890625
chr11	95784960	95787008	90.3028793334961
chr6	111972352	111974400	146.7882843017578
chr6	112015360	112017408	173.58074951171875
chr6	112017408	112019456	206.25631713867188
chr6	112019456	112021504	157.24191284179688
chr6	112109568	112111616	94.19746398925781
chr6	112142336	112144384	109.51591491699219
chr6	112144384	112146432	107.87791442871094
chr6	112297984	112300032	103.73384094238281
chr6	112369664	112371712	134.07980346679688
chr13	53600256	53602304	100.90632629394531
chr13	53727232	53729280	118.2031478881836
chr13	53739520	53741568	104.1313705444336
chr13	53782528	53784576	103.0214614868164
chr13	54079488	54081536	123.92924499511719
chr8	4673536	4675584	89.47936248779297
chr8	5066752	5068800	86.04203796386719
chr8	5283840	5285888	102.06078338623047
chr4	158709760	158711808	89.4945068359375
chr4	59535360	59537408	89.5971450805664
chr1	96116736	96118784	96.34235382080078
chr4	84967424	84969472	252.83993530273438
chrX	73623552	73625600	105.67415618896484
chrX	73689088	73691136	189.37680053710938
chrX	73848832	73850880	114.16422271728516
chrX	73850880	73852928	96.86963653564453
chrX	74008576	74010624	94.60581970214844
chr7	80721920	80723968	96.78626251220703
chr7	80723968	80726016	134.26077270507812
chr7	80726016	80728064	95.8015365600586
chr7	80728064	80730112	92.03729248046875
chr14	31424512	31426560	129.9821319580078
chr14	31426560	31428608	151.3585205078125
chr14	31430656	31432704	136.89407348632812
chr14	31463424	31465472	131.82127380371094
chr14	31479808	31481856	128.78378295898438
chr14	31504384	31506432	138.61338806152344
chr14	31594496	31596544	170.03440856933594
chr1	24879104	24881152	145.58590698242188
chr1	24881152	24883200	105.40699768066406
chr1	24973312	24975360	100.6607666015625
chr1	25022464	25024512	131.27166748046875
chr1	25026560	25028608	87.93687438964844
chr1	25098240	25100288	100.07948303222656
chr4	152434688	152436736	85.78523254394531
chr4	152588288	152590336	89.75029754638672
chr4	152676352	152678400	103.46931457519531
chr4	152678400	152680448	97.54290771484375
chr4	168126464	168128512	136.22866821289062
chr4	168136704	168138752	146.12301635742188
chr4	168138752	168140800	149.1612548828125
chr4	168218624	168220672	101.90373229980469
chr9	24442880	24444928	86.42643737792969
chr9	24502272	24504320	104.93768310546875
chr9	24504320	24506368	101.75617980957031
chr9	24543232	24545280	99.4607162475586
chr9	24854528	24856576	110.32246398925781
chr9	24905728	24907776	142.2715301513672
chr5	166152192	166154240	150.4368133544922
chr5	166154240	166156288	103.1244125366211
chr5	166369280	166371328	164.7043914794922
chr5	166615040	166617088	102.30155944824219
chr5	166662144	166664192	115.1902084350586
chrX	93927424	93929472	85.7680892944336
chr5	167294976	167297024	132.11244201660156
chr8	120604672	120606720	95.20347595214844
chr8	120924160	120926208	109.54107666015625
chr8	120926208	120928256	105.51773834228516
chr8	120928256	120930304	157.57876586914062
chr8	121214976	121217024	90.66197204589844
chr8	121264128	121266176	99.67940521240234
chr8	121270272	121272320	122.89241027832031
chr4	85778432	85780480	112.20855712890625
chr4	86024192	86026240	121.1580810546875
chr4	86032384	86034432	150.41482543945312
chr12	60934144	60936192	95.82697296142578
chr12	61190144	61192192	90.58677673339844
chr2	17645568	17647616	91.02615356445312
chr3	22702080	22704128	144.85581970214844
chr3	22958080	22960128	89.1528091430664
chr22	39999488	40001536	105.98603820800781
chr4	98433024	98435072	86.61711120605469
chr4	98846720	98848768	91.3392333984375
chr4	98869248	98871296	98.65667724609375
chr4	99055616	99057664	134.54615783691406
chr17	63381504	63383552	142.06854248046875
chr17	63674368	63676416	203.73666381835938
chr17	63983616	63985664	165.40184020996094
chr6	85862400	85864448	214.04647827148438
chr6	85864448	85866496	247.89389038085938
chr6	85919744	85921792	91.66374969482422
chr6	85962752	85964800	178.0906219482422
chr6	85970944	85972992	128.7292022705078
chr6	86126592	86128640	147.19102478027344
chr6	86335488	86337536	148.7483367919922
chr6	86439936	86441984	103.86048889160156
chr6	86534144	86536192	111.4097671508789
chr6	86560768	86562816	129.02012634277344
chr6	86671360	86673408	130.00607299804688
chr8	111314944	111316992	250.0203094482422
chr8	111443968	111446016	92.16365051269531
chr8	111503360	111505408	155.49098205566406
chr8	111507456	111509504	140.6336212158203
chr3	179810304	179812352	114.60700988769531
chr3	179847168	179849216	110.77423095703125
chr3	179851264	179853312	130.4521484375
chr3	179853312	179855360	88.98052215576172
chr17	43726848	43728896	113.3299331665039
chr17	43732992	43735040	124.25565338134766
chr17	43814912	43816960	105.2522964477539
chr17	43816960	43819008	149.33128356933594
chr6	112461824	112463872	133.97482299804688
chr6	112680960	112683008	85.37493896484375
chr3	148852736	148854784	88.1582260131836
chr3	148865024	148867072	129.0325469970703
chr3	148867072	148869120	139.51632690429688
chr3	148905984	148908032	111.13722229003906
chr3	148926464	148928512	113.6839599609375
chr3	148998144	149000192	136.58816528320312
chr3	149002240	149004288	121.15010833740234
chr7	10205184	10207232	110.56129455566406
chr7	10801152	10803200	168.9312744140625
chr22	19554304	19556352	98.91612243652344
chr22	19568640	19570688	104.30686950683594
chrX	75272192	75274240	342.768798828125
chrX	75274240	75276288	348.09796142578125
chrX	75290624	75292672	126.65412902832031
chr4	63191040	63193088	187.06845092773438
chr4	63252480	63254528	252.50515747070312
chr4	63428608	63430656	197.60035705566406
chr16	3282944	3284992	92.67350006103516
chr14	99667968	99670016	112.80268859863281
chr14	99753984	99756032	97.06367492675781
chr14	100030464	100032512	123.72239685058594
chr14	100036608	100038656	93.31647491455078
chr14	100214784	100216832	94.19709777832031
chr14	100220928	100222976	135.4796905517578
chr14	100222976	100225024	129.74024963378906
chr11	94150656	94152704	134.37979125976562
chr11	94175232	94177280	103.66158294677734
chr11	94183424	94185472	139.98623657226562
chr11	94197760	94199808	126.3586654663086
chr11	94199808	94201856	116.76103210449219
chr11	94449664	94451712	202.93618774414062
chr11	94453760	94455808	187.19964599609375
chr11	94525440	94527488	108.08123779296875
chr1	78592000	78594048	90.85099029541016
chr1	78665728	78667776	119.11893463134766
chr1	78712832	78714880	254.22470092773438
chr7	13197312	13199360	142.91329956054688
chr14	80941056	80943104	114.65043640136719
chr9	78385152	78387200	126.33837890625
chr9	78407680	78409728	125.3708724975586
chr13	78118912	78120960	97.15483093261719
chr5	40753152	40755200	215.8787384033203
chr5	40806400	40808448	159.35653686523438
chr6	50401280	50403328	121.19926452636719
chr6	50511872	50513920	108.31103515625
chr6	50593792	50595840	87.25841522216797
chr21	35350528	35352576	133.1824493408203
chr21	35475456	35477504	94.3259048461914
chr21	35481600	35483648	106.47349548339844
chr1	80697344	80699392	107.60423278808594
chr1	80865280	80867328	110.22966003417969
chr2	43825152	43827200	116.55085754394531
chr2	43841536	43843584	131.07144165039062
chr2	43843584	43845632	90.42269134521484
chr2	43849728	43851776	111.77848815917969
chr2	43902976	43905024	119.63385009765625
chr22	49928192	49930240	99.99828338623047
chr18	38199296	38201344	92.6294174194336
chr18	38297600	38299648	88.6211929321289
chr8	92096512	92098560	89.14961242675781
chr12	56041472	56043520	147.21585083007812
chr12	56342528	56344576	97.73750305175781
chr12	56520704	56522752	105.55516052246094
chr12	56555520	56557568	132.12037658691406
chr12	56723456	56725504	95.04723358154297
chr12	56725504	56727552	105.6894302368164
chr12	56752128	56754176	86.64192199707031
chr12	80257024	80259072	157.42138671875
chr12	80318464	80320512	114.82672119140625
chr12	80328704	80330752	105.57991790771484
chr12	80420864	80422912	88.45000457763672
chr12	80779264	80781312	161.88455200195312
chr3	150759424	150761472	141.71847534179688
chr5	34961408	34963456	116.53458404541016
chr5	35026944	35028992	109.2259750366211
chr5	35135488	35137536	89.008544921875
chr10	23066624	23068672	215.99258422851562
chr10	23177216	23179264	153.06375122070312
chr20	10924032	10926080	145.2997283935547
chr2	201695232	201697280	155.37515258789062
chr2	201697280	201699328	254.24014282226562
chr2	201709568	201711616	142.8646240234375
chr2	201750528	201752576	93.32359313964844
chr2	201803776	201805824	166.49270629882812
chr2	201805824	201807872	141.10482788085938
chr2	202135552	202137600	110.41165924072266
chr2	202164224	202166272	101.95735168457031
chr14	79028224	79030272	93.46916198730469
chr14	79036416	79038464	97.35670471191406
chr14	79058944	79060992	90.64793395996094
chr5	165945344	165947392	213.55874633789062
chr5	166285312	166287360	88.06843566894531
chr5	166367232	166369280	148.63414001464844
chr20	18888704	18890752	127.58958435058594
chr1	94863360	94865408	120.0406265258789
chr1	95115264	95117312	124.8382339477539
chr1	95248384	95250432	106.84896087646484
chr8	17364992	17367040	113.4824447631836
chr2	48756736	48758784	210.0516357421875
chr2	48906240	48908288	174.68064880371094
chr15	96702464	96704512	92.69599914550781
chr15	97245184	97247232	91.89417266845703
chr8	42715136	42717184	119.35935974121094
chr8	42948608	42950656	85.77024841308594
chr8	43132928	43134976	122.509033203125
chr8	43145216	43147264	101.79414367675781
chr7	125456384	125458432	102.4212646484375
chr7	125540352	125542400	101.64601135253906
chr7	125839360	125841408	108.61595153808594
chr5	18278400	18280448	89.4177474975586
chr5	123117568	123119616	86.05086517333984
chr3	39383040	39385088	133.92965698242188
chr2	212738048	212740096	101.02227020263672
chr2	213215232	213217280	134.50277709960938
chr2	213223424	213225472	94.44155883789062
chr2	213286912	213288960	119.82877349853516
chr2	213288960	213291008	123.42098236083984
chr14	82851840	82853888	145.1332244873047
chr14	83046400	83048448	116.73939514160156
chr11	115429376	115431424	113.9666519165039
chr11	115513344	115515392	136.51048278808594
chr11	115517440	115519488	159.49720764160156
chr11	115621888	115623936	197.9766387939453
chr11	115679232	115681280	148.22958374023438
chr11	115816448	115818496	156.04762268066406
chr7	104157184	104159232	206.6685333251953
chr7	104206336	104208384	157.11923217773438
chr7	104382464	104384512	90.86791229248047
chr7	104435712	104437760	100.35832214355469
chr7	104630272	104632320	94.47978210449219
chr1	171141120	171143168	166.33128356933594
chr1	171284480	171286528	161.06178283691406
chr1	171292672	171294720	179.11053466796875
chr1	171294720	171296768	171.06378173828125
chr17	8380416	8382464	111.0781478881836
chr6	24653824	24655872	104.20890808105469
chr6	24741888	24743936	109.95079040527344
chr12	60495872	60497920	97.57423400878906
chr12	60694528	60696576	86.70638275146484
chr2	25249792	25251840	125.80364990234375
chr2	25698304	25700352	111.00202941894531
chr1	39669760	39671808	107.96470642089844
chr1	39671808	39673856	93.07144927978516
chr1	39710720	39712768	87.73780822753906
chr1	39845888	39847936	117.92207336425781
chr1	40087552	40089600	126.70262145996094
chr1	40089600	40091648	140.56358337402344
chr1	40091648	40093696	114.74824523925781
chr1	40314880	40316928	94.64667510986328
chr1	40337408	40339456	169.32301330566406
