chrom	start	end	others_Shap
chr8	136247296	136249344	4.862053871154785
chr8	136312832	136314880	3.372267246246338
chr8	136335360	136337408	3.5738041400909424
chr8	136411136	136413184	12.2604341506958
chr1	23717888	23719936	2.7972288131713867
chr1	23767040	23769088	2.7242894172668457
chr1	23912448	23914496	2.702519416809082
chr22	45277184	45279232	6.6208086013793945
chr22	45279232	45281280	2.7461061477661133
chr4	25364480	25366528	7.935142517089844
chr4	164804608	164806656	3.6919517517089844
chr4	164853760	164855808	3.9767849445343018
chr4	164929536	164931584	4.087381362915039
chr4	164954112	164956160	6.255550384521484
chr1	158791680	158793728	8.321443557739258
chr1	158801920	158803968	5.804121971130371
chr1	158996480	158998528	2.790151357650757
chr1	159082496	159084544	2.834991693496704
chr4	17461248	17463296	3.4424984455108643
chr4	17750016	17752064	5.168688774108887
chr1	15562752	15564800	4.16039514541626
chr1	15564800	15566848	2.7951560020446777
chrX	118093824	118095872	4.217443466186523
chrX	118224896	118226944	6.594569206237793
chrX	118228992	118231040	12.681771278381348
chrX	118339584	118341632	3.1535451412200928
chrX	118349824	118351872	3.45530366897583
chr7	8343552	8345600	12.18366813659668
chr7	8353792	8355840	7.557564735412598
chr7	8361984	8364032	10.116106033325195
chr7	8382464	8384512	14.797160148620605
chr7	8400896	8402944	9.814543724060059
chr7	8462336	8464384	10.97001838684082
chr7	8529920	8531968	20.329753875732422
chr7	8652800	8654848	10.370293617248535
chr7	8658944	8660992	10.75859260559082
chr7	8693760	8695808	10.079832077026367
chr7	8765440	8767488	7.797328948974609
chrX	110508032	110510080	6.794700622558594
chrX	110862336	110864384	4.3892822265625
chrX	110931968	110934016	7.218935966491699
chrX	110946304	110948352	3.920919418334961
chrX	110972928	110974976	6.859882354736328
chr2	197937152	197939200	3.110999345779419
chr2	198041600	198043648	3.803196430206299
chr2	198125568	198127616	5.132643222808838
chr2	198406144	198408192	4.623696804046631
chr2	198430720	198432768	6.811747074127197
chr2	198658048	198660096	12.985113143920898
chrX	138006528	138008576	6.062350273132324
chrX	138321920	138323968	6.607244968414307
chrX	138487808	138489856	18.22337532043457
chrX	138522624	138524672	20.60041618347168
chrX	138565632	138567680	7.919323921203613
chrX	138633216	138635264	7.760842800140381
chrX	138692608	138694656	8.973676681518555
chr7	113004544	113006592	2.8106446266174316
chr7	113446912	113448960	3.9920554161071777
chr7	113475584	113477632	4.946298122406006
chr7	113483776	113485824	6.788748264312744
chr7	113504256	113506304	13.207362174987793
chr7	113557504	113559552	6.264330863952637
chr7	113580032	113582080	6.35794734954834
chr7	113670144	113672192	5.898019790649414
chr7	113686528	113688576	4.131333351135254
chr7	113696768	113698816	6.495845794677734
chr7	78006272	78008320	11.734161376953125
chr7	78137344	78139392	2.7434287071228027
chr1	179267584	179269632	2.846846103668213
chr1	179490816	179492864	5.124232769012451
chr1	179619840	179621888	3.5638911724090576
chr1	179728384	179730432	8.409321784973145
chr1	179783680	179785728	4.3455305099487305
chr1	179787776	179789824	3.8793702125549316
chr1	179861504	179863552	3.7627854347229004
chr1	179863552	179865600	3.332700729370117
chrX	41955328	41957376	4.253914833068848
chrX	42018816	42020864	3.5320754051208496
chrX	42055680	42057728	11.314599990844727
chrX	42090496	42092544	14.264020919799805
chrX	42098688	42100736	11.307607650756836
chrX	42125312	42127360	5.912535667419434
chrX	42184704	42186752	8.88525676727295
chrX	42254336	42256384	19.144670486450195
chrX	42268672	42270720	24.626314163208008
chrX	42270720	42272768	10.342897415161133
chrX	42278912	42280960	8.978608131408691
chrX	42330112	42332160	9.478789329528809
chrX	42543104	42545152	8.078058242797852
chrX	42729472	42731520	20.66195297241211
chr12	31637504	31639552	5.308055877685547
chr12	31993856	31995904	3.9357845783233643
chr3	66260992	66263040	6.5642547607421875
chr3	66297856	66299904	7.896690368652344
chr16	23566336	23568384	3.526735782623291
chr16	23601152	23603200	3.3764851093292236
chr16	23621632	23623680	2.7639553546905518
chr16	23625728	23627776	2.8541932106018066
chr16	23689216	23691264	3.4039039611816406
chr16	23904256	23906304	7.168989658355713
chr16	24084480	24086528	3.946493148803711
chr16	24147968	24150016	10.628352165222168
chr16	24166400	24168448	6.028203010559082
chr16	24231936	24233984	7.28464412689209
chr16	24272896	24274944	9.680253028869629
chr16	24289280	24291328	21.28843879699707
chr16	24350720	24352768	7.665622711181641
chr16	24369152	24371200	11.749933242797852
chr16	24387584	24389632	13.341862678527832
chr9	120299520	120301568	6.592836856842041
chr9	120307712	120309760	7.1051025390625
chr9	120313856	120315904	5.24441385269165
chr9	120322048	120324096	4.142483711242676
chr9	120328192	120330240	7.372265815734863
chr9	120573952	120576000	4.518889427185059
chr9	121122816	121124864	3.057161331176758
chr5	22757376	22759424	4.214459419250488
chr5	23054336	23056384	6.995494842529297
chr5	23062528	23064576	11.666091918945312
chr5	23175168	23177216	5.915010929107666
chr5	23263232	23265280	8.16353988647461
chr5	23371776	23373824	8.609615325927734
chr5	23414784	23416832	21.446378707885742
chr5	23418880	23420928	7.45272970199585
chr5	23435264	23437312	8.767380714416504
chr6	131469312	131471360	5.498889446258545
chr6	131622912	131624960	4.623336315155029
chr6	131674112	131676160	2.773226499557495
chr6	131751936	131753984	2.740493059158325
chr4	46759936	46761984	13.739282608032227
chr4	46768128	46770176	6.751254081726074
chr4	46813184	46815232	4.666197299957275
chr4	47441920	47443968	2.685424327850342
chr4	47527936	47529984	5.891692638397217
chr10	130553856	130555904	9.39838695526123
chr10	130899968	130902016	7.478667259216309
chr10	131252224	131254272	7.947801113128662
chr10	131358720	131360768	7.027766227722168
chr10	131371008	131373056	9.91325569152832
chr10	131395584	131397632	6.058498382568359
chr10	131438592	131440640	5.94161319732666
chr6	90484736	90486784	3.4404938220977783
chr6	90548224	90550272	3.430457592010498
chr6	90566656	90568704	3.3247978687286377
chr6	90580992	90583040	2.8443069458007812
chr6	90683392	90685440	10.393773078918457
chr6	90724352	90726400	5.234984397888184
chr6	90773504	90775552	12.610223770141602
chr6	90796032	90798080	22.68223762512207
chr6	90845184	90847232	9.031453132629395
chr6	90896384	90898432	13.051603317260742
chr6	90898432	90900480	11.970792770385742
chr6	90996736	90998784	25.059288024902344
chr6	91072512	91074560	13.773356437683105
chr6	91090944	91092992	11.551187515258789
chr6	91113472	91115520	6.541014194488525
chr6	91136000	91138048	7.387312889099121
chr14	32253952	32256000	4.051706790924072
chr14	32473088	32475136	6.262850761413574
chr8	140240896	140242944	2.7075746059417725
chr8	140294144	140296192	3.3598885536193848
chr8	140578816	140580864	2.763794422149658
chr4	18505728	18507776	18.5145206451416
chr4	18565120	18567168	4.700327396392822
chr4	18681856	18683904	3.0984902381896973
chr4	18692096	18694144	3.977123260498047
chr4	18694144	18696192	3.0861217975616455
chr5	147554304	147556352	2.970586061477661
chr5	147572736	147574784	2.760958433151245
chr5	147787776	147789824	10.074833869934082
chr5	147810304	147812352	8.455007553100586
chr5	147851264	147853312	18.838180541992188
chr5	147929088	147931136	6.46060037612915
chr5	147953664	147955712	4.835117340087891
chr5	148019200	148021248	8.979804992675781
chr5	148066304	148068352	8.06705379486084
chr5	148154368	148156416	11.842265129089355
chr2	213760000	213762048	2.714134454727173
chr2	213770240	213772288	2.8443846702575684
chr7	104925184	104927232	3.35490345954895
chr7	105603072	105605120	5.798037052154541
chr7	105633792	105635840	2.756014823913574
chr7	105635840	105637888	4.292666912078857
chr7	105672704	105674752	3.695641040802002
chr7	105740288	105742336	3.660334825515747
chr10	62224384	62226432	2.9107067584991455
chr10	62347264	62349312	2.6903672218322754
chr10	62611456	62613504	3.339783191680908
chr10	62998528	63000576	11.036337852478027
chr20	22820864	22822912	16.199316024780273
chr20	22849536	22851584	10.004241943359375
chr20	23371776	23373824	2.864318370819092
chr17	53981184	53983232	10.40910530090332
chr17	54128640	54130688	3.6262869834899902
chr17	54267904	54269952	9.53099250793457
chr17	54452224	54454272	13.745689392089844
chr17	54652928	54654976	7.965888977050781
chr17	54673408	54675456	5.145413398742676
chr17	54814720	54816768	9.107057571411133
chr5	140726272	140728320	8.024053573608398
chr5	140814336	140816384	8.780632019042969
chr8	83625984	83628032	7.328102111816406
chr8	83660800	83662848	6.4359893798828125
chr8	83699712	83701760	4.24312686920166
chr8	83750912	83752960	5.115236282348633
chr8	83798016	83800064	2.9276857376098633
chr8	83826688	83828736	6.183670997619629
chr8	83933184	83935232	10.086305618286133
chr8	83961856	83963904	13.274833679199219
chr8	84029440	84031488	4.582672119140625
chr8	84123648	84125696	15.103830337524414
chr8	84125696	84127744	6.332026958465576
chr8	84162560	84164608	11.242315292358398
chr8	84314112	84316160	6.776714324951172
chr8	84406272	84408320	11.870369911193848
chr8	84441088	84443136	3.2936103343963623
chr8	84453376	84455424	8.693802833557129
chr8	84500480	84502528	7.284153938293457
chr12	79325184	79327232	8.341373443603516
chr11	114708480	114710528	5.609515190124512
chr11	114862080	114864128	5.708849906921387
chr11	114976768	114978816	4.246228218078613
chr11	115009536	115011584	3.8333427906036377
chr11	115052544	115054592	6.29959774017334
chr11	115066880	115068928	4.21608829498291
chr3	30019584	30021632	4.530510902404785
chr19	38944768	38946816	4.063297271728516
chr19	39444480	39446528	2.756030559539795
chr19	39587840	39589888	2.867745876312256
chr19	39669760	39671808	5.107725143432617
chr19	39763968	39766016	2.941629409790039
chr19	39835648	39837696	3.149263858795166
chr19	39839744	39841792	9.684487342834473
chr19	39841792	39843840	3.0930380821228027
chr14	83922944	83924992	17.20168113708496
chr14	84060160	84062208	2.706171989440918
chr14	84166656	84168704	6.864260673522949
chr14	84344832	84346880	5.572936058044434
chr4	46006272	46008320	16.6634521484375
chr4	46161920	46163968	6.499317169189453
chr4	46327808	46329856	12.826266288757324
chr4	46338048	46340096	15.79298210144043
chr4	46422016	46424064	4.819301128387451
chr4	46452736	46454784	9.98321533203125
chr4	46516224	46518272	6.552649021148682
chr4	46520320	46522368	10.911086082458496
chr4	46538752	46540800	11.263764381408691
chr4	46551040	46553088	11.485883712768555
chr4	46626816	46628864	9.223199844360352
chr4	46696448	46698496	12.358208656311035
chr4	46698496	46700544	16.098804473876953
chr4	46706688	46708736	16.834869384765625
chr11	20660224	20662272	18.818557739257812
chr11	20662272	20664320	6.791470527648926
chr11	20830208	20832256	12.575927734375
chr11	20832256	20834304	6.8285369873046875
chr11	20854784	20856832	5.678898811340332
chr11	20856832	20858880	6.804889678955078
chr11	20860928	20862976	3.06801700592041
chr11	21010432	21012480	7.656590461730957
chr11	21067776	21069824	7.2006731033325195
chr11	21084160	21086208	13.25603199005127
chr11	21143552	21145600	24.177663803100586
chr11	21266432	21268480	4.059880256652832
chr11	21284864	21286912	6.043845176696777
chr11	21334016	21336064	6.642070770263672
chr11	21417984	21420032	11.642451286315918
chr11	21463040	21465088	20.980789184570312
chr11	21469184	21471232	16.21315574645996
chr3	22073344	22075392	3.3147284984588623
chr3	22265856	22267904	20.440664291381836
chr3	22339584	22341632	5.8652729988098145
chr3	22368256	22370304	4.4250993728637695
chr3	22417408	22419456	13.693374633789062
chr3	22433792	22435840	18.679370880126953
chr7	123877376	123879424	8.381147384643555
chr7	124039168	124041216	9.212599754333496
chr7	124209152	124211200	4.080963611602783
chr7	124506112	124508160	12.486600875854492
chr7	124540928	124542976	9.398542404174805
chr7	124563456	124565504	13.719398498535156
chr7	124606464	124608512	13.021699905395508
chr7	124653568	124655616	5.7259931564331055
chr7	124672000	124674048	11.179619789123535
chr11	23535616	23537664	2.847510814666748
chr6	133167104	133169152	5.531100749969482
chr6	133302272	133304320	9.001137733459473
chr6	133314560	133316608	3.5453269481658936
chr6	133562368	133564416	3.278223752975464
chr6	133965824	133967872	5.1688618659973145
chr1	246589440	246591488	2.7439894676208496
chr1	246609920	246611968	2.8268628120422363
chr1	246622208	246624256	3.354790210723877
chr1	246657024	246659072	2.7675349712371826
chr1	247183360	247185408	3.039788246154785
chr1	247189504	247191552	6.155450344085693
chrX	130213888	130215936	3.7685317993164062
chrX	130410496	130412544	5.037102699279785
chrX	130461696	130463744	6.015161991119385
chr2	98584576	98586624	3.068215847015381
chr5	89888768	89890816	7.378434658050537
chr5	90079232	90081280	5.827081680297852
chr5	90155008	90157056	13.0955171585083
chr5	90171392	90173440	17.319965362548828
chr5	90216448	90218496	10.169093132019043
chr5	90341376	90343424	8.648747444152832
chr5	90355712	90357760	8.452287673950195
chr5	90359808	90361856	2.857644557952881
chr5	90603520	90605568	13.171109199523926
chr5	90691584	90693632	7.328372955322266
chr18	8554496	8556544	7.563066005706787
chr18	8562688	8564736	14.492899894714355
chr18	8566784	8568832	5.139615058898926
chr18	8595456	8597504	3.1555089950561523
chr18	8597504	8599552	6.344945907592773
chrX	85102592	85104640	4.253671169281006
chrX	85428224	85430272	9.17311954498291
chrX	85542912	85544960	7.1692705154418945
chr11	97079296	97081344	17.39511489868164
chr11	97275904	97277952	8.743200302124023
chr11	97316864	97318912	16.062496185302734
chr3	30771200	30773248	2.9239771366119385
chr3	30773248	30775296	3.5735390186309814
chr3	30906368	30908416	4.01804780960083
chr7	40069120	40071168	2.6815574169158936
chr7	40132608	40134656	3.4982078075408936
chr7	40192000	40194048	3.5274415016174316
chr7	40204288	40206336	4.182652473449707
chr7	40232960	40235008	4.681977272033691
chr7	40484864	40486912	4.914337635040283
chr7	40499200	40501248	5.1926727294921875
chr2	155957248	155959296	8.886063575744629
chr2	156033024	156035072	3.360935926437378
chr2	156131328	156133376	4.364058971405029
chr2	156424192	156426240	3.0847182273864746
chr2	156764160	156766208	3.380465030670166
chr4	129480704	129482752	6.729639530181885
chr4	129607680	129609728	10.647931098937988
chr5	83685376	83687424	3.05244779586792
chr12	97302528	97304576	9.01655387878418
chr12	97357824	97359872	11.958429336547852
chr12	97423360	97425408	5.965399742126465
chr12	97460224	97462272	6.633807182312012
chr12	97492992	97495040	9.633406639099121
chr12	97538048	97540096	13.922151565551758
chr12	97552384	97554432	20.23279571533203
chr12	97660928	97662976	8.243793487548828
chr12	97681408	97683456	7.966423034667969
chr12	97845248	97847296	10.591156005859375
chr12	97931264	97933312	6.831678867340088
chr12	97972224	97974272	11.614343643188477
chr12	98021376	98023424	5.3635573387146
chr12	98095104	98097152	5.621546745300293
chr12	98189312	98191360	5.0785932540893555
chrX	20097024	20099072	4.0217461585998535
chrX	20164608	20166656	2.72874116897583
chr5	179793920	179795968	3.2739367485046387
chr5	179820544	179822592	3.193009614944458
chr5	180058112	180060160	10.545973777770996
chr5	180076544	180078592	6.800541877746582
chr5	180316160	180318208	4.761248588562012
chr4	87470080	87472128	2.9324123859405518
chr4	87474176	87476224	2.883570671081543
chr4	87656448	87658496	3.765068531036377
chr6	51924992	51927040	16.282941818237305
chr6	52000768	52002816	4.742933750152588
chr6	52101120	52103168	5.331758975982666
chr6	52113408	52115456	5.161214828491211
chr6	52117504	52119552	6.9941911697387695
chr6	52174848	52176896	5.375564098358154
chr6	52451328	52453376	3.498826265335083
chr6	52453376	52455424	3.6257500648498535
chr1	71088128	71090176	5.517873764038086
chr5	93935616	93937664	2.8936970233917236
chr5	94312448	94314496	4.1030731201171875
chr5	151044096	151046144	3.332508087158203
chr5	151230464	151232512	3.294701337814331
chr5	151316480	151318528	4.428345680236816
chr14	89044992	89047040	2.8948071002960205
chr7	108904448	108906496	16.70560073852539
chr7	108996608	108998656	8.236783027648926
chr7	109072384	109074432	22.817079544067383
chr7	109080576	109082624	8.499410629272461
chr7	109176832	109178880	13.831985473632812
chr7	109287424	109289472	7.676225185394287
chr7	109361152	109363200	10.047310829162598
chr7	109592576	109594624	8.119974136352539
chr7	109756416	109758464	6.213079452514648
chr4	75212800	75214848	8.233108520507812
chr4	75339776	75341824	12.209635734558105
chr4	75356160	75358208	9.741415023803711
chr4	75661312	75663360	3.2609081268310547
chr4	75663360	75665408	3.0104997158050537
chr4	75677696	75679744	3.610405445098877
chr4	75800576	75802624	3.252941131591797
chr4	75802624	75804672	2.788327693939209
chrX	5373952	5376000	14.491862297058105
chrX	5390336	5392384	8.033215522766113
chrX	5502976	5505024	6.080810070037842
chrX	5582848	5584896	16.617496490478516
chrX	5623808	5625856	15.108526229858398
chrX	5746688	5748736	20.185638427734375
chrX	5810176	5812224	15.587809562683105
chrX	6107136	6109184	12.80622673034668
chrX	6148096	6150144	8.77898120880127
chr11	83007488	83009536	3.3049538135528564
chr11	83122176	83124224	3.313204526901245
chr11	83273728	83275776	6.455954074859619
chr11	83316736	83318784	7.209009647369385
chr11	83451904	83453952	9.51015853881836
chr11	83492864	83494912	7.727358818054199
chr11	83585024	83587072	4.487277030944824
chr11	83718144	83720192	7.465763092041016
chr11	83736576	83738624	3.7233474254608154
chr11	37181440	37183488	11.437175750732422
chr11	37187584	37189632	9.455537796020508
chr11	37218304	37220352	15.303789138793945
chr10	106952704	106954752	10.006399154663086
chr10	107130880	107132928	9.237004280090332
chr10	107522048	107524096	6.413987159729004
chr10	107618304	107620352	5.5684943199157715
chr10	107651072	107653120	5.71404504776001
chr10	107683840	107685888	10.7172269821167
chr10	107796480	107798528	7.5003342628479
chr10	107868160	107870208	4.077063083648682
chr8	140044288	140046336	3.1892800331115723
chr8	140075008	140077056	3.906294584274292
chr8	140556288	140558336	3.146305561065674
chr8	140558336	140560384	3.10377836227417
chr8	140695552	140697600	3.4731032848358154
chr8	140697600	140699648	2.691697359085083
chr8	140738560	140740608	2.8531360626220703
chr15	76969984	76972032	3.611734390258789
chr15	77049856	77051904	3.1756980419158936
chr1	220096512	220098560	3.419100284576416
chr1	220100608	220102656	2.839480400085449
chr1	220131328	220133376	4.213103771209717
chr1	220579840	220581888	4.493616104125977
chr1	220610560	220612608	5.725524425506592
chr11	18102272	18104320	3.727339506149292
chr11	18116608	18118656	5.609096527099609
chr11	18216960	18219008	4.105642795562744
chr13	75579392	75581440	2.8503055572509766
chr13	75589632	75591680	5.1373066902160645
chr13	75644928	75646976	3.068697690963745
chr13	75651072	75653120	3.4580001831054688
chr13	75679744	75681792	2.839773416519165
chr13	75712512	75714560	3.1568307876586914
chr13	75761664	75763712	2.7010865211486816
chr13	75794432	75796480	4.156599044799805
chr13	75804672	75806720	3.264820098876953
chr13	75829248	75831296	4.916574001312256
chr13	76034048	76036096	9.15364933013916
chr13	76105728	76107776	5.471377849578857
chr13	76279808	76281856	3.9713470935821533
chr13	76392448	76394496	5.604328155517578
chr13	76394496	76396544	4.447338581085205
chr12	2652160	2654208	4.779371738433838
chr12	2689024	2691072	6.521002769470215
chrX	116744192	116746240	11.4935884475708
chrX	116756480	116758528	7.459593296051025
chrX	116758528	116760576	9.564007759094238
chrX	116826112	116828160	3.7340025901794434
chrX	116867072	116869120	3.916334867477417
chrX	116873216	116875264	5.379797458648682
chrX	117536768	117538816	11.562788009643555
chr12	2959360	2961408	3.5264503955841064
chr12	3082240	3084288	3.357741594314575
chr12	3198976	3201024	2.763230085372925
chr12	3223552	3225600	2.8885788917541504
chr12	3270656	3272704	2.7570278644561768
chr12	3323904	3325952	7.168021202087402
chr12	3366912	3368960	4.878485679626465
chr12	3432448	3434496	10.611379623413086
chr12	3563520	3565568	4.0023393630981445
chr17	27709440	27711488	11.191298484802246
chr17	27783168	27785216	6.824255466461182
chr20	13223936	13225984	11.520231246948242
chr20	13250560	13252608	9.337127685546875
chr20	13785088	13787136	3.312835693359375
chr20	13996032	13998080	7.8305511474609375
chr13	76515328	76517376	3.2725918292999268
chr7	104407040	104409088	4.984633445739746
chr7	104517632	104519680	4.827180862426758
chr7	104568832	104570880	6.656442165374756
chr7	104640512	104642560	11.51815128326416
chr7	104790016	104792064	12.139761924743652
chr7	104826880	104828928	7.664453029632568
chr7	104837120	104839168	7.076592922210693
chr7	104947712	104949760	4.743420600891113
chr7	104949760	104951808	3.112412929534912
chr7	105052160	105054208	2.739361524581909
chr7	105076736	105078784	3.5020148754119873
chr7	105086976	105089024	3.6518661975860596
chr5	81145856	81147904	3.4496235847473145
chr5	81180672	81182720	5.4717912673950195
chr2	54675456	54677504	3.4170467853546143
chr4	136181760	136183808	5.118736743927002
chr4	136202240	136204288	8.980308532714844
chr4	136306688	136308736	11.274801254272461
chr4	136708096	136710144	14.948285102844238
chr4	136800256	136802304	11.548738479614258
chr4	136822784	136824832	7.692596435546875
chr4	136837120	136839168	11.387224197387695
chr4	136882176	136884224	5.926168918609619
chr7	133419008	133421056	2.749192714691162
chr15	52912128	52914176	15.589848518371582
chr15	52951040	52953088	5.671306610107422
chr15	52989952	52992000	3.751574993133545
chr15	53049344	53051392	5.150028705596924
chr15	53051392	53053440	6.333237648010254
chr15	53399552	53401600	10.037322998046875
chr15	53424128	53426176	4.474194049835205
chr15	53440512	53442560	4.792203903198242
chr15	53504000	53506048	4.46676778793335
chr15	53536768	53538816	8.317670822143555
chr15	53573632	53575680	5.284914970397949
chr15	53579776	53581824	4.678488731384277
chr15	53655552	53657600	13.1845064163208
chr15	53676032	53678080	13.395441055297852
chr15	53721088	53723136	4.856109619140625
chr7	115476480	115478528	4.620710372924805
chr6	37023744	37025792	3.2196273803710938
chr6	37177344	37179392	2.978743314743042
chr6	37259264	37261312	2.788794994354248
chr6	37826560	37828608	3.5966804027557373
chr6	37857280	37859328	5.497817039489746
chr5	118409216	118411264	10.629851341247559
chr5	118446080	118448128	7.469283103942871
chr5	118448128	118450176	7.178281307220459
chr5	118466560	118468608	7.450891971588135
chr5	118484992	118487040	5.682552814483643
chr5	118552576	118554624	9.932291030883789
chr5	118683648	118685696	4.002696514129639
chr5	118763520	118765568	9.097341537475586
chr5	118790144	118792192	3.2752368450164795
chr1	171837440	171839488	4.526185035705566
