chrom	start	end	others_Shap
chr1	15599616	15601664	-9.657848358154297
chr1	15622144	15624192	-8.701945304870605
chr1	15636480	15638528	-12.964756965637207
chr1	15642624	15644672	-10.625055313110352
chr1	15659008	15661056	-7.351873874664307
chr1	15699968	15702016	-7.831245422363281
chr1	15718400	15720448	-6.9293670654296875
chr1	15755264	15757312	-16.385845184326172
chr1	15777792	15779840	-6.817464351654053
chrX	118372352	118374400	-6.796274662017822
chrX	118380544	118382592	-7.805783271789551
chrX	118398976	118401024	-9.075868606567383
chrX	118405120	118407168	-9.161971092224121
chrX	118437888	118439936	-6.496818542480469
chrX	118558720	118560768	-10.455367088317871
chrX	118591488	118593536	-9.174394607543945
chrX	118609920	118611968	-9.732030868530273
chrX	118648832	118650880	-12.33561897277832
chr4	134658048	134660096	-7.831418514251709
chr4	134871040	134873088	-10.892341613769531
chr7	7956480	7958528	-6.815699577331543
chr7	7972864	7974912	-8.96114444732666
chr7	7997440	7999488	-6.889321804046631
chr7	8052736	8054784	-8.105498313903809
chr7	8073216	8075264	-9.711912155151367
chr7	8077312	8079360	-6.581378936767578
chr7	8089600	8091648	-6.46527624130249
chr7	8091648	8093696	-7.585076332092285
chr7	8181760	8183808	-8.942216873168945
chrX	110204928	110206976	-16.093143463134766
chrX	110206976	110209024	-12.501907348632812
chrX	110215168	110217216	-7.976509094238281
chrX	110270464	110272512	-6.866123199462891
chrX	110274560	110276608	-6.8716230392456055
chrX	110360576	110362624	-7.713980197906494
chrX	110362624	110364672	-7.291057586669922
chrX	110366720	110368768	-7.194620609283447
chr2	197824512	197826560	-6.493645668029785
chr2	197851136	197853184	-8.949189186096191
chr2	198305792	198307840	-14.225062370300293
chr7	112906240	112908288	-8.986617088317871
chr7	112926720	112928768	-6.573451995849609
chr7	112934912	112936960	-24.015064239501953
chr7	112939008	112941056	-14.999786376953125
chr7	112963584	112965632	-13.139439582824707
chr7	112969728	112971776	-7.00723123550415
chr7	113113088	113115136	-11.3469820022583
chr7	77864960	77867008	-7.0635175704956055
chr7	77893632	77895680	-9.452553749084473
chr7	77924352	77926400	-11.109830856323242
chr17	28751872	28753920	-7.160559177398682
chr17	28758016	28760064	-7.536796569824219
chr17	28778496	28780544	-9.859197616577148
chr17	28784640	28786688	-9.409101486206055
chr17	28792832	28794880	-10.746509552001953
chr17	28817408	28819456	-7.307941436767578
chr17	28819456	28821504	-8.095534324645996
chr17	28835840	28837888	-9.169759750366211
chr17	28837888	28839936	-8.182291030883789
chr17	28841984	28844032	-15.483261108398438
chr17	28895232	28897280	-13.259007453918457
chr17	28907520	28909568	-10.183082580566406
chr17	28928000	28930048	-8.90873908996582
chr17	29032448	29034496	-7.557071685791016
chr17	29122560	29124608	-10.36552619934082
chr1	179154944	179156992	-17.382917404174805
chr1	179279872	179281920	-7.9240264892578125
chr1	179304448	179306496	-11.12178897857666
chr1	179318784	179320832	-8.645014762878418
chr1	179357696	179359744	-12.727760314941406
chr1	179849216	179851264	-15.184109687805176
chr1	179865600	179867648	-6.7248358726501465
chr1	179877888	179879936	-18.1019287109375
chr1	179902464	179904512	-12.96428394317627
chr1	179910656	179912704	-7.312808990478516
chr1	179929088	179931136	-10.432677268981934
chr1	179941376	179943424	-12.855474472045898
chr1	179974144	179976192	-12.255081176757812
chr12	31506432	31508480	-6.906437873840332
chr12	31631360	31633408	-6.502590179443359
chr12	32112640	32114688	-9.971246719360352
chr3	65863680	65865728	-10.080634117126465
chr3	65873920	65875968	-11.42613410949707
chr3	65994752	65996800	-8.981905937194824
chr3	66224128	66226176	-12.126290321350098
chr16	23511040	23513088	-14.487058639526367
chr16	23523328	23525376	-14.500531196594238
chr16	23537664	23539712	-9.432779312133789
chr16	23543808	23545856	-9.456684112548828
chr16	23568384	23570432	-19.69809341430664
chr16	23588864	23590912	-11.480314254760742
chr16	23627776	23629824	-7.768311500549316
chr16	23631872	23633920	-15.662139892578125
chr16	23654400	23656448	-22.760385513305664
chr16	23695360	23697408	-11.964824676513672
chr16	23699456	23701504	-7.391639709472656
chr9	120625152	120627200	-19.602519989013672
chr9	120682496	120684544	-7.469803810119629
chr9	120694784	120696832	-8.707132339477539
chr9	120733696	120735744	-11.6536283493042
chr9	120786944	120788992	-10.387154579162598
chr9	120860672	120862720	-8.07186508178711
chr9	120905728	120907776	-10.066537857055664
chr9	120950784	120952832	-7.797341823577881
chr9	121012224	121014272	-6.799042701721191
chr6	131592192	131594240	-8.144140243530273
chr6	131594240	131596288	-11.120201110839844
chr6	131598336	131600384	-11.793609619140625
chr6	131600384	131602432	-17.942459106445312
chr6	131618816	131620864	-9.717812538146973
chr6	131715072	131717120	-8.95386028289795
chr6	131866624	131868672	-6.8076043128967285
chr6	131889152	131891200	-7.496207237243652
chr6	131917824	131919872	-10.340269088745117
chr6	131997696	131999744	-6.821054935455322
chr4	47458304	47460352	-6.687007904052734
chr4	47486976	47489024	-16.680376052856445
chr4	47489024	47491072	-8.72614574432373
chr4	47493120	47495168	-13.519325256347656
chr4	47564800	47566848	-6.8760809898376465
chr4	47632384	47634432	-7.7181220054626465
chr6	90517504	90519552	-10.275476455688477
chr6	90537984	90540032	-7.299583435058594
chr6	90544128	90546176	-10.809521675109863
chr6	90560512	90562560	-9.354602813720703
chr6	90576896	90578944	-14.009017944335938
chr6	90591232	90593280	-12.212736129760742
chr6	90595328	90597376	-6.484777927398682
chr14	31897600	31899648	-6.570121765136719
chr14	31938560	31940608	-6.89656925201416
chr14	32086016	32088064	-8.490257263183594
chr8	140425216	140427264	-6.628884792327881
chr8	140439552	140441600	-7.0808234214782715
chr8	140441600	140443648	-6.864282131195068
chr8	140457984	140460032	-6.300702095031738
chr8	140505088	140507136	-17.847652435302734
chr8	140511232	140513280	-10.138625144958496
chr8	140535808	140537856	-6.592120170593262
chr8	140636160	140638208	-9.416509628295898
chr4	19161088	19163136	-7.6178717613220215
chr5	147384320	147386368	-12.271768569946289
chr5	147415040	147417088	-8.732444763183594
chr5	147427328	147429376	-7.425938606262207
chr5	147431424	147433472	-15.162419319152832
chr5	147435520	147437568	-14.62085247039795
chr5	147482624	147484672	-23.858257293701172
chr5	147488768	147490816	-11.565885543823242
chr2	213762048	213764096	-9.657925605773926
chr2	213800960	213803008	-18.685176849365234
chr7	105054208	105056256	-19.622297286987305
chr7	105072640	105074688	-16.25140380859375
chr7	105078784	105080832	-30.40399742126465
chr7	105084928	105086976	-19.093591690063477
chr7	105123840	105125888	-13.596708297729492
chr7	105162752	105164800	-13.085307121276855
chr7	105168896	105170944	-12.176164627075195
chr7	105170944	105172992	-16.771873474121094
chr7	105209856	105211904	-13.99731159210205
chr7	105537536	105539584	-8.775851249694824
chr7	105543680	105545728	-9.329632759094238
chr7	105553920	105555968	-10.436124801635742
chr7	105584640	105586688	-6.981700897216797
chr10	62183424	62185472	-11.56828498840332
chr10	62232576	62234624	-10.586872100830078
chr10	62251008	62253056	-9.830663681030273
chr10	62263296	62265344	-6.50186014175415
chr10	62265344	62267392	-7.740472316741943
chr10	62269440	62271488	-8.147218704223633
chr10	62273536	62275584	-14.777307510375977
chr10	62294016	62296064	-10.226755142211914
chr10	62298112	62300160	-14.8944673538208
chr10	62371840	62373888	-13.68206787109375
chr10	62384128	62386176	-7.223668575286865
chr10	62402560	62404608	-8.138460159301758
chr10	62408704	62410752	-13.10749340057373
chr10	62420992	62423040	-12.423606872558594
chr10	62427136	62429184	-9.26801872253418
chr10	62457856	62459904	-8.393205642700195
chr20	23085056	23087104	-7.096388339996338
chr20	23107584	23109632	-11.972528457641602
chr20	23330816	23332864	-14.344263076782227
chr20	23390208	23392256	-8.021196365356445
chr20	23396352	23398400	-8.596109390258789
chr20	23408640	23410688	-6.726603031158447
chr20	23416832	23418880	-14.413263320922852
chr5	140107776	140109824	-7.0507025718688965
chr5	140136448	140138496	-7.441139221191406
chr5	140152832	140154880	-14.710248947143555
chr5	140251136	140253184	-7.247537136077881
chr5	140261376	140263424	-7.943099021911621
chr5	140281856	140283904	-7.300923824310303
chr5	140283904	140285952	-9.032269477844238
chr5	140410880	140412928	-7.3495612144470215
chr5	140445696	140447744	-13.322107315063477
chr5	140505088	140507136	-8.117353439331055
chr5	140525568	140527616	-8.413192749023438
chr5	140546048	140548096	-15.469573974609375
chr5	140558336	140560384	-11.868524551391602
chr5	140566528	140568576	-9.366266250610352
chr5	140613632	140615680	-13.76148509979248
chr5	140642304	140644352	-23.602161407470703
chr5	140656640	140658688	-15.273015975952148
chr18	35078144	35080192	-7.681421756744385
chr18	35082240	35084288	-8.047533988952637
chr18	35235840	35237888	-8.116120338439941
chr18	35307520	35309568	-6.95242166519165
chr18	35313664	35315712	-7.48177433013916
chr18	35344384	35346432	-10.024995803833008
chr18	35348480	35350528	-11.421120643615723
chr18	35350528	35352576	-6.726670742034912
chr11	127596544	127598592	-6.302303791046143
chr11	127993856	127995904	-9.241442680358887
chr11	128024576	128026624	-9.517141342163086
chr11	128321536	128323584	-8.211130142211914
chr11	128360448	128362496	-7.406651496887207
chr11	128368640	128370688	-14.455365180969238
chr11	114362368	114364416	-15.798151016235352
chr11	114372608	114374656	-11.988262176513672
chr11	114374656	114376704	-16.01935577392578
chr11	114378752	114380800	-8.976728439331055
chr11	114407424	114409472	-10.769859313964844
chr11	114415616	114417664	-12.964004516601562
chr11	114466816	114468864	-9.402143478393555
chr11	114483200	114485248	-9.013957977294922
chr3	29300736	29302784	-13.141650199890137
chr3	29310976	29313024	-6.798882961273193
chr3	29425664	29427712	-8.489356994628906
chr19	39018496	39020544	-7.758519649505615
chr19	39073792	39075840	-6.320401191711426
chr19	39145472	39147520	-9.047673225402832
chr19	39151616	39153664	-8.346578598022461
chr19	39346176	39348224	-10.767311096191406
chr19	39434240	39436288	-7.062928199768066
chr19	39542784	39544832	-9.982345581054688
chr19	39909376	39911424	-7.499986171722412
chr3	21561344	21563392	-7.933311462402344
chr3	21608448	21610496	-8.984331130981445
chr3	21639168	21641216	-8.718033790588379
chr3	21651456	21653504	-10.109787940979004
chr3	21657600	21659648	-14.983972549438477
chr3	21706752	21708800	-13.240835189819336
chr3	21792768	21794816	-15.590136528015137
chr3	21807104	21809152	-8.225095748901367
chr3	21862400	21864448	-7.8256683349609375
chr11	23377920	23379968	-7.125434875488281
chr11	23533568	23535616	-15.332071304321289
chr6	133574656	133576704	-10.615224838256836
chr6	133588992	133591040	-11.054248809814453
chr6	133632000	133634048	-8.44969367980957
chr6	133640192	133642240	-8.368627548217773
chr6	133652480	133654528	-6.892777919769287
chr6	133668864	133670912	-7.81470251083374
chr6	133695488	133697536	-7.1696295738220215
chr6	133697536	133699584	-10.616521835327148
chr6	133732352	133734400	-11.998388290405273
chr6	133740544	133742592	-6.333014965057373
chr6	133761024	133763072	-8.713653564453125
chr6	133763072	133765120	-7.450400352478027
chr6	133810176	133812224	-7.2185821533203125
chr1	246489088	246491136	-9.585306167602539
chr1	246552576	246554624	-7.146787166595459
chr1	246554624	246556672	-6.830573081970215
chr1	246568960	246571008	-7.0193047523498535
chr1	246595584	246597632	-8.685518264770508
chr1	246597632	246599680	-8.767234802246094
chr1	246599680	246601728	-9.975846290588379
chr1	246616064	246618112	-19.232154846191406
chr1	246642688	246644736	-10.671205520629883
chr1	246650880	246652928	-18.441852569580078
chr1	246652928	246654976	-7.192140102386475
chr1	246659072	246661120	-11.991732597351074
chr1	246671360	246673408	-7.460394382476807
chr1	246673408	246675456	-8.036654472351074
chr1	246722560	246724608	-8.578789710998535
chr1	246788096	246790144	-8.311667442321777
chr1	246857728	246859776	-14.233728408813477
chr1	246884352	246886400	-16.729005813598633
chrX	130164736	130166784	-12.850500106811523
chrX	130191360	130193408	-7.694117546081543
chrX	130207744	130209792	-10.909235000610352
chrX	130224128	130226176	-9.394891738891602
chrX	130226176	130228224	-6.875584602355957
chrX	130240512	130242560	-12.170060157775879
chrX	130242560	130244608	-8.551365852355957
chr2	98603008	98605056	-12.810755729675293
chr2	98605056	98607104	-13.377284049987793
chr2	99160064	99162112	-11.520550727844238
chr2	99164160	99166208	-9.375909805297852
chr5	90400768	90402816	-7.253495693206787
chr5	90464256	90466304	-13.739863395690918
chr5	90476544	90478592	-10.75886344909668
chr5	90482688	90484736	-8.615699768066406
chr18	8472576	8474624	-7.811073303222656
chr18	8603648	8605696	-8.086442947387695
chr18	8648704	8650752	-9.16186237335205
chr18	8660992	8663040	-8.632997512817383
chr18	8761344	8763392	-6.7878828048706055
chr18	8771584	8773632	-8.150348663330078
chr18	8822784	8824832	-7.933388710021973
chrX	85952512	85954560	-13.62128734588623
chrX	85972992	85975040	-7.995469570159912
chrX	86050816	86052864	-8.542832374572754
chr3	30318592	30320640	-7.31737756729126
chr3	30453760	30455808	-6.421416282653809
chr3	30529536	30531584	-6.5058770179748535
chr3	30560256	30562304	-10.118380546569824
chr7	39981056	39983104	-6.785150051116943
chr7	40009728	40011776	-11.486276626586914
chr7	40091648	40093696	-9.969182014465332
chr7	40138752	40140800	-15.165905952453613
chr7	40181760	40183808	-6.625490665435791
chr7	40183808	40185856	-15.954442024230957
chr2	156332032	156334080	-7.9909796714782715
chr2	156350464	156352512	-10.510096549987793
chr2	156411904	156413952	-11.780319213867188
chr2	156416000	156418048	-7.885659694671631
chr2	156428288	156430336	-6.766787052154541
chr2	156432384	156434432	-10.664812088012695
chr2	156465152	156467200	-6.928855895996094
chr2	156473344	156475392	-10.856935501098633
chr2	156497920	156499968	-7.590725898742676
chr2	156499968	156502016	-6.88277530670166
chr2	156522496	156524544	-18.69611167907715
chr2	156526592	156528640	-12.979968070983887
chr2	156532736	156534784	-7.740251064300537
chr2	156577792	156579840	-12.338338851928711
chr5	83539968	83542016	-9.557135581970215
chr5	83554304	83556352	-9.442936897277832
chr5	83568640	83570688	-7.4569830894470215
chr5	83572736	83574784	-9.604290008544922
chr5	83582976	83585024	-9.53635025024414
chr5	83587072	83589120	-10.243552207946777
chr5	83603456	83605504	-9.99024486541748
chr5	83640320	83642368	-16.110774993896484
chr5	83652608	83654656	-9.622060775756836
chr5	83671040	83673088	-7.107801914215088
chr5	68163584	68165632	-9.076882362365723
chr5	68171776	68173824	-10.066747665405273
chrX	19642368	19644416	-8.09498405456543
chrX	19650560	19652608	-8.765931129455566
chrX	19652608	19654656	-7.835078239440918
chrX	20121600	20123648	-12.47773265838623
chrX	20150272	20152320	-9.0805025100708
chrX	20172800	20174848	-16.3337345123291
chr5	179539968	179542016	-10.516322135925293
chr5	179560448	179562496	-9.14880657196045
chr5	179578880	179580928	-12.738385200500488
chr5	179595264	179597312	-10.289549827575684
chr5	179630080	179632128	-10.09443473815918
chr5	179646464	179648512	-6.846514701843262
chr5	179705856	179707904	-6.775051116943359
chr5	179726336	179728384	-10.674691200256348
chr5	179734528	179736576	-10.409457206726074
chr5	179765248	179767296	-6.924906253814697
chr5	179767296	179769344	-8.8115816116333
chr5	179787776	179789824	-12.592475891113281
chr5	179812352	179814400	-8.208524703979492
chr5	179836928	179838976	-14.852940559387207
chr5	179861504	179863552	-8.862096786499023
chr4	87232512	87234560	-8.761390686035156
chr4	87379968	87382016	-9.118936538696289
chr4	87414784	87416832	-11.558728218078613
chr4	87476224	87478272	-17.784717559814453
chr4	87482368	87484416	-10.082083702087402
chr6	52267008	52269056	-9.868817329406738
chr6	52279296	52281344	-8.482166290283203
chr6	52303872	52305920	-13.202319145202637
chr6	52312064	52314112	-11.054009437561035
chr6	52375552	52377600	-14.864270210266113
chr6	52402176	52404224	-9.469388961791992
chr6	52420608	52422656	-13.08732795715332
chr6	52455424	52457472	-12.204828262329102
chr6	52463616	52465664	-13.751469612121582
chr6	52482048	52484096	-9.026554107666016
chr6	52488192	52490240	-10.072237968444824
chr6	52529152	52531200	-12.608309745788574
chr6	52533248	52535296	-12.661714553833008
chr6	52547584	52549632	-9.765091896057129
chr6	52606976	52609024	-6.500622749328613
chr6	52609024	52611072	-7.572157382965088
chr6	52627456	52629504	-10.111956596374512
chr1	71004160	71006208	-6.323254585266113
chr1	71045120	71047168	-8.02658462524414
chr1	71073792	71075840	-16.238237380981445
chr1	71272448	71274496	-10.499017715454102
chr1	71370752	71372800	-7.062803745269775
chr5	93872128	93874176	-7.1704912185668945
chr5	94029824	94031872	-7.90326452255249
chr5	94044160	94046208	-11.34155559539795
chr5	150685696	150687744	-12.083223342895508
chr5	150724608	150726656	-14.040019035339355
chr5	150726656	150728704	-16.070255279541016
chr5	151027712	151029760	-7.958056449890137
chr5	151093248	151095296	-10.058037757873535
chr5	151119872	151121920	-11.79526424407959
chr5	151222272	151224320	-7.191430568695068
chr5	151638016	151640064	-10.459115982055664
chr14	89171968	89174016	-8.196072578430176
chr4	75507712	75509760	-20.817148208618164
chr4	75520000	75522048	-9.305264472961426
chr4	75526144	75528192	-9.304966926574707
chr4	75634688	75636736	-18.744340896606445
chr4	75646976	75649024	-17.744197845458984
chr4	75671552	75673600	-10.81973648071289
chr4	75692032	75694080	-11.06596851348877
chr4	75710464	75712512	-6.353604316711426
chr4	75765760	75767808	-12.395038604736328
chr11	82921472	82923520	-7.308321475982666
chr11	82931712	82933760	-8.56273078918457
chr11	82956288	82958336	-10.738712310791016
chr11	82980864	82982912	-7.854320526123047
chr11	82995200	82997248	-8.125398635864258
chr11	83044352	83046400	-8.859762191772461
chr11	83046400	83048448	-8.119301795959473
chr11	83066880	83068928	-7.9989013671875
chr11	83095552	83097600	-8.429133415222168
chr11	83116032	83118080	-14.503973007202148
chr11	83126272	83128320	-7.7808356285095215
chr11	83161088	83163136	-7.275221824645996
chr11	83163136	83165184	-14.97459888458252
chr11	83165184	83167232	-9.71066665649414
chr11	83171328	83173376	-10.845393180847168
chr11	83173376	83175424	-17.686527252197266
chr11	83185664	83187712	-7.040790557861328
chr11	83187712	83189760	-14.997110366821289
chr11	83230720	83232768	-12.532711029052734
chr11	83253248	83255296	-21.176883697509766
chr11	83257344	83259392	-9.012609481811523
chr11	83279872	83281920	-8.048367500305176
chr11	83777536	83779584	-26.164718627929688
chr8	140560384	140562432	-7.343803405761719
chr8	140597248	140599296	-7.182462215423584
chr8	140638208	140640256	-10.855560302734375
