chrom	start	end	other_smallRNA_Shap
chr10	102307840	102309888	-16.664817810058594
chr10	102311936	102313984	-10.017563819885254
chr10	102313984	102316032	-10.308530807495117
chr10	102320128	102322176	-11.081284523010254
chr10	102510592	102512640	-9.334897994995117
chr1	206432256	206434304	-8.936845779418945
chr1	206675968	206678016	-14.864629745483398
chr1	206680064	206682112	-22.350452423095703
chr1	206721024	206723072	-10.832294464111328
chr1	206813184	206815232	-9.982672691345215
chr1	206837760	206839808	-10.816533088684082
chr1	206845952	206848000	-11.743814468383789
chr1	206919680	206921728	-8.976905822753906
chr1	206985216	206987264	-9.053498268127441
chr1	207304704	207306752	-11.041607856750488
chr1	238516224	238518272	-9.003681182861328
chr1	238667776	238669824	-8.929340362548828
chr7	100063232	100065280	-15.52899169921875
chr7	100067328	100069376	-9.712654113769531
chr7	100515840	100517888	-9.686145782470703
chr7	100874240	100876288	-21.182735443115234
chr10	120475648	120477696	-10.33047103881836
chr10	120487936	120489984	-9.898995399475098
chr10	120555520	120557568	-12.303376197814941
chr10	52381696	52383744	-25.435352325439453
chr10	52391936	52393984	-20.47861099243164
chr10	52396032	52398080	-22.124088287353516
chr10	52400128	52402176	-23.618581771850586
chr10	52434944	52436992	-15.745081901550293
chr10	52445184	52447232	-15.545636177062988
chr10	52447232	52449280	-15.474626541137695
chr10	52463616	52465664	-25.82767105102539
chr10	52480000	52482048	-10.53587818145752
chr10	52502528	52504576	-32.717933654785156
chr10	52516864	52518912	-11.071619987487793
chr10	52525056	52527104	-16.58670425415039
chr10	52529152	52531200	-10.448951721191406
chr10	52576256	52578304	-9.05345344543457
chr10	52598784	52600832	-9.163915634155273
chr11	14344192	14346240	-19.210718154907227
chr11	14346240	14348288	-20.049823760986328
chr11	14350336	14352384	-19.058979034423828
chr11	14362624	14364672	-23.818607330322266
chr11	14368768	14370816	-13.908737182617188
chr11	14372864	14374912	-14.147976875305176
chr11	14383104	14385152	-27.922836303710938
chr11	14387200	14389248	-23.49515151977539
chr11	14391296	14393344	-9.266693115234375
chr11	14411776	14413824	-23.100231170654297
chr11	14415872	14417920	-10.706123352050781
chr11	14417920	14419968	-23.310087203979492
chr11	14458880	14460928	-18.726093292236328
chr11	14520320	14522368	-11.843194007873535
chr8	135602176	135604224	-15.371846199035645
chr1	23494656	23496704	-19.239639282226562
chr1	23570432	23572480	-9.165011405944824
chr1	23574528	23576576	-12.469709396362305
chr1	23576576	23578624	-9.896932601928711
chr1	23619584	23621632	-10.033286094665527
chr1	24266752	24268800	-9.163473129272461
chr22	45189120	45191168	-17.942523956298828
chr22	45217792	45219840	-11.878046989440918
chr22	45244416	45246464	-10.606218338012695
chr4	24971264	24973312	-12.57606029510498
chr4	25376768	25378816	-26.392650604248047
chr4	165222400	165224448	-9.996492385864258
chr4	165234688	165236736	-15.247278213500977
chr1	159164416	159166464	-12.729781150817871
chr1	159436800	159438848	-12.1420316696167
chr1	159469568	159471616	-8.847952842712402
chr1	159512576	159514624	-10.108038902282715
chr1	159655936	159657984	-10.187324523925781
chr4	17166336	17168384	-16.372526168823242
chr4	17192960	17195008	-13.544184684753418
chr1	15525888	15527936	-20.343677520751953
chr1	15675392	15677440	-9.65391731262207
chr1	15679488	15681536	-9.09868335723877
chr1	15699968	15702016	-10.042855262756348
chr1	15730688	15732736	-9.036114692687988
chr1	15755264	15757312	-10.332574844360352
chr1	15861760	15863808	-9.402717590332031
chr1	15919104	15921152	-11.155534744262695
chrX	118657024	118659072	-10.614860534667969
chrX	118683648	118685696	-14.472883224487305
chr7	7931904	7933952	-17.23568344116211
chr7	7989248	7991296	-11.782824516296387
chr7	7997440	7999488	-12.224870681762695
chr7	8005632	8007680	-26.587478637695312
chr7	8069120	8071168	-9.620002746582031
chrX	110180352	110182400	-13.266034126281738
chrX	110194688	110196736	-14.083600997924805
chrX	110215168	110217216	-11.522409439086914
chrX	110241792	110243840	-11.72871208190918
chrX	110280704	110282752	-11.959943771362305
chrX	110282752	110284800	-13.11638069152832
chrX	110303232	110305280	-14.750020027160645
chr2	197933056	197935104	-10.478303909301758
chr7	113065984	113068032	-9.311561584472656
chr7	77774848	77776896	-11.613977432250977
chr7	77811712	77813760	-13.964775085449219
chr17	28661760	28663808	-23.416488647460938
chr17	28801024	28803072	-18.395395278930664
chr17	28874752	28876800	-10.204776763916016
chr1	179165184	179167232	-15.475381851196289
chr1	179175424	179177472	-9.772708892822266
chr1	179177472	179179520	-12.105899810791016
chr1	179181568	179183616	-20.354494094848633
chr1	179206144	179208192	-11.186614036560059
chr1	179208192	179210240	-15.755144119262695
chr1	179212288	179214336	-10.99577522277832
chr1	179929088	179931136	-11.227831840515137
chr1	179963904	179965952	-10.184391975402832
chr1	179965952	179968000	-9.993059158325195
chr1	179976192	179978240	-23.343578338623047
chr1	180023296	180025344	-9.719185829162598
chr1	180076544	180078592	-10.975046157836914
chr12	31502336	31504384	-18.12267303466797
chr12	31518720	31520768	-10.760843276977539
chr12	31629312	31631360	-9.468688011169434
chr12	31954944	31956992	-9.600320816040039
chr12	32182272	32184320	-10.945033073425293
chr3	65955840	65957888	-10.079051971435547
chr3	65992704	65994752	-11.107950210571289
chr3	65996800	65998848	-9.913721084594727
chr3	66093056	66095104	-15.127728462219238
chr3	66113536	66115584	-14.80760669708252
chr16	23472128	23474176	-13.121984481811523
chr16	23521280	23523328	-15.369873046875
chr16	23523328	23525376	-15.442459106445312
chr16	23527424	23529472	-13.033357620239258
chr16	23531520	23533568	-10.23003101348877
chr16	23535616	23537664	-19.671791076660156
chr16	23570432	23572480	-9.698652267456055
chr9	120573952	120576000	-18.856250762939453
chr9	120580096	120582144	-20.689115524291992
chr9	120688640	120690688	-13.150469779968262
chr9	120827904	120829952	-16.150035858154297
chr9	120829952	120832000	-14.199369430541992
chr9	120850432	120852480	-10.390643119812012
chr9	120866816	120868864	-14.365316390991211
chr9	120883200	120885248	-10.29898452758789
chr9	120885248	120887296	-13.149896621704102
chr9	120956928	120958976	-10.550999641418457
chr9	120958976	120961024	-12.038653373718262
chr9	121004032	121006080	-12.271175384521484
chr9	121008128	121010176	-14.34416389465332
chr9	121016320	121018368	-14.956669807434082
chr9	121028608	121030656	-9.397573471069336
chr9	121040896	121042944	-23.118080139160156
chr6	131825664	131827712	-17.029287338256836
chr6	131844096	131846144	-10.64297103881836
chr6	131876864	131878912	-12.614782333374023
chr6	131977216	131979264	-10.783796310424805
chr6	132005888	132007936	-18.54909324645996
chr6	132036608	132038656	-12.840751647949219
chr4	47493120	47495168	-13.995951652526855
chr4	47507456	47509504	-9.84864616394043
chr4	47519744	47521792	-9.648419380187988
chr4	47527936	47529984	-11.634286880493164
chr4	47564800	47566848	-10.239715576171875
chr4	47568896	47570944	-10.27576732635498
chr4	47579136	47581184	-18.005374908447266
chr4	47581184	47583232	-8.955700874328613
chr4	47591424	47593472	-11.099483489990234
chr4	47624192	47626240	-9.625462532043457
chr10	130750464	130752512	-9.890992164611816
chr10	130791424	130793472	-11.516036033630371
chr6	90580992	90583040	-13.626371383666992
chr14	32008192	32010240	-8.86269474029541
chr14	32198656	32200704	-9.352240562438965
chr14	32305152	32307200	-14.370101928710938
chr8	140453888	140455936	-10.052206039428711
chr8	140509184	140511232	-10.547786712646484
chr8	140511232	140513280	-11.909564018249512
chr8	140537856	140539904	-10.369489669799805
chr8	140552192	140554240	-12.818038940429688
chr8	140578816	140580864	-9.587244987487793
chr8	140589056	140591104	-10.580577850341797
chr8	140681216	140683264	-10.223614692687988
chr4	18767872	18769920	-22.084253311157227
chr4	18796544	18798592	-14.805381774902344
chr4	18829312	18831360	-17.381744384765625
chr4	18864128	18866176	-16.878009796142578
chr4	18868224	18870272	-11.930460929870605
chr4	18884608	18886656	-15.663304328918457
chr4	18968576	18970624	-19.94410514831543
chr4	18980864	18982912	-15.27568531036377
chr4	18989056	18991104	-19.58171844482422
chr4	19070976	19073024	-8.965768814086914
chr4	19073024	19075072	-9.173067092895508
chr4	19109888	19111936	-10.485031127929688
chr5	147367936	147369984	-11.164750099182129
chr5	147402752	147404800	-11.412395477294922
chr5	147408896	147410944	-14.167119979858398
chr5	147412992	147415040	-15.170537948608398
chr5	147421184	147423232	-19.535343170166016
chr5	147425280	147427328	-13.784055709838867
chr5	147431424	147433472	-18.818737030029297
chr5	147441664	147443712	-13.723797798156738
chr5	147447808	147449856	-18.993343353271484
chr5	147464192	147466240	-21.602916717529297
chr5	147466240	147468288	-13.238180160522461
chr5	147482624	147484672	-18.872350692749023
chr5	147488768	147490816	-11.03114128112793
chr5	147492864	147494912	-10.799131393432617
chr5	147496960	147499008	-17.4163875579834
chr5	147501056	147503104	-16.07941436767578
chr5	147515392	147517440	-12.131880760192871
chr5	147517440	147519488	-14.459463119506836
chr5	147519488	147521536	-23.335140228271484
chr5	147527680	147529728	-27.272201538085938
chr5	147535872	147537920	-19.329580307006836
chr5	147554304	147556352	-13.1832275390625
chr2	213796864	213798912	-9.842687606811523
chr2	214056960	214059008	-8.753173828125
chr7	104972288	104974336	-16.701509475708008
chr7	105144320	105146368	-19.54046630859375
chr7	105218048	105220096	-22.154693603515625
chr7	105224192	105226240	-12.245501518249512
chr7	105240576	105242624	-19.86354637145996
chr7	105250816	105252864	-18.407344818115234
chr7	105517056	105519104	-20.64748764038086
chr7	105519104	105521152	-13.725454330444336
chr7	105564160	105566208	-9.14150333404541
chr10	62156800	62158848	-11.525575637817383
chr10	62158848	62160896	-9.736618041992188
chr10	62171136	62173184	-9.661184310913086
chr10	62308352	62310400	-9.910836219787598
chr10	62310400	62312448	-8.752969741821289
chr10	62316544	62318592	-12.938501358032227
chr10	62324736	62326784	-10.4675931930542
chr10	62330880	62332928	-10.188492774963379
chr10	62351360	62353408	-12.747896194458008
chr10	62367744	62369792	-11.029553413391113
chr20	23066624	23068672	-9.600908279418945
chr20	23349248	23351296	-19.372764587402344
chr17	54263808	54265856	-10.93917465209961
chr5	140365824	140367872	-11.834939956665039
chr5	140513280	140515328	-13.447961807250977
chr5	140550144	140552192	-10.415999412536621
chr5	140558336	140560384	-12.1251220703125
chr5	140564480	140566528	-10.040797233581543
chr8	83892224	83894272	-9.364667892456055
chr8	84072448	84074496	-17.452739715576172
chr18	35018752	35020800	-13.527140617370605
chr11	127848448	127850496	-9.121706008911133
chr11	128292864	128294912	-9.352099418640137
chr11	128335872	128337920	-12.908891677856445
chr11	128348160	128350208	-17.071298599243164
chr11	128360448	128362496	-11.361515998840332
chr11	128364544	128366592	-10.236892700195312
chr11	128368640	128370688	-22.43039894104004
chr11	128370688	128372736	-15.521726608276367
chr11	128391168	128393216	-9.137263298034668
chr11	128401408	128403456	-10.283370971679688
chr11	128405504	128407552	-9.563812255859375
chr11	128417792	128419840	-11.135143280029297
chr11	128432128	128434176	-13.839607238769531
chr11	128460800	128462848	-8.906806945800781
chr11	128473088	128475136	-9.240934371948242
chr11	128479232	128481280	-14.14860725402832
chr11	128483328	128485376	-14.36662769317627
chr12	78604288	78606336	-10.38583755493164
chr12	78856192	78858240	-9.20926570892334
chr12	78858240	78860288	-10.930225372314453
chr11	114288640	114290688	-9.146297454833984
chr11	114327552	114329600	-12.5383939743042
chr11	114354176	114356224	-13.073747634887695
chr11	114358272	114360320	-13.74403190612793
chr11	114366464	114368512	-16.686176300048828
chr11	114378752	114380800	-19.286026000976562
chr11	114380800	114382848	-16.809368133544922
chr11	114384896	114386944	-9.835474014282227
chr11	114393088	114395136	-11.363327026367188
chr3	29263872	29265920	-16.411035537719727
chr3	29769728	29771776	-9.31086540222168
chr19	39145472	39147520	-10.078457832336426
chr19	39389184	39391232	-13.456059455871582
chr19	39434240	39436288	-9.1620512008667
chr19	39440384	39442432	-13.007295608520508
chr19	39444480	39446528	-9.198058128356934
chr11	21133312	21135360	-9.666711807250977
chr11	23246848	23248896	-9.62012004852295
chr6	133621760	133623808	-9.635075569152832
chr6	133632000	133634048	-11.64866828918457
chr6	133636096	133638144	-8.762606620788574
chr6	133644288	133646336	-17.90420150756836
chr6	133697536	133699584	-12.086700439453125
chr6	133730304	133732352	-8.931234359741211
chr6	133746688	133748736	-12.63261604309082
chr6	133748736	133750784	-15.702946662902832
chr6	133761024	133763072	-11.103044509887695
chr6	133763072	133765120	-12.517934799194336
chr6	133765120	133767168	-8.737995147705078
chr6	133775360	133777408	-16.6417293548584
chr6	133779456	133781504	-11.670912742614746
chr6	133783552	133785600	-26.09819984436035
chr6	133791744	133793792	-9.209623336791992
chr6	133840896	133842944	-15.284831047058105
chr1	246261760	246263808	-9.811895370483398
chr1	246319104	246321152	-9.044899940490723
chr1	246597632	246599680	-15.959314346313477
chr1	246607872	246609920	-8.79807186126709
chrX	130039808	130041856	-17.405378341674805
chr2	98504704	98506752	-12.532032012939453
chr2	99256320	99258368	-13.858619689941406
chr2	99276800	99278848	-11.855581283569336
chr2	99278848	99280896	-8.782804489135742
chr2	99379200	99381248	-10.144594192504883
chr18	8747008	8749056	-10.371553421020508
chr18	8757248	8759296	-10.91552448272705
chr18	8796160	8798208	-15.670280456542969
chr18	8798208	8800256	-11.109786033630371
chr18	8802304	8804352	-17.472414016723633
chr18	8810496	8812544	-12.026830673217773
chr18	8822784	8824832	-10.352270126342773
chr18	8828928	8830976	-13.097122192382812
chr18	8830976	8833024	-13.5464506149292
chr18	8841216	8843264	-17.029001235961914
chr18	8880128	8882176	-9.604942321777344
chr18	8894464	8896512	-10.603877067565918
chr18	8898560	8900608	-9.24923038482666
chr18	8900608	8902656	-12.630910873413086
chr18	8902656	8904704	-9.44509220123291
chr18	9105408	9107456	-9.906353950500488
chr18	9123840	9125888	-10.408056259155273
chr11	97761280	97763328	-9.314981460571289
chr3	30287872	30289920	-14.430259704589844
chr3	30435328	30437376	-13.842144966125488
chr3	30451712	30453760	-14.089986801147461
chr3	30453760	30455808	-16.960391998291016
chr3	30457856	30459904	-17.26543617248535
chr3	30494720	30496768	-9.933406829833984
chr3	30541824	30543872	-16.53623390197754
chr7	39649280	39651328	-14.945281982421875
chr7	39653376	39655424	-9.562667846679688
chr7	40419328	40421376	-11.448399543762207
chr2	156459008	156461056	-9.65526294708252
chr2	156465152	156467200	-9.025104522705078
chr2	156471296	156473344	-10.172426223754883
chr2	156485632	156487680	-26.360754013061523
chr2	156532736	156534784	-9.937797546386719
chr5	83482624	83484672	-14.94469165802002
chr5	67887104	67889152	-12.328627586364746
chr5	68014080	68016128	-10.329412460327148
chr5	68153344	68155392	-9.388696670532227
chrX	19757056	19759104	-15.209541320800781
chr5	179818496	179820544	-10.9259672164917
chr5	179859456	179861504	-9.943236351013184
chr4	87400448	87402496	-9.215065956115723
chr4	87406592	87408640	-8.966218948364258
chr4	87414784	87416832	-8.74235725402832
chr4	87422976	87425024	-11.900430679321289
chr4	87425024	87427072	-9.807802200317383
chr6	52316160	52318208	-15.78221321105957
chr6	52350976	52353024	-16.421199798583984
chr6	52402176	52404224	-17.182231903076172
chr6	52439040	52441088	-12.953898429870605
chr6	52453376	52455424	-24.369009017944336
chr6	52459520	52461568	-15.452260971069336
chr6	52463616	52465664	-23.193748474121094
chr6	52467712	52469760	-14.489021301269531
chr6	52469760	52471808	-17.896183013916016
chr6	52494336	52496384	-11.617547988891602
chr6	52506624	52508672	-8.943751335144043
chr6	52510720	52512768	-13.073171615600586
chr6	52516864	52518912	-10.478752136230469
chr6	52527104	52529152	-20.290529251098633
chr6	52531200	52533248	-13.162071228027344
chr6	52533248	52535296	-15.791705131530762
chr6	52541440	52543488	-22.835012435913086
chr6	52543488	52545536	-17.802589416503906
chr6	52547584	52549632	-15.88726806640625
chr6	52549632	52551680	-17.495746612548828
chr6	52553728	52555776	-11.564970970153809
chr6	52557824	52559872	-11.129249572753906
chr6	52563968	52566016	-16.141935348510742
chr6	52566016	52568064	-12.105342864990234
chr6	52576256	52578304	-9.552279472351074
chr6	52584448	52586496	-11.969450950622559
chr6	52588544	52590592	-12.765920639038086
chr6	52590592	52592640	-19.31597328186035
chr6	52594688	52596736	-14.957929611206055
chr6	52596736	52598784	-14.032630920410156
chr6	52602880	52604928	-16.24591636657715
chr6	52627456	52629504	-9.780278205871582
chr6	52633600	52635648	-9.600603103637695
chr6	52641792	52643840	-8.882612228393555
chr1	71079936	71081984	-12.123547554016113
chr5	93671424	93673472	-10.443864822387695
chr5	93726720	93728768	-15.667823791503906
chr5	150687744	150689792	-9.722314834594727
chr5	150689792	150691840	-11.25270938873291
chr5	150718464	150720512	-13.252029418945312
chr5	150732800	150734848	-10.649781227111816
chr5	150779904	150781952	-9.341541290283203
chr5	151072768	151074816	-22.492151260375977
chr5	151156736	151158784	-16.301454544067383
chr14	88940544	88942592	-22.325435638427734
chr14	89647104	89649152	-12.455085754394531
chr14	89690112	89692160	-9.573433876037598
chr4	75513856	75515904	-18.04814338684082
chr4	75628544	75630592	-10.719795227050781
chr4	75716608	75718656	-12.76003360748291
chr4	75782144	75784192	-11.064310073852539
chr4	75853824	75855872	-10.860153198242188
chr4	75915264	75917312	-10.528196334838867
chr11	82941952	82944000	-14.16357135772705
chr11	82962432	82964480	-16.30345344543457
chr11	82978816	82980864	-10.821215629577637
chr11	83007488	83009536	-10.195497512817383
chr11	83017728	83019776	-10.49205207824707
chr11	83019776	83021824	-19.451473236083984
chr11	83050496	83052544	-18.682342529296875
chr11	83052544	83054592	-17.55411148071289
chr11	83054592	83056640	-24.026363372802734
chr11	83056640	83058688	-12.210958480834961
chr11	83068928	83070976	-9.799077987670898
chr11	83120128	83122176	-17.812742233276367
chr11	83286016	83288064	-9.603144645690918
chr8	140720128	140722176	-19.201187133789062
chr8	140759040	140761088	-17.583242416381836
chr8	140761088	140763136	-13.318964004516602
chr8	140763136	140765184	-10.434957504272461
chr15	77019136	77021184	-11.278165817260742
chr15	77025280	77027328	-11.153901100158691
chr15	77027328	77029376	-13.424235343933105
chr15	77131776	77133824	-9.460872650146484
chr15	77144064	77146112	-9.340593338012695
chr15	77156352	77158400	-11.330037117004395
chr15	77162496	77164544	-11.49498176574707
chr15	77166592	77168640	-10.109295845031738
chr15	77199360	77201408	-13.812785148620605
chr15	77223936	77225984	-8.96047592163086
chr15	77250560	77252608	-14.394157409667969
chr15	77283328	77285376	-17.49318504333496
chr15	77316096	77318144	-15.562013626098633
chr1	220248064	220250112	-12.101434707641602
chr1	220823552	220825600	-11.936278343200684
chr11	18087936	18089984	-8.781126022338867
chr11	18345984	18348032	-14.133623123168945
chr11	18360320	18362368	-9.476613998413086
chr11	18362368	18364416	-11.287057876586914
chr11	18382848	18384896	-21.287639617919922
chr11	18552832	18554880	-8.989480972290039
chr11	18573312	18575360	-9.297609329223633
chr13	75544576	75546624	-11.797124862670898
chr13	75563008	75565056	-11.645915031433105
chr13	75579392	75581440	-10.099802017211914
chr13	75587584	75589632	-14.541666984558105
chr13	75589632	75591680	-12.378707885742188
chr13	75599872	75601920	-13.331085205078125
chr13	75601920	75603968	-15.004997253417969
chr13	75616256	75618304	-11.379350662231445
chr13	75638784	75640832	-12.852317810058594
chr13	75646976	75649024	-11.58845329284668
chr13	75649024	75651072	-13.540351867675781
chr13	75665408	75667456	-9.670087814331055
chr13	75667456	75669504	-11.894240379333496
chr13	75669504	75671552	-15.243074417114258
chr13	75671552	75673600	-11.172296524047852
chr13	75710464	75712512	-11.15987777709961
chr13	75724800	75726848	-39.63163757324219
chr13	75735040	75737088	-11.530940055847168
chr13	75737088	75739136	-29.710805892944336
chr13	75739136	75741184	-9.64258861541748
chr13	75745280	75747328	-14.883807182312012
chr13	75749376	75751424	-11.96316146850586
chr13	75755520	75757568	-25.09186553955078
chr13	75759616	75761664	-30.106674194335938
chr13	75769856	75771904	-14.473833084106445
chr13	75773952	75776000	-8.908363342285156
chr13	75778048	75780096	-12.22085952758789
chr13	75794432	75796480	-10.531831741333008
chr12	2099200	2101248	-12.440569877624512
chr12	2140160	2142208	-8.926263809204102
chr12	2146304	2148352	-8.957318305969238
chr12	2148352	2150400	-9.564510345458984
chr12	2168832	2170880	-11.510262489318848
chr12	2191360	2193408	-9.66858959197998
chr12	2209792	2211840	-9.44590950012207
chr12	2220032	2222080	-14.118403434753418
chr12	2242560	2244608	-11.257760047912598
chr12	2248704	2250752	-11.389094352722168
chr12	2332672	2334720	-11.201358795166016
chr12	2555904	2557952	-9.742086410522461
chr12	2863104	2865152	-9.747633934020996
chr12	2879488	2881536	-14.281150817871094
chr12	2916352	2918400	-11.065726280212402
chr12	2990080	2992128	-10.353919982910156
chr12	3127296	3129344	-9.963991165161133
chr12	3155968	3158016	-15.86279582977295
chr12	3158016	3160064	-15.149360656738281
chr12	3162112	3164160	-23.564739227294922
chr12	3178496	3180544	-11.630064010620117
chr12	3215360	3217408	-13.376805305480957
chr12	3217408	3219456	-10.874048233032227
chr12	3221504	3223552	-10.308274269104004
chr12	3223552	3225600	-17.488481521606445
chr12	3227648	3229696	-17.993600845336914
chr17	27168768	27170816	-12.995613098144531
chr17	27234304	27236352	-11.047292709350586
chr17	27467776	27469824	-14.483342170715332
chr17	27488256	27490304	-11.552759170532227
chr17	27521024	27523072	-8.955936431884766
chr17	27594752	27596800	-9.378427505493164
chr17	28053504	28055552	-11.765170097351074
chr7	104925184	104927232	-10.916243553161621
chr7	104976384	104978432	-8.749075889587402
chr7	104982528	104984576	-9.294323921203613
chr7	105027584	105029632	-12.820691108703613
chr7	105031680	105033728	-11.002843856811523
chr7	105035776	105037824	-10.809782028198242
chr7	105050112	105052160	-9.939920425415039
chr7	105074688	105076736	-10.82177448272705
chr7	105078784	105080832	-10.463102340698242
chr7	105103360	105105408	-9.596793174743652
chr7	105107456	105109504	-9.644092559814453
chr7	105117696	105119744	-17.437477111816406
chr7	105129984	105132032	-10.395367622375488
chr7	105142272	105144320	-15.81828498840332
chr7	105150464	105152512	-10.500431060791016
chr7	105154560	105156608	-12.036100387573242
chr7	105156608	105158656	-11.48544979095459
chr7	105183232	105185280	-17.72339630126953
chr7	105205760	105207808	-8.956990242004395
chr7	105248768	105250816	-10.832700729370117
chr7	105316352	105318400	-9.094627380371094
chr5	81371136	81373184	-14.540128707885742
chr5	81551360	81553408	-11.403550148010254
chr5	81580032	81582080	-18.331871032714844
chr5	81608704	81610752	-10.60410213470459
chr5	81649664	81651712	-22.116857528686523
chr5	81698816	81700864	-17.01272201538086
chr5	81704960	81707008	-13.704915046691895
chr2	54239232	54241280	-12.420007705688477
chr2	54480896	54482944	-8.778226852416992
