chrom	start	end	other_smallRNA_Shap
chr1	159535104	159537152	6.038394927978516
chr4	17446912	17448960	9.077598571777344
chr4	17448960	17451008	9.677545547485352
chr4	17461248	17463296	7.796449184417725
chr4	17491968	17494016	6.996750831604004
chr4	17833984	17836032	5.615985870361328
chr4	18020352	18022400	8.573836326599121
chr1	15546368	15548416	7.271170139312744
chr1	15552512	15554560	5.653973579406738
chr1	15591424	15593472	7.102658748626709
chr1	15599616	15601664	5.586060047149658
chrX	117977088	117979136	12.129185676574707
chr7	8009728	8011776	6.67864465713501
chr7	8335360	8337408	9.116289138793945
chr7	8349696	8351744	12.902386665344238
chr7	8628224	8630272	23.275020599365234
chr7	8822784	8824832	11.741177558898926
chrX	110192640	110194688	6.687594413757324
chr2	197853184	197855232	6.234988212585449
chr2	198658048	198660096	7.571163177490234
chrX	137828352	137830400	8.272662162780762
chrX	138201088	138203136	8.215106010437012
chrX	138612736	138614784	8.680054664611816
chrX	138618880	138620928	6.244263648986816
chr7	112789504	112791552	17.65899085998535
chr7	113182720	113184768	7.7118120193481445
chr7	113483776	113485824	6.233818531036377
chr7	113508352	113510400	8.162235260009766
chr7	113631232	113633280	5.802923202514648
chr7	77936640	77938688	6.599989891052246
chr17	28839936	28841984	5.952234745025635
chr17	28934144	28936192	5.771630764007568
chr1	179826688	179828736	7.676353454589844
chr1	179859456	179861504	9.847101211547852
chrX	41924608	41926656	8.942140579223633
chrX	42266624	42268672	18.580114364624023
chrX	42686464	42688512	9.163652420043945
chr12	31623168	31625216	9.319164276123047
chr3	65595392	65597440	5.637883186340332
chr3	66027520	66029568	5.832883358001709
chr3	66048000	66050048	5.332764625549316
chr3	66054144	66056192	5.981057167053223
chr3	66181120	66183168	10.237143516540527
chr3	66250752	66252800	7.016178131103516
chr3	66332672	66334720	18.87993812561035
chr16	23574528	23576576	5.872067928314209
chr16	23668736	23670784	12.218103408813477
chr16	24121344	24123392	7.0074310302734375
chr9	120408064	120410112	6.176529407501221
chr9	120520704	120522752	5.49216890335083
chr9	120530944	120532992	10.198247909545898
chr9	120825856	120827904	5.660843849182129
chr9	120942592	120944640	5.561772346496582
chr9	121001984	121004032	6.594172477722168
chr6	131379200	131381248	7.292489528656006
chr6	131395584	131397632	6.073777675628662
chr6	131518464	131520512	5.527140140533447
chr6	131565568	131567616	5.4930524826049805
chr6	131567616	131569664	9.154695510864258
chr6	131571712	131573760	6.539735317230225
chr6	131573760	131575808	6.437747955322266
chr6	131579904	131581952	6.185818672180176
chr6	131581952	131584000	28.458446502685547
chr6	131590144	131592192	13.634963989257812
chr6	131600384	131602432	11.652190208435059
chr6	131612672	131614720	10.472989082336426
chr6	131616768	131618816	11.814741134643555
chr6	131627008	131629056	5.9234490394592285
chr6	131655680	131657728	10.657330513000488
chr6	131657728	131659776	8.590231895446777
chr6	131799040	131801088	8.07457447052002
chr6	132024320	132026368	5.239914417266846
chr4	46835712	46837760	7.8318891525268555
chr4	47513600	47515648	6.030636787414551
chr4	47593472	47595520	5.969792366027832
chr4	47616000	47618048	5.519467353820801
chr6	90513408	90515456	6.6776909828186035
chr6	90515456	90517504	8.450861930847168
chr6	90517504	90519552	11.905171394348145
chr6	91125760	91127808	8.326417922973633
chr8	140437504	140439552	15.858671188354492
chr8	140445696	140447744	14.39714241027832
chr8	140531712	140533760	5.746312618255615
chr8	140550144	140552192	5.4027323722839355
chr8	140556288	140558336	5.46300745010376
chr8	140576768	140578816	5.3530964851379395
chr8	140587008	140589056	6.922802925109863
chr4	18655232	18657280	7.446521759033203
chr4	18692096	18694144	5.401206016540527
chr5	147382272	147384320	6.0092363357543945
chr5	147417088	147419136	6.216536045074463
chr5	147435520	147437568	8.308542251586914
chr5	147472384	147474432	5.796082973480225
chr5	147509248	147511296	5.318159103393555
chr5	147521536	147523584	6.362929821014404
chr5	147922944	147924992	10.956624984741211
chr5	148041728	148043776	10.451922416687012
chr5	148056064	148058112	5.445450305938721
chr5	148099072	148101120	5.230886459350586
chr2	213751808	213753856	9.939677238464355
chr2	213766144	213768192	6.373100280761719
chr2	214071296	214073344	6.5086259841918945
chr7	104925184	104927232	6.788117408752441
chr7	105498624	105500672	11.456960678100586
chr7	105539584	105541632	8.32164478302002
chr7	105543680	105545728	11.641336441040039
chr7	105590784	105592832	9.250307083129883
chr7	105619456	105621504	6.393311977386475
chr10	62328832	62330880	5.468548774719238
chr10	62337024	62339072	6.649263858795166
chr10	62576640	62578688	11.334146499633789
chr20	23373824	23375872	9.18724250793457
chr20	23375872	23377920	6.8668060302734375
chr20	23406592	23408640	13.7275390625
chr17	54755328	54757376	12.184110641479492
chr5	140681216	140683264	13.0330810546875
chr8	84373504	84375552	9.721715927124023
chr18	35063808	35065856	5.697044372558594
chr11	127735808	127737856	5.771904945373535
chr11	128169984	128172032	6.675131320953369
chr11	128385024	128387072	5.869582653045654
chr11	128438272	128440320	5.261870861053467
chr11	128448512	128450560	5.452508926391602
chr12	78471168	78473216	8.122846603393555
chr3	29138944	29140992	6.486517429351807
chr3	29569024	29571072	5.343273639678955
chr3	29800448	29802496	6.127898216247559
chr19	38961152	38963200	12.005064964294434
chr19	39010304	39012352	5.288875579833984
chr19	39841792	39843840	10.508399963378906
chr19	39868416	39870464	6.5367865562438965
chr4	46444544	46446592	8.419062614440918
chr4	46680064	46682112	9.144622802734375
chr11	21510144	21512192	8.57347583770752
chr3	21622784	21624832	6.990390777587891
chr3	21686272	21688320	5.682469367980957
chr3	21696512	21698560	5.317823886871338
chr3	22142976	22145024	5.862739086151123
chr3	22149120	22151168	6.586686134338379
chr3	22337536	22339584	5.826896667480469
chr3	22362112	22364160	6.796633720397949
chr11	23019520	23021568	7.110337257385254
chr11	23537664	23539712	6.991113185882568
chr6	133089280	133091328	8.197461128234863
chr6	133685248	133687296	5.42884635925293
chr6	133689344	133691392	6.5307512283325195
chr6	133720064	133722112	6.523409366607666
chr6	133799936	133801984	5.369786739349365
chr1	246765568	246767616	10.771446228027344
chr1	246953984	246956032	8.421720504760742
chr1	247162880	247164928	5.797152042388916
chrX	130193408	130195456	7.295501708984375
chrX	130236416	130238464	10.941152572631836
chrX	130269184	130271232	5.27455997467041
chrX	130349056	130351104	5.798678398132324
chr5	90138624	90140672	9.51787281036377
chr18	8359936	8361984	5.978728771209717
chr18	8366080	8368128	5.506924152374268
chr18	8404992	8407040	7.584561824798584
chr18	8452096	8454144	21.06819725036621
chr18	8527872	8529920	10.065492630004883
chr18	8622080	8624128	25.284881591796875
chr18	8636416	8638464	9.013598442077637
chr18	8667136	8669184	12.694104194641113
chr18	8769536	8771584	7.268153190612793
chr18	8824832	8826880	6.4819746017456055
chr11	97009664	97011712	12.327200889587402
chr11	97056768	97058816	7.378996849060059
chr11	97771520	97773568	7.175299644470215
chr11	97796096	97798144	5.332883834838867
chr3	30337024	30339072	5.269529819488525
chr3	30734336	30736384	34.54767608642578
chr3	30736384	30738432	7.684847831726074
chr3	30767104	30769152	10.735990524291992
chr3	30783488	30785536	5.464846134185791
chr3	30791680	30793728	7.4284868240356445
chr7	39899136	39901184	6.72689151763916
chr7	40101888	40103936	9.433594703674316
chr7	40105984	40108032	17.34390640258789
chr7	40112128	40114176	14.678140640258789
chr7	40114176	40116224	10.705315589904785
chr7	40148992	40151040	6.395160675048828
chr7	40151040	40153088	13.551959037780762
chr7	40218624	40220672	10.476507186889648
chr7	40415232	40417280	5.995718479156494
chr2	156483584	156485632	5.324821949005127
chr2	156567552	156569600	8.818288803100586
chr5	83652608	83654656	5.917897701263428
chr5	67631104	67633152	5.342132091522217
chr5	67952640	67954688	6.293932914733887
chr5	68096000	68098048	5.456203937530518
chr5	68175872	68177920	5.417582988739014
chr5	68184064	68186112	6.200029373168945
chr5	68186112	68188160	6.873959541320801
chrX	20158464	20160512	12.785689353942871
chr5	179816448	179818496	5.318814754486084
chr5	179920896	179922944	7.438544273376465
chr5	180033536	180035584	6.554529666900635
chr4	87511040	87513088	6.24191951751709
chr4	87676928	87678976	7.016899108886719
chr4	87822336	87824384	7.148019313812256
chr4	87824384	87826432	6.035103797912598
chr6	52260864	52262912	8.114383697509766
chr6	52430848	52432896	7.530223846435547
chr6	52432896	52434944	6.0817437171936035
chr6	52514816	52516864	6.779637336730957
chr6	52520960	52523008	6.922845363616943
chr6	52523008	52525056	5.5030035972595215
chr6	52537344	52539392	5.300205230712891
chr6	52561920	52563968	5.707636833190918
chr6	52631552	52633600	5.639007568359375
chr1	70524928	70526976	5.23421049118042
chr1	71090176	71092224	16.536060333251953
chr5	93687808	93689856	7.287074089050293
chr5	93900800	93902848	5.781935691833496
chr5	94109696	94111744	5.688634395599365
chr5	94615552	94617600	6.493581295013428
chr5	150700032	150702080	6.458446502685547
chr5	150724608	150726656	8.059407234191895
chr14	89843712	89845760	7.967543125152588
chr7	108972032	108974080	15.870141983032227
chr4	75141120	75143168	9.929903030395508
chr4	75159552	75161600	8.013915061950684
chr4	75188224	75190272	5.299477577209473
chr4	75485184	75487232	7.290574550628662
chr4	75491328	75493376	14.764936447143555
chrX	5599232	5601280	11.488558769226074
chrX	5767168	5769216	36.52455520629883
chrX	5982208	5984256	7.155064582824707
chrX	6025216	6027264	12.528450012207031
chrX	6086656	6088704	6.010014057159424
chrX	6100992	6103040	7.150213718414307
chrX	6146048	6148096	6.250006675720215
chr11	82948096	82950144	5.990038871765137
chr11	82964480	82966528	6.939866065979004
chr11	82984960	82987008	7.1982741355896
chr11	83001344	83003392	6.565948486328125
chr11	83003392	83005440	8.410314559936523
chr11	83011584	83013632	6.544116973876953
chr11	83013632	83015680	9.055044174194336
chr11	83036160	83038208	6.534126281738281
chr11	83060736	83062784	6.459489345550537
chr11	83079168	83081216	5.995091915130615
chr11	83089408	83091456	7.2564215660095215
chr11	83113984	83116032	6.0092878341674805
chr11	83181568	83183616	8.39061164855957
chr11	83183616	83185664	6.588236331939697
chr11	83265536	83267584	15.161613464355469
chr11	83275776	83277824	13.124789237976074
chr11	83294208	83296256	7.605008602142334
chr10	107159552	107161600	6.523499488830566
chr8	140046336	140048384	11.161491394042969
chr8	140048384	140050432	10.07615852355957
chr8	140681216	140683264	23.674829483032227
chr8	140849152	140851200	5.563279628753662
chr15	76791808	76793856	9.799295425415039
chr15	76797952	76800000	7.484676361083984
chr15	76906496	76908544	6.371804237365723
chr15	76941312	76943360	33.994693756103516
chr15	76945408	76947456	14.941396713256836
chr15	76947456	76949504	20.321474075317383
chr15	76949504	76951552	18.369609832763672
chr15	77049856	77051904	22.76511573791504
chr15	77051904	77053952	5.301584243774414
chr15	77053952	77056000	5.347580432891846
chr15	77060096	77062144	8.81839370727539
chr15	77150208	77152256	5.436192989349365
chr15	77207552	77209600	6.863125801086426
chr1	219959296	219961344	5.244349002838135
chr1	220186624	220188672	11.656427383422852
chr1	220233728	220235776	6.461537837982178
chr1	220530688	220532736	10.487561225891113
chr11	18001920	18003968	9.758601188659668
chr11	18092032	18094080	10.467245101928711
chr11	18272256	18274304	5.4417266845703125
chr13	75505664	75507712	8.276554107666016
chr13	75517952	75520000	6.08225154876709
chr13	75591680	75593728	6.395975112915039
chr13	75620352	75622400	6.452260494232178
chr13	75653120	75655168	7.565385341644287
chr13	75685888	75687936	5.866454124450684
chr13	75718656	75720704	8.925851821899414
chr13	75720704	75722752	5.703363418579102
chr13	75726848	75728896	5.992831230163574
chr13	75732992	75735040	7.924508571624756
chr13	75751424	75753472	5.634100437164307
chr13	75804672	75806720	5.594870567321777
chr13	75839488	75841536	13.364527702331543
chr13	75841536	75843584	18.31862449645996
chr13	75845632	75847680	5.429181098937988
chr13	75847680	75849728	16.27742576599121
chr13	75849728	75851776	13.799604415893555
chr13	75855872	75857920	27.57855796813965
chr13	75888640	75890688	8.288406372070312
chr13	75892736	75894784	12.15255069732666
chr13	76001280	76003328	7.577855587005615
chr12	1974272	1976320	20.380306243896484
chr12	2007040	2009088	10.519018173217773
chr12	2009088	2011136	11.09416675567627
chr12	2011136	2013184	8.529645919799805
chr12	2123776	2125824	5.862736225128174
chr12	2189312	2191360	5.277024745941162
chr12	2211840	2213888	5.46728515625
chr12	2256896	2258944	6.719147682189941
chrX	116662272	116664320	5.76566219329834
chrX	117354496	117356544	18.11568832397461
chrX	117479424	117481472	5.849079608917236
chrX	117549056	117551104	6.097681999206543
chr12	2910208	2912256	6.70321798324585
chr12	2924544	2926592	6.507678985595703
chr17	27469824	27471872	5.901392936706543
chr17	27486208	27488256	5.372410297393799
chr17	27680768	27682816	15.668128967285156
chr17	27684864	27686912	10.395161628723145
chr17	27707392	27709440	12.40293025970459
chr20	13256704	13258752	5.334530830383301
chr20	13264896	13266944	6.8254714012146
chr20	13660160	13662208	5.856070041656494
chr20	13772800	13774848	6.517179012298584
chr20	14049280	14051328	6.032017707824707
chr13	76771328	76773376	5.5141448974609375
chr13	76781568	76783616	6.832984924316406
chr7	104822784	104824832	6.896263122558594
chr7	104878080	104880128	6.980398654937744
chr7	105160704	105162752	9.384035110473633
chr7	105185280	105187328	8.297883987426758
chr7	105187328	105189376	6.2093658447265625
chr7	105263104	105265152	5.522714138031006
chr5	81211392	81213440	6.244143962860107
chr5	81317888	81319936	8.22937297821045
chr5	81408000	81410048	10.788004875183105
chr5	81569792	81571840	7.569670677185059
chr5	81575936	81577984	5.599496364593506
chr5	81604608	81606656	6.181823253631592
chr5	81637376	81639424	7.887238502502441
chr5	81694720	81696768	6.701451778411865
chr2	54679552	54681600	9.829221725463867
chr2	54683648	54685696	6.020075798034668
chr2	54714368	54716416	8.821131706237793
chr2	54749184	54751232	12.167373657226562
chr2	54870016	54872064	5.883971691131592
chr7	133271552	133273600	7.652871608734131
chr7	133296128	133298176	11.27723217010498
chr7	133298176	133300224	8.5701265335083
chr7	133312512	133314560	11.665311813354492
chr7	133435392	133437440	6.604639530181885
chr7	133685248	133687296	5.375977516174316
chr7	114862080	114864128	6.800699710845947
chr7	114866176	114868224	7.186354637145996
chr7	115478528	115480576	7.712691307067871
chr6	37122048	37124096	5.568263053894043
chr6	37132288	37134336	5.96868371963501
chr6	37242880	37244928	7.194397926330566
chr6	37246976	37249024	23.124034881591797
chr6	37273600	37275648	14.023069381713867
chr6	37292032	37294080	10.471513748168945
chr6	37300224	37302272	8.007390975952148
chr6	37361664	37363712	10.21612548828125
chr6	37365760	37367808	14.891339302062988
chr6	37816320	37818368	7.461641788482666
chr6	37818368	37820416	9.947829246520996
chr6	37820416	37822464	6.822072505950928
chr5	119037952	119040000	6.9649200439453125
chr1	171900928	171902976	14.934704780578613
chr1	171905024	171907072	7.184529781341553
chr1	172025856	172027904	5.770432949066162
chr1	172224512	172226560	9.10188102722168
chr1	172249088	172251136	5.309627056121826
chr1	172294144	172296192	5.272360801696777
chr1	172455936	172457984	6.671441555023193
chr5	112203776	112205824	9.32908821105957
chr5	112635904	112637952	5.776833534240723
chr5	112834560	112836608	6.283742427825928
chr5	112920576	112922624	5.892443656921387
chr13	27781120	27783168	7.63965368270874
chr13	27830272	27832320	8.757250785827637
chr14	69814272	69816320	6.570575714111328
chr9	34234368	34236416	5.3435564041137695
chr9	34455552	34457600	6.265615463256836
chr9	34531328	34533376	5.942500591278076
chr9	34721792	34723840	10.37336254119873
chr9	34811904	34813952	9.914243698120117
chr1	200493056	200495104	8.81203556060791
chr1	200556544	200558592	10.451644897460938
chr1	200574976	200577024	6.549740791320801
chr1	200579072	200581120	9.876211166381836
chr1	200591360	200593408	7.59066915512085
chr1	200599552	200601600	11.270759582519531
chr1	200601600	200603648	17.39689826965332
chr1	200605696	200607744	11.627666473388672
chr1	200607744	200609792	6.181398868560791
chr1	200972288	200974336	5.337042331695557
chr4	136564736	136566784	5.547295093536377
chr4	137252864	137254912	6.867484092712402
chr4	137263104	137265152	8.053220748901367
chr5	90861568	90863616	13.166267395019531
chr5	91154432	91156480	6.4521307945251465
chr5	91174912	91176960	6.053605079650879
chr5	91176960	91179008	6.316061496734619
chr5	91179008	91181056	8.25745964050293
chr5	91191296	91193344	9.362854957580566
chr5	91195392	91197440	6.097249507904053
chr5	91215872	91217920	7.332126617431641
chr5	91226112	91228160	9.375951766967773
chr5	91230208	91232256	9.167600631713867
chr5	91232256	91234304	7.53292179107666
chr5	91234304	91236352	7.55194091796875
chr5	91242496	91244544	7.1826677322387695
chr5	91250688	91252736	8.979116439819336
chr5	91256832	91258880	7.277480125427246
chr5	91324416	91326464	8.61782455444336
chr5	91334656	91336704	6.1844706535339355
chr5	91404288	91406336	15.012883186340332
chr5	91463680	91465728	11.047738075256348
chr4	64901120	64903168	5.795342922210693
chr4	65042432	65044480	7.8800554275512695
chr4	65122304	65124352	14.464422225952148
chr4	65384448	65386496	9.312135696411133
chr4	128086016	128088064	8.225687980651855
chr4	128159744	128161792	7.367135524749756
chr7	124725248	124727296	5.508493900299072
chr7	124821504	124823552	9.181866645812988
chr7	125190144	125192192	7.680375576019287
chr2	29003776	29005824	6.8390350341796875
chr2	29034496	29036544	6.680052757263184
chr2	29044736	29046784	6.512454986572266
chr2	29052928	29054976	6.071789741516113
chr2	29063168	29065216	5.621250152587891
chr2	29138944	29140992	6.470487117767334
chr2	29181952	29184000	16.326242446899414
chr2	29184000	29186048	11.273218154907227
chr6	135481344	135483392	23.2614803314209
chr6	62900224	62902272	7.638322353363037
chr11	46682112	46684160	6.374090194702148
chr11	46700544	46702592	6.2217206954956055
chr7	150890496	150892544	6.674341678619385
chr7	151214080	151216128	7.9350104331970215
chr7	151332864	151334912	5.71230411529541
chr7	151781376	151783424	6.681095123291016
chr15	39995392	39997440	7.632078647613525
chr15	40001536	40003584	11.424566268920898
chr15	40005632	40007680	6.499337196350098
chr15	40007680	40009728	16.362337112426758
chr15	40011776	40013824	11.542184829711914
chr15	40015872	40017920	6.104127883911133
chr15	40022016	40024064	5.9708333015441895
chr15	40046592	40048640	9.01837158203125
chr3	87269376	87271424	14.060142517089844
chr2	34435072	34437120	7.133493900299072
chr20	60848128	60850176	6.692293643951416
chr20	60856320	60858368	8.467466354370117
chr20	60897280	60899328	5.2947797775268555
chr20	61292544	61294592	6.1368303298950195
chr5	111130624	111132672	9.409619331359863
chr5	111415296	111417344	6.086213111877441
chr5	111491072	111493120	11.036083221435547
chr5	111495168	111497216	11.587889671325684
chr5	111499264	111501312	8.988873481750488
chr5	111501312	111503360	7.276135444641113
chr5	111616000	111618048	7.355298042297363
chr5	111638528	111640576	5.751242637634277
chr8	94834688	94836736	7.18032693862915
chr8	94969856	94971904	6.373055458068848
chr8	95285248	95287296	11.737520217895508
chr8	95422464	95424512	5.9468817710876465
chr8	95479808	95481856	5.568848609924316
chr5	36673536	36675584	6.149316787719727
chr5	36698112	36700160	8.81123161315918
chr5	36794368	36796416	10.303250312805176
chr1	85297152	85299200	7.450747489929199
chr1	85633024	85635072	6.251038551330566
chr17	57329664	57331712	5.999899864196777
chr17	57671680	57673728	6.389983177185059
chr4	145102848	145104896	9.67403507232666
chr4	145104896	145106944	17.02644920349121
chr4	145113088	145115136	6.1557207107543945
chr4	145117184	145119232	6.0998663902282715
chr4	145121280	145123328	21.229528427124023
chr4	145125376	145127424	11.51229190826416
chr4	145160192	145162240	6.75527286529541
chr10	103817216	103819264	7.875006198883057
chr10	103948288	103950336	6.635209560394287
chr10	104445952	104448000	8.77236270904541
chr10	104450048	104452096	6.194299697875977
chr10	104493056	104495104	5.92099666595459
chr6	91922432	91924480	5.826801300048828
chr6	92295168	92297216	6.415870666503906
chr6	92702720	92704768	19.399524688720703
chr15	89274368	89276416	10.783854484558105
chr15	89298944	89300992	5.7661051750183105
chr15	89313280	89315328	7.204503536224365
chr15	89323520	89325568	6.099736213684082
chr15	89356288	89358336	12.678990364074707
chr15	89589760	89591808	16.537385940551758
chr15	89610240	89612288	13.822705268859863
chr15	89616384	89618432	7.534754276275635
chr15	89618432	89620480	7.119736671447754
chr15	89624576	89626624	7.64871072769165
chr15	89657344	89659392	9.891356468200684
chr15	89661440	89663488	13.036152839660645
chr15	89667584	89669632	10.62253189086914
chr15	89673728	89675776	6.654806613922119
chr15	89856000	89858048	6.067187309265137
chr15	89892864	89894912	12.191635131835938
chr15	89913344	89915392	5.914740085601807
chr4	67391488	67393536	8.779278755187988
chr4	67475456	67477504	8.408629417419434
chr4	67485696	67487744	6.724220275878906
chr4	67506176	67508224	7.256248474121094
chr4	67674112	67676160	5.416596412658691
chr3	83810304	83812352	6.841312408447266
chr3	84588544	84590592	9.079874038696289
chr11	36286464	36288512	6.592227935791016
chr11	36300800	36302848	5.928778171539307
chr11	36302848	36304896	10.157190322875977
chr11	36368384	36370432	6.480637550354004
chr11	36403200	36405248	9.036480903625488
chr11	36427776	36429824	7.012391090393066
chr11	36509696	36511744	6.7649054527282715
chr3	190861312	190863360	5.324685096740723
chr3	191365120	191367168	12.248601913452148
chr3	191367168	191369216	9.09950065612793
chr1	214644736	214646784	12.604257583618164
chr1	214669312	214671360	13.152356147766113
chr1	214685696	214687744	6.7592058181762695
chr3	121620480	121622528	5.758090019226074
chr6	94005248	94007296	5.457669258117676
chrX	6793216	6795264	10.693102836608887
chrX	7217152	7219200	5.777809143066406
chr2	195592192	195594240	5.521912574768066
chr2	195842048	195844096	5.653019428253174
chr2	195897344	195899392	13.951054573059082
chr2	195899392	195901440	8.828572273254395
chr2	195905536	195907584	10.696783065795898
chr2	195985408	195987456	5.745878219604492
chr2	196026368	196028416	8.72271728515625
chr2	196055040	196057088	16.3614501953125
chr2	196065280	196067328	7.398915767669678
chr2	196069376	196071424	7.487491607666016
chr2	196075520	196077568	18.67668914794922
chr2	196079616	196081664	8.968865394592285
chr2	196093952	196096000	5.445244789123535
chr2	196096000	196098048	17.777606964111328
chr2	196098048	196100096	9.628312110900879
chr2	196108288	196110336	6.939220428466797
chr2	196212736	196214784	6.206591606140137
chr2	196235264	196237312	7.28970193862915
chr5	132825088	132827136	7.220256805419922
chr5	132972544	132974592	5.850589275360107
chr5	132980736	132982784	5.954411506652832
chr5	132984832	132986880	5.708155632019043
chr5	133074944	133076992	13.693838119506836
