chrom	start	end	misc_RNA_Shap
chr16	23488512	23490560	-10.317660331726074
chr16	23494656	23496704	-10.28095817565918
chr16	23498752	23500800	-9.726698875427246
chr16	23502848	23504896	-11.589972496032715
chr16	23545856	23547904	-9.881532669067383
chr16	23554048	23556096	-13.80176830291748
chr9	120578048	120580096	-9.861701011657715
chr9	120700928	120702976	-19.946805953979492
chr9	120768512	120770560	-12.932266235351562
chr9	120885248	120887296	-14.336507797241211
chr9	120913920	120915968	-12.023456573486328
chr9	120932352	120934400	-12.801399230957031
chr9	120940544	120942592	-14.224916458129883
chr9	120950784	120952832	-15.2916898727417
chr9	120952832	120954880	-13.514416694641113
chr9	121006080	121008128	-10.515558242797852
chr9	121032704	121034752	-22.03533935546875
chr9	121075712	121077760	-13.195226669311523
chr6	131786752	131788800	-23.082630157470703
chr6	131792896	131794944	-11.305570602416992
chr6	131971072	131973120	-10.21586799621582
chr6	131987456	131989504	-15.807245254516602
chr6	131997696	131999744	-21.005380630493164
chr6	132014080	132016128	-15.603840827941895
chr6	132018176	132020224	-11.712779998779297
chr6	132052992	132055040	-19.205415725708008
chr6	132057088	132059136	-15.762849807739258
chr6	132065280	132067328	-19.407838821411133
chr6	132081664	132083712	-15.243560791015625
chr6	132085760	132087808	-16.990840911865234
chr6	132098048	132100096	-17.12822914123535
chr6	132102144	132104192	-21.959075927734375
chr6	132114432	132116480	-23.931705474853516
chr6	132147200	132149248	-18.706520080566406
chr4	47497216	47499264	-9.982584953308105
chr4	47597568	47599616	-9.44366455078125
chr14	32428032	32430080	-15.93718433380127
chr8	140574720	140576768	-10.820158958435059
chr8	140593152	140595200	-11.409048080444336
chr8	140646400	140648448	-9.816652297973633
chr4	18794496	18796544	-13.539880752563477
chr4	18800640	18802688	-12.181146621704102
chr4	18892800	18894848	-10.354159355163574
chr4	18993152	18995200	-11.763577461242676
chr4	18999296	19001344	-16.496671676635742
chr5	147400704	147402752	-10.785399436950684
chr5	147404800	147406848	-10.934816360473633
chr5	147408896	147410944	-12.885015487670898
chr5	147425280	147427328	-22.817420959472656
chr5	147439616	147441664	-18.39157485961914
chr5	147460096	147462144	-19.413724899291992
chr5	147464192	147466240	-11.02311897277832
chr5	147466240	147468288	-9.878410339355469
chr5	147470336	147472384	-9.936116218566895
chr5	147505152	147507200	-15.914064407348633
chr2	214185984	214188032	-10.593210220336914
chr2	214192128	214194176	-11.278709411621094
chr7	104892416	104894464	-10.059322357177734
chr7	104894464	104896512	-10.548922538757324
chr7	104962048	104964096	-11.131447792053223
chr7	104966144	104968192	-14.34734058380127
chr7	104980480	104982528	-14.118070602416992
chr7	104982528	104984576	-9.781011581420898
chr7	104988672	104990720	-10.885422706604004
chr7	105095168	105097216	-13.104023933410645
chr7	105107456	105109504	-14.299504280090332
chr7	105193472	105195520	-17.977436065673828
chr7	105199616	105201664	-12.299382209777832
chr7	105203712	105205760	-24.635204315185547
chr7	105207808	105209856	-16.338855743408203
chr7	105213952	105216000	-13.041752815246582
chr7	105222144	105224192	-20.432029724121094
chr7	105242624	105244672	-18.566333770751953
chr7	105250816	105252864	-16.53021812438965
chr7	105287680	105289728	-14.362889289855957
chr7	105289728	105291776	-20.021411895751953
chr7	105291776	105293824	-19.93027687072754
chr7	105308160	105310208	-17.819250106811523
chr7	105439232	105441280	-15.158452987670898
chr7	105799680	105801728	-21.417524337768555
chr7	105803776	105805824	-15.961932182312012
chr10	62126080	62128128	-11.772073745727539
chr10	62144512	62146560	-14.692632675170898
chr10	62160896	62162944	-21.07394027709961
chr10	62197760	62199808	-13.468130111694336
chr10	62289920	62291968	-9.545207023620605
chr5	139907072	139909120	-12.754129409790039
chr11	128348160	128350208	-14.130590438842773
chr11	128350208	128352256	-14.753575325012207
chr11	128364544	128366592	-15.31280517578125
chr11	128370688	128372736	-9.80168342590332
chr11	128393216	128395264	-10.181894302368164
chr11	128399360	128401408	-9.98560905456543
chr11	128401408	128403456	-11.113500595092773
chr11	128407552	128409600	-18.61078453063965
chr11	128423936	128425984	-16.80632781982422
chr11	128432128	128434176	-20.311145782470703
chr11	128456704	128458752	-10.515517234802246
chr11	128462848	128464896	-13.721087455749512
chr11	128487424	128489472	-21.10647964477539
chr11	128503808	128505856	-20.80048370361328
chr11	128522240	128524288	-14.303579330444336
chr11	128536576	128538624	-18.668413162231445
chr11	114278400	114280448	-11.943007469177246
chr11	114298880	114300928	-11.378265380859375
chr11	114302976	114305024	-10.420548439025879
chr11	114429952	114432000	-11.193735122680664
chr3	29087744	29089792	-10.878814697265625
chr19	38926336	38928384	-10.966196060180664
chr19	38934528	38936576	-22.000200271606445
chr19	38967296	38969344	-13.66998291015625
chr19	38969344	38971392	-14.653895378112793
chr6	133668864	133670912	-10.397104263305664
chr6	133677056	133679104	-9.503101348876953
chr6	133742592	133744640	-11.880670547485352
chr6	133761024	133763072	-14.480984687805176
chr6	133771264	133773312	-12.840166091918945
chr1	246355968	246358016	-14.511395454406738
chr1	246628352	246630400	-17.096149444580078
chr1	246659072	246661120	-11.088066101074219
chrX	130015232	130017280	-11.599841117858887
chrX	130031616	130033664	-12.027511596679688
chrX	130048000	130050048	-9.967065811157227
chr18	8747008	8749056	-11.23688793182373
chr18	8765440	8767488	-9.491678237915039
chr18	8775680	8777728	-14.246783256530762
chr18	8794112	8796160	-11.461345672607422
chr18	8816640	8818688	-13.057191848754883
chr18	8830976	8833024	-15.85307788848877
chr18	8843264	8845312	-14.62352466583252
chr18	8869888	8871936	-12.012826919555664
chr18	8878080	8880128	-13.421850204467773
chr18	8882176	8884224	-15.409274101257324
chr18	8892416	8894464	-17.86777114868164
chr18	8900608	8902656	-11.588890075683594
chr18	8937472	8939520	-13.487393379211426
chr18	8941568	8943616	-13.580062866210938
chr18	9111552	9113600	-11.401254653930664
chr3	30259200	30261248	-14.757539749145508
chr3	30298112	30300160	-13.447216987609863
chr3	30302208	30304256	-12.20931625366211
chr3	30306304	30308352	-15.855244636535645
chr3	30380032	30382080	-15.949989318847656
chr3	30382080	30384128	-12.523951530456543
chr3	30402560	30404608	-19.607223510742188
chr3	30433280	30435328	-12.68720817565918
chr3	30435328	30437376	-19.288291931152344
chr3	30447616	30449664	-16.919544219970703
chr3	30523392	30525440	-11.340704917907715
chr3	30558208	30560256	-16.488554000854492
chr3	30564352	30566400	-15.577197074890137
chr3	30623744	30625792	-13.893083572387695
chr7	39669760	39671808	-13.970193862915039
chr7	39686144	39688192	-15.512239456176758
chr2	156487680	156489728	-16.240951538085938
chr2	156522496	156524544	-11.495588302612305
chr5	83445760	83447808	-9.582475662231445
chr5	83474432	83476480	-10.4512357711792
chr5	83486720	83488768	-13.887804985046387
chr5	83709952	83712000	-10.714750289916992
chr6	52387840	52389888	-17.061477661132812
chr6	52447232	52449280	-24.07411766052246
chr6	52455424	52457472	-18.900592803955078
chr6	52482048	52484096	-9.7893648147583
chr6	52484096	52486144	-11.180245399475098
chr6	52488192	52490240	-14.222795486450195
chr6	52492288	52494336	-11.151613235473633
chr6	52500480	52502528	-22.594684600830078
chr6	52502528	52504576	-16.685440063476562
chr6	52510720	52512768	-11.85628604888916
chr6	52512768	52514816	-13.214299201965332
chr6	52516864	52518912	-9.728779792785645
chr6	52520960	52523008	-11.9419527053833
chr6	52523008	52525056	-17.70472526550293
chr6	52527104	52529152	-13.459553718566895
chr6	52531200	52533248	-9.697749137878418
chr6	52539392	52541440	-11.264420509338379
chr6	52545536	52547584	-10.72344970703125
chr6	52549632	52551680	-10.188639640808105
chr6	52555776	52557824	-11.683008193969727
chr6	52568064	52570112	-12.731992721557617
chr6	52611072	52613120	-11.761344909667969
chr6	52633600	52635648	-19.31344223022461
chr1	71364608	71366656	-9.673418045043945
chr5	150659072	150661120	-9.424334526062012
chr5	150702080	150704128	-20.516130447387695
chr5	150704128	150706176	-11.985855102539062
chr5	150706176	150708224	-17.763158798217773
chr5	150720512	150722560	-11.62851619720459
chr5	150724608	150726656	-15.01648235321045
chr5	150734848	150736896	-20.150245666503906
chr5	150757376	150759424	-11.74610710144043
chr5	150759424	150761472	-10.38565444946289
chr5	150781952	150784000	-11.430084228515625
chr14	89600000	89602048	-14.459035873413086
chr14	89726976	89729024	-17.24374771118164
chr14	89819136	89821184	-10.50407886505127
chr14	89849856	89851904	-12.916041374206543
chr4	75712512	75714560	-11.213396072387695
chr4	75786240	75788288	-13.071813583374023
chr4	75810816	75812864	-9.966493606567383
chr11	82941952	82944000	-16.675586700439453
chr11	82946048	82948096	-12.467462539672852
chr11	82974720	82976768	-14.845840454101562
chr11	82980864	82982912	-15.504972457885742
chr11	82993152	82995200	-17.740421295166016
chr11	82997248	82999296	-18.088895797729492
chr11	83015680	83017728	-16.59296989440918
chr11	83030016	83032064	-13.12531852722168
chr11	83032064	83034112	-20.201082229614258
chr11	83044352	83046400	-9.392365455627441
chr11	83050496	83052544	-15.700660705566406
chr11	83085312	83087360	-11.264838218688965
chr8	140716032	140718080	-10.043542861938477
chr8	140722176	140724224	-10.530515670776367
chr8	140857344	140859392	-11.677285194396973
chr8	140898304	140900352	-26.919322967529297
chr15	77148160	77150208	-9.4348726272583
chr15	77164544	77166592	-12.461450576782227
chr15	77178880	77180928	-11.347013473510742
chr15	77201408	77203456	-11.65149211883545
chr15	77217792	77219840	-9.964853286743164
chr15	77219840	77221888	-13.977226257324219
chr15	77221888	77223936	-13.291302680969238
chr15	77248512	77250560	-15.416888236999512
chr15	77283328	77285376	-22.479631423950195
chr11	18354176	18356224	-12.303365707397461
chr11	18358272	18360320	-30.052770614624023
chr11	18362368	18364416	-18.12728500366211
chr11	18382848	18384896	-15.288328170776367
chr11	18395136	18397184	-28.425655364990234
chr11	18601984	18604032	-17.898317337036133
chr13	75479040	75481088	-10.885279655456543
chr13	75491328	75493376	-10.205439567565918
chr13	75511808	75513856	-14.526702880859375
chr13	75517952	75520000	-22.506210327148438
chr13	75526144	75528192	-14.980173110961914
chr13	75528192	75530240	-10.612236022949219
chr13	75560960	75563008	-12.154753684997559
chr13	75589632	75591680	-11.309407234191895
chr13	75608064	75610112	-13.227361679077148
chr13	75620352	75622400	-17.8768310546875
chr13	75632640	75634688	-12.680976867675781
chr13	75634688	75636736	-11.292478561401367
chr13	75638784	75640832	-16.529582977294922
chr13	75646976	75649024	-29.079486846923828
chr13	75655168	75657216	-19.07891082763672
chr13	75661312	75663360	-34.178321838378906
chr13	75665408	75667456	-21.916759490966797
chr13	75671552	75673600	-13.967720031738281
chr13	75675648	75677696	-23.436355590820312
chr13	75683840	75685888	-12.366865158081055
chr13	75698176	75700224	-13.047831535339355
chr13	75722752	75724800	-22.713855743408203
chr13	75759616	75761664	-20.043476104736328
chr13	75790336	75792384	-18.130483627319336
chr12	2121728	2123776	-14.142041206359863
chr12	2211840	2213888	-12.544454574584961
chr12	2893824	2895872	-9.535277366638184
chr12	2899968	2902016	-10.618538856506348
chr12	2910208	2912256	-12.95759391784668
chr12	2916352	2918400	-10.284849166870117
chr12	2947072	2949120	-15.179878234863281
chr17	27238400	27240448	-13.127123832702637
chr17	27406336	27408384	-10.525583267211914
chr17	27475968	27478016	-13.759267807006836
chr17	28053504	28055552	-10.229726791381836
chr17	28057600	28059648	-9.394378662109375
chr17	28076032	28078080	-13.304122924804688
chr7	105070592	105072640	-10.832803726196289
chr7	105078784	105080832	-12.780675888061523
chr7	105179136	105181184	-12.715214729309082
chr7	105267200	105269248	-13.255635261535645
chr5	81573888	81575936	-11.276874542236328
chr5	81598464	81600512	-9.799551963806152
chr5	81608704	81610752	-12.745725631713867
chr5	81629184	81631232	-12.393832206726074
chr5	81645568	81647616	-9.673192024230957
chr5	81666048	81668096	-17.81906509399414
chr5	81670144	81672192	-11.647586822509766
chr5	81719296	81721344	-10.527688980102539
chr2	54317056	54319104	-11.083974838256836
chr2	54323200	54325248	-9.442106246948242
chr2	54333440	54335488	-11.072816848754883
chr2	54530048	54532096	-18.536354064941406
chr2	54962176	54964224	-10.539877891540527
chr2	54999040	55001088	-20.78159523010254
chr2	55050240	55052288	-17.809043884277344
chr2	55058432	55060480	-18.035404205322266
chr2	55085056	55087104	-17.36689567565918
chr2	55087104	55089152	-24.930828094482422
chr2	55107584	55109632	-19.05455780029297
chr7	132894720	132896768	-12.16197395324707
chr7	133625856	133627904	-11.763628005981445
chr6	36935680	36937728	-26.398548126220703
chr6	36976640	36978688	-14.893054008483887
chr6	36982784	36984832	-11.18563175201416
chr6	36984832	36986880	-12.743428230285645
chr6	37015552	37017600	-10.711048126220703
chr6	37033984	37036032	-15.156829833984375
chr6	37060608	37062656	-10.65212631225586
chr6	37074944	37076992	-13.881189346313477
chr6	37076992	37079040	-11.874231338500977
chr6	37101568	37103616	-16.15548324584961
chr6	37103616	37105664	-9.365655899047852
chr6	37124096	37126144	-16.92999839782715
chr6	37132288	37134336	-12.032707214355469
chr6	37142528	37144576	-11.143664360046387
chr5	119031808	119033856	-14.109537124633789
chr5	119070720	119072768	-15.060781478881836
chr1	172161024	172163072	-9.720491409301758
chr1	172177408	172179456	-11.700597763061523
chr1	172199936	172201984	-11.017616271972656
chr1	172238848	172240896	-10.016889572143555
chr1	172257280	172259328	-12.404085159301758
chr1	172279808	172281856	-13.885614395141602
chr1	172283904	172285952	-9.60987663269043
chr1	172288000	172290048	-18.35268783569336
chr1	172290048	172292096	-11.522762298583984
chr1	172339200	172341248	-10.879243850708008
chr1	172357632	172359680	-11.81543254852295
chr1	172595200	172597248	-11.920295715332031
chr5	112640000	112642048	-14.175613403320312
chr5	112709632	112711680	-12.853266716003418
chr5	112713728	112715776	-10.57744026184082
chr5	113164288	113166336	-13.235493659973145
chr13	28338176	28340224	-14.314184188842773
chr13	28340224	28342272	-14.5103178024292
chr13	28379136	28381184	-18.536270141601562
chr13	28387328	28389376	-31.57423973083496
chr13	28397568	28399616	-20.206079483032227
chr13	28407808	28409856	-23.375595092773438
chr13	28411904	28413952	-16.424219131469727
chr13	28418048	28420096	-18.436120986938477
chr13	28444672	28446720	-22.686077117919922
chr13	28448768	28450816	-18.77027130126953
chr13	28452864	28454912	-10.646891593933105
chr13	28493824	28495872	-17.65939712524414
chr13	28497920	28499968	-16.460498809814453
chr13	28534784	28536832	-19.00870132446289
chr13	28542976	28545024	-13.534975051879883
chr13	28563456	28565504	-12.506433486938477
chr13	28567552	28569600	-17.176265716552734
chr13	28588032	28590080	-10.00881576538086
chr13	28590080	28592128	-11.931605339050293
chr13	28600320	28602368	-17.017322540283203
chr13	28618752	28620800	-15.008768081665039
chr13	28620800	28622848	-11.452988624572754
chr13	28639232	28641280	-14.425687789916992
chr13	28655616	28657664	-11.909459114074707
chr9	33878016	33880064	-10.325141906738281
chr9	33884160	33886208	-19.832847595214844
chr9	33896448	33898496	-9.719991683959961
chr9	33957888	33959936	-11.168359756469727
chr9	33961984	33964032	-10.332869529724121
chr9	34082816	34084864	-9.738485336303711
chr9	34131968	34134016	-9.788289070129395
chr9	34162688	34164736	-14.922607421875
chr9	34199552	34201600	-24.705429077148438
chr1	200222720	200224768	-15.808511734008789
chr1	200228864	200230912	-11.636098861694336
chr1	200294400	200296448	-11.956326484680176
chr1	200312832	200314880	-13.752830505371094
chr1	200339456	200341504	-14.123705863952637
chr1	200353792	200355840	-14.011022567749023
chr1	200357888	200359936	-15.94141960144043
chr1	200376320	200378368	-10.451533317565918
chr1	200380416	200382464	-17.220491409301758
chr1	200392704	200394752	-12.239349365234375
chr1	200673280	200675328	-19.512575149536133
chr1	200691712	200693760	-19.114530563354492
chr1	200708096	200710144	-18.7182674407959
chr1	200728576	200730624	-24.731937408447266
chr1	200757248	200759296	-16.970783233642578
chr1	200790016	200792064	-13.891616821289062
chr4	137238528	137240576	-10.207536697387695
chr5	91117568	91119616	-13.804051399230957
chr5	91119616	91121664	-20.759159088134766
chr5	91121664	91123712	-17.014114379882812
chr5	91140096	91142144	-12.959246635437012
chr5	91142144	91144192	-19.971599578857422
chr5	91154432	91156480	-18.690866470336914
chr5	91166720	91168768	-21.5000057220459
chr5	91170816	91172864	-12.501129150390625
chr5	91176960	91179008	-21.177682876586914
chr5	91181056	91183104	-24.62952995300293
chr5	91187200	91189248	-14.912620544433594
chr5	91191296	91193344	-23.184406280517578
chr5	91195392	91197440	-19.83669090270996
chr5	91197440	91199488	-15.079307556152344
chr5	91209728	91211776	-19.001026153564453
chr5	91217920	91219968	-36.55242156982422
chr5	91230208	91232256	-19.063344955444336
chr5	91234304	91236352	-16.054508209228516
chr5	91242496	91244544	-15.90662670135498
chr5	91244544	91246592	-11.683297157287598
chr5	91246592	91248640	-47.41366195678711
chr5	91254784	91256832	-18.63068389892578
chr5	91265024	91267072	-16.251256942749023
chr5	91267072	91269120	-12.38725471496582
chr5	91271168	91273216	-12.926542282104492
chr5	91279360	91281408	-13.508201599121094
chr5	91289600	91291648	-14.893261909484863
chr5	91310080	91312128	-20.257495880126953
chr5	91312128	91314176	-27.026962280273438
chr5	91320320	91322368	-15.22422981262207
chr5	91328512	91330560	-24.147859573364258
chr5	91371520	91373568	-14.222247123718262
chr4	128337920	128339968	-14.045120239257812
chr4	128520192	128522240	-13.7977933883667
chr4	128524288	128526336	-10.22028923034668
chr2	28774400	28776448	-12.459271430969238
chr2	28819456	28821504	-24.526321411132812
chr2	28823552	28825600	-14.622652053833008
chr2	28835840	28837888	-20.512828826904297
chr2	28917760	28919808	-9.723214149475098
chr2	29075456	29077504	-16.246562957763672
chr11	45801472	45803520	-12.87763500213623
chr11	45819904	45821952	-9.531637191772461
chr11	45858816	45860864	-13.264623641967773
chr11	45864960	45867008	-13.70384407043457
chr11	45891584	45893632	-10.350130081176758
chr11	45926400	45928448	-14.105325698852539
chr11	45928448	45930496	-11.858896255493164
chr11	45940736	45942784	-12.560359954833984
chr11	45959168	45961216	-11.249726295471191
chr11	45969408	45971456	-12.639488220214844
chr11	46090240	46092288	-18.15157699584961
chr11	46598144	46600192	-12.429072380065918
chr11	46628864	46630912	-12.936544418334961
chr11	46649344	46651392	-12.179006576538086
chr11	46651392	46653440	-9.92667293548584
chr11	46659584	46661632	-12.437227249145508
chr7	151484416	151486464	-20.82475471496582
chr7	151504896	151506944	-21.873201370239258
chr7	151609344	151611392	-10.703415870666504
chr7	151615488	151617536	-16.155517578125
chr7	151642112	151644160	-9.773508071899414
chr7	151658496	151660544	-14.857836723327637
chr7	151683072	151685120	-9.6343355178833
chr7	151756800	151758848	-9.788748741149902
chr15	39370752	39372800	-13.073904037475586
chr15	39374848	39376896	-11.062520027160645
chr15	39378944	39380992	-14.134347915649414
chr15	39391232	39393280	-11.360475540161133
chr15	39395328	39397376	-19.86227035522461
chr15	39397376	39399424	-27.88069725036621
chr15	39403520	39405568	-9.975153923034668
chr15	39413760	39415808	-16.545211791992188
chr15	39430144	39432192	-20.666820526123047
chr15	39434240	39436288	-25.445598602294922
chr15	39436288	39438336	-14.22736930847168
chr15	39438336	39440384	-14.948410034179688
chr15	39440384	39442432	-30.310791015625
chr15	39444480	39446528	-28.144359588623047
chr15	39448576	39450624	-24.801002502441406
chr15	39450624	39452672	-16.97528839111328
chr15	39458816	39460864	-20.53822898864746
chr15	39460864	39462912	-22.85751724243164
chr15	39464960	39467008	-15.730740547180176
chr15	39481344	39483392	-20.24825668334961
chr15	39489536	39491584	-14.472999572753906
