Run	Value	MetricType	Model
5	0.4582066254245802	Spearman_Diff_AtoB	Seq
5	0.2181	MSE_Diff_AtoB	Seq
5	0.5514763833295476	Pearson_Diff_BtoA	Seq
5	0.421576474711541	Spearman_Diff_BtoA	Seq
5	0.246	MSE_Diff_BtoA	Seq
3	0.6282731271624762	Pearson	Seq
3	0.5738583315618881	Spearman	Seq
3	0.1865	MSE	Seq
3	0.5889886175137472	Pearson_MSE0.3	Seq
3	0.5460000519348134	Spearman_MSE0.3	Seq
3	0.3013	MSE_MSE0.3	Seq
3	0.6088130852375981	Pearson_MSE0.3_Same	Seq
3	0.538078511269331	Spearman_MSE0.3_Same	Seq
3	0.2362	MSE_MSE0.3_Same	Seq
3	0.5619097789311542	Pearson_MSE0.3_AtoB	Seq
3	0.5173870950182987	Spearman_MSE0.3_AtoB	Seq
3	0.309	MSE_MSE0.3_AtoB	Seq
3	0.6433398819720393	Pearson_MSE0.3_BtoA	Seq
3	0.6056782376132449	Spearman_MSE0.3_BtoA	Seq
3	0.345	MSE_MSE0.3_BtoA	Seq
3	0.47661772755193693	Pearson_Diff	Seq
3	0.3143317342526529	Spearman_Diff	Seq
3	0.1736	MSE_Diff	Seq
3	0.3360963694018324	Pearson_Diff_Same	Seq
3	0.18948398173239084	Spearman_Diff_Same	Seq
3	0.1273	MSE_Diff_Same	Seq
3	0.5514077872929548	Pearson_Diff_AtoB	Seq
3	0.44593717185355447	Spearman_Diff_AtoB	Seq
3	0.237	MSE_Diff_AtoB	Seq
3	0.577631173242718	Pearson_Diff_BtoA	Seq
3	0.4687131432968969	Spearman_Diff_BtoA	Seq
3	0.2499	MSE_Diff_BtoA	Seq
1	0.6127905128698798	Pearson	Seq+Random
1	0.5601234708942577	Spearman	Seq+Random
1	0.1884	MSE	Seq+Random
1	0.6250935601182253	Pearson_MSE0.3	Seq+Random
1	0.5713619509496374	Spearman_MSE0.3	Seq+Random
1	0.286	MSE_MSE0.3	Seq+Random
1	0.6137089633038806	Pearson_MSE0.3_Same	Seq+Random
1	0.5408624812471003	Spearman_MSE0.3_Same	Seq+Random
1	0.2325	MSE_MSE0.3_Same	Seq+Random
1	0.6416228839176567	Pearson_MSE0.3_AtoB	Seq+Random
1	0.5774694463566955	Spearman_MSE0.3_AtoB	Seq+Random
1	0.2737	MSE_MSE0.3_AtoB	Seq+Random
1	0.6069729992801203	Pearson_MSE0.3_BtoA	Seq+Random
1	0.5772921083343676	Spearman_MSE0.3_BtoA	Seq+Random
1	0.3564	MSE_MSE0.3_BtoA	Seq+Random
1	0.4875611654097224	Pearson_Diff	Seq+Random
1	0.30587176917391284	Spearman_Diff	Seq+Random
1	0.1625	MSE_Diff	Seq+Random
1	0.30658732501706115	Pearson_Diff_Same	Seq+Random
1	0.1687054249681687	Spearman_Diff_Same	Seq+Random
1	0.1193	MSE_Diff_Same	Seq+Random
1	0.619153250106903	Pearson_Diff_AtoB	Seq+Random
1	0.4900669743315385	Spearman_Diff_AtoB	Seq+Random
1	0.2094	MSE_Diff_AtoB	Seq+Random
1	0.5409346580716493	Pearson_Diff_BtoA	Seq+Random
1	0.42097995755680884	Spearman_Diff_BtoA	Seq+Random
1	0.2527	MSE_Diff_BtoA	Seq+Random
2	0.6131307314508907	Pearson	Seq+Random
2	0.557585545785677	Spearman	Seq+Random
2	0.1885	MSE	Seq+Random
2	0.6175720252479245	Pearson_MSE0.3	Seq+Random
2	0.558298025769233	Spearman_MSE0.3	Seq+Random
2	0.283	MSE_MSE0.3	Seq+Random
2	0.6043467429552369	Pearson_MSE0.3_Same	Seq+Random
2	0.5461739420954306	Spearman_MSE0.3_Same	Seq+Random
2	0.2344	MSE_MSE0.3_Same	Seq+Random
2	0.5862446781029611	Pearson_MSE0.3_AtoB	Seq+Random
2	0.5094475633820879	Spearman_MSE0.3_AtoB	Seq+Random
2	0.2917	MSE_MSE0.3_AtoB	Seq+Random
2	0.6838831751594612	Pearson_MSE0.3_BtoA	Seq+Random
2	0.6562484894124176	Spearman_MSE0.3_BtoA	Seq+Random
2	0.3093	MSE_MSE0.3_BtoA	Seq+Random
2	0.4769412131322541	Pearson_Diff	Seq+Random
2	0.2964993286690907	Spearman_Diff	Seq+Random
2	0.1653	MSE_Diff	Seq+Random
2	0.2953732308429168	Pearson_Diff_Same	Seq+Random
2	0.1764752922178423	Spearman_Diff_Same	Seq+Random
2	0.1252	MSE_Diff_Same	Seq+Random
2	0.5788755653417589	Pearson_Diff_AtoB	Seq+Random
2	0.43060726414021677	Spearman_Diff_AtoB	Seq+Random
2	0.2207	MSE_Diff_AtoB	Seq+Random
2	0.6032896226898061	Pearson_Diff_BtoA	Seq+Random
2	0.45641420561588114	Spearman_Diff_BtoA	Seq+Random
2	0.2305	MSE_Diff_BtoA	Seq+Random
3	0.6067301407883017	Pearson	Seq+Random
3	0.5572775157622928	Spearman	Seq+Random
3	0.1917	MSE	Seq+Random
3	0.5922535148223942	Pearson_MSE0.3	Seq+Random
3	0.5396398012041626	Spearman_MSE0.3	Seq+Random
3	0.2898	MSE_MSE0.3	Seq+Random
3	0.6257839116689764	Pearson_MSE0.3_Same	Seq+Random
3	0.5462313998062216	Spearman_MSE0.3_Same	Seq+Random
3	0.2228	MSE_MSE0.3_Same	Seq+Random
3	0.5625164226573973	Pearson_MSE0.3_AtoB	Seq+Random
3	0.5048950927512398	Spearman_MSE0.3_AtoB	Seq+Random
3	0.3008	MSE_MSE0.3_AtoB	Seq+Random
3	0.6245251499758784	Pearson_MSE0.3_BtoA	Seq+Random
3	0.5905756886917403	Spearman_MSE0.3_BtoA	Seq+Random
3	0.3284	MSE_MSE0.3_BtoA	Seq+Random
3	0.4519723552020515	Pearson_Diff	Seq+Random
3	0.2911024943300023	Spearman_Diff	Seq+Random
3	0.1716	MSE_Diff	Seq+Random
3	0.3010904548175578	Pearson_Diff_Same	Seq+Random
3	0.17884896147073392	Spearman_Diff_Same	Seq+Random
3	0.1276	MSE_Diff_Same	Seq+Random
3	0.5400954921961798	Pearson_Diff_AtoB	Seq+Random
3	0.43215733827741143	Spearman_Diff_AtoB	Seq+Random
3	0.2334	MSE_Diff_AtoB	Seq+Random
3	0.5449121468952449	Pearson_Diff_BtoA	Seq+Random
3	0.4053376401860925	Spearman_Diff_BtoA	Seq+Random
3	0.2421	MSE_Diff_BtoA	Seq+Random
4	0.631627881216493	Pearson	Seq+Random
4	0.571655668149241	Spearman	Seq+Random
4	0.203	MSE	Seq+Random
4	0.6343820656817248	Pearson_MSE0.3	Seq+Random
4	0.5887582954630108	Spearman_MSE0.3	Seq+Random
4	0.2996	MSE_MSE0.3	Seq+Random
4	0.607213806076388	Pearson_MSE0.3_Same	Seq+Random
4	0.5630360305102577	Spearman_MSE0.3_Same	Seq+Random
4	0.2505	MSE_MSE0.3_Same	Seq+Random
4	0.6363111869757879	Pearson_MSE0.3_AtoB	Seq+Random
4	0.5737674808897147	Spearman_MSE0.3_AtoB	Seq+Random
4	0.2998	MSE_MSE0.3_AtoB	Seq+Random
4	0.653220211228926	Pearson_MSE0.3_BtoA	Seq+Random
4	0.6287992711433401	Spearman_MSE0.3_BtoA	Seq+Random
4	0.3425	MSE_MSE0.3_BtoA	Seq+Random
4	0.5104231796242237	Pearson_Diff	Seq+Random
4	0.32549690843851076	Spearman_Diff	Seq+Random
4	0.1813	MSE_Diff	Seq+Random
4	0.3445428199533249	Pearson_Diff_Same	Seq+Random
4	0.1987512133008622	Spearman_Diff_Same	Seq+Random
4	0.1388	MSE_Diff_Same	Seq+Random
4	0.6137326906492664	Pearson_Diff_AtoB	Seq+Random
4	0.48440641092549824	Spearman_Diff_AtoB	Seq+Random
4	0.2365	MSE_Diff_AtoB	Seq+Random
4	0.5862801194254122	Pearson_Diff_BtoA	Seq+Random
4	0.45200413895564195	Spearman_Diff_BtoA	Seq+Random
4	0.2566	MSE_Diff_BtoA	Seq+Random
5	0.6351199460936023	Pearson	Seq+Random
5	0.5777997063961452	Spearman	Seq+Random
5	0.1914	MSE	Seq+Random
5	0.6483126845601934	Pearson_MSE0.3	Seq+Random
5	0.5982406272558938	Spearman_MSE0.3	Seq+Random
5	0.2832	MSE_MSE0.3	Seq+Random
5	0.6151334044762522	Pearson_MSE0.3_Same	Seq+Random
5	0.571223688250816	Spearman_MSE0.3_Same	Seq+Random
5	0.2448	MSE_MSE0.3_Same	Seq+Random
5	0.6529351214339819	Pearson_MSE0.3_AtoB	Seq+Random
5	0.5866013814006289	Spearman_MSE0.3_AtoB	Seq+Random
5	0.2756	MSE_MSE0.3_AtoB	Seq+Random
5	0.6638980881312305	Pearson_MSE0.3_BtoA	Seq+Random
5	0.6341066323114937	Spearman_MSE0.3_BtoA	Seq+Random
5	0.332	MSE_MSE0.3_BtoA	Seq+Random
5	0.5144466487889885	Pearson_Diff	Seq+Random
5	0.31928351749564954	Spearman_Diff	Seq+Random
5	0.1744	MSE_Diff	Seq+Random
5	0.3317793739620518	Pearson_Diff_Same	Seq+Random
5	0.1885656615857978	Spearman_Diff_Same	Seq+Random
5	0.1353	MSE_Diff_Same	Seq+Random
5	0.6363334300502135	Pearson_Diff_AtoB	Seq+Random
5	0.4944940117488196	Spearman_Diff_AtoB	Seq+Random
5	0.2166	MSE_Diff_AtoB	Seq+Random
5	0.5790801970315305	Pearson_Diff_BtoA	Seq+Random
5	0.4367261328519801	Spearman_Diff_BtoA	Seq+Random
5	0.257	MSE_Diff_BtoA	Seq+Random
1	0.6709134132115472	Pearson	Seq+Steady_State_RNA
1	0.6104566879046794	Spearman	Seq+Steady_State_RNA
1	0.1715	MSE	Seq+Steady_State_RNA
1	0.6936012189686008	Pearson_MSE0.3	Seq+Steady_State_RNA
1	0.6566660981899741	Spearman_MSE0.3	Seq+Steady_State_RNA
1	0.2374	MSE_MSE0.3	Seq+Steady_State_RNA
1	0.7069364650235167	Pearson_MSE0.3_Same	Seq+Steady_State_RNA
1	0.698000969213687	Spearman_MSE0.3_Same	Seq+Steady_State_RNA
1	0.1826	MSE_MSE0.3_Same	Seq+Steady_State_RNA
1	0.7099392560162524	Pearson_MSE0.3_AtoB	Seq+Steady_State_RNA
1	0.6466232565130948	Spearman_MSE0.3_AtoB	Seq+Steady_State_RNA
1	0.225	MSE_MSE0.3_AtoB	Seq+Steady_State_RNA
1	0.6619914622887395	Pearson_MSE0.3_BtoA	Seq+Steady_State_RNA
1	0.6364145496209289	Spearman_MSE0.3_BtoA	Seq+Steady_State_RNA
1	0.3096	MSE_MSE0.3_BtoA	Seq+Steady_State_RNA
1	0.5849403062161092	Pearson_Diff	Seq+Steady_State_RNA
1	0.3694229674204346	Spearman_Diff	Seq+Steady_State_RNA
1	0.1503	MSE_Diff	Seq+Steady_State_RNA
1	0.4333689724077262	Pearson_Diff_Same	Seq+Steady_State_RNA
1	0.23673154145528244	Spearman_Diff_Same	Seq+Steady_State_RNA
1	0.1162	MSE_Diff_Same	Seq+Steady_State_RNA
1	0.6988314284958659	Pearson_Diff_AtoB	Seq+Steady_State_RNA
1	0.551443431012636	Spearman_Diff_AtoB	Seq+Steady_State_RNA
1	0.177	MSE_Diff_AtoB	Seq+Steady_State_RNA
1	0.5907133623830115	Pearson_Diff_BtoA	Seq+Steady_State_RNA
1	0.45807448140294477	Spearman_Diff_BtoA	Seq+Steady_State_RNA
1	0.2379	MSE_Diff_BtoA	Seq+Steady_State_RNA
2	0.6666265151655303	Pearson	Seq+Steady_State_RNA
2	0.6060740982485242	Spearman	Seq+Steady_State_RNA
2	0.1731	MSE	Seq+Steady_State_RNA
2	0.679147129464066	Pearson_MSE0.3	Seq+Steady_State_RNA
2	0.644927608119779	Spearman_MSE0.3	Seq+Steady_State_RNA
2	0.2542	MSE_MSE0.3	Seq+Steady_State_RNA
2	0.6896707932737307	Pearson_MSE0.3_Same	Seq+Steady_State_RNA
2	0.6560694541012019	Spearman_MSE0.3_Same	Seq+Steady_State_RNA
2	0.2026	MSE_MSE0.3_Same	Seq+Steady_State_RNA
2	0.681682333528191	Pearson_MSE0.3_AtoB	Seq+Steady_State_RNA
2	0.6310194693368998	Spearman_MSE0.3_AtoB	Seq+Steady_State_RNA
2	0.249	MSE_MSE0.3_AtoB	Seq+Steady_State_RNA
2	0.6680122985350346	Pearson_MSE0.3_BtoA	Seq+Steady_State_RNA
2	0.6537025333086819	Spearman_MSE0.3_BtoA	Seq+Steady_State_RNA
2	0.3096	MSE_MSE0.3_BtoA	Seq+Steady_State_RNA
2	0.575782778328979	Pearson_Diff	Seq+Steady_State_RNA
2	0.3573164742306211	Spearman_Diff	Seq+Steady_State_RNA
2	0.1523	MSE_Diff	Seq+Steady_State_RNA
2	0.42608658231913077	Pearson_Diff_Same	Seq+Steady_State_RNA
2	0.2208239820930359	Spearman_Diff_Same	Seq+Steady_State_RNA
2	0.1129	MSE_Diff_Same	Seq+Steady_State_RNA
2	0.6693531059425175	Pearson_Diff_AtoB	Seq+Steady_State_RNA
2	0.5356948019538921	Spearman_Diff_AtoB	Seq+Steady_State_RNA
2	0.1934	MSE_Diff_AtoB	Seq+Steady_State_RNA
2	0.5908662683443374	Pearson_Diff_BtoA	Seq+Steady_State_RNA
2	0.4576239672915152	Spearman_Diff_BtoA	Seq+Steady_State_RNA
2	0.2383	MSE_Diff_BtoA	Seq+Steady_State_RNA
3	0.6782815058131482	Pearson	Seq+Steady_State_RNA
3	0.6173069284569387	Spearman	Seq+Steady_State_RNA
3	0.1698	MSE	Seq+Steady_State_RNA
3	0.6994221645215856	Pearson_MSE0.3	Seq+Steady_State_RNA
3	0.6532940838445128	Spearman_MSE0.3	Seq+Steady_State_RNA
3	0.2268	MSE_MSE0.3	Seq+Steady_State_RNA
3	0.6834083753582422	Pearson_MSE0.3_Same	Seq+Steady_State_RNA
3	0.6695467073264088	Spearman_MSE0.3_Same	Seq+Steady_State_RNA
3	0.1925	MSE_MSE0.3_Same	Seq+Steady_State_RNA
3	0.7037592531629575	Pearson_MSE0.3_AtoB	Seq+Steady_State_RNA
3	0.6290970001155551	Spearman_MSE0.3_AtoB	Seq+Steady_State_RNA
3	0.2234	MSE_MSE0.3_AtoB	Seq+Steady_State_RNA
3	0.7091271008237902	Pearson_MSE0.3_BtoA	Seq+Steady_State_RNA
3	0.6788919211273842	Spearman_MSE0.3_BtoA	Seq+Steady_State_RNA
3	0.264	MSE_MSE0.3_BtoA	Seq+Steady_State_RNA
3	0.5863260717546586	Pearson_Diff	Seq+Steady_State_RNA
3	0.36660128367595674	Spearman_Diff	Seq+Steady_State_RNA
3	0.147	MSE_Diff	Seq+Steady_State_RNA
3	0.4217035278607351	Pearson_Diff_Same	Seq+Steady_State_RNA
3	0.23282204165033604	Spearman_Diff_Same	Seq+Steady_State_RNA
3	0.1175	MSE_Diff_Same	Seq+Steady_State_RNA
3	0.6936810418913986	Pearson_Diff_AtoB	Seq+Steady_State_RNA
3	0.5372386323521481	Spearman_Diff_AtoB	Seq+Steady_State_RNA
3	0.1748	MSE_Diff_AtoB	Seq+Steady_State_RNA
3	0.6147021032381724	Pearson_Diff_BtoA	Seq+Steady_State_RNA
3	0.4775947732368703	Spearman_Diff_BtoA	Seq+Steady_State_RNA
3	0.2156	MSE_Diff_BtoA	Seq+Steady_State_RNA
4	0.6791246782343615	Pearson	Seq+Steady_State_RNA
4	0.6149301406309331	Spearman	Seq+Steady_State_RNA
4	0.1683	MSE	Seq+Steady_State_RNA
4	0.7036017051999987	Pearson_MSE0.3	Seq+Steady_State_RNA
4	0.6537013015419552	Spearman_MSE0.3	Seq+Steady_State_RNA
4	0.2422	MSE_MSE0.3	Seq+Steady_State_RNA
4	0.7342331736025817	Pearson_MSE0.3_Same	Seq+Steady_State_RNA
4	0.6898433573822018	Spearman_MSE0.3_Same	Seq+Steady_State_RNA
4	0.1766	MSE_MSE0.3_Same	Seq+Steady_State_RNA
4	0.6889769026153493	Pearson_MSE0.3_AtoB	Seq+Steady_State_RNA
4	0.6190465466829552	Spearman_MSE0.3_AtoB	Seq+Steady_State_RNA
4	0.2499	MSE_MSE0.3_AtoB	Seq+Steady_State_RNA
4	0.7092121151443274	Pearson_MSE0.3_BtoA	Seq+Steady_State_RNA
4	0.6809571818455763	Spearman_MSE0.3_BtoA	Seq+Steady_State_RNA
4	0.286	MSE_MSE0.3_BtoA	Seq+Steady_State_RNA
4	0.5862337743920408	Pearson_Diff	Seq+Steady_State_RNA
4	0.36291865814079377	Spearman_Diff	Seq+Steady_State_RNA
4	0.1519	MSE_Diff	Seq+Steady_State_RNA
4	0.4467457078404639	Pearson_Diff_Same	Seq+Steady_State_RNA
4	0.23458360689423044	Spearman_Diff_Same	Seq+Steady_State_RNA
4	0.1127	MSE_Diff_Same	Seq+Steady_State_RNA
4	0.6749307179319938	Pearson_Diff_AtoB	Seq+Steady_State_RNA
4	0.524539902629594	Spearman_Diff_AtoB	Seq+Steady_State_RNA
4	0.1969	MSE_Diff_AtoB	Seq+Steady_State_RNA
4	0.6115194915126557	Pearson_Diff_BtoA	Seq+Steady_State_RNA
4	0.46741318731405157	Spearman_Diff_BtoA	Seq+Steady_State_RNA
4	0.2303	MSE_Diff_BtoA	Seq+Steady_State_RNA
5	0.6800831115594461	Pearson	Seq+Steady_State_RNA
5	0.615732847545665	Spearman	Seq+Steady_State_RNA
5	0.166	MSE	Seq+Steady_State_RNA
5	0.7103247884914408	Pearson_MSE0.3	Seq+Steady_State_RNA
5	0.6617213869579966	Spearman_MSE0.3	Seq+Steady_State_RNA
5	0.217	MSE_MSE0.3	Seq+Steady_State_RNA
5	0.7084497875156941	Pearson_MSE0.3_Same	Seq+Steady_State_RNA
5	0.6701027070142981	Spearman_MSE0.3_Same	Seq+Steady_State_RNA
5	0.1815	MSE_MSE0.3_Same	Seq+Steady_State_RNA
5	0.7230519924790528	Pearson_MSE0.3_AtoB	Seq+Steady_State_RNA
5	0.6379268329451719	Spearman_MSE0.3_AtoB	Seq+Steady_State_RNA
5	0.207	MSE_MSE0.3_AtoB	Seq+Steady_State_RNA
5	0.6991028671340298	Pearson_MSE0.3_BtoA	Seq+Steady_State_RNA
5	0.6857535195655647	Spearman_MSE0.3_BtoA	Seq+Steady_State_RNA
5	0.2678	MSE_MSE0.3_BtoA	Seq+Steady_State_RNA
5	0.6003391138166203	Pearson_Diff	Seq+Steady_State_RNA
5	0.3684018940656263	Spearman_Diff	Seq+Steady_State_RNA
5	0.1365	MSE_Diff	Seq+Steady_State_RNA
5	0.44201382697924335	Pearson_Diff_Same	Seq+Steady_State_RNA
5	0.22683059543894013	Spearman_Diff_Same	Seq+Steady_State_RNA
5	0.1065	MSE_Diff_Same	Seq+Steady_State_RNA
5	0.708299368959723	Pearson_Diff_AtoB	Seq+Steady_State_RNA
5	0.5367668783879631	Spearman_Diff_AtoB	Seq+Steady_State_RNA
5	0.1627	MSE_Diff_AtoB	Seq+Steady_State_RNA
5	0.6180427143543767	Pearson_Diff_BtoA	Seq+Steady_State_RNA
5	0.5062304695399529	Spearman_Diff_BtoA	Seq+Steady_State_RNA
5	0.2091	MSE_Diff_BtoA	Seq+Steady_State_RNA
1	0.7111673039272546	Pearson	Seq+Nascent_RNA
1	0.649298020280852	Spearman	Seq+Nascent_RNA
1	0.1545	MSE	Seq+Nascent_RNA
1	0.7863872643530075	Pearson_MSE0.3	Seq+Nascent_RNA
1	0.7376359276070111	Spearman_MSE0.3	Seq+Nascent_RNA
1	0.1708	MSE_MSE0.3	Seq+Nascent_RNA
1	0.7582219220778608	Pearson_MSE0.3_Same	Seq+Nascent_RNA
1	0.6995595553673196	Spearman_MSE0.3_Same	Seq+Nascent_RNA
1	0.157	MSE_MSE0.3_Same	Seq+Nascent_RNA
1	0.7930148638926207	Pearson_MSE0.3_AtoB	Seq+Nascent_RNA
1	0.7346466064321691	Spearman_MSE0.3_AtoB	Seq+Nascent_RNA
1	0.1656	MSE_MSE0.3_AtoB	Seq+Nascent_RNA
1	0.7989067250874743	Pearson_MSE0.3_BtoA	Seq+Nascent_RNA
1	0.7741555142975453	Spearman_MSE0.3_BtoA	Seq+Nascent_RNA
1	0.1927	MSE_MSE0.3_BtoA	Seq+Nascent_RNA
1	0.672482491188966	Pearson_Diff	Seq+Nascent_RNA
1	0.4339316361256044	Spearman_Diff	Seq+Nascent_RNA
1	0.123	MSE_Diff	Seq+Nascent_RNA
1	0.49968937848299566	Pearson_Diff_Same	Seq+Nascent_RNA
1	0.2608667597271919	Spearman_Diff_Same	Seq+Nascent_RNA
1	0.10657	MSE_Diff_Same	Seq+Nascent_RNA
1	0.773664377674325	Pearson_Diff_AtoB	Seq+Nascent_RNA
1	0.624241264494616	Spearman_Diff_AtoB	Seq+Nascent_RNA
1	0.1393	MSE_Diff_AtoB	Seq+Nascent_RNA
1	0.7292108429973527	Pearson_Diff_BtoA	Seq+Nascent_RNA
1	0.6161020378206835	Spearman_Diff_BtoA	Seq+Nascent_RNA
1	0.16	MSE_Diff_BtoA	Seq+Nascent_RNA
2	0.7154141336656011	Pearson	Seq+Nascent_RNA
2	0.6500417928876331	Spearman	Seq+Nascent_RNA
2	0.1525	MSE	Seq+Nascent_RNA
2	0.7833038581502428	Pearson_MSE0.3	Seq+Nascent_RNA
2	0.7355555858206624	Spearman_MSE0.3	Seq+Nascent_RNA
2	0.1755	MSE_MSE0.3	Seq+Nascent_RNA
2	0.7552841719441717	Pearson_MSE0.3_Same	Seq+Nascent_RNA
2	0.7012250395749644	Spearman_MSE0.3_Same	Seq+Nascent_RNA
2	0.1575	MSE_MSE0.3_Same	Seq+Nascent_RNA
2	0.8063461348840782	Pearson_MSE0.3_AtoB	Seq+Nascent_RNA
2	0.7408055896124199	Spearman_MSE0.3_AtoB	Seq+Nascent_RNA
2	0.158	MSE_MSE0.3_AtoB	Seq+Nascent_RNA
2	0.7644756299109404	Pearson_MSE0.3_BtoA	Seq+Nascent_RNA
2	0.7425714757040901	Spearman_MSE0.3_BtoA	Seq+Nascent_RNA
2	0.2246	MSE_MSE0.3_BtoA	Seq+Nascent_RNA
2	0.6571788208683678	Pearson_Diff	Seq+Nascent_RNA
2	0.41884203546368315	Spearman_Diff	Seq+Nascent_RNA
2	0.1267	MSE_Diff	Seq+Nascent_RNA
2	0.47870658901835467	Pearson_Diff_Same	Seq+Nascent_RNA
2	0.256992946571257	Spearman_Diff_Same	Seq+Nascent_RNA
2	0.1061	MSE_Diff_Same	Seq+Nascent_RNA
